param_08,command_type,param_02,param_03,drama_id,param_04,param_01,param_05,command_id,param_06,param_07
"",3,wish_idle_normal,1,5152066,"",126911,"",66081,0.3,""
"",3,idle_normal,1,5152066,"",110311,"",66082,0.3,""
"",3,cool_idle,1,5152066,"",107811,"",66083,0.3,""
"",3,sad_idle_normal,1,5152066,"",113511,"",66084,0.3,""
"",21,vo_rag_1004,0,5152066,0,vo_rag,"",66085,"",""
0.5,11,"次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう",10,5152066,1,132111,0,66086,10,5
"",93,0,"",5152066,"",5,"",66087,"",""
"",91,"",0,5152066,0,66086,"",66088,"",""
"",3,radio_stretch1_loop_surprise1,1,5152066,"",131911,"",66089,0.3,""
"",3,radio_stretch1_loop,1,5152066,"",132111,"",66090,0.3,""
"",3,radio_stretch1_loop,1,5152066,"",4,"",66091,0.3,""
"",93,"",0,5152066,0,0.1,"",66092,"",""
"",3,radio_stretch1_loop,1,5152066,"",107511,"",66093,0.3,""
"",3,radio_stretch1_loop,1,5152066,"",107611,"",66094,0.3,""
"",3,radio_stretch1_loop,1,5152066,"",126911,"",66095,0.3,""
"",3,radio_stretch1_loop,1,5152066,"",110311,"",66096,0.3,""
"",3,radio_stretch1_loop,1,5152066,"",107811,"",66097,0.3,""
"",3,radio_stretch1_loop,1,5152066,"",113511,"",66098,0.3,""
"",93,"",0,5152066,0,2,"",66099,"",""
"",21,vo_rag_1005,0,5152066,0,vo_rag,"",66100,"",""
0.5,11,"よいしょ、よいしょ……！",10,5152066,1,131911,0,66101,-10,5
"",93,0,"",5152066,"",5,"",66102,"",""
"",91,"",0,5152066,0,66101,"",66103,"",""
"",93,0,"",5152066,"",0.3,"",66104,"",""
"",3,radio_talk_normal,1,5152066,"",131911,"",66105,0.3,""
"",3,wish_idle_normal,1,5152066,"",132111,"",66106,0.3,""
"",3,cool_idle,1,5152066,"",4,"",66107,0.3,""
"",93,0,"",5152066,"",0.1,"",66108,"",""
"",3,idle_normal,1,5152066,"",107511,"",66109,0.3,""
"",3,wish_idle,1,5152066,"",107611,"",66110,0.3,""
"",3,wish_idle_normal,1,5152066,"",126911,"",66111,0.3,""
"",3,idle_normal,1,5152066,"",110311,"",66112,0.3,""
"",3,cool_idle,1,5152066,"",107811,"",66113,0.3,""
"",3,sad_idle_normal,1,5152066,"",113511,"",66114,0.3,""
"",21,vo_rag_1006,0,5152066,0,vo_rag,"",66115,"",""
0.5,11,"さあ、今度は横曲げの運動よ\n弾みをつけてやってね",10,5152066,1,131911,0,66116,-10,5
"",93,0,"",5152066,"",4.3,"",66117,"",""
"",91,"",0,5152066,0,66116,"",66118,"",""
"",3,radio_stretch2_loop,1,5152066,"",131911,"",66119,0.2,""
"",3,radio_stretch2_loop_normal2,1,5152066,"",132111,"",66120,0.2,""
"",3,radio_stretch2_loop_talk2,1,5152066,"",4,"",66121,0.2,""
"",93,"",0,5152066,0,0.2,"",66122,"",""
"",3,radio_stretch2R_loop,1,5152066,"",107511,"",66123,0.2,""
"",3,radio_stretch2R_loop,1,5152066,"",107611,"",66124,0.2,""
"",3,radio_stretch2R_loop,1,5152066,"",126911,"",66125,0.2,""
"",3,radio_stretch2R_loop,1,5152066,"",110311,"",66126,0.2,""
"",3,radio_stretch2R_loop,1,5152066,"",107811,"",66127,0.2,""
"",3,radio_stretch2R_loop,1,5152066,"",113511,"",66128,0.2,""
"",93,"",0,5152066,0,1.5,"",66129,"",""
0,11,"ふっ、ふっ、ふっ……",20,5152066,1,4,0,66130,-10,5
"",93,0,"",5152066,"",0.2,"",66131,"",""
"",21,vo_rag_1007,0,5152066,0,vo_rag,"",66132,"",""
"",93,0,"",5152066,"",2.5,"",66133,"",""
"",91,"",0,5152066,0,66130,"",66134,"",""
"",21,vo_rag_1008,0,5152066,0,vo_rag,"",66135,"",""
0.5,11,"なんというキレのある動き……\nさすがです、姉様",10,5152066,1,132111,0,66136,10,5
"",93,0,"",5152066,"",4.5,"",66137,"",""
"",91,"",0,5152066,0,66136,"",66138,"",""
"",93,0,"",5152066,"",0.5,"",66139,"",""
"",3,radio_victory_in_normal2,0,5152066,radio_victory_loop_normal2,131911,1,66140,0.2,0
"",3,radio_victory_in_normal2,0,5152066,radio_victory_loop_normal2,132111,1,66141,0.2,0
"",3,radio_victory_in,0,5152066,radio_victory_loop,4,1,66142,0.2,0
"",3,idle_normal,1,5152066,"",107511,"",66143,0.2,""
"",3,wish_idle,1,5152066,"",107611,"",66144,0.2,""
"",3,wish_idle_normal,1,5152066,"",126911,"",66145,0.2,""
"",3,idle_normal,1,5152066,"",110311,"",66146,0.2,""
"",3,cool_idle,1,5152066,"",107811,"",66147,0.2,""
"",3,sad_idle_normal,1,5152066,"",113511,"",66148,0.2,""
"",21,vo_rag_1009,0,5152066,0,vo_rag,"",66149,"",""
0.5,11,"最後は両手を掲げて、びくとりー！",10,5152066,1,131911,0,66150,-10,5
"",93,"",0,5152066,0,1.5,"",66151,"",""
"",3,radio_victory_in_normal2,0,5152066,radio_victory_loop_normal2,107511,1,66152,0.2,0
"",3,radio_victory_in_normal2,0,5152066,radio_victory_loop_normal2,107611,1,66153,0.2,0
"",3,radio_victory_in,0,5152066,radio_victory_loop,126911,1,66154,0.2,0
"",3,radio_victory_in_normal2,0,5152066,radio_victory_loop_normal2,110311,1,66155,0.2,0
"",3,radio_victory_in_normal2,0,5152066,radio_victory_loop_normal2,107811,1,66156,0.2,0
"",3,radio_victory_in_normal2,0,5152066,radio_victory_loop_normal2,113511,1,66157,0.2,0
"",93,0,"",5152066,"",0.8,"",66158,"",""
"",3,radio_victory_out,0,5152066,radio_victory_idle,131911,1,66159,0.2,0
"",93,0,"",5152066,"",1.8,"",66160,"",""
"",91,"",0,5152066,0,66150,"",66161,"",""
"",3,radio_victory_out,0,5152066,radio_victory_idle,132111,1,66162,0.2,0
"",3,radio_victory_out_talk2,0,5152066,radio_victory_idle_talk2,4,1,66163,0.2,0
"",3,radio_victory_out,0,5152066,radio_victory_idle,107511,1,66164,0.2,0
"",3,radio_victory_out,0,5152066,radio_victory_idle,107611,1,66165,0.2,0
"",3,radio_victory_out,0,5152066,radio_victory_idle,126911,1,66166,0.2,0
"",3,radio_victory_out,0,5152066,radio_victory_idle,110311,1,66167,0.2,0
"",3,radio_victory_out,0,5152066,radio_victory_idle,107811,1,66168,0.2,0
"",3,radio_victory_out,0,5152066,radio_victory_idle,113511,1,66169,0.2,0
"",21,vo_rag_1010,0,5152066,0,vo_rag,"",66170,"",""
"",3,0610_in,"",5152066,"",2,0,66171,0,""
"",27,bgm_MC173B,0.5,5152066,0.5,bgm_MC173B,0,66172,0,1
"",23,se_10058300_radio_finish,0,5152066,"",se_10058300,"",66173,"",""
"",37,finish,"",5152066,"",2,"",66174,"",""
"",93,1,0,5152066,0,0.4,"",66175,"",""
"",3,0610_mid,0,5152066,"",2,0,66176,0,""
"",92,"",0,5152066,0,"","",66177,"",""
"",3,0610_out,0,5152066,empty,2,0,66178,0,0
"",93,0,0,5152066,0,0.3,"",66179,"",""
"",3,pack_vic_in,0,5152066,pack_vic_idle,5,1,66180,0.2,0
"",23,se_10058300_pack_appear,0,5152066,"",se_10058300,"",66181,"",""
"",3,radio_victory_idle,1,5152066,"",131911,"",66182,0.2,""
"",93,"",0,5152066,0,0.1,"",66183,"",""
"",3,radio_victory_idle,1,5152066,"",132111,"",66184,0.2,""
"",3,radio_victory_idle_talk2,1,5152066,"",4,"",66185,0.2,""
"",93,"",0,5152066,0,0.1,"",66186,"",""
"",3,radio_victory_lookup2_idle,1,5152066,"",107511,"",66187,0.2,""
"",3,radio_victory_lookup_idle,1,5152066,"",107611,"",66188,0.2,""
"",3,radio_victory_lookup_idle,1,5152066,"",126911,"",66189,0.2,""
"",3,radio_victory_lookup2_idle,1,5152066,"",110311,"",66190,0.2,""
"",3,radio_victory_lookup2_idle,1,5152066,"",107811,"",66191,0.2,""
"",3,radio_victory_lookup_idle,1,5152066,"",113511,"",66192,0.2,""
"",93,"",0,5152066,0,0.3,"",66193,"",""
"",21,vo_rag_1011,0,5152066,0,vo_rag,"",66194,"",""
0,11,"びくとりー！",10,5152066,1,5,1,66195,0,5
"",91,"",0,5152066,0,0,"",66196,"",""
"",23,se_10058300_emotion_laugh,0,5152066,"",se_10058300,"",66197,"",""
"",32,1,"",5152066,"",17,"",66198,"",""
"",3,smile2_joy,0,5152066,sad_idle_joy,131911,1,66199,0.2,0
"",3,wish_talk,1,5152066,"",132111,"",66200,0.2,""
"",3,doya_in_normal,0,5152066,doya_idle,4,1,66201,0.2,0
"",3,handsup_in,0,5152066,handsup_loop,107511,1,66202,0.2,0
"",3,wish_idle_dere,1,5152066,"",107611,"",66203,0.2,""
"",3,wish2_idle,1,5152066,"",126911,"",66204,0.2,""
"",3,joy_idle,1,5152066,"",110311,"",66205,0.2,""
"",3,cool_in_dere2,0,5152066,cool_talk_dere2,107811,1,66206,0.2,0
"",3,wish_talk_joy_shy,1,5152066,"",113511,"",66207,0.2,""
"",93,"","",5152066,"",2,"",66208,"",""
"",32,1,"",5152066,"",4,"",66209,"",""
"",93,"","",5152066,"",1,"",66210,"",""
"",93,0,"",5152066,"",0.5,"",66211,"",""
"",101,"","",5152066,"",66213,"",66212,"",""
"",25,bgm_MC173B,"",5152066,"",bgm_MC173B,"",66213,"",""
"",22,0,"",5152066,"",0,"",66214,"",""
top_idle_normal,1,107511,53,5152067,-60,1,-254,67001,1.5,0
"",93,0,"",5152067,"",0.5,"",67002,"",""
"",101,"","",5152067,"",67004,"",67003,"",""
"",3,top_doya_in,0,5152067,top_doya_talk,107511,1,67004,0.2,0
"",21,vo_rag_0101,0,5152067,0,vo_rag,"",67005,"",""
0,11,"どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！",10,5152067,1,107511,1,67006,80,-92
"",93,1,"",5152067,"",3.7,"",67007,"",""
"",102,0,0,5152067,"",0,"",67008,"",""
top_idle_normal,1,107511,53,5152068,-60,1,-254,68001,1.5,0
"",93,0,"",5152068,"",0.5,"",68002,"",""
"",101,"","",5152068,"",68004,"",68003,"",""
"",3,top_surprise3_loop,1,5152068,"",107511,"",68004,0.2,""
"",21,vo_rag_0102,0,5152068,0,vo_rag,"",68005,"",""
0,11,"体操した後に食べるごはん…これはもう絶対おいしいですよ☆",10,5152068,1,107511,1,68006,80,-92
"",93,1,"",5152068,"",3.6,"",68007,"",""
"",102,0,0,5152068,"",0,"",68008,"",""
top_idle_normal,1,107611,53,5152069,-60,1,-254,69001,1.5,0
"",93,0,"",5152069,"",0.5,"",69002,"",""
"",101,"","",5152069,"",69004,"",69003,"",""
"",3,top_sad_talk,1,5152069,"",107611,"",69004,0.2,""
"",21,vo_rag_0201,0,5152069,0,vo_rag,"",69005,"",""
0,11,"ここで習った体操のことは、必ずや主さまにお伝えいたします",10,5152069,1,107611,1,69006,80,-92
"",93,1,"",5152069,"",3.3,"",69007,"",""
"",102,0,0,5152069,"",0,"",69008,"",""
top_idle_normal,1,107611,53,5152070,-60,1,-254,70001,1.5,0
"",93,0,"",5152070,"",0.5,"",70002,"",""
"",101,"","",5152070,"",70004,"",70003,"",""
"",3,top_wish_talk_normal,1,5152070,"",107611,"",70004,0.2,""
"",21,vo_rag_0202,0,5152070,0,vo_rag,"",70005,"",""
0,11,"押されたスタンプは努力の証。大切な宝物となることでしょう",10,5152070,1,107611,1,70006,80,-92
"",93,1,"",5152070,"",3.3,"",70007,"",""
"",102,0,0,5152070,"",0,"",70008,"",""
top_idle_normal,1,107811,53,5152071,-60,1,-254,71001,1.5,0
"",93,0,"",5152071,"",0.5,"",71002,"",""
"",101,"","",5152071,"",71004,"",71003,"",""
"",3,top_cool_in,0,5152071,top_cool_talk,107811,1,71004,0.2,0
"",21,vo_rag_0301,0,5152071,0,vo_rag,"",71005,"",""
0,11,"ほら、シャキッとしなさい。ダラダラやってるとケガするわよ",10,5152071,1,107811,1,71006,80,-92
"",93,1,"",5152071,"",3.8,"",71007,"",""
"",102,0,0,5152071,"",0,"",71008,"",""
top_idle_normal,1,107811,53,5152072,-60,1,-254,72001,1.5,0
"",93,0,"",5152072,"",0.5,"",72002,"",""
"",101,"","",5152072,"",72004,"",72003,"",""
"",3,top_armcrossed_talk_shy,0,5152072,top_armcrossed_talk_nervous,107811,1,72004,0.2,0.2
"",21,vo_rag_0302,0,5152072,0,vo_rag,"",72005,"",""
0,11,"子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね",10,5152072,1,107811,1,72006,80,-92
"",93,1,"",5152072,"",3.2,"",72007,"",""
"",102,0,0,5152072,"",0,"",72008,"",""
top_idle_normal,1,131911,53,5152073,-60,1,-254,73001,1.5,0
"",93,0,"",5152073,"",0.5,"",73002,"",""
"",101,"","",5152073,"",73004,"",73003,"",""
"",3,top_wish_talk_joy,1,5152073,"",131911,"",73004,0.2,""
"",21,vo_rag_0401,0,5152073,0,vo_rag,"",73005,"",""
0,11,"夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！",10,5152073,1,131911,1,73006,80,-92
"",93,1,"",5152073,"",3.6,"",73007,"",""
"",102,0,0,5152073,"",0,"",73008,"",""
top_idle_normal,1,131911,53,5152074,-60,1,-254,74001,1.5,0
"",93,0,"",5152074,"",0.5,"",74002,"",""
"",101,"","",5152074,"",74004,"",74003,"",""
"",3,top_gutsB_talk,1,5152074,"",131911,"",74004,0.2,0
"",21,vo_rag_0402,0,5152074,0,vo_rag,"",74005,"",""
0,11,"みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！",10,5152074,1,131911,1,74006,80,-92
"",93,1,"",5152074,"",3.6,"",74007,"",""
"",102,0,0,5152074,"",0,"",74008,"",""
empty,1,131911,60,5152075,-10,1,-330,75001,1.9,0
empty,5,1,61,5152075,-10,1,-330,75002,1.9,0
empty,1,132111,58,5152075,-192,1,-315,75003,1.9,0
empty,5,2,59,5152075,-192,1,-315,75004,1.9,0
empty,5,4,57,5152075,163,4,-312,75005,1.9,0
empty,1,107511,54,5152075,-132,1,-165,75006,1.75,0
empty,1,107811,55,5152075,-292,1,-175,75007,1.75,0
empty,1,107611,56,5152075,-452,1,-190,75008,1.75,0
empty,1,110311,51,5152075,105,1,-165,75009,1.75,1
empty,1,126911,52,5152075,265,1,-175,75010,1.75,1
empty,1,113511,53,5152075,425,1,-190,75011,1.75,1
empty,5,5,59,5152075,15,5,-324,75012,1.9,0
"",31,90,0,5152075,0,90,1,75013,0,""
"",91,0,"",5152075,"",0,"",75014,"",""
"",93,0,"",5152075,"",0.6,"",75015,"",""
"",32,1,"",5152075,"",90,"",75016,"",""
"",93,0,"",5152075,"",0.1,"",75017,"",""
"",3,comp_victory_F_noFace,0,5152075,"",131911,"",75018,0,""
"",3,comp_victory_F_emilia,0,5152075,"",1,"",75019,0,""
"",3,comp_victory_F_noFace,0,5152075,"",132111,"",75020,0,""
"",3,comp_victory_F_rem,0,5152075,"",2,"",75021,0,""
"",3,comp_victory_F,0,5152075,"",4,"",75022,0,""
"",3,comp_victory_B,0,5152075,"",107511,"",75023,0,""
"",3,comp_victory_B,0,5152075,"",107811,"",75024,0,""
"",3,comp_victory_B_kokkoro,0,5152075,"",107611,"",75025,0,""
"",3,comp_victory_B,0,5152075,"",110311,"",75026,0,""
"",3,comp_victory_B,0,5152075,"",126911,"",75027,0,""
"",3,comp_victory_B,0,5152075,"",113511,"",75028,0,""
"",3,pack_comp_vic_in,0,5152075,pack_comp_vic_idle,5,1,75029,0,0
"",93,0,"",5152075,"",4.5,"",75030,"",""
"",37,out,"",5152075,"",90,"",75031,"",""
"",6,1,1,5152075,1,131911,0,75032,0.1,0
"",6,1,1,5152075,1,1,0,75033,0.1,0
"",6,1,1,5152075,1,132111,0,75034,0.1,0
"",6,1,1,5152075,1,2,0,75035,0.1,0
"",6,1,1,5152075,1,4,0,75036,0.1,0
"",6,1,1,5152075,1,107511,0,75037,0.1,0
"",6,1,1,5152075,1,107811,0,75038,0.1,0
"",6,1,1,5152075,1,107611,0,75039,0.1,0
"",6,1,1,5152075,1,110311,0,75040,0.1,0
"",6,1,1,5152075,1,126911,0,75041,0.1,0
"",6,1,1,5152075,1,113511,0,75042,0.1,0
"",6,1,1,5152075,1,5,0,75043,0.1,0
"",93,0,"",5152075,"",1,"",75044,"",""
