param_01,param_06,param_02,param_07,param_08,command_type,command_id,drama_id,param_05,param_03,param_04
122811,0,"와~아! 미소기가 일등~!\n오빠, 이쪽이야~!",0,0.5,11,19040027,904,0,10,1
0,"","","","",91,19040028,904,"","",""
0.5,"",0,"","",93,19040029,904,"","",""
122911,"",100,"","",2,19040030,904,12,-125,5.94117647058824
2,"",100,"","",33,19040031,904,12,-125,5.94117647058824
21,"",100,"","",33,19040032,904,12,-125,5.94117647058824
2,"",0,"","",93,19040033,904,"","",""
vo_fpc,"",vo_fpc_20401,"","",21,19040034,904,"","",0
122911,0,"도망치자, 도망쳐~!",0,0.5,11,19040035,904,0,10,1
19040032,"","","","",91,19040036,904,"","",""
2,"",0,"","",32,19040037,904,"","",""
21,"",1,"","",32,19040038,904,"","",""
122911,0.1,04_mimi_float_in,0.1,"",3,19040039,904,1,0,04_mimi_float_loop
122711,"",-175,"","",2,19040040,904,12,-180,5.40441176470588
3,"",-175,"","",33,19040041,904,12,-180,5.40441176470588
31,"",-175,"","",33,19040042,904,12,-180,5.40441176470588
2,"",0,"","",93,19040043,904,"","",""
vo_fpc,"",vo_fpc_20402,"","",21,19040044,904,"","",0
122711,0,"정말~! 둘 다 기다려~!",0,0,11,19040045,904,0,10,1
19040042,"","","","",91,19040046,904,"","",""
3,"",0,"","",32,19040047,904,"","",""
31,"",1,"","",32,19040048,904,"","",""
122711,0.1,04_kyouka_float_in,0.1,"",3,19040049,904,1,0,04_kyouka_float_loop
1.2,"",0,"","",93,19040050,904,"","",""
1006,"",1,"","",32,19040051,904,"","",""
0.8,"",0,"","",93,19040052,904,"","",""
1,"",1,"","",32,19040053,904,"","",""
11,"",0,"","",32,19040054,904,"","",""
2,"",1,"","",32,19040055,904,"","",""
21,"",0,"","",32,19040056,904,"","",""
3,"",1,"","",32,19040057,904,"","",""
31,"",0,"","",32,19040058,904,"","",""
122811,0.1,04_misogi_flutterKick_in,0.1,"",3,19040059,904,1,0,04_misogi_flutterKick_loop
122811,"",1000,"","",2,19040060,904,"",-180,2.82805429864253
1,"",1000,"","",33,19040061,904,"",-180,2.82805429864253
0.1,"",0,"","",93,19040062,904,"","",""
122911,0.1,04_mimi_flutterKick_in,0.1,"",3,19040063,904,1,0,04_mimi_flutterKick_loop
122911,"",1000,"","",2,19040064,904,"",-125,4.07239819004525
2,"",1000,"","",33,19040065,904,"",-125,4.07239819004525
0.1,"",0,"","",93,19040066,904,"","",""
122711,0.1,04_kyouka_flutterKick_in,0.1,"",3,19040067,904,1,0,04_kyouka_flutterKick_loop
122711,"",1000,"","",2,19040068,904,"",-180,5.31674208144796
3,"",1000,"","",33,19040069,904,"",-180,5.31674208144796
0.1,"",0,"","",93,19040070,904,"","",""
129311,"",-50,"","",2,19040071,904,"",-180,5.05882352941176
4,"",-50,"","",33,19040072,904,"",-180,5.05882352941176
1,"",-50,"","",2,19040073,904,"",-180,5.05882352941176
2,"",0,"","",93,19040074,904,"","",""
vo_fpc,"",vo_fpc_20403,"","",21,19040075,904,"","",0
129311,0,"와~아♪",0,0.5,11,19040076,904,0,10,1
2.75882352941176,"",0,"","",93,19040077,904,"","",""
3,0.1,04_yuni_flutterKick_pause_in,0.1,"",3,19040078,904,1,0,04_yuni_flutterKick_pause_loop
129311,0.1,04_yuni_flutterKick_pause_in,0.1,"",3,19040079,904,1,0,04_yuni_flutterKick_pause_loop
1,0.1,04_yuni_flutterKick_pause_in,0.1,"",3,19040080,904,1,0,04_yuni_flutterKick_pause_loop
0.3,"",0,"","",93,19040081,904,"","",""
vo_fpc,"",vo_fpc_20404,"","",21,19040082,904,"","",0
4,"",0,"","",32,19040083,904,"","",""
41,"",1,"","",32,19040084,904,"","",""
5,"",0,"","",93,19040085,904,"","",""
3,0.1,empty,"","",3,19040086,904,"",0,""
129311,0.2,04_yuni_flutterKick_in,0.1,"",3,19040087,904,1,0,04_yuni_flutterKick_loop
1,0.2,04_yuni_flutterKick_in,0.1,"",3,19040088,904,1,0,cmn_swm_flutterKick_floatBoad
4,"",1,"","",32,19040089,904,"","",""
41,"",0,"","",32,19040090,904,"","",""
129311,"",1000,"","",2,19040091,904,"",-180,6.17647058823529
1,"",1000,"","",2,19040092,904,"",-180,6.17647058823529
4,"",1000,"","",33,19040093,904,"",-180,6.17647058823529
0.3,"",0,"","",93,19040094,904,"","",""
vo_fpc,"",vo_fpc_20405,"","",21,19040095,904,"","",0
129311,0,"와아~ 신난다♪",0,0.5,11,19040096,904,0,10,1
19040091,"","","","",91,19040097,904,"","",""
1,1.75,117111,0,cmn_swm_flutterKick,1,19050001,905,-125,12,-910
1,1.75,117011,0,cmn_swm_flutterKick,1,19050002,905,-180,22,-910
1,1.4875,107611,0,cmn_walk_r,1,19050003,905,-15,12,750
7,1,1,"","",31,19050004,905,1,-910,-125
4,0,11,"","",31,19050005,905,1,-910,-125
1,1,2,"","",31,19050006,905,1,-910,-180
4,0,21,"","",31,19050007,905,1,-910,-180
se_10053800,"",se_fpc_water_random,"","",23,19050008,905,"",1,""
19050007,"",0,"","",91,19050009,905,"","",""
117111,"",0,"","",2,19050010,905,12,-125,5.35294117647059
1,"",0,"","",33,19050011,905,12,-125,5.35294117647059
11,"",0,"","",33,19050012,905,12,-125,5.35294117647059
"","","","","",91,19050013,905,"","",""
1,"",0,"","",32,19050014,905,"","",""
11,"",1,"","",32,19050015,905,"","",""
117111,0.1,05_shizuru_search_in,0.1,"",3,19050016,905,1,0,05_shizuru_search_loop
1,"",0,"","",93,19050017,905,"","",""
vo_fpc,"",vo_fpc_20500,"","",21,19050018,905,"","",0
117111,0,"으~음… 이상하네…\n이 근처에서 동생의 「기운」을\n느꼈는데…",0,0.5,11,19050019,905,0,10,1
1.81764705882353,"",1,"","",93,19050020,905,"","",""
117011,"",-250,"","",2,19050021,905,12,-180,3.88235294117647
2,"",-250,"","",33,19050022,905,12,-180,3.88235294117647
21,"",-250,"","",33,19050023,905,12,-180,3.88235294117647
2.38235294117647,"",0,"","",93,19050024,905,"","",""
1.5,"",0,"","",93,19050025,905,"","",""
19050019,"","","","",91,19050026,905,"","",""
19050021,"","","","",91,19050027,905,"","",""
117011,0.1,05_eriko_talk_in,0.1,"",3,19050028,905,1,0,05_eriko_talk_loop
2,"",0,"","",32,19050029,905,"","",""
21,"",1,"","",32,19050030,905,"","",""
vo_fpc,"",vo_fpc_20501,"","",21,19050031,905,"","",0
117011,0,"그분의 아우라의 잔재…\n확실히 이 근처가 맞는데요…",0,0.5,11,19050032,905,0,10,1
2.15294117647059,"",1,"","",93,19050033,905,"","",""
107611,"",300,"","",2,19050034,905,0,-15,2.64705882352941
1.14705882352941,"",0,"","",93,19050035,905,"","",""
1.5,"",0,"","",93,19050036,905,"","",""
19050032,"","","","",91,19050037,905,"","",""
19050034,"","","","",91,19050038,905,"","",""
107611,0.2,05_kokkoro_talk,"","",3,19050039,905,"",1,""
vo_fpc,"",vo_fpc_20502,"","",21,19050040,905,"","",0
107611,0,"시즈루 님, 에리코 님,\n왜 그러시나요?",0,0.5,11,19050041,905,0,10,1
0,"","","","",91,19050042,905,"","",""
0.5,"",0,"","",93,19050043,905,"","",""
117111,0.1,05_shizuru_greet_in,0.1,"",3,19050044,905,1,0,05_shizuru_greet_loop
vo_fpc,"",vo_fpc_20503,"","",21,19050045,905,"","",0
117111,0,"아, 콧코로♪\n그렇구나~ 콧코로에게 남은\n동생의 「기운」을 느낀 거였네♪",0,0.5,11,19050046,905,0,10,1
0,"","","","",91,19050047,905,"","",""
0.5,"",0,"","",93,19050048,905,"","",""
117011,0.1,05_eriko_pressure_in,0.1,"",3,19050049,905,1,0,05_eriko_pressure_loop
vo_fpc,"",vo_fpc_20504,"","",21,19050050,905,"","",0
117011,0,"뭔가요, 그 기분 나쁜 근거는.\n그것보다 그분이 어디에 계시는지\n아시는 거죠?\n숨기면 용서치 않겠어요.",0,0.5,11,19050051,905,0,10,1
0,"","","","",91,19050052,905,"","",""
0.5,"",0,"","",93,19050053,905,"","",""
107611,0.3,05_kokkoro_talk2,"","",3,19050054,905,"",1,""
vo_fpc,"",vo_fpc_20505,"","",21,19050055,905,"","",0
107611,0,"숨기다니, 당치 않습니다.",0,0.5,11,19050056,905,0,10,1
0,"","","","",91,19050057,905,"","",""
0.5,"",0,"","",93,19050058,905,"","",""
107611,0.1,05_kokkoro_point_in,0.1,"",3,19050059,905,1,0,05_kokkoro_point_loop
vo_fpc,"",vo_fpc_20506,"","",21,19050060,905,"","",0
107611,0,"주인님은 조금 전 저쪽으로\n떠내려가셨습니다만…",0,0.5,11,19050061,905,0,10,1
0,"","","","",91,19050062,905,"","",""
0.5,"",0,"","",93,19050063,905,"","",""
117111,0.1,05_shizuru_smile_in,0.1,"",3,19050064,905,1,0,05_shizuru_smile_loop
vo_fpc,"",vo_fpc_20507,"","",21,19050065,905,"","",0
117111,0,"저쪽 말이지!\n좋~아, 누나가\n지금 당장 구하러 갈게!",0,0.5,11,19050066,905,0,10,1
0,"","","","",91,19050067,905,"","",""
0.5,"",0,"","",93,19050068,905,"","",""
117011,0.1,05_eriko_sad_in,0.1,"",3,19050069,905,1,0,05_eriko_sad_loop
vo_fpc,"",vo_fpc_20508,"","",21,19050070,905,"","",0
117011,0,"아아, 이럴 수가…\n제가 지금 구하러 가겠어요!",0,0.5,11,19050071,905,0,10,1
0,"","","","",91,19050072,905,"","",""
0.5,"",0,"","",93,19050073,905,"","",""
117111,0.1,05_shizuru_flutterKick_in,0.1,"",3,19050074,905,1,0,05_shizuru_flutterKick_loop
117111,"",1000,"","",2,19050075,905,"",-125,2.66169816342827
1,"",1000,"","",33,19050076,905,"",-125,2.66169816342827
1,"",1,"","",32,19050077,905,"","",""
11,"",0,"","",32,19050078,905,"","",""
0.1,"",0,"","",93,19050079,905,"","",""
117011,0.1,05_eriko_flutterKick_in,0.1,"",3,19050080,905,1,0,05_eriko_flutterKick_loop
117011,"",1000,"","",2,19050081,905,"",-180,3.14228255404726
2,"",1000,"","",33,19050082,905,"",-180,3.14228255404726
2,"",1,"","",32,19050083,905,"","",""
21,"",0,"","",32,19050084,905,"","",""
19050081,"","","","",91,19050085,905,"","",""
107611,0.1,05_kokkoro_talk3_in,0.1,"",3,19050086,905,1,0,05_kokkoro_talk3_loop
vo_fpc,"",vo_fpc_20509,"","",21,19050087,905,"","",0
107611,0,"가 버리셨습니다…",0,0.5,11,19050088,905,0,10,1
0,"","","","",91,19050089,905,"","",""
0.5,"",0,"","",93,19050090,905,"","",""
vo_fpc,"",vo_fpc_20510,"","",21,19050091,905,"","",0
107611,0,"저 두 분이 모이면\n무슨 일이 일어날지 걱정되네요…",0,0.5,11,19050092,905,0,10,1
0,"","","","",91,19050093,905,"","",""
0.5,"",0,"","",93,19050094,905,"","",""
vo_fpc,"",vo_fpc_20511,"","",21,19050095,905,"","",0
107611,0,"주인님 앞에서 폭주하시지 않도록\n제가 지켜봐야겠습니다…!",0,0.5,11,19050096,905,0,10,1
0,"","","","",91,19050097,905,"","",""
0.5,"",0,"","",93,19050098,905,"","",""
107611,"",850,"","",2,19050099,905,0,-15,1.65912518853695
107611,0.2,05_kokkoro_run,"","",3,19050100,905,"",1,""
vo_fpc,"",vo_fpc_20512,"","",21,19050101,905,"","",0
107611,0,"주인님~!",0,0.5,11,19050102,905,0,10,1
0,"","","","",91,19050103,905,"","",""
0.5,"",0,"","",93,19050104,905,"","",""
19050099,"","","","",91,19050105,905,"","",""
1,1.75,126911,0,cmn_float,1,19060001,906,-180,22,-850
1,1.75,117311,0,cmn_float,1,19060002,906,-125,12,-850
6,1,11,"","",31,19060003,906,1,-850,-180
1007,0,10071,"","",31,19060004,906,1,-850,-180
6,1,21,"","",31,19060005,906,1,-850,-125
1007,0,10072,"","",31,19060006,906,1,-850,-125
1008,0,10081,"","",31,19060007,906,1,-850,-125
se_10053800,"",se_fpc_water_random,"","",23,19060008,906,"",1,""
19060007,"",0,"","",91,19060009,906,"","",""
126911,"",0,"","",2,19060010,906,12,-180,6.25
11,"",0,"","",33,19060011,906,12,-180,6.25
10071,"",0,"","",33,19060012,906,12,-180,6.25
3,"",0,"","",93,19060013,906,"","",""
vo_fpc,"",vo_fpc_20600,"","",21,19060014,906,"","",0
126911,0.2,06_cmn_float_sing,"","",3,19060015,906,"",1,""
10071,"",1,"","",32,19060016,906,"","",""
19060010,"","","","",91,19060017,906,"","",""
126911,0.2,cmn_float,"","",3,19060018,906,"",1,""
vo_fpc,"",vo_fpc_20601,"","",21,19060019,906,"","",0
126911,0,"가끔은 이런 곳도\n나쁘지 않을지도…",0,0.5,11,19060020,906,0,10,1
0,"","","","",91,19060021,906,"","",""
0.5,"",0,"","",93,19060022,906,"","",""
117311,"",-150,"","",2,19060023,906,12,-125,5.14705882352941
21,"",-150,"","",33,19060024,906,12,-125,5.14705882352941
10072,"",-150,"","",33,19060025,906,12,-125,5.14705882352941
10081,"",-150,"","",33,19060026,906,12,-125,5.14705882352941
126911,"",150,"","",2,19060027,906,12,-180,5.14705882352941
11,"",150,"","",33,19060028,906,12,-180,5.14705882352941
10071,"",150,"","",33,19060029,906,12,-180,5.14705882352941
2.5,"",0,"","",93,19060030,906,"","",""
vo_fpc,"",vo_fpc_20602,"","",21,19060031,906,"","",0
126911,0.2,06_cmn_float_sing,"","",3,19060032,906,"",1,""
117311,0.2,06_cmn_float_sing,"","",3,19060033,906,"",1,""
10071,"",0,"","",32,19060034,906,"","",""
10071,"",1,"","",32,19060035,906,"","",""
10072,"",1,"","",32,19060036,906,"","",""
19060029,"","","","",91,19060037,906,"","",""
126911,"",1,"","",4,19060038,906,"","",""
11,"",180,"","",33,19060039,906,"",-180,0
126911,0.1,06_ranpha_float_notice,0.1,"",3,19060040,906,1,0,06_ranpha_float_shy
117311,"",cmn_float,0.1,"",3,19060041,906,"",1,""
vo_fpc,"",vo_fpc_20603,"","",21,19060042,906,"","",0
126911,0,"앗…",0,0.5,11,19060043,906,0,10,1
0,"","","","",91,19060044,906,"","",""
0.5,"",0,"","",93,19060045,906,"","",""
117311,0.1,06_chika_float_notice_in,0.1,"",3,19060046,906,1,0,06_chika_float_notice
vo_fpc,"",vo_fpc_20604,"","",21,19060047,906,"","",0
117311,0,"죄송해요, 멋진 노래라\n저도 모르게 화음을 넣었어요…\n방해가 됐죠?",0,0.5,11,19060048,906,0,10,1
0,"","","","",91,19060049,906,"","",""
0.5,"",0,"","",93,19060050,906,"","",""
vo_fpc,"",vo_fpc_20605,"","",21,19060051,906,"","",0
126911,0,"아니야…\n그쪽도 정말 멋진 노래…\n그러니 괜찮으면 조금만 더\n이대로…",0,0.5,11,19060052,906,0,10,1
0,"","","","",91,19060053,906,"","",""
0.5,"",0,"","",93,19060054,906,"","",""
117311,0.2,06_chika_float_smile,"","",3,19060055,906,"",1,""
vo_fpc,"",vo_fpc_20606,"","",21,19060056,906,"","",0
117311,0,"네.",0,0.5,11,19060057,906,0,10,1
0,"","","","",91,19060058,906,"","",""
0.5,"",0,"","",93,19060059,906,"","",""
vo_fpc,"",vo_fpc_20607,"","",21,19060060,906,"","",0
126911,0.2,06_cmn_float_sing,"","",3,19060061,906,"",1,""
117311,0.2,06_cmn_float_sing,"","",3,19060062,906,"",1,""
10071,"",0,"","",32,19060063,906,"","",""
10071,"",1,"","",32,19060064,906,"","",""
10081,"",1,"","",32,19060065,906,"","",""
2,"",0,"","",93,19060066,906,"","",""
126911,"",850,"","",2,19060067,906,"",-180,4.11764705882353
11,"",880,"","",33,19060068,906,"",-180,4.11764705882353
10071,"",880,"","",33,19060069,906,"",-180,4.11764705882353
117311,"",850,"","",2,19060070,906,"",-125,5.88235294117647
21,"",850,"","",33,19060071,906,"",-125,5.88235294117647
10081,"",850,"","",33,19060072,906,"",-125,5.88235294117647
1.5,"",0,"","",93,19060073,906,"","",""
10071,"",0,"","",32,19060074,906,"","",""
10071,"",1,"","",32,19060075,906,"","",""
10081,"",0,"","",32,19060076,906,"","",""
10081,"",1,"","",32,19060077,906,"","",""
19060070,"","","","",91,19060078,906,"","",""
1,1.75,127111,0,07_shinobu_search,1,19070001,907,-125,12,-850
1,1.75,113111,0,07_ruka_float,1,19070002,907,-180,22,-850
4,1.75,4,0,07_dokuro_float,5,19070003,907,-180,22,-850
5,1,11,"","",31,19070004,907,1,-850,-125
4,1,21,"","",31,19070005,907,1,-850,-180
4,1,31,"","",31,19070006,907,1,-850,-180
se_10053800,"",se_fpc_water_random,"","",23,19070007,907,"",1,""
19070006,"",0,"","",91,19070008,907,"","",""
127111,0.1,07_shinobu_search,"","",3,19070009,907,"",1,""
127111,"",325,"","",2,19070010,907,12,-125,8.38806396344946
11,"",325,"","",33,19070011,907,12,-125,8.38806396344946
"","","","","",91,19070012,907,"","",""
127111,0.1,07_shinobu_talk_in,0.1,"",3,19070013,907,1,0,07_shinobu_talk_loop
1,"",0,"","",93,19070014,907,"","",""
vo_fpc,"",vo_fpc_20700,"","",21,19070015,907,"","",0
127111,0,"아버지는 어딜 가신 걸까?\n또 뭔가 사건을 일으키지 않으면 다행인데…",0,0.5,11,19070016,907,0,10,1
0,"","","","",91,19070017,907,"","",""
0.5,"",0,"","",93,19070018,907,"","",""
113111,"",-150,"","",2,19070019,907,12,-180,4.11764705882353
21,"",-150,"","",33,19070020,907,12,-180,4.11764705882353
"","","","","",91,19070021,907,"","",""
113111,0.1,07_ruka_float2,"","",3,19070022,907,"",1,""
vo_fpc,"",vo_fpc_20701,"","",21,19070023,907,"","",0
113111,0,"큭, 설마 이런 장소에서 해골과\n마주치다니…",0,0.5,11,19070024,907,0,10,1
0,"","","","",91,19070025,907,"","",""
0.5,"",0,"","",93,19070026,907,"","",""
vo_fpc,"",vo_fpc_20702,"","",21,19070027,907,"","",0
113111,0,"그 녀석 앞에서 당황해서\n그만 걷어차 버렸는데…",0,0.5,11,19070028,907,0,10,1
0,"","","","",91,19070029,907,"","",""
0.5,"",0,"","",93,19070030,907,"","",""
vo_fpc,"",vo_fpc_20703,"","",21,19070031,907,"","",0
113111,0,"그 후로 안 보인다는 건\n제대로 성불한 거였으면 좋겠는데…",0,0.5,11,19070032,907,0,10,1
0,"","","","",91,19070033,907,"","",""
0.5,"",0,"","",93,19070034,907,"","",""
113111,0.1,07_ruka_float,"","",3,19070035,907,"",1,""
vo_fpc,"",vo_fpc_20704,"","",21,19070036,907,"","",0
113111,0,"『같이』나 『가자』 같은 말을 한 걸 보면\n현세에 무슨 원망이라도 있었던 건가?",0,0.5,11,19070037,907,0,10,1
0,"","","","",91,19070038,907,"","",""
0.5,"",0,"","",93,19070039,907,"","",""
113111,"",850,"","",2,19070040,907,"",-180,4.52488687782805
21,"",850,"","",33,19070041,907,"",-180,4.52488687782805
113111,"",1,"","",4,19070042,907,"","",""
113111,0.1,07_ruka_float,"","",3,19070043,907,"",1,""
3.2,"",0,"","",93,19070044,907,"","",""
127111,0.1,07_shinobu_turnFace_in,0.1,"",3,19070045,907,1,0,07_shinobu_turnFace_loop
19070040,"","","","",91,19070046,907,"","",""
4,"",-200,"","",2,19070047,907,"",-180,3.82352941176471
31,"",-200,"","",33,19070048,907,"",-180,3.82352941176471
19070047,"","","","",91,19070049,907,"","",""
127111,0.1,07_shinobu_surprise_in,0.1,"",3,19070050,907,1,0,07_shinobu_surprise_loop
vo_fpc,"",vo_fpc_20705,"","",21,19070051,907,"","",0
4,0,"으으… 누님…",120,0.5,11,19070052,907,0,10,1
0,"","","","",91,19070053,907,"","",""
0.5,"",0,"","",93,19070054,907,"","",""
4,0.2,07_dokuro_spin,"","",3,19070055,907,"",1,""
vo_fpc,"",vo_fpc_20706,"","",21,19070056,907,"","",0
4,0,"누님, 같이\n워터 슬라이드 타러 안 갈래?\n그헤헤헤…",120,0.5,11,19070057,907,0,10,1
0,"","","","",91,19070058,907,"","",""
0.5,"",0,"","",93,19070059,907,"","",""
127111,0.1,07_shinobu_sad_in,0.1,"",3,19070060,907,1,0,07_shinobu_sad_loop
vo_fpc,"",vo_fpc_20707,"","",21,19070061,907,"","",0
127111,0,"역시 자업자득인 것 같네요…\n내버려 두죠.",0,0.5,11,19070062,907,0,10,1
0,"","","","",91,19070063,907,"","",""
0.5,"",0,"","",93,19070064,907,"","",""
127111,0.1,07_shinobu_swim_in,0.1,"",3,19070065,907,1,0,07_shinobu_swim_loop
11,"",1,"","",32,19070066,907,"","",""
127111,"",850,"","",2,19070067,907,"",-125,3.08823529411765
11,"",850,"","",33,19070068,907,"",-125,3.08823529411765
4,0.3,07_dokuro_float,"","",3,19070069,907,"",1,""
4,"",850,"","",2,19070070,907,"",-180,6.17647058823529
31,"",850,"","",33,19070071,907,"",-180,6.17647058823529
19070070,"","","","",91,19070072,907,"","",""
1,1.4875,107811,0,cmn_walk_r,1,19080001,908,-15,12,750
1,1.75,126911,0,cmn_swm_tread,1,19080002,908,-180,23,-900
5,1.75,5,0,08_penpokorin,5,19080003,908,-180,22,-900
1007,0,10071,"","",31,19080004,908,1,-850,-180
3,1,3,"","",31,19080005,908,1,-900,-180
se_10053800,"",se_fpc_water_random,"","",23,19080006,908,"",1,""
19080005,"","","","",91,19080007,908,"","",""
126911,"",-100,"","",2,19080008,908,12,-180,5.88235294117647
5,"",-100,"","",2,19080009,908,12,-180,5.88235294117647
3,"",-100,"","",33,19080010,908,12,-180,5.88235294117647
10071,"",-50,"","",33,19080011,908,12,-180,5.88235294117647
2.3,"",0,"","",93,19080012,908,"","",""
vo_fpc,"",vo_fpc_20800,"","",21,19080013,908,"","",0
10071,"",1,"","",32,19080014,908,"","",""
107811,"",300,"","",2,19080015,908,12,-15,3.30882352941176
19080015,"","","","",91,19080016,908,"","",""
107811,0.1,08_kyaru_surprise_in,0.1,"",3,19080017,908,1,0,08_kyaru_surprise_loop
vo_fpc,"",vo_fpc_20801,"","",21,19080018,908,"","",0
107811,0,"우왓, 당신 그거…\n미소라가 데리고 있던 이상한 물체잖아!",0,0.5,11,19080019,908,0,10,1
0,"","","","",91,19080020,908,"","",""
0.5,"",0,"","",93,19080021,908,"","",""
vo_fpc,"",vo_fpc_20802,"","",21,19080022,908,"","",0
107811,0,"뭘 가져온 거야!",0,0.5,11,19080023,908,0,10,1
0,"","","","",91,19080024,908,"","",""
0.5,"",0,"","",93,19080025,908,"","",""
126911,0.1,08_ranfa_talk,"","",3,19080026,908,"",1,""
5,0.1,08_penpokorin,"","",3,19080027,908,"",1,""
vo_fpc,"",vo_fpc_20803,"","",21,19080028,908,"","",0
126911,0,"물에 뜨니 튜브나\n비치 볼 대신이라며…\n빌려줬어.",0,0.5,11,19080029,908,0,10,1
0,"","","","",91,19080030,908,"","",""
0.5,"",0,"","",93,19080031,908,"","",""
126911,0.1,cmn_swm_tread,"","",3,19080032,908,"",1,""
5,0.1,08_penpokorin,"","",3,19080033,908,"",1,""
107811,0.1,08_kyaru_talk_in,0.1,"",3,19080034,908,1,0,08_kyaru_talk_loop
vo_fpc,"",vo_fpc_20804,"","",21,19080035,908,"","",0
107811,0,"그, 그래…\n그건 그렇고 그 녀석, 물에 뜨는구나…",0,0.5,11,19080036,908,0,10,1
0,"","","","",91,19080037,908,"","",""
0.5,"",0,"","",93,19080038,908,"","",""
126911,0.1,08_ranfa_talk,"","",3,19080039,908,"",1,""
5,0.1,08_penpokorin,"","",3,19080040,908,"",1,""
vo_fpc,"",vo_fpc_20805,"","",21,19080041,908,"","",0
126911,0,"응, 떠…\n…빌린 거라서\n빌려주진 못하지만…\n궁금하면… 만져 볼래?",0,0.5,11,19080042,908,0,10,1
0,"","","","",91,19080043,908,"","",""
0.5,"",0,"","",93,19080044,908,"","",""
126911,0.1,cmn_swm_tread,"","",3,19080045,908,"",1,""
5,0.1,08_penpokorin,"","",3,19080046,908,"",1,""
107811,0.1,08_kyaru_deny_in,0.1,"",3,19080047,908,1,0,08_kyaru_deny_loop
vo_fpc,"",vo_fpc_20806,"","",21,19080048,908,"","",0
107811,0,"아니, 됐어!\n그거 어쩐지 무섭다고, 정말…",0,0.5,11,19080049,908,0,10,1
0,"","","","",91,19080050,908,"","",""
0.5,"",0,"","",93,19080051,908,"","",""
107811,"",08_kyaru_run,"","",3,19080052,908,"",1,""
107811,"",850,"","",2,19080053,908,"",-15,2.07390648567119
19080053,"","","","",91,19080054,908,"","",""
126911,"",850,"","",2,19080055,908,"",-180,4.29864253393665
5,"",850,"","",2,19080056,908,"",-180,4.29864253393665
3,"",850,"","",33,19080057,908,"",-180,4.29864253393665
19080057,"","","","",91,19080058,908,"","",""
1,1.75,113611,0,09_jun_spreadFloat,1,19090001,909,-125,12,-850
1,1.75,113511,1,09_cmn_float,1,19090002,909,-125,12,-850
1,1.75,113411,0,09_cmn_float,1,19090003,909,-180,22,-1050
1,1.4875,122811,1,09_misogi_run,1,19090004,909,-15,12,750
4,1,11,"","",31,19090005,909,1,-850,-125
6,1,21,"","",31,19090006,909,1,-820,-125
6,1,31,"","",31,19090007,909,1,-1050,-180
se_10053800,"",se_fpc_water_random,"","",23,19090008,909,"",1,""
19090007,"",0,"","",91,19090009,909,"","",""
113611,"",225,"","",2,19090010,909,12,-125,6.32352941176471
11,"",225,"","",33,19090011,909,12,-125,6.32352941176471
3,"",0,"","",93,19090012,909,"","",""
122811,"",-750,"","",2,19090013,909,"",-15,5.65610859728507
0.7,"",0,"","",93,19090014,909,"","",""
113611,0.1,09_jun_notice_in,0.1,"",3,19090015,909,1,0,09_jun_notice_loop
19090010,"","","","",91,19090016,909,"","",""
113611,0.1,09_jun_alart_in,0.1,"",3,19090017,909,1,0,09_jun_alart_loop
113511,"",-125,"","",2,19090018,909,12,-125,4.26470588235294
21,"",-95,"","",33,19090019,909,12,-125,4.26470588235294
113411,"",-350,"","",2,19090020,909,12,-180,4.11764705882353
31,"",-350,"","",33,19090021,909,12,-180,4.11764705882353
0.5,"",0,"","",93,19090022,909,"","",""
vo_fpc,"",vo_fpc_20900,"","",21,19090023,909,"","",0
113611,0,"어이쿠…\n수영장에서 뛰면 위험해!",0,0.5,11,19090024,909,0,10,1
0,"","","","",91,19090025,909,"","",""
0.5,"",0,"","",93,19090026,909,"","",""
19090018,"","","","",91,19090027,909,"","",""
113611,0.1,09_jun_idle_in,0.1,"",3,19090028,909,1,0,09_jun_idle_loop
113511,0.1,09_cmn_float_talk,"","",3,19090029,909,"",1,""
vo_fpc,"",vo_fpc_20901,"","",21,19090030,909,"","",0
113511,0,"어라?\n지금 쥰 씨의 목소리가 들린 것 같은데…",0,0.5,11,19090031,909,0,10,1
0,"","","","",91,19090032,909,"","",""
0.5,"",0,"","",93,19090033,909,"","",""
19090033,"","","","",91,19090034,909,"","",""
113511,0.1,09_cmn_float,"","",3,19090035,909,"",1,""
113411,0.1,09_cmn_float_search,"","",3,19090036,909,"",1,""
vo_fpc,"",vo_fpc_20902,"","",21,19090037,909,"","",0
113411,0,"어? 정말?\n어디에 있을까~?",0,0.5,11,19090038,909,0,10,1
0,"","","","",91,19090039,909,"","",""
0.5,"",0,"","",93,19090040,909,"","",""
113611,0.1,09_jun_talk1_loop,"","",3,19090041,909,"",1,""
113411,0.1,09_cmn_float,"","",3,19090042,909,"",1,""
vo_fpc,"",vo_fpc_20903,"","",21,19090043,909,"","",0
113611,0,"(미사토 선생님과 하츠네?\n그러고 보니 갑옷 차림일 때만 만났군.\n이 모습으로 만나는 건 조금 창피해…)",0,0.5,11,19090044,909,0,10,1
0,"","","","",91,19090045,909,"","",""
0.5,"",0,"","",93,19090046,909,"","",""
vo_fpc,"",vo_fpc_20904,"","",21,19090047,909,"","",0
113611,0,"저기~…\n누군가를 찾고 계신가요?",0,0.5,11,19090048,909,0,10,1
0,"","","","",91,19090049,909,"","",""
0.5,"",0,"","",93,19090050,909,"","",""
113511,"",0,"","",4,19090051,909,"","",""
