param_05,param_02,param_01,command_id,param_04,param_07,command_type,param_06,drama_id,param_03,param_08
"",mhp_suzume_sit_in_sad,102511,1007408197,"","",3,0.2,1007408,0,""
"","",0,1007408198,"","",91,"",1007408,"",""
0,mhp_sit_idle_sad,117531,1007408199,"","",3,0.2,1007408,1,""
0,mhp_sit_talk_sad2,102511,1007408200,"","",3,0.2,1007408,1,""
"",vo_mhp_2116,vo_mhp_1007408,1007408201,0,"",21,"",1007408,0,""
0,"저…… 선생님?",102511,1007408202,1,0,11,"",1007408,7,0.5
"","",0,1007408203,"","",91,"",1007408,"",""
0,mhp_sit_idle_sad2,102511,1007408204,"","",3,0.2,1007408,1,""
0,mhp_sit_talk_bitter,117531,1007408205,"","",3,0.2,1007408,1,""
"",vo_mhp_2117,vo_mhp_1007408,1007408206,0,"",21,"",1007408,0,""
0,"……오늘 진찰은 여기까지 하자\n나중에 또 와.",117531,1007408207,1,0,11,0,1007408,6,0.5
"","",0,1007408208,"","",91,"",1007408,"",""
"",0,0,1007408209,"","",22,"",1007408,"",""
0,mhp_sit_idle,117531,1007408210,"","",3,0.2,1007408,1,""
0,mhp_suzume_sit_out_sad2,102511,1007408211,"","",3,0.2,1007408,0,""
"","",0.5,1007408212,"","",93,"",1007408,"",""
"",17,102511,1007408213,"",0,12,0,1007408,2,""
"","",0.5,1007408214,"","",93,"",1007408,"",""
"","",0,1007408215,"","",91,"",1007408,"",""
0,mhp_suzume_walk_sad,102511,1007408216,"","",3,0.2,1007408,1,""
"",1,102511,1007408217,"","",4,"",1007408,"",""
0,-1000,102511,1007408218,5,"",2,"",1007408,-220,""
"",0,4,1007408219,"","",93,"",1007408,"",""
"","",0,1007408220,"","",91,"",1007408,"",""
-200,102511,1,1007409001,-1000,0,1,1.7,1007409,100,mhp_idle_normal
-220,117531,1,1007409002,185,1,1,1.7,1007409,100,mhp_mitsuki_sit_idle_sad
-200,117631,1,1007409003,365,1,1,1.7,1007409,100,mhp_sit_idle
0.85,1,1,1007409004,-154,"",31,1,1007409,-240,""
1,110,10,1007409005,0,"",31,0,1007409,0,""
1,114,14,1007409006,0,"",31,0,1007409,0,""
1,122,22,1007409007,0,"",31,0,1007409,0,""
1,130,30,1007409008,0,"",31,0,1007409,0,""
-220,11,1,1007409009,-200,0,5,1.7,1007409,110,NoItem
-220,12,1,1007409010,-200,0,5,1.7,1007409,105,NoItem
-220,21,1,1007409011,185,1,5,1.7,1007409,110,NoItem
-220,22,1,1007409012,185,1,5,1.7,1007409,105,NoItem
0,1,11,1007409013,1,0,6,0,1007409,1,""
0,1,12,1007409014,1,0,6,0,1007409,1,""
0,1,21,1007409015,1,0,6,0,1007409,1,""
0,1,22,1007409016,1,0,6,0,1007409,1,""
"","",0,1007409017,"","",91,"",1007409,"",""
"",mhp_mitsuki_sit_talk_sad,117531,1007409018,"","",3,0.2,1007409,1,""
"",vo_mhp_2201,vo_mhp_1007409,1007409019,0,"",21,"",1007409,0,""
0,"스즈메 씨, 어서 와~",117531,1007409020,0,0,11,0,1007409,8,0.5
"","",0,1007409021,"","",91,"",1007409,"",""
"",mhp_mitsuki_sit_idle_sad,117531,1007409022,"","",3,0.2,1007409,1,""
"",mhp_walk_sad,102511,1007409023,"","",3,0.2,1007409,1,""
0,-200,102511,1007409024,4,"",2,"",1007409,-220,""
"","",0,1007409025,"","",91,"",1007409,"",""
1,mhp_sit_in_sad,102511,1007409026,mhp_sit_talk_sad,0.2,3,0.2,1007409,0,""
"","",1,1007409027,"","",93,"",1007409,"",""
"",vo_mhp_2202,vo_mhp_1007409,1007409028,0,"",21,"",1007409,0,""
0,"아, 안녕하세요……\n히익, 미, 미츠키 선생님,\n어쩐지 분위기가……",102511,1007409029,1,0,11,0,1007409,6,0.5
"","",0,1007409030,"","",91,"",1007409,"",""
"",mhp_sit_idle_sad,102511,1007409031,"","",3,0.2,1007409,1,""
"",mhp_sit_talk_sad,117531,1007409032,"","",3,0.2,1007409,1,""
"",vo_mhp_2203,vo_mhp_1007409,1007409033,0,"",21,"",1007409,0,""
0,"당연하지. 생각할 수 있는 모든 수단을\n다 썼지만, 네 덜렁이 짓은\n치료하지 못했어……",117531,1007409034,1,0,11,0,1007409,6,0.5
"","",0,1007409035,"","",91,"",1007409,"",""
"",mhp_sit_talk_wish,117531,1007409036,"","",3,0.2,1007409,1,""
"",vo_mhp_2204,vo_mhp_1007409,1007409037,0,"",21,"",1007409,0,""
0,"그러니 나는 최후의 수단을 쓸 거야.",117531,1007409038,1,0,11,0,1007409,6,0.5
"","",0,1007409039,"","",91,"",1007409,"",""
"",mhp_sit_idle_wish,117531,1007409040,"","",3,0.2,1007409,1,""
"",mhp_sit_talk_sad,102511,1007409041,"","",3,0.2,1007409,1,""
"",vo_mhp_2205,vo_mhp_1007409,1007409042,0,"",21,"",1007409,0,""
0,"최, 최후의 수단……?",102511,1007409043,1,0,11,0,1007409,7,0.5
"","",0,1007409044,"","",91,"",1007409,"",""
"",mhp_sit_idle_sad,102511,1007409045,"","",3,0.2,1007409,1,""
"",mhp_sit_talk_guts,117531,1007409046,"","",3,0.2,1007409,0,""
"",vo_mhp_2206,vo_mhp_1007409,1007409047,0,"",21,"",1007409,0,""
0,"그래, 이건 의사와 환자……\n아니, 나랑 스즈메 씨의\n프라이드를 건 싸움이야.",117531,1007409048,1,0,11,0,1007409,6,0.5
"",0,1,1007409049,"","",93,"",1007409,"",""
"",mhp_sit_idle_guts,117531,1007409050,"","",3,0.2,1007409,1,""
"",1,4.5,1007409051,"","",93,"",1007409,"",""
"","",1007409048,1007409052,"","",91,"",1007409,"",""
"",mhp_sit_talk_sad,117631,1007409053,"","",3,0.2,1007409,1,""
"",vo_mhp_2207,vo_mhp_1007409,1007409054,0,"",21,"",1007409,0,""
0,"그렇게 진지해질 이야기인가, 이거?",117631,1007409055,1,0,11,0,1007409,8,0.5
"","",0,1007409056,"","",91,"",1007409,"",""
"",mhp_sit_idle,117631,1007409057,"","",3,0.2,1007409,1,""
"",mhp_sit_talk_joy1,117531,1007409058,"","",3,0.2,1007409,1,""
"",vo_mhp_2208,vo_mhp_1007409,1007409059,0,"",21,"",1007409,0,""
0,"자, 지금이야말로 이 눈을 해방하겠어!\n각오해!",117531,1007409060,1,0,11,0,1007409,6,0.5
"","",0,1007409061,"","",91,"",1007409,"",""
1,mhp_mitsuki_sit_kaihou_in,117531,1007409062,mhp_mitsuki_sit_kaihou_loop,0.2,3,0.2,1007409,0,""
"",0,1.5,1007409063,"","",93,"",1007409,"",""
1,1,122,1007409064,"","",32,1,1007409,"",""
"",se_10031400_flash,se_10031400,1007409065,"","",23,"",1007409,"",""
"",0,0.5,1007409066,"","",93,"",1007409,"",""
"",mhp_sit_talk_thinking,117531,1007409067,"","",3,0.2,1007409,1,""
"",mhp_sit_talk_surprise2,102511,1007409068,"","",3,0.2,1007409,1,""
"",0,1.5,1007409069,"","",93,"",1007409,"",""
"",vo_mhp_2209,vo_mhp_1007409,1007409070,0,"",21,"",1007409,0,""
0,"꺄악!\n어, 어땠나, 요……",102511,1007409071,1,0,11,0,1007409,4,0.5
"","",0,1007409072,"","",91,"",1007409,"",""
"",mhp_sit_idle_sad,102511,1007409073,"","",3,0.2,1007409,1,""
"",mhp_sit_talk_thinking,117531,1007409074,"","",3,0.2,1007409,1,""
"",vo_mhp_2210,vo_mhp_1007409,1007409075,0,"",21,"",1007409,0,""
0,"후, 후후…… 이 눈으로 네 모든 것을\n간파했어. 그런데 몸은 지극히 건강하고\n신체 능력에 이상도 없어.\n덜렁대는 원인을 전혀 모르겠어……",117531,1007409076,1,0,11,0,1007409,4,0.5
"","",0,1007409077,"","",91,"",1007409,"",""
"",mhp_sit_talk_sad2,117531,1007409078,"","",3,0.2,1007409,1,""
"",vo_mhp_2211,vo_mhp_1007409,1007409079,0,"",21,"",1007409,0,""
0,"더 이상은 의학이 발을 들일 수 없는\n금기의 영역이야.\n분하지만 어쩔 도리가 없네……",117531,1007409080,1,0,11,0,1007409,5,0.5
"","",0,1007409081,"","",91,"",1007409,"",""
"",mhp_sit_talk_worry,117531,1007409082,"","",3,0.2,1007409,1,""
"",vo_mhp_2212,vo_mhp_1007409,1007409083,0,"",21,"",1007409,0,""
0,"괴롭겠지만, 덜렁댄다는 행위와\n확실히 마주하고 힘차게 살아가.",117531,1007409084,1,0,11,0,1007409,6,0.5
"","",0,1007409085,"","",91,"",1007409,"",""
1,mhp_suzume_tohoho_in,102511,1007409086,mhp_suzume_tohoho_loop,0.2,3,0.2,1007409,0,""
"",0,1,1007409087,"","",93,"",1007409,"",""
1,1,110,1007409088,"","",32,"",1007409,"",""
1,-205,110,1007409089,0,"",33,"",1007409,-100,""
1,-205,114,1007409090,0,"",33,"",1007409,-100,""
"",0,0.8,1007409091,"","",93,"",1007409,"",""
"",vo_mhp_2213,vo_mhp_1007409,1007409092,0,"",21,"",1007409,0,""
"",10001,102511,1007409093,"","",13,"",1007409,"",""
0,"어어~ 그럴 수가~!",102511,1007409094,1,0,11,0,1007409,4,0.5
"","",0,1007409095,"","",91,"",1007409,"",""
"",0,0,1007409096,"","",22,"",1007409,"",""
"",0,0.2,1007409097,"","",93,"",1007409,"",""
1,1,114,1007409098,"","",32,"",1007409,"",""
"",0,1,1007409099,"","",93,"",1007409,"",""
"",1,130,1007409100,"","",32,"",1007409,"",""
"",0,4,1007409101,"","",93,"",1007409,"",""
"",0,130,1007409102,"","",32,"",1007409,"",""
-240,104431,1,1007410001,-1000,0,1,1.7,1007410,100,mhp_idle_normal
-200,117631,1,1007410002,365,1,1,1.7,1007410,100,mhp_sit_idle
-220,117531,1,1007410003,185,1,1,1.7,1007410,100,mhp_sit_idle
0.85,1,1,1007410004,-154,"",31,1,1007410,-240,""
-220,11,1,1007410005,-200,0,5,1.7,1007410,110,NoItem
-220,12,1,1007410006,-200,0,5,1.7,1007410,105,NoItem
-220,21,1,1007410007,185,1,5,1.7,1007410,110,NoItem
-220,22,1,1007410008,185,1,5,1.7,1007410,105,NoItem
0,1,11,1007410009,1,0,6,0,1007410,1,""
0,1,12,1007410010,1,0,6,0,1007410,1,""
0,1,21,1007410011,1,0,6,0,1007410,1,""
0,1,22,1007410012,1,0,6,0,1007410,1,""
"","",0,1007410013,"","",91,"",1007410,"",""
"",mhp_sit_talk_normal,117531,1007410014,"","",3,0.2,1007410,1,""
"",vo_mhp_5001,vo_mhp_1007410,1007410015,0,"",21,"",1007410,0,""
0,"다음 분 들어오세요~",117531,1007410016,0,0,11,0,1007410,8,0.5
"","",0,1007410017,"","",91,"",1007410,"",""
"",mhp_sit_idle,117531,1007410018,"","",3,0.2,1007410,1,""
"",mhp_walk,104431,1007410019,"","",3,0.2,1007410,1,""
0,-200,104431,1007410020,4,"",2,"",1007410,-220,""
"","",0,1007410021,"","",91,"",1007410,"",""
"",mhp_sit_in,104431,1007410022,"","",3,0.2,1007410,0,""
"","",0,1007410023,"","",91,"",1007410,"",""
"",mhp_sit_idle,104431,1007410024,"","",3,0.2,1007410,1,""
"",0,1,1007410025,"","",93,"",1007410,"",""
"",mhp_sit_talk_normal,117531,1007410026,"","",3,0.2,1007410,1,""
"",vo_mhp_5002,vo_mhp_1007410,1007410027,0,"",21,"",1007410,0,""
0,"어머, 이거 또\n보통내기가 아닌 사람이 왔네.",117531,1007410028,1,0,11,0,1007410,6,0.5
"","",0,1007410029,"","",91,"",1007410,"",""
"",mhp_sit_idle,117531,1007410030,"","",3,0.2,1007410,1,""
1,mhp_ilya_doya_in,104431,1007410031,mhp_ilya_doya_talk_loop,0,3,0.2,1007410,0,""
"",vo_mhp_5003,vo_mhp_1007410,1007410032,0,"",21,"",1007410,0,""
0,"오, 알겠느냐? 과연 그렇군!\n나의 이름은 이리야 온스타인\n밤을 통치하는 자다!",104431,1007410033,1,0,11,0,1007410,4,1.5
"","",0,1007410034,"","",91,"",1007410,"",""
"",mhp_ilya_doya_loop,104431,1007410035,"","",3,0.2,1007410,1,""
"",mhp_sit_talk_wish,117531,1007410036,"","",3,0.2,1007410,1,""
"",vo_mhp_5004,vo_mhp_1007410,1007410037,0,"",21,"",1007410,0,""
0,"흐~음, 전설의 흡혈귀가 부활했다고\n소문으로 들었는데, 혹시\n당신이 그런 걸까.",117531,1007410038,1,0,11,0,1007410,5,0.5
"","",0,1007410039,"","",91,"",1007410,"",""
"",mhp_sit_idle_memory,117531,1007410040,"","",3,0.2,1007410,1,""
"",mhp_sit_talk_normal,104431,1007410041,"","",3,0.2,1007410,1,""
"",vo_mhp_5005,vo_mhp_1007410,1007410042,0,"",21,"",1007410,0,""
0,"과연 명의, 이해가 빨라서 도움이 되는구나……\n엇, 왜, 왜 그러지? 어쩐지\n흥분한 것 같다만……",104431,1007410043,1,0,11,0,1007410,5,0.5
"",1,5,1007410044,"","",93,"",1007410,"",""
"",mhp_sit_talk_sad,104431,1007410045,"","",3,0.2,1007410,1,""
"","",1007410043,1007410046,"","",91,"",1007410,"",""
"",mhp_sit_idle_sad,104431,1007410047,"","",3,0.2,1007410,1,""
"",mhp_mitsuki_sit_ecstatic_talk,117531,1007410048,"","",3,0.2,1007410,1,""
"",vo_mhp_5006,vo_mhp_1007410,1007410049,0,"",21,"",1007410,0,""
0,"당연하지. 왜냐면 전설의 흡혈귀잖아?\n이런 매력적인 연구 대상을 앞에 두면\n누구든 흥분할 거야. 그러니까……",117531,1007410050,1,0,11,0,1007410,5,0.5
"","",0,1007410051,"","",91,"",1007410,"",""
"",1007410055,"그 몸, 해부하게 해줄래?",1007410052,"","",103,"",1007410,0,""
"",1007410066,"내 피를 빨아볼래?",1007410053,"","",103,"",1007410,0,""
"",1007410072,"내 눈, 써버릴까?",1007410054,"","",103,"",1007410,0,""
"",mhp_mitsuki_sit_ecstatic_idle,117531,1007410055,"","",3,0.2,1007410,1,""
"",mhp_sit_talk_surprise2,104431,1007410056,"","",3,0.2,1007410,1,""
"",vo_mhp_5007,vo_mhp_1007410,1007410057,0,"",21,"",1007410,0,""
0,"무서워, 무서워! 갑자기 무슨 말을 하는 거냐!\n될 리가 없잖느냐!",104431,1007410058,1,0,11,0,1007410,6,0.5
"","",0,1007410059,"","",91,"",1007410,"",""
"",mhp_sit_idle_surprise2,104431,1007410060,"","",3,0.2,1007410,1,""
"",mhp_mitsuki_sit_ecstatic_talk,117531,1007410061,"","",3,0.2,1007410,1,""
"",vo_mhp_5008,vo_mhp_1007410,1007410062,0,"",21,"",1007410,0,""
0,"그걸 어떻게 좀. 안심해?\n잘린 것도 깨닫지 못하는 사이에\n끝낼 테니까?",117531,1007410063,1,0,11,0,1007410,6,0.5
"","",0,1007410064,"","",91,"",1007410,"",""
"","",1007410081,1007410065,"","",101,"",1007410,"",""
"",mhp_mitsuki_sit_ecstatic_idle,117531,1007410066,"","",3,0.2,1007410,1,""
"",mhp_sit_talk_sad,104431,1007410067,"","",3,0.2,1007410,1,""
"",vo_mhp_5009,vo_mhp_1007410,1007410068,0,"",21,"",1007410,0,""
0,"어, 으, 으음…… 어째서지.\n고마운 제안일 텐데\n어쩐지 돌이킬 수 없을 것 같으니\n사양하도록 하지……",104431,1007410069,1,0,11,0,1007410,5,0.5
"","",0,1007410070,"","",91,"",1007410,"",""
"","",1007410081,1007410071,"","",101,"",1007410,"",""
1,mhp_mitsuki_sit_kaihou_in,117531,1007410072,mhp_mitsuki_sit_kaihou_loop,0,3,0.2,1007410,0,""
"",mhp_sit_talk_worry,104431,1007410073,"","",3,0.2,1007410,1,""
"",vo_mhp_5010,vo_mhp_1007410,1007410074,0,"",21,"",1007410,0,""
0,"응? 그, 그대는 뭘 할 생각인 것이냐?\n필시 그 안대는\n풀어서 별로 좋은 게 아닐 테지?",104431,1007410075,1,0,11,0,1007410,5,0.5
"","",0,1007410076,"","",91,"",1007410,"",""
"",mhp_sit_idle_sad,104431,1007410077,"","",3,0.2,1007410,1,""
"",mhp_sit_talk_joy1,117531,1007410078,"","",3,0.2,1007410,1,""
"",vo_mhp_5011,vo_mhp_1007410,1007410079,0,"",21,"",1007410,0,""
0,"그렇네. 그래도 너한테는 특별히\n보여줘도 되지 않을까\n생각했어♪",117531,1007410080,1,0,11,0,1007410,6,0.5
"","",0,1007410081,"","",91,"",1007410,"",""
"",0.5,0,1007410082,"","",22,"",1007410,"",""
"",mhp_mitsuki_sit_ecstatic_idle,117531,1007410083,"","",3,0.2,1007410,1,""
1,mhp_sit_out_sad,104431,1007410084,mhp_talk_anger2,0.2,3,0.2,1007410,0,""
"",1,1,1007410085,"","",93,"",1007410,"",""
"",vo_mhp_5012,vo_mhp_1007410,1007410086,0,"",21,"",1007410,0,""
0,"이, 이런 위험한 곳에 있을 수 있겠느냐!\n퇴산, 퇴산이다!",104431,1007410087,1,0,11,0,1007410,6,0.5
"",1,0.5,1007410088,"","",93,"",1007410,"",""
"","",1007410087,1007410089,"","",91,"",1007410,"",""
"",1,104431,1007410090,"","",4,"",1007410,"",""
"",1,104431,1007410091,"",0,12,0,1007410,2,""
"",mhp_run_sad,104431,1007410092,"","",3,0.2,1007410,1,""
0,-1000,104431,1007410093,2,"",2,"",1007410,-220,""
"",0,0.2,1007410094,"","",93,"",1007410,"",""
1,mhp_sit_wavehand,117531,1007410095,mhp_sit_talk_normal,0.2,3,0.2,1007410,0,""
"",vo_mhp_5013,vo_mhp_1007410,1007410096,0,"",21,"",1007410,0,""
0,"그래, 아쉽네. 또 와♪",117531,1007410097,1,0,11,0,1007410,6,0.5
"","",0,1007410098,"","",91,"",1007410,"",""
"",0.5,0,1007410099,"","",22,"",1007410,"",""
"",mhp_sit_idle,117531,1007410100,"","",3,0.2,1007410,1,""
"",0,1.8,1007410101,"","",93,"",1007410,"",""
"","",0,1007410102,"","",91,"",1007410,"",""
-240,104431,1,1007411001,-1000,0,1,1.7,1007411,100,mhp_idle_normal
-200,117631,1,1007411002,365,1,1,1.7,1007411,100,mhp_sit_idle
-220,117531,1,1007411003,185,1,1,1.7,1007411,120,mhp_sit_idle
0.85,1,1,1007411004,-154,"",31,1,1007411,-240,""
-200,11,1,1007411005,365,1,5,1.7,1007411,110,NoItem
1,1,11,1007411006,1,0,6,0,1007411,1,""
"","",0,1007411007,"","",91,"",1007411,"",""
"",mhp_sit_talk_normal,117531,1007411008,"","",3,0.2,1007411,1,""
"",vo_mhp_5101,vo_mhp_1007411,1007411009,0,"",21,"",1007411,0,""
0,"이리야 씨, 어서 와~",117531,1007411010,0,0,11,0,1007411,8,0.5
"","",0,1007411011,"","",91,"",1007411,"",""
"",mhp_sit_idle,117531,1007411012,"","",3,0.2,1007411,1,""
"",mhp_walk,104431,1007411013,"","",3,0.2,1007411,1,""
0,-200,104431,1007411014,4,"",2,"",1007411,-220,""
"","",0,1007411015,"","",91,"",1007411,"",""
"",mhp_sit_in_sad,104431,1007411016,"","",3,0.2,1007411,0,""
"","",0,1007411017,"","",91,"",1007411,"",""
"",mhp_sit_idle_sad,104431,1007411018,"","",3,0.2,1007411,1,""
"",0,1,1007411019,"","",93,"",1007411,"",""
"",mhp_sit_talk_worry,104431,1007411020,"","",3,0.2,1007411,1,""
"",vo_mhp_5102,vo_mhp_1007411,1007411021,0,"",21,"",1007411,0,""
0,"……마음은 안 내켰다만\n목적을 달성하기 위해 희생을 감수할 수밖에.\n부탁하지, 이 모습을 유지하기 위해\n협력해주지 않겠나?",104431,1007411022,1,0,11,0,1007411,5,0.5
"","",0,1007411023,"","",91,"",1007411,"",""
"",mhp_sit_idle_sad,104431,1007411024,"","",3,0.2,1007411,1,""
"",mhp_sit_talk_normal,117631,1007411025,"","",3,0.2,1007411,1,""
"",vo_mhp_5103,vo_mhp_1007411,1007411026,0,"",21,"",1007411,0,""
0,"어쩐지 다른 모습이\n있다는 듯한 표현이네?",117631,1007411027,1,0,11,0,1007411,7,0.5
"","",0,1007411028,"","",91,"",1007411,"",""
"",mhp_sit_idle,117631,1007411029,"","",3,0.2,1007411,1,""
"",mhp_sit_talk_sad,104431,1007411030,"","",3,0.2,1007411,1,""
"",vo_mhp_5104,vo_mhp_1007411,1007411031,0,"",21,"",1007411,0,""
0,"실은 마력이 부족해 어린아이의 모습이\n된다.\n지금은 꽤 무리하고 있지만, 어떤\n조건에서라면 원래 모습을 유지할 수 있다만……",104431,1007411032,1,0,11,0,1007411,5,1
"","",0,1007411033,"","",91,"",1007411,"",""
"",mhp_sit_idle_sad,104431,1007411034,"","",3,0.2,1007411,1,""
"",mhp_sit_talk_normal,117531,1007411035,"","",3,0.2,1007411,1,""
"",vo_mhp_5105,vo_mhp_1007411,1007411036,0,"",21,"",1007411,0,""
0,"그런 거구나\n참고로 그 조건이란 건\n어떤 걸까?",117531,1007411037,1,0,11,0,1007411,6,0.5
"","",0,1007411038,"","",91,"",1007411,"",""
"",mhp_sit_idle,117531,1007411039,"","",3,0.2,1007411,1,""
"",mhp_sit_talk_wish,104431,1007411040,"","",3,0.2,1007411,1,""
"",vo_mhp_5106,vo_mhp_1007411,1007411041,0,"",21,"",1007411,0,""
0,"어떤 자가 곁에 있는 것이다.\n그러니 그 녀석이 계속 이 몸의 곁에\n있다면 손쉬운 일이지만……",104431,1007411042,1,0,11,0,1007411,6,0.5
"","",0,1007411043,"","",91,"",1007411,"",""
"",mhp_sit_talk_worry,104431,1007411044,"","",3,0.2,1007411,1,""
"",vo_mhp_5107,vo_mhp_1007411,1007411045,0,"",21,"",1007411,0,""
0,"이 몸을 내외하는 건지……\n아무튼 좀처럼\n이 몸의 매력이 미치지 않는구나. ",104431,1007411046,1,0,11,0,1007411,6,0.5
"","",0,1007411047,"","",91,"",1007411,"",""
"",mhp_sit_idle_sad,104431,1007411048,"","",3,0.2,1007411,1,""
"",mhp_sit_talk_thinking,117631,1007411049,"","",3,0.2,1007411,1,""
"",vo_mhp_5108,vo_mhp_1007411,1007411050,0,"",21,"",1007411,0,""
0,"으~음, 나 정도는 아니라고 해도\n충분히 매력적인 것 같은데……\n그럼……",117631,1007411051,1,0,11,0,1007411,5,0.5
"",1,7.5,1007411052,"","",93,"",1007411,"",""
"",mhp_sit_idle_thinking,117631,1007411053,"","",3,0.2,1007411,1,""
"","",1007411051,1007411054,"","",91,"",1007411,"",""
"",0,0,1007411055,"","",22,"",1007411,"",""
"",1007411059,"귀여움으로 매료하자!",1007411056,"","",103,"",1007411,0,""
"",1007411076,"아름다움으로 다가가자!",1007411057,"","",103,"",1007411,0,""
"",1007411093,"내가 프로듀싱해줄게!",1007411058,"","",103,"",1007411,0,""
"",mhp_sit_idle_memory,117631,1007411059,"","",3,0.2,1007411,1,""
"",mhp_sit_talk_anger2,104431,1007411060,"","",3,0.2,1007411,1,""
"",vo_mhp_5109,vo_mhp_1007411,1007411061,0,"",21,"",1007411,0,""
0,"귀, 귀엽, 다고?\n그, 그만두거라, 그런 건.\n부끄럽지, 않느냐……",104431,1007411062,1,0,11,0,1007411,6,0.5
"","",0,1007411063,"","",91,"",1007411,"",""
"",mhp_sit_idle_anger2,104431,1007411064,"","",3,0.2,1007411,1,""
1,mhp_sit_out,117631,1007411065,mhp_idle_normal,0.2,3,0.2,1007411,0,""
"","",1,1007411066,"","",93,"",1007411,"",""
1,mhp_yuki_pose,117631,1007411067,mhp_yuki_idle,0.2,3,0.2,1007411,0,""
1,mhp_yuki_pose,11,1007411068,mhp_yuki_idle,0.2,3,0.2,1007411,0,""
"",vo_mhp_5110,vo_mhp_1007411,1007411069,0,"",21,"",1007411,0,""
0,"무슨 말을 하는 거야\n그 점이 최고의 무기가 되는 거라고!\n만약 자신이 없다면 나한테 맡겨줘?",117631,1007411070,1,10,11,0,1007411,5,0.5
"",1,6.5,1007411071,"","",93,"",1007411,"",""
1,mhp_yuki_pose_2,117631,1007411072,mhp_yuki_idle_2,0.2,3,0.2,1007411,0,""
1,mhp_yuki_pose_2,11,1007411073,mhp_yuki_idle_2,0.2,3,0.2,1007411,0,""
"","",1007411070,1007411074,"","",91,"",1007411,"",""
"","",1007411109,1007411075,"","",101,"",1007411,"",""
"",mhp_sit_idle_memory,117631,1007411076,"","",3,0.2,1007411,1,""
"",mhp_sit_talk_thinking,104431,1007411077,"","",3,0.2,1007411,1,""
"",vo_mhp_5111,vo_mhp_1007411,1007411078,0,"",21,"",1007411,0,""
0,"아름다움이라. 나쁜 수단은 아니다만\n그 녀석은 외모로 남을 판단하는 녀석은\n아니니까 말이다……\n그게 좋은 점이기도 하다만.",104431,1007411079,1,0,11,0,1007411,5,0.5
"","",0,1007411080,"","",91,"",1007411,"",""
"",mhp_sit_idle_thinking,104431,1007411081,"","",3,0.2,1007411,1,""
1,mhp_sit_out,117631,1007411082,mhp_idle_normal,0.2,3,0.2,1007411,0,""
"","",1,1007411083,"","",93,"",1007411,"",""
1,mhp_yuki_pose,117631,1007411084,mhp_yuki_idle,0.2,3,0.2,1007411,0,""
1,mhp_yuki_pose,11,1007411085,mhp_yuki_idle,0.2,3,0.2,1007411,0,""
"",vo_mhp_5112,vo_mhp_1007411,1007411086,0,"",21,"",1007411,0,""
0,"안심해, 미의 화신인 나한테 걸리면\n어떤 인간이든 사로잡을 수 있어.\n자, 나랑 같이\n미의 최고봉을 노리자♪",117631,1007411087,1,0,11,0,1007411,5,0.5
"",1,7,1007411088,"","",93,"",1007411,"",""
1,mhp_yuki_pose_2,117631,1007411089,mhp_yuki_idle_2,0.2,3,0.2,1007411,0,""
1,mhp_yuki_pose_2,11,1007411090,mhp_yuki_idle_2,0.2,3,0.2,1007411,0,""
"","",1007411087,1007411091,"","",91,"",1007411,"",""
"","",1007411109,1007411092,"","",101,"",1007411,"",""
"",mhp_sit_idle_memory,117631,1007411093,"","",3,0.2,1007411,1,""
"",mhp_sit_talk_anger2,104431,1007411094,"","",3,0.2,1007411,1,""
"",vo_mhp_5113,vo_mhp_1007411,1007411095,0,"",21,"",1007411,0,""
0,"가, 간호사가 무슨 말을 하는 것이냐?\n아니, 애초에 그대는 정말 간호사인가?\n이 몸이 말하는 것도 뭐하다만\n이래저래 이상하다!",104431,1007411096,1,0,11,0,1007411,5,0.5
"","",0,1007411097,"","",91,"",1007411,"",""
"",mhp_sit_idle_anger2,104431,1007411098,"","",3,0.2,1007411,1,""
1,mhp_sit_out,117631,1007411099,mhp_idle_normal,0.2,3,0.2,1007411,0,""
"","",1,1007411100,"","",93,"",1007411,"",""
1,mhp_yuki_pose,117631,1007411101,mhp_yuki_idle,0.2,3,0.2,1007411,0,""
1,mhp_yuki_pose,11,1007411102,mhp_yuki_idle,0.2,3,0.2,1007411,0,""
"",vo_mhp_5114,vo_mhp_1007411,1007411103,0,"",21,"",1007411,0,""
0,"괜찮아, 괜찮아, 전~부 나한테\n맡기면 문제없어\n이거 내 솜씨를 보여줘야겠네♪",117631,1007411104,1,0,11,0,1007411,5,0.5
"",1,3.5,1007411105,"","",93,"",1007411,"",""
1,mhp_yuki_pose_2,117631,1007411106,mhp_yuki_idle_2,0.2,3,0.2,1007411,0,""
1,mhp_yuki_pose_2,11,1007411107,mhp_yuki_idle_2,0.2,3,0.2,1007411,0,""
"","",1007411104,1007411108,"","",91,"",1007411,"",""
"","",0,1007411109,"","",91,"",1007411,"",""
1,mhp_sit_in,117631,1007411110,mhp_sit_idle,0.2,3,0,1007411,0,""
"",NoItem,11,1007411111,"","",3,0,1007411,1,""
"",mhp_sit_talk_worry,104431,1007411112,"","",3,0.2,1007411,1,""
"",vo_mhp_5115,vo_mhp_1007411,1007411113,0,"",21,"",1007411,0,""
0,"이, 이봐, 그대는 이 녀석의 주인이지.\n맡겨도 괜찮은 건가?",104431,1007411114,1,0,11,0,1007411,6,0.5
"","",0,1007411115,"","",91,"",1007411,"",""
"",mhp_sit_idle_sad,104431,1007411116,"","",3,0.2,1007411,1,""
