drama_id,param_08,param_07,param_04,command_type,param_01,param_05,param_03,param_02,command_id,param_06
20252,"",0.2,travel_topdrama_r_2000_matsuri_eieio_loop,3,100511,1,0,travel_topdrama_r_2000_matsuri_eieio_in,1202520013,0.2
20252,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20025_02,1202520014,""
20252,0,0,1,11,100511,1,10,"정의의 히어로로 변신하는 검다!\n뭐, 방금 한 말은 농담임다만…… 어라,\n토모 언니도 변신 포즈임까?",1202520015,0
20252,"","","",91,0,"","","",1202520016,""
20252,"","","",112,"","","","",1202520017,""
20252,"","","",91,0,"","","",1202520018,""
20261,travel_topdrama_r_2000_idle_wish_joy,1,0,1,1,-68,101,105911,1202610001,0.8
20261,mana,0,0,5,0,-75,110,0,1202610002,1
20261,"","","",91,0,"","","",1202610003,""
20261,"","","",93,10,"","",0,1202610004,""
20261,"","","",101,1202610004,"","","",1202610005,""
20261,"","","",3,0,"",0,none,1202610006,0
20261,"","","",91,0,"","","",1202610007,""
20262,"","","",13,105911,"","",103,1202620001,""
20262,"",0,travel_topdrama_r_2000_talk_surprise_loop,3,105911,1,0,travel_topdrama_r_2000_wishToSurprise,1202620002,0.1
20262,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20026_00,1202620003,""
20262,0,0,1,11,105911,1,10,"흠, 꽤 먼 곳까지 온 것\n같습니다. 하지만, 모험이란 것은\n언제나 즐겁네요……♪",1202620004,0
20262,"","","",91,0,"","","",1202620005,""
20262,"","","",3,105911,"",1,travel_topdrama_r_2000_talk_wish_loop,1202620006,0.2
20262,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20026_01,1202620007,""
20262,0,0,1,11,105911,1,10,"저도 다른 분들께 지지 않도록,\n조사를 진행하겠습니다.\n지켜봐 주세요, 주인님.",1202620008,0
20262,"","","",91,0,"","","",1202620009,""
20262,"","","",112,"","","","",1202620010,""
20262,"","","",91,0,"","","",1202620011,""
20271,travel_topdrama_r_2000_ames_idle_normal,1,0,1,1,-68,101,123011,1202710001,0.8
20271,mana,0,0,5,0,-75,110,0,1202710002,1
20271,"","","",91,0,"","","",1202710003,""
20271,"","","",93,10,"","",0,1202710004,""
20271,"","","",101,1202710004,"","","",1202710005,""
20271,"","","",3,0,"",0,none,1202710006,0
20271,"","","",91,0,"","","",1202710007,""
20272,"","","",13,123011,"","",103,1202720001,""
20272,"",0,travel_topdrama_r_2000_ames_talk_wish_loop,3,123011,1,0,travel_topdrama_r_2000_ames_talk_wish_in,1202720002,0.2
20272,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20027_00,1202720003,""
20272,0,0,1,11,123011,1,10,"하아, 하아…… 모험은 상상한 것보다\n훨씬 더 체력이 필요하구나…… 음, 그래도\n실제로 와 보니까 경치가 좋아♪",1202720004,0
20272,"","","",91,0,"","","",1202720005,""
20272,"","","",3,123011,"",1,travel_topdrama_r_2000_ames_talk_yareyare,1202720006,0.2
20272,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20027_01,1202720007,""
20272,0,0,1,11,123011,1,10,"다음에는 녀석하고 같이……\n어디를 가 볼까.\n에스코트를 받아야겠네",1202720008,0
20272,"","","",91,0,"","","",1202720009,""
20272,"","","",3,123011,"",1,travel_topdrama_r_2000_ames_idle_yareyare,1202720010,0.2
20272,"","","",112,"","","","",1202720011,""
20272,"","","",91,0,"","","",1202720012,""
20281,travel_topdrama_r_2000_idle_cool,1,42,1,1,-68,101,106811,1202810001,0.8
20281,travel_topdrama_r_2000_kaiser_idle_arm_crossed,0,-42,1,1,-68,102,106911,1202810002,0.8
20281,mana,0,0,5,0,-75,110,0,1202810003,1
20281,"","","",91,0,"","","",1202810004,""
20281,"","","",93,10,"","",0,1202810005,""
20281,"","","",101,1202810005,"","","",1202810006,""
20281,"","","",3,0,"",0,none,1202810007,0
20281,"","","",91,0,"","","",1202810008,""
20282,"","","",13,106811,"","",103,1202820001,""
20282,"","","",13,106911,"","",104,1202820002,""
20282,"",0,travel_topdrama_r_2000_talk_cool_loop,3,106811,1,0,travel_topdrama_r_2000_talk_cool_in,1202820003,0.2
20282,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20028_00,1202820004,""
20282,0,0,1,11,106811,1,10,"아하하, 이상한 표정이네. 뭐, 갑자기\n끌려 나오면 당연히 불만스러우려나.\n자자, 모험이야, 즐겨야지!",1202820005,0
20282,"","","",91,0,"","","",1202820006,""
20282,"","","",3,106811,"",1,travel_topdrama_r_2000_idle_cool,1202820007,0.2
20282,"",0,travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop,3,106911,1,0,travel_topdrama_r_2000_kaiser_talk_arm_crossed_in,1202820008,0.2
20282,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20028_01,1202820009,""
20282,0,0,1,11,106911,1,10,"네 능청스러운 말투, 속이\n끓어오를 정도로 불쾌해. 하필 이런 때\n모험이라고……? 웃기지 마.",1202820010,0
20282,"","","",91,0,"","","",1202820011,""
20282,"","","",3,106911,"",1,travel_topdrama_r_2000_kaiser_idle_arm_crossed,1202820012,0.2
20282,"","",travel_topdrama_r_2000_talk_arm_crossed_loop_normal2,3,106811,1,0,travel_topdrama_r_2000_talk_arm_crossed_in_normal2,1202820013,0.2
20282,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20028_02,1202820014,""
20282,0,0,1,11,106811,1,10,"나는 진심이야. 산 정상에 골짜기 밑,\n바다에 초원, 펼쳐진 세계! 주먹밥도\n가져왔으니, 준비는 완벽해. 자, 가자!",1202820015,0
20282,"","","",91,0,"","","",1202820016,""
20282,"","","",3,106811,"",1,travel_topdrama_r_2000_idle_arm_crossed,1202820017,0.2
20282,"","","",112,"","","","",1202820018,""
20282,"","","",91,0,"","","",1202820019,""
30011,travel_topdrama_r_3001_idle_B,0,-17.5,1,1,-75.6,51,1000001,1300110001,0.8
30011,travel_topdrama_r_3001_idle_B,0,-17.5,5,1,-75.6,50,12,1300110002,0.8
30011,travel_topdrama_r_3001_idle_A,0,31.4,1,1,-56.1,49,1000002,1300110003,0.8
30011,travel_topdrama_r_3001_idle_A,0,31.4,5,1,-56.1,48,11,1300110004,0.8
30011,travel_topdrama_r_3001_idle_A,0,31.4,5,2,-56.1,49,13,1300110005,0.8
30011,normal,"",0,5,0,-88,110,0,1300110006,1
30011,"","",-43.7,31,300101,0.5,-30.3,300101,1300110007,1
30011,"","",-110,31,300103,1,260,300103,1300110008,1
30011,"","",-127,31,300111,1,215,300111,1300110009,1
30011,"","","",91,0,"","",0,1300110010,""
30011,"",0,"",3,1000001,"",0,travel_topdrama_r_3001_idle_B,1300110011,0
30011,"",0,"",3,12,"",0,travel_topdrama_r_3001_idle_B,1300110012,0
30011,"",0,"",3,1000002,"",0,travel_topdrama_r_3001_idle_A,1300110013,0
30011,"",0,"",3,11,"",0,travel_topdrama_r_3001_idle_A,1300110014,0
30011,"","","",93,1.7,"","",0,1300110015,""
30011,"","","",101,1300110011,"","",0,1300110016,""
30011,"","","",3,0,"",0,none,1300110017,0
30011,"","","",91,0,"","",0,1300110018,""
30012,"","",-110,31,300106,1,260,300106,1300120001,0
30012,"","",-110,31,300108,1,260,300108,1300120002,0
30012,"","",92.6,31,300100,0.4,17.3,300100,1300120003,0
30012,"","",92.6,31,300104,0.4,0,300104,1300120004,0
30012,"","","",91,0,"","","",1300120005,""
30012,"","","",3,1000002,"",1,travel_topdrama_r_3001_idle_A,1300120006,0.5
30012,"","","",3,11,"",1,travel_topdrama_r_3001_idle_A,1300120007,0.5
30012,"","","",3,1000001,"",1,travel_topdrama_r_3001_idle_B,1300120008,0.5
30012,"","","",3,12,"",1,travel_topdrama_r_3001_idle_B,1300120009,0.5
30012,"","","",93,0.2,"","",0,1300120010,""
30012,"","","",32,300100,"","",1,1300120011,""
30012,"","","",93,2,"","",0,1300120012,""
30012,"","","",32,300103,"","",0,1300120013,""
30012,"","","",32,300108,"","",1,1300120014,""
30012,"","","",32,300106,"","",1,1300120015,""
30012,"","","",23,se_travel_top,"",0,se_travel_top_fishing_hit,1300120016,""
30012,"","","",3,1000002,"",0,travel_topdrama_r_3001_1_01_A,1300120017,0
30012,"","","",3,11,"",0,travel_topdrama_r_3001_1_01_A,1300120018,0
30012,"","","",3,1000001,"",0,travel_topdrama_r_3001_1_01_B,1300120019,0.5
30012,"","","",3,12,"",0,travel_topdrama_r_3001_1_01_B,1300120020,0.5
30012,"","","",91,0,"","","",1300120021,""
30012,"","","",32,300108,"","",0,1300120022,""
30012,"","","",3,1000002,"",0,travel_topdrama_r_3001_1_02_A,1300120023,0
30012,"","","",3,11,"",0,travel_topdrama_r_3001_1_02_A,1300120024,0
30012,"","","",3,1000001,"",0,travel_topdrama_r_3001_1_02_B,1300120025,0.2
30012,"","","",3,12,"",0,travel_topdrama_r_3001_1_02_B,1300120026,0.2
30012,"","","",93,1,"","",0,1300120027,""
30012,"","","",32,300100,"","",0,1300120028,""
30012,"","","",91,0,"","","",1300120029,""
30012,"","",-110,31,300107,1,260,300107,1300120030,1
30012,"","","",23,se_travel_top,"",0,se_travel_top_fishing_appear_box,1300120031,""
30012,"","","",3,1000002,"",0,travel_topdrama_r_3001_1_03_A,1300120032,""
30012,"","","",3,11,"",0,travel_topdrama_r_3001_1_03_A,1300120033,""
30012,"","","",3,13,"",0,travel_topdrama_r_3001_1_03_A,1300120034,""
30012,"","","",3,1000001,"",0,travel_topdrama_r_3001_1_03_B,1300120035,""
30012,"","",travel_topdrama_r_3001_1_03_B_loop,3,12,1,0,travel_topdrama_r_3001_1_03_B,1300120036,0.2
30012,"","","",93,0.8,"","",0,1300120037,""
30012,"","","",32,300106,"","",0,1300120038,""
30012,"","","",111,"","","","",1300120039,""
30012,"","","",91,0,"","","",1300120040,""
30021,travel_topdrama_r_3001_idle_B,0,-17.5,1,1,-75.6,51,1000001,1300210001,0.8
30021,travel_topdrama_r_3001_idle_B,0,-17.5,5,1,-75.6,50,12,1300210002,0.8
30021,travel_topdrama_r_3001_idle_A,0,31.4,1,1,-56.1,49,1000002,1300210003,0.8
30021,travel_topdrama_r_3001_idle_A,0,31.4,5,1,-56.1,48,11,1300210004,0.8
30021,travel_topdrama_r_3001_idle_A,0,31.4,5,2,-56.1,49,13,1300210005,0.8
30021,normal,"",0,5,0,-88,110,0,1300210006,1
30021,"","",-43.7,31,300201,0.5,-30.3,300201,1300210007,1
30021,"","",-110,31,300203,1,260,300203,1300210008,1
30021,"","",-127,31,300211,1,215,300211,1300210009,1
30021,"","","",91,0,"","",0,1300210010,""
30021,"",0,"",3,1000001,"",0,travel_topdrama_r_3001_idle_B,1300210011,0
30021,"",0,"",3,12,"",0,travel_topdrama_r_3001_idle_B,1300210012,0
30021,"",0,"",3,1000002,"",0,travel_topdrama_r_3001_idle_A,1300210013,0
30021,"",0,"",3,11,"",0,travel_topdrama_r_3001_idle_A,1300210014,0
30021,"","","",93,1.7,"","",0,1300210015,""
30021,"","","",101,1300210011,"","",0,1300210016,""
30021,"","","",3,0,"",0,none,1300210017,0
30021,"","","",91,0,"","",0,1300210018,""
30022,"","",-110,31,300206,1,260,300206,1300220001,0
30022,"","",-110,31,300208,1,260,300208,1300220002,0
30022,"","",92.6,31,300200,0.4,17.3,300200,1300220003,0
30022,"","",92.6,31,300204,0.4,0,300204,1300220004,0
30022,"","","",91,0,"","","",1300220005,""
30022,"","","",3,1000002,"",1,travel_topdrama_r_3001_idle_A,1300220006,0.5
30022,"","","",3,11,"",1,travel_topdrama_r_3001_idle_A,1300220007,0.5
30022,"","","",3,1000001,"",1,travel_topdrama_r_3001_idle_B,1300220008,0.5
30022,"","","",3,12,"",1,travel_topdrama_r_3001_idle_B,1300220009,0.5
30022,"","","",93,0.2,"","",0,1300220010,""
30022,"","","",32,300200,"","",1,1300220011,""
30022,"","","",93,2,"","",0,1300220012,""
30022,"","","",32,300203,"","",0,1300220013,""
30022,"","","",32,300208,"","",1,1300220014,""
30022,"","","",32,300206,"","",1,1300220015,""
30022,"","","",23,se_travel_top,"",0,se_travel_top_fishing_hit,1300220016,""
30022,"","","",3,1000002,"",0,travel_topdrama_r_3001_1_01_A,1300220017,0
30022,"","","",3,11,"",0,travel_topdrama_r_3001_1_01_A,1300220018,0
30022,"","","",3,1000001,"",0,travel_topdrama_r_3001_1_01_B,1300220019,0.5
30022,"","","",3,12,"",0,travel_topdrama_r_3001_1_01_B,1300220020,0.5
30022,"","","",91,0,"","","",1300220021,""
30022,"","","",32,300208,"","",0,1300220022,""
30022,"","","",3,1000002,"",0,travel_topdrama_r_3001_1_02_A,1300220023,0
30022,"","","",3,11,"",0,travel_topdrama_r_3001_1_02_A,1300220024,0
30022,"","","",3,1000001,"",0,travel_topdrama_r_3001_1_02_B,1300220025,0.2
30022,"","","",3,12,"",0,travel_topdrama_r_3001_1_02_B,1300220026,0.2
30022,"","","",93,1,"","",0,1300220027,""
30022,"","","",32,300200,"","",0,1300220028,""
30022,"","","",91,0,"","","",1300220029,""
30022,"","",-110,31,300207,1,260,300107,1300220030,1
30022,"","","",23,se_travel_top,"",0,se_travel_top_fishing_appear_silverbox,1300220031,""
30022,"","","",3,1000002,"",0,travel_topdrama_r_3001_1_03_A,1300220032,""
30022,"","","",3,11,"",0,travel_topdrama_r_3002_03_A,1300220033,""
30022,"","","",3,13,"",0,travel_topdrama_r_3002_03_A,1300220034,""
30022,"","","",3,1000001,"",0,travel_topdrama_r_3001_1_03_B,1300220035,""
30022,"","",travel_topdrama_r_3001_1_03_B_loop,3,12,1,0,travel_topdrama_r_3001_1_03_B,1300220036,0.2
30022,"","","",93,0.8,"","",0,1300220037,""
30022,"","","",32,300206,"","",0,1300220038,""
30022,"","","",111,"","","","",1300220039,""
30022,"","","",91,0,"","","",1300220040,""
30031,travel_topdrama_r_3001_idle_B,0,-17.5,1,1,-75.6,51,1000001,1300310001,0.8
30031,travel_topdrama_r_3001_idle_B,0,-17.5,5,1,-75.6,50,12,1300310002,0.8
30031,travel_topdrama_r_3001_idle_A,0,31.4,1,1,-56.1,49,1000002,1300310003,0.8
30031,travel_topdrama_r_3001_idle_A,0,31.4,5,1,-56.1,48,11,1300310004,0.8
30031,travel_topdrama_r_3001_none,0,-170,5,4,-20,52,15,1300310005,0.85
30031,normal,"",0,5,0,-88,110,0,1300310006,1
30031,"","",-43.7,31,300301,0.5,-30.3,300301,1300310007,1
30031,"","",-110,31,300303,1,260,300303,1300310008,1
30031,"","",-127,31,300311,1,215,300311,1300310009,1
30031,"","","",91,0,"","",0,1300310010,""
30031,"",0,"",3,1000001,"",0,travel_topdrama_r_3001_idle_B,1300310011,0
30031,"",0,"",3,12,"",0,travel_topdrama_r_3001_idle_B,1300310012,0
30031,"",0,"",3,1000002,"",0,travel_topdrama_r_3001_idle_A,1300310013,0
30031,"",0,"",3,11,"",0,travel_topdrama_r_3001_idle_A,1300310014,0
30031,"","","",93,1.7,"","",0,1300310015,""
30031,"","","",101,1300310011,"","",0,1300310016,""
30031,"","","",3,0,"",0,none,1300310017,0
30031,"","","",91,0,"","",0,1300310018,""
30032,"","",-110,31,300306,1,260,300306,1300320001,0
30032,"","",-110,31,300308,1,260,300308,1300320002,0
30032,"","",92.6,31,300300,0.4,17.3,300300,1300320003,0
30032,"","",92.6,31,300304,0.4,0,300304,1300320004,0
30032,"","","",91,0,"","","",1300320005,""
30032,"","","",3,1000002,"",1,travel_topdrama_r_3001_idle_A,1300320006,0.5
30032,"","","",3,11,"",1,travel_topdrama_r_3001_idle_A,1300320007,0.5
30032,"","","",3,1000001,"",1,travel_topdrama_r_3001_idle_B,1300320008,0.5
30032,"","","",3,12,"",1,travel_topdrama_r_3001_idle_B,1300320009,0.5
30032,"","","",93,0.2,"","",0,1300320010,""
30032,"","","",32,300300,"","",1,1300320011,""
30032,"","","",93,2,"","",0,1300320012,""
30032,"","","",32,300303,"","",0,1300320013,""
30032,"","","",32,300308,"","",1,1300320014,""
30032,"","","",32,300306,"","",1,1300320015,""
30032,"","","",23,se_travel_top,"",0,se_travel_top_fishing_hit,1300320016,""
30032,"","","",3,1000002,"",0,travel_topdrama_r_3001_1_01_A,1300320017,0
30032,"","","",3,11,"",0,travel_topdrama_r_3001_1_01_A,1300320018,0
30032,"","","",3,1000001,"",0,travel_topdrama_r_3001_1_01_B,1300320019,0.5
30032,"","","",3,12,"",0,travel_topdrama_r_3001_1_01_B,1300320020,0.5
30032,"","","",91,0,"","","",1300320021,""
30032,"","","",32,300308,"","",0,1300320022,""
30032,"","","",3,1000002,"",0,travel_topdrama_r_3001_1_02_A,1300320023,0
30032,"","","",3,11,"",0,travel_topdrama_r_3001_1_02_A,1300320024,0
30032,"","","",3,1000001,"",0,travel_topdrama_r_3001_1_02_B,1300320025,0.2
30032,"","","",3,12,"",0,travel_topdrama_r_3001_1_02_B,1300320026,0.2
30032,"","","",93,1,"","",0,1300320027,""
30032,"","","",32,300300,"","",0,1300320028,""
30032,"","","",91,0,"","","",1300320029,""
30032,"","",-43.7,31,300305,0.5,-30.3,300305,1300320030,1
30032,"","",86,31,300314,0.5,27,300314,1300320031,1
30032,"","",-100,31,300313,1,260,300313,1300320032,1
30032,"","","",23,se_travel_top,"",0,se_travel_top_fishing_question,1300320033,""
30032,"","","",23,se_travel_top,"",0,se_travel_top_fishing_pull,1300320034,""
30032,"","","",93,0.01,"","",0,1300320035,""
30032,"","","",32,300301,"","",0,1300320036,""
30032,"","","",3,1000002,"",0,travel_topdrama_r_3001_3_01_A,1300320037,0
30032,"","","",3,11,"",0,travel_topdrama_r_3001_3_01_A,1300320038,0
30032,"","","",3,1000001,"",0,travel_topdrama_r_3001_3_01_B,1300320039,0.2
30032,"","","",3,12,"",0,travel_topdrama_r_3001_3_01_B,1300320040,0.2
30032,"","","",91,0,"","","",1300320041,""
30032,"","","",3,1000002,"",0,travel_topdrama_r_3001_3_02_A,1300320042,0
30032,"","","",3,11,"",0,travel_topdrama_r_3001_3_02_A,1300320043,0
30032,"","","",3,1000001,"",0,travel_topdrama_r_3001_3_02_B,1300320044,0
30032,"","","",3,12,"",0,travel_topdrama_r_3001_3_02_B,1300320045,0
30032,"","","",91,0,"","","",1300320046,""
30032,"","","",32,300313,"","",0,1300320047,""
30032,"","",0,31,300315,1,100,300315,1300320048,1
30032,"","",-153,31,300312,2,318,300312,1300320049,1
30032,"","",75,31,300302,0.6,-61,300302,1300320050,1
30032,"","",-88,31,300317,0.7,214,300317,1300320051,1
30032,"","","",122,30,"",1,30,1300320052,""
30032,"","","",23,se_travel_top,"",0,se_travel_top_fishing_appear_nepterion,1300320053,""
30032,"","","",3,15,"",0,travel_topdrama_r_3001_3_03,1300320054,0
30032,"","","",3,1000002,"",0,travel_topdrama_r_3001_3_03_A,1300320055,0
30032,"","","",3,11,"",0,travel_topdrama_r_3001_3_03_A,1300320056,0
30032,"","","",3,1000001,"",0,travel_topdrama_r_3001_3_03_B,1300320057,0
30032,"","","",3,12,"",0,travel_topdrama_r_3001_3_03_B,1300320058,0
30032,"","","",93,2.3,"","",0,1300320059,""
30032,"","","",111,"","","","",1300320060,""
30032,"","","",91,0,"","","",1300320061,""
30041,travel_topdrama_b_3000_empty,0,0,1,2,-70,53,1000001,1300410001,0.5
30041,scare_loop,0,0,5,11,-70,51,300411,1300410002,0.35
30041,empty,1,-270,5,12,-70,52,300412,1300410003,0.425
30041,rare,0,-3,5,0,-94,110,0,1300410004,1
30041,"","","",91,0,"","",0,1300410005,""
30041,"","","",3,300412,"",1,empty,1300410006,0.2
30041,"","","",91,0,"","",0,1300410007,""
30041,"","","",101,1300410005,"","","",1300410008,""
30041,"",0.2,idle,3,300412,1,1,idle_fadeIN,1300410009,0.2
30041,"","","",3,0,"",0,none,1300410010,""
30041,"","","",91,0,"","","",1300410011,""
30042,"","","",23,se_travel_top,"",0,se_travel_top_noble_creature,1300420001,""
30042,"","",0,2,1000001,0,-70,-920,1300420002,""
30042,"",0.1,idle,3,300412,1,0,attack,1300420003,0.2
30042,"","","",93,0.66,"","",0,1300420004,""
30042,"","","",23,se_travel_top,"",0,se_travel_top_noble_creature_axe,1300420005,""
30042,"","","",93,0.09,"","",0,1300420006,""
30042,"",0.2,scare_loop,3,300411,1,0,backward,1300420007,0
30042,"","",0.3,2,300411,2,-70,100,1300420008,""
30042,"","","",93,1,"","",0,1300420009,""
30042,"","","",3,300412,"",1,walk,1300420010,0.2
30042,"","",2,2,300412,0,-70,-100,1300420011,""
30042,"","","",91,1300420008,"","","",1300420012,""
30042,"","",70,31,300401,0.5,100,300401,1300420013,1
30042,"","","",93,0.1,"","",0,1300420014,""
30042,"","","",23,se_travel_top,"",0,se_travel_top_noble_emote_sweat,1300420015,""
30042,"","","",93,0.4,"","",0,1300420016,""
30042,"","","",3,1000001,0,1,<weapon>_run,1300420017,0.2
30042,"","",1.75,2,1000001,0,-70,-300,1300420018,""
30042,"","",-70,31,300400,0.5,-920,300400,1300420019,1
30042,"","",1.75,33,300400,0,-70,-300,1300420020,""
30042,"","","",122,0,"",0.15,12,1300420021,""
30042,"","","",93,0.65,"","",0,1300420022,""
30042,"","","",23,se_travel_top,"",0,se_travel_top_noble_foot,1300420023,""
30042,"","","",93,0.15,"","",0,1300420024,""
30042,"","","",122,0,"",0.15,12,1300420025,""
30042,"","","",93,0.2,"","",0,1300420026,""
30042,0,110,0,12,1000001,0,0.5,4,1300420027,10
30042,"","","",93,0.25,"","",0,1300420028,""
30042,"","","",23,se_travel_top,"",0,se_travel_top_noble_emote_notice,1300420029,""
30042,"","","",91,1300420011,"","","",1300420030,""
30042,"","","",3,300412,1,1,idle,1300420031,0.1
30042,"","","",122,0,"",0,12,1300420032,""
30042,"","","",91,1300420018,"","","",1300420033,""
30042,"","","",3,1000001,0,1,<weapon>_idle,1300420034,0
30042,"","","",32,300400,"","",0,1300420035,""
30042,"","","",4,300412,"","",0,1300420036,""
30042,"","","",93,0.5,"","","",1300420037,""
30042,"",0,<weapon>_idle,3,1000001,1,0,<weapon>_attack_skipQuest,1300420038,0
30042,"","","",93,0.25,"","",0,1300420039,""
30042,"","",-20,31,300402,0.75,-100,300402,1300420040,1
30042,"","","",3,300412,"",0,die,1300420041,0
30042,"","","",23,se_travel_top,"",0,se_travel_top_noble_attack,1300420042,""
30042,"","","",93,0.6,"","",0,1300420043,""
30042,"","","",23,se_travel_top,"",0,se_travel_top_noble_creature_fadeout,1300420044,""
30042,"","","",93,0.5,"","",0,1300420045,""
30042,"","","",122,0,"",0.15,12,1300420046,""
30042,"","","",91,1300420041,"","","",1300420047,""
30042,"","",1,6,300412,0,1,1,1300420048,0.5
30042,"",0.1,idle,3,300411,1,0,walk_idle,1300420049,0.2
30042,"","","",32,300401,"","",0,1300420050,""
30042,"","",1,2,300411,0,-70,0,1300420051,""
30042,"","","",91,0,"","",0,1300420052,""
30042,"","",-13,31,300403,0.3,-160,300403,1300420053,1
30042,"","","",23,se_travel_top,"",0,se_travel_top_noble_appear_goldenbox,1300420054,""
30042,"","","",93,0.33,"","",0,1300420055,""
30042,"","","",3,1000001,"",0,<weapon>_joy_short,1300420056,0
30042,"","","",93,0.13,"","",0,1300420057,""
30042,"","","",23,se_travel_top,"",0,se_travel_top_noble_drop_goldenbox,1300420058,""
30042,"","","",91,1300420056,"","","",1300420059,""
30042,"","","",111,"","","","",1300420060,""
30042,"","","",91,0,"","","",1300420061,""
30051,travel_topdrama_r_3000_empty,0,0,1,1,-35,55,1000001,1300510001,0.73
30051,"",0,1,6,1000001,0,1,1,1300510002,0
30051,empty,0,0,5,14,-35,56,300514,1300510003,0.73
30051,"",0,1,6,300514,0,1,1,1300510004,0
30051,idle,0,-30,5,13,-70,51,300513,1300510005,0.425
30051,travel_topdrama_r_3005_idle,0,75,5,15,-65,50,300515,1300510006,1
30051,normal,0,16,5,0,-78,110,0,1300510007,1
30051,"","","",3,300513,"",1,idle,1300510008,0.2
30051,"","","",91,0,"","",0,1300510009,""
30051,"","","",3,300515,"",0,travel_topdrama_r_3005_idle,1300510010,0.2
30051,"","","",91,0,"","",0,1300510011,""
30051,"","","",101,1300510009,"","","",1300510012,""
30051,"","","",3,0,"",0,none,1300510013,""
30051,"","","",91,0,"","","",1300510014,""
30052,"","",0,2,1000001,0,-95,-605,1300520001,""
30052,"",0,1,6,1000001,1,1,1,1300520002,0
30052,"","",0,2,300514,0,-105,-605,1300520003,""
30052,"",0,1,6,300514,1,1,1,1300520004,0
30052,"","",-60,31,300502,1,370,300502,1300520005,1
30052,"","","",91,0,"","","",1300520006,""
30052,"","","",23,se_travel_top,"",0,se_travel_top_disguise_foot1,1300520007,""
30052,"","","",3,1000001,"",1,travel_topdrama_r_3005_walk,1300520008,0
30052,"","",3,2,1000001,0,-95,-180,1300520009,""
30052,"","","",3,300514,"",1,walk,1300520010,0.2
30052,"","",3,2,300514,0,-95,-180,1300520011,""
30052,"","","",91,1300520009,"","","",1300520012,""
30052,"","","",23,se_travel_top,"",0,se_travel_top_disguise_notice,1300520013,""
30052,0,120,0,12,300513,0,0,10,1300520014,-20
30052,"","","",3,1000001,"",0,travel_topdrama_r_3005_suprise,1300520015,0
30052,"","","",3,300514,"",0,suprise,1300520016,0.2
30052,"","","",91,0,"","",0,1300520017,""
30052,"","","",23,se_travel_top,"",0,se_travel_top_disguise_foot2,1300520018,""
30052,"","","",23,se_travel_top,"",0,se_travel_top_disguise_sweat,1300520019,""
30052,"","","",3,1000001,"",1,travel_topdrama_r_3005_run,1300520020,0
30052,"","",2,2,1000001,0,-95,230,1300520021,""
30052,"","","",3,300514,"",1,run,1300520022,0.2
30052,"","",2,2,300514,0,-105,230,1300520023,""
30052,"","",-95,31,300500,0.5,-180,300500,1300520024,1
30052,"","",2,33,300500,0,-95,230,1300520025,""
30052,"","",25,31,300501,0.5,-230,300501,1300520026,1
30052,"","",2,33,300501,0,25,180,1300520027,""
30052,"","",1,121,-300,3,1,0,1300520028,easeInOutCubic
30052,"","","",93,0.5,"","",0,1300520029,""
30052,"","","",4,300513,"","",1,1300520030,""
30052,"","","",93,1,"","",0,1300520031,""
30052,"","","",23,se_travel_top,"",0,se_travel_top_disguise_question,1300520032,""
30052,"",0.1,idle,3,300513,1,0,question,1300520033,0.2
30052,0,130,0,12,300513,0,0,5,1300520034,20
30052,"","","",93,0.5,"","",0,1300520035,""
30052,"","","",32,300500,"","",0,1300520036,""
30052,"","","",32,300501,"","",0,1300520037,""
30052,"","","",23,se_travel_top,"",0,se_travel_top_disguise_jump,1300520038,""
30052,"","","",3,1000001,"",0,travel_topdrama_r_3005_jump,1300520039,0
30052,"","","",3,300514,"",0,jump,1300520040,0.2
30052,0,20,0,12,1000001,0,0.01,7,1300520041,0
30052,"","","",93,1,"","",0,1300520042,""
30052,"","","",111,"","","","",1300520043,""
30052,"","","",91,0,"","","",1300520044,""
30061,travel_topdrama_r_3000_empty,0,0,1,1,-35,55,1000001,1300610001,0.73
30061,"",0,1,6,1000001,0,1,1,1300610002,0
30061,empty,0,0,5,14,-35,56,300614,1300610003,0.73
30061,"",0,1,6,300614,0,1,1,1300610004,0
30061,idle,0,-30,5,13,-70,51,300613,1300610005,0.425
30061,travel_topdrama_r_3005_idle,0,75,5,15,-65,50,300615,1300610006,1
30061,normal,0,16,5,0,-78,110,0,1300610007,1
30061,"","","",3,300613,"",1,idle,1300610008,0.2
30061,"","","",91,0,"","",0,1300610009,""
30061,"","","",3,300615,"",0,travel_topdrama_r_3005_idle,1300610010,0.2
30061,"","","",91,0,"","",0,1300610011,""
30061,"","","",101,1300610009,"","","",1300610012,""
30061,"","","",3,0,"",0,none,1300610013,""
30061,"","","",91,0,"","","",1300610014,""
30062,"","",0,2,1000001,0,-95,-605,1300620001,""
30062,"",0,1,6,1000001,1,1,1,1300620002,0
