event_top_adv_id,type,start_time,condition_type,event_id,value_1,character_id,value_2,story_id,end_time,condition_story_id,value_3
10097012,1001,"2023/08/17 15:00:00",1,10097,20,117001,0,5070424,"2023/08/24 14:59:59",5070005,0
10097013,1001,"2023/08/17 15:00:00",0,10097,30,104901,0,5070405,"2023/08/24 14:59:59",0,0
10097014,1001,"2023/08/17 15:00:00",1,10097,30,117101,0,5070425,"2023/08/24 14:59:59",5070001,0
10097015,1001,"2023/08/17 15:00:00",1,10097,30,117101,0,5070445,"2023/08/24 14:59:59",5070004,0
10097016,1001,"2023/08/17 15:00:00",1,10097,30,117101,0,5070425,"2023/08/24 14:59:59",5070005,0
10097017,1003,"2023/08/17 15:00:00",0,10097,2,104901,0,5070406,"2023/08/24 14:59:59",0,0
10097018,1003,"2023/08/17 15:00:00",1,10097,2,117101,0,5070426,"2023/08/24 14:59:59",5070001,0
10097019,1003,"2023/08/17 15:00:00",1,10097,2,117101,0,5070446,"2023/08/24 14:59:59",5070004,0
10097020,1003,"2023/08/17 15:00:00",1,10097,2,117101,0,5070426,"2023/08/24 14:59:59",5070005,0
10097021,1003,"2023/08/17 15:00:00",0,10097,3,102701,0,5070407,"2023/08/24 14:59:59",0,0
10097022,1003,"2023/08/17 15:00:00",1,10097,3,117001,0,5070427,"2023/08/24 14:59:59",5070001,0
10097023,1003,"2023/08/17 15:00:00",1,10097,3,117001,0,5070447,"2023/08/24 14:59:59",5070004,0
10097024,1003,"2023/08/17 15:00:00",1,10097,3,117001,0,5070427,"2023/08/24 14:59:59",5070005,0
10097025,1003,"2023/08/17 15:00:00",0,10097,4,104901,0,5070408,"2023/08/24 14:59:59",0,0
10097026,1003,"2023/08/17 15:00:00",1,10097,4,117101,0,5070428,"2023/08/24 14:59:59",5070001,0
10097027,1003,"2023/08/17 15:00:00",1,10097,4,117101,0,5070448,"2023/08/24 14:59:59",5070004,0
10097028,1003,"2023/08/17 15:00:00",1,10097,4,117101,0,5070428,"2023/08/24 14:59:59",5070005,0
10097029,1003,"2023/08/17 15:00:00",0,10097,5,102701,0,5070409,"2023/08/24 14:59:59",0,0
10097030,1003,"2023/08/17 15:00:00",1,10097,5,117001,0,5070429,"2023/08/24 14:59:59",5070001,0
10097031,1003,"2023/08/17 15:00:00",1,10097,5,117001,0,5070449,"2023/08/24 14:59:59",5070004,0
10097032,1003,"2023/08/17 15:00:00",1,10097,5,117001,0,5070429,"2023/08/24 14:59:59",5070005,0
10097033,1003,"2023/08/17 15:00:00",0,10097,6,102701,0,5070410,"2023/08/24 14:59:59",0,0
10097034,1003,"2023/08/17 15:00:00",1,10097,6,117001,0,5070430,"2023/08/24 14:59:59",5070001,0
10097035,1003,"2023/08/17 15:00:00",1,10097,6,117001,0,5070450,"2023/08/24 14:59:59",5070004,0
10097036,1003,"2023/08/17 15:00:00",1,10097,6,117001,0,5070430,"2023/08/24 14:59:59",5070005,0
10097037,1003,"2023/08/17 15:00:00",0,10097,8,102701,0,5070411,"2023/08/24 14:59:59",0,0
10097038,1003,"2023/08/17 15:00:00",1,10097,8,117001,0,5070431,"2023/08/24 14:59:59",5070001,0
10097039,1003,"2023/08/17 15:00:00",1,10097,8,117001,0,5070451,"2023/08/24 14:59:59",5070004,0
10097040,1003,"2023/08/17 15:00:00",1,10097,8,117001,0,5070431,"2023/08/24 14:59:59",5070005,0
10098001,1004,"2023/08/30 15:00:00",0,10098,122801,122801,0,5098401,"2023/09/13 14:59:59",0,0
10098002,1002,"2023/08/30 15:00:00",0,10098,1009803,122701,1,5098402,"2023/09/13 14:59:59",0,0
10098003,1001,"2023/08/30 15:00:00",0,10098,10,122801,0,5098403,"2023/09/13 14:59:59",0,0
10098004,1001,"2023/08/30 15:00:00",0,10098,20,122901,0,5098404,"2023/09/13 14:59:59",0,0
10098005,1001,"2023/08/30 15:00:00",0,10098,30,122701,0,5098405,"2023/09/13 14:59:59",0,0
10098006,1003,"2023/08/30 15:00:00",0,10098,2,122801,0,5098406,"2023/09/13 14:59:59",0,0
10098007,1003,"2023/08/30 15:00:00",0,10098,4,122901,0,5098407,"2023/09/13 14:59:59",0,0
10098008,1003,"2023/08/30 15:00:00",0,10098,7,122701,0,5098408,"2023/09/13 14:59:59",0,0
10098009,1003,"2023/08/30 15:00:00",0,10098,10,122801,0,5098409,"2023/09/13 14:59:59",0,0
10098010,1003,"2023/08/30 15:00:00",0,10098,13,122701,0,5098410,"2023/09/13 14:59:59",0,0
10098011,1003,"2023/08/30 15:00:00",0,10098,15,122701,0,5098411,"2023/09/13 14:59:59",0,0
10099001,1004,"2023/09/17 15:00:00",0,10099,117401,117401,0,5072401,"2023/09/24 14:59:59",0,0
10099002,1002,"2023/09/17 15:00:00",0,10099,1009903,117201,1,5072402,"2023/09/24 14:59:59",0,0
10099003,1001,"2023/09/17 15:00:00",0,10099,10,117201,0,5072403,"2023/09/24 14:59:59",0,0
10099004,1001,"2023/09/17 15:00:00",0,10099,20,117401,0,5072404,"2023/09/24 14:59:59",0,0
10099005,1001,"2023/09/17 15:00:00",0,10099,30,117301,0,5072405,"2023/09/24 14:59:59",0,0
10099006,1003,"2023/09/17 15:00:00",0,10099,2,117201,0,5072406,"2023/09/24 14:59:59",0,0
10099007,1003,"2023/09/17 15:00:00",0,10099,3,117301,0,5072407,"2023/09/24 14:59:59",0,0
10099008,1003,"2023/09/17 15:00:00",0,10099,4,117401,0,5072408,"2023/09/24 14:59:59",0,0
10099009,1003,"2023/09/17 15:00:00",0,10099,5,117301,0,5072409,"2023/09/24 14:59:59",0,0
10099010,1003,"2023/09/17 15:00:00",0,10099,6,117201,0,5072410,"2023/09/24 14:59:59",0,0
10099011,1003,"2023/09/17 15:00:00",0,10099,8,117201,0,5072411,"2023/09/24 14:59:59",0,0
10099013,1002,"2023/09/17 15:00:00",1,10099,1009903,117201,1,5072422,"2023/09/24 14:59:59",5072004,0
10099014,1001,"2023/09/17 15:00:00",1,10099,10,117201,0,5072423,"2023/09/24 14:59:59",5072004,0
10099015,1001,"2023/09/17 15:00:00",1,10099,20,117401,0,5072424,"2023/09/24 14:59:59",5072004,0
10099016,1001,"2023/09/17 15:00:00",1,10099,30,117301,0,5072425,"2023/09/24 14:59:59",5072004,0
10099017,1003,"2023/09/17 15:00:00",1,10099,2,117201,0,5072426,"2023/09/24 14:59:59",5072004,0
10099018,1003,"2023/09/17 15:00:00",1,10099,3,117301,0,5072427,"2023/09/24 14:59:59",5072004,0
10099019,1003,"2023/09/17 15:00:00",1,10099,4,117401,0,5072428,"2023/09/24 14:59:59",5072004,0
10099020,1003,"2023/09/17 15:00:00",1,10099,5,117301,0,5072429,"2023/09/24 14:59:59",5072004,0
10099021,1003,"2023/09/17 15:00:00",1,10099,6,117201,0,5072430,"2023/09/24 14:59:59",5072004,0
10099022,1003,"2023/09/17 15:00:00",1,10099,8,117201,0,5072431,"2023/09/24 14:59:59",5072004,0
10099023,1002,"2023/09/17 15:00:00",1,10099,1009903,117201,1,5072442,"2023/09/24 14:59:59",5072006,0
10099024,1001,"2023/09/17 15:00:00",1,10099,10,117201,0,5072443,"2023/09/24 14:59:59",5072006,0
10099025,1001,"2023/09/17 15:00:00",1,10099,20,117401,0,5072444,"2023/09/24 14:59:59",5072006,0
10099026,1001,"2023/09/17 15:00:00",1,10099,30,117301,0,5072445,"2023/09/24 14:59:59",5072006,0
10099027,1003,"2023/09/17 15:00:00",1,10099,2,117201,0,5072446,"2023/09/24 14:59:59",5072006,0
10099028,1003,"2023/09/17 15:00:00",1,10099,3,117301,0,5072447,"2023/09/24 14:59:59",5072006,0
10099029,1003,"2023/09/17 15:00:00",1,10099,4,117401,0,5072448,"2023/09/24 14:59:59",5072006,0
10099030,1003,"2023/09/17 15:00:00",1,10099,5,117301,0,5072449,"2023/09/24 14:59:59",5072006,0
10099031,1003,"2023/09/17 15:00:00",1,10099,6,117201,0,5072450,"2023/09/24 14:59:59",5072006,0
10099032,1003,"2023/09/17 15:00:00",1,10099,8,117201,0,5072451,"2023/09/24 14:59:59",5072006,0
10100001,1002,"2023/09/25 15:00:00",0,10100,1010003,101001,1,5100402,"2023/10/09 14:59:59",0,0
10100002,1002,"2023/09/25 15:00:00",1,10100,1010003,123101,1,5100422,"2023/10/09 14:59:59",5100001,0
10100003,1002,"2023/09/25 15:00:00",1,10100,1010003,123101,1,5100442,"2023/10/09 14:59:59",5100003,0
10100004,1001,"2023/09/25 15:00:00",0,10100,10,102301,0,5100403,"2023/10/09 14:59:59",0,0
10100005,1001,"2023/09/25 15:00:00",1,10100,10,123201,0,5100423,"2023/10/09 14:59:59",5100001,0
10100006,1001,"2023/09/25 15:00:00",1,10100,10,123201,0,5100443,"2023/10/09 14:59:59",5100003,0
10100007,1001,"2023/09/25 15:00:00",0,10100,20,101001,0,5100404,"2023/10/09 14:59:59",0,0
10100008,1001,"2023/09/25 15:00:00",1,10100,20,123101,0,5100424,"2023/10/09 14:59:59",5100001,0
10100009,1001,"2023/09/25 15:00:00",1,10100,20,123101,0,5100444,"2023/10/09 14:59:59",5100003,0
10100010,1001,"2023/09/25 15:00:00",0,10100,30,102301,0,5100405,"2023/10/09 14:59:59",0,0
10100011,1001,"2023/09/25 15:00:00",1,10100,30,123201,0,5100425,"2023/10/09 14:59:59",5100001,0
10100012,1001,"2023/09/25 15:00:00",1,10100,30,123201,0,5100445,"2023/10/09 14:59:59",5100003,0
10100013,1003,"2023/09/25 15:00:00",0,10100,2,101001,0,5100406,"2023/10/09 14:59:59",0,0
10100014,1003,"2023/09/25 15:00:00",1,10100,2,123101,0,5100426,"2023/10/09 14:59:59",5100001,0
10100015,1003,"2023/09/25 15:00:00",1,10100,2,123101,0,5100446,"2023/10/09 14:59:59",5100003,0
10100016,1003,"2023/09/25 15:00:00",0,10100,4,102301,0,5100407,"2023/10/09 14:59:59",0,0
10100017,1003,"2023/09/25 15:00:00",1,10100,4,123201,0,5100427,"2023/10/09 14:59:59",5100001,0
10100018,1003,"2023/09/25 15:00:00",1,10100,4,123201,0,5100447,"2023/10/09 14:59:59",5100003,0
10100019,1003,"2023/09/25 15:00:00",1,10100,7,123101,0,5100428,"2023/10/09 14:59:59",5100002,0
10100020,1003,"2023/09/25 15:00:00",1,10100,7,123101,0,5100448,"2023/10/09 14:59:59",5100003,0
10100021,1003,"2023/09/25 15:00:00",1,10100,10,123201,0,5100449,"2023/10/09 14:59:59",5100003,0
10100022,1003,"2023/09/25 15:00:00",1,10100,13,123101,0,5100450,"2023/10/09 14:59:59",5100003,0
10100023,1003,"2023/09/25 15:00:00",1,10100,15,123101,0,5100431,"2023/10/09 14:59:59",5100001,0
10100024,1003,"2023/09/25 15:00:00",1,10100,15,123101,0,5100451,"2023/10/09 14:59:59",5100003,0
10101001,1002,"2023/10/17 15:00:00",0,10101,1010103,105101,1,5074402,"2023/10/24 14:59:59",0,0
10101002,1001,"2023/10/17 15:00:00",0,10101,10,105101,0,5074403,"2023/10/24 14:59:59",0,0
10101003,1001,"2023/10/17 15:00:00",0,10101,20,100801,0,5074404,"2023/10/24 14:59:59",0,0
10101004,1001,"2023/10/17 15:00:00",0,10101,30,105101,0,5074405,"2023/10/24 14:59:59",0,0
10101005,1003,"2023/10/17 15:00:00",0,10101,2,105101,0,5074406,"2023/10/24 14:59:59",0,0
10101007,1003,"2023/10/17 15:00:00",0,10101,4,105101,0,5074408,"2023/10/24 14:59:59",0,0
10101009,1003,"2023/10/17 15:00:00",0,10101,6,105101,0,5074410,"2023/10/24 14:59:59",0,0
10101010,1003,"2023/10/17 15:00:00",0,10101,8,105101,0,5074411,"2023/10/24 14:59:59",0,0
10101011,1002,"2023/10/17 15:00:00",1,10101,1010103,117501,1,5074422,"2023/10/24 14:59:59",5074001,0
10101012,1001,"2023/10/17 15:00:00",1,10101,10,117501,0,5074423,"2023/10/24 14:59:59",5074001,0
10101013,1001,"2023/10/17 15:00:00",1,10101,20,100801,0,5074424,"2023/10/24 14:59:59",5074001,0
10101014,1001,"2023/10/17 15:00:00",1,10101,30,117501,0,5074425,"2023/10/24 14:59:59",5074001,0
10101015,1003,"2023/10/17 15:00:00",1,10101,2,117501,0,5074426,"2023/10/24 14:59:59",5074001,0
10101016,1003,"2023/10/17 15:00:00",1,10101,3,100801,0,5074427,"2023/10/24 14:59:59",5074002,0
10101017,1003,"2023/10/17 15:00:00",1,10101,4,117501,0,5074428,"2023/10/24 14:59:59",5074001,0
10101018,1003,"2023/10/17 15:00:00",1,10101,5,100801,0,5074429,"2023/10/24 14:59:59",5074002,0
10101019,1003,"2023/10/17 15:00:00",1,10101,6,117501,0,5074430,"2023/10/24 14:59:59",5074001,0
10101020,1003,"2023/10/17 15:00:00",1,10101,8,117501,0,5074431,"2023/10/24 14:59:59",5074001,0
10101021,1002,"2023/10/17 15:00:00",1,10101,1010103,117501,1,5074442,"2023/10/24 14:59:59",5074003,0
10101022,1001,"2023/10/17 15:00:00",1,10101,20,117601,0,5074444,"2023/10/24 14:59:59",5074003,0
10101023,1003,"2023/10/17 15:00:00",1,10101,3,117601,0,5074447,"2023/10/24 14:59:59",5074003,0
10101024,1003,"2023/10/17 15:00:00",1,10101,5,117601,0,5074449,"2023/10/24 14:59:59",5074003,0
10101025,1003,"2023/10/17 15:00:00",1,10101,8,117501,0,5074451,"2023/10/24 14:59:59",5074003,0
10102001,1004,"2023/11/02 15:00:00",0,10102,123501,102601,0,5102401,"2023/11/16 14:59:59",0,0
10102002,1004,"2023/11/02 15:00:00",1,10102,123501,123501,0,5102421,"2023/11/16 14:59:59",5102002,0
10102003,1002,"2023/11/02 15:00:00",0,10102,1010203,103701,1,5102402,"2023/11/16 14:59:59",0,0
10102004,1002,"2023/11/02 15:00:00",1,10102,1010203,123601,1,5102422,"2023/11/16 14:59:59",5102002,0
10102005,1001,"2023/11/02 15:00:00",0,10102,10,102601,0,5102403,"2023/11/16 14:59:59",0,0
10102006,1001,"2023/11/02 15:00:00",1,10102,10,123501,0,5102423,"2023/11/16 14:59:59",5102002,0
10102007,1001,"2023/11/02 15:00:00",0,10102,20,101301,0,5102404,"2023/11/16 14:59:59",0,0
10102008,1001,"2023/11/02 15:00:00",1,10102,20,123701,0,5102424,"2023/11/16 14:59:59",5102002,0
10102009,1001,"2023/11/02 15:00:00",0,10102,30,103701,0,5102405,"2023/11/16 14:59:59",0,0
10102010,1001,"2023/11/02 15:00:00",1,10102,30,123601,0,5102425,"2023/11/16 14:59:59",5102002,0
10102011,1003,"2023/11/02 15:00:00",0,10102,2,103701,0,5102406,"2023/11/16 14:59:59",0,0
10102012,1003,"2023/11/02 15:00:00",1,10102,2,123601,0,5102426,"2023/11/16 14:59:59",5102002,0
10102013,1003,"2023/11/02 15:00:00",1,10102,4,123601,0,5102407,"2023/11/16 14:59:59",5102002,0
10102014,1003,"2023/11/02 15:00:00",1,10102,7,123501,0,5102408,"2023/11/16 14:59:59",5102002,0
10102015,1003,"2023/11/02 15:00:00",1,10102,10,123701,0,5102409,"2023/11/16 14:59:59",5102002,0
10102016,1003,"2023/11/02 15:00:00",1,10102,13,123501,0,5102410,"2023/11/16 14:59:59",5102002,0
10102017,1003,"2023/11/02 15:00:00",1,10102,15,123601,0,5102411,"2023/11/16 14:59:59",5102002,0
10103001,1004,"2023/11/18 15:00:00",0,10103,117801,117801,0,5076401,"2023/11/25 14:59:59",0,0
10103002,1002,"2023/11/18 15:00:00",0,10103,1010303,101701,1,5076402,"2023/11/25 14:59:59",0,0
10103003,1001,"2023/11/18 15:00:00",0,10103,10,103001,0,5076403,"2023/11/25 14:59:59",0,0
10103004,1001,"2023/11/18 15:00:00",0,10103,20,101601,0,5076404,"2023/11/25 14:59:59",0,0
10103005,1001,"2023/11/18 15:00:00",0,10103,30,101701,0,5076405,"2023/11/25 14:59:59",0,0
10103006,1003,"2023/11/18 15:00:00",0,10103,2,101701,0,5076406,"2023/11/25 14:59:59",0,0
10103007,1003,"2023/11/18 15:00:00",0,10103,3,103001,0,5076407,"2023/11/25 14:59:59",0,0
10103008,1003,"2023/11/18 15:00:00",0,10103,4,101701,0,5076408,"2023/11/25 14:59:59",0,0
10103010,1003,"2023/11/18 15:00:00",0,10103,6,101701,0,5076410,"2023/11/25 14:59:59",0,0
10103011,1003,"2023/11/18 15:00:00",0,10103,8,101701,0,5076411,"2023/11/25 14:59:59",0,0
10103012,1002,"2023/11/18 15:00:00",1,10103,1010303,117701,1,5076422,"2023/11/25 14:59:59",5076002,0
10103013,1001,"2023/11/18 15:00:00",1,10103,10,117801,0,5076423,"2023/11/25 14:59:59",5076002,0
10103014,1001,"2023/11/18 15:00:00",1,10103,20,117901,0,5076424,"2023/11/25 14:59:59",5076002,0
10103015,1001,"2023/11/18 15:00:00",1,10103,30,117701,0,5076425,"2023/11/25 14:59:59",5076002,0
10103016,1003,"2023/11/18 15:00:00",1,10103,2,117701,0,5076426,"2023/11/25 14:59:59",5076002,0
10103017,1003,"2023/11/18 15:00:00",1,10103,3,117801,0,5076427,"2023/11/25 14:59:59",5076002,0
10103018,1003,"2023/11/18 15:00:00",1,10103,4,117701,0,5076428,"2023/11/25 14:59:59",5076002,0
10103019,1003,"2023/11/18 15:00:00",1,10103,5,117901,0,5076429,"2023/11/25 14:59:59",5076002,0
10103020,1003,"2023/11/18 15:00:00",1,10103,6,117701,0,5076430,"2023/11/25 14:59:59",5076002,0
10103021,1003,"2023/11/18 15:00:00",1,10103,8,117701,0,5076431,"2023/11/25 14:59:59",5076002,0
10103022,1002,"2023/11/18 15:00:00",1,10103,1010303,117701,1,5076442,"2023/11/25 14:59:59",5076005,0
10103023,1001,"2023/11/18 15:00:00",1,10103,10,117801,0,5076443,"2023/11/25 14:59:59",5076005,0
10103024,1001,"2023/11/18 15:00:00",1,10103,20,117901,0,5076444,"2023/11/25 14:59:59",5076005,0
10103025,1001,"2023/11/18 15:00:00",1,10103,30,117701,0,5076445,"2023/11/25 14:59:59",5076005,0
10103026,1003,"2023/11/18 15:00:00",1,10103,2,117701,0,5076446,"2023/11/25 14:59:59",5076005,0
10103027,1003,"2023/11/18 15:00:00",1,10103,3,117801,0,5076447,"2023/11/25 14:59:59",5076005,0
10103028,1003,"2023/11/18 15:00:00",1,10103,4,117701,0,5076448,"2023/11/25 14:59:59",5076005,0
10103029,1003,"2023/11/18 15:00:00",1,10103,5,117901,0,5076449,"2023/11/25 14:59:59",5076005,0
10103030,1003,"2023/11/18 15:00:00",1,10103,6,117701,0,5076450,"2023/11/25 14:59:59",5076005,0
10103031,1003,"2023/11/18 15:00:00",1,10103,8,117701,0,5076451,"2023/11/25 14:59:59",5076005,0
10104001,1002,"2023/11/30 15:00:00",0,10104,1010403,107101,1,5104402,"2023/12/14 14:59:59",0,0
10104002,1002,"2023/11/30 15:00:00",1,10104,1010403,107101,1,5104422,"2023/12/14 14:59:59",5104003,0
10104003,1002,"2023/11/30 15:00:00",1,10104,1010403,123801,1,5104442,"2023/12/14 14:59:59",5104006,0
10104004,1003,"2023/11/30 15:00:00",0,10104,2,100501,0,5104406,"2023/12/14 14:59:59",0,0
10104005,1003,"2023/11/30 15:00:00",1,10104,2,100501,0,5104426,"2023/12/14 14:59:59",5104003,0
10104006,1003,"2023/11/30 15:00:00",1,10104,2,123901,0,5104446,"2023/12/14 14:59:59",5104006,0
10104007,1003,"2023/11/30 15:00:00",1,10104,4,107101,0,5104407,"2023/12/14 14:59:59",5104003,0
10104008,1003,"2023/11/30 15:00:00",1,10104,4,123801,0,5104427,"2023/12/14 14:59:59",5104006,0
10104009,1003,"2023/11/30 15:00:00",1,10104,7,100501,0,5104408,"2023/12/14 14:59:59",5104003,0
10104010,1003,"2023/11/30 15:00:00",1,10104,7,123901,0,5104428,"2023/12/14 14:59:59",5104006,0
10104011,1003,"2023/11/30 15:00:00",1,10104,10,123801,0,5104409,"2023/12/14 14:59:59",5104006,0
10104012,1003,"2023/11/30 15:00:00",1,10104,13,123901,0,5104410,"2023/12/14 14:59:59",5104006,0
10104013,1003,"2023/11/30 15:00:00",1,10104,15,123901,0,5104411,"2023/12/14 14:59:59",5104006,0
10105001,1001,"2023/12/16 15:00:00",0,10105,10,120101,0,5078403,"2023/12/23 14:59:59",0,0
10105002,1001,"2023/12/16 15:00:00",0,10105,20,120201,0,5078404,"2023/12/23 14:59:59",0,0
10105004,1003,"2023/12/16 15:00:00",0,10105,2,120101,0,5078406,"2023/12/23 14:59:59",0,0
10105005,1003,"2023/12/16 15:00:00",0,10105,3,120201,0,5078407,"2023/12/23 14:59:59",5078002,0
10105006,1001,"2023/12/16 15:00:00",1,10105,10,120101,0,5078423,"2023/12/23 14:59:59",5078004,0
10105007,1001,"2023/12/16 15:00:00",1,10105,20,120201,0,5078424,"2023/12/23 14:59:59",5078004,0
10105008,1001,"2023/12/16 15:00:00",0,10105,30,120301,0,5078425,"2023/12/23 14:59:59",0,0
10105009,1003,"2023/12/16 15:00:00",1,10105,2,120101,0,5078426,"2023/12/23 14:59:59",5078004,0
10105010,1003,"2023/12/16 15:00:00",1,10105,3,120201,0,5078427,"2023/12/23 14:59:59",5078004,0
10105011,1003,"2023/12/16 15:00:00",1,10105,4,120301,0,5078428,"2023/12/23 14:59:59",5078004,0
10105012,1002,"2023/12/16 15:00:00",0,10105,1010503,119001,1,5078442,"2023/12/23 14:59:59",0,0
10105013,1001,"2023/12/16 15:00:00",1,10105,10,119001,0,5078443,"2023/12/23 14:59:59",5078006,0
10105014,1001,"2023/12/16 15:00:00",1,10105,20,119101,0,5078444,"2023/12/23 14:59:59",5078006,0
10105015,1001,"2023/12/16 15:00:00",1,10105,30,120001,0,5078445,"2023/12/23 14:59:59",5078006,0
10105016,1003,"2023/12/16 15:00:00",1,10105,2,119001,0,5078446,"2023/12/23 14:59:59",5078006,0
10105017,1003,"2023/12/16 15:00:00",1,10105,3,119101,0,5078447,"2023/12/23 14:59:59",5078006,0
10105018,1003,"2023/12/16 15:00:00",1,10105,4,120001,0,5078448,"2023/12/23 14:59:59",5078006,0
10105019,1003,"2023/12/16 15:00:00",1,10105,5,119001,0,5078449,"2023/12/23 14:59:59",5078006,0
10105020,1003,"2023/12/16 15:00:00",1,10105,6,119101,0,5078450,"2023/12/23 14:59:59",5078006,0
10105021,1003,"2023/12/16 15:00:00",1,10105,8,119001,0,5078451,"2023/12/23 14:59:59",5078006,0
10106001,1004,"2023/12/28 15:00:00",0,10106,124101,124101,0,5106401,"2024/01/11 14:59:59",0,0
10106002,1002,"2023/12/28 15:00:00",0,10106,1010603,104701,1,5106402,"2024/01/11 14:59:59",0,0
10106003,1002,"2023/12/28 15:00:00",1,10106,1010603,124201,1,5106422,"2024/01/11 14:59:59",5106003,0
10106004,1003,"2023/12/28 15:00:00",0,10106,2,102201,0,5106406,"2024/01/11 14:59:59",0,0
10106005,1003,"2023/12/28 15:00:00",1,10106,2,124101,0,5106426,"2024/01/11 14:59:59",5106003,0
10106006,1003,"2023/12/28 15:00:00",1,10106,4,124001,0,5106407,"2024/01/11 14:59:59",5106003,0
10106007,1003,"2023/12/28 15:00:00",1,10106,7,124201,0,5106408,"2024/01/11 14:59:59",5106003,0
10106008,1003,"2023/12/28 15:00:00",1,10106,10,124201,0,5106409,"2024/01/11 14:59:59",5106003,0
10106009,1003,"2023/12/28 15:00:00",1,10106,13,124101,0,5106410,"2024/01/11 14:59:59",5106003,0
10106010,1003,"2023/12/28 15:00:00",1,10106,15,124201,0,5106411,"2024/01/11 14:59:59",5106003,0
10107001,1004,"2024/01/16 15:00:00",0,10107,119201,119201,0,5080401,"2024/01/23 14:59:59",0,0
10107002,1002,"2024/01/16 15:00:00",0,10107,1010703,103301,1,5080402,"2024/01/23 14:59:59",0,0
10107003,1001,"2024/01/16 15:00:00",0,10107,10,103301,0,5080403,"2024/01/23 14:59:59",0,0
10107004,1001,"2024/01/16 15:00:00",0,10107,20,101101,0,5080404,"2024/01/23 14:59:59",0,0
10107005,1001,"2024/01/16 15:00:00",0,10107,30,100701,0,5080405,"2024/01/23 14:59:59",0,0
10107006,1003,"2024/01/16 15:00:00",0,10107,2,100701,0,5080406,"2024/01/23 14:59:59",0,0
10107007,1003,"2024/01/16 15:00:00",0,10107,4,103301,0,5080408,"2024/01/23 14:59:59",0,0
10107008,1003,"2024/01/16 15:00:00",0,10107,6,100701,0,5080410,"2024/01/23 14:59:59",0,0
10107009,1003,"2024/01/16 15:00:00",0,10107,8,100701,0,5080411,"2024/01/23 14:59:59",0,0
10107010,1003,"2024/01/16 15:00:00",1,10107,3,101101,0,5080407,"2024/01/23 14:59:59",5080001,0
10107011,1003,"2024/01/16 15:00:00",1,10107,5,101101,0,5080409,"2024/01/23 14:59:59",5080001,0
10107012,1002,"2024/01/16 15:00:00",1,10107,1010703,119201,1,5080422,"2024/01/23 14:59:59",5080002,0
10107013,1001,"2024/01/16 15:00:00",1,10107,10,119201,0,5080423,"2024/01/23 14:59:59",5080002,0
10107014,1001,"2024/01/16 15:00:00",1,10107,20,119301,0,5080424,"2024/01/23 14:59:59",5080002,0
10107015,1001,"2024/01/16 15:00:00",1,10107,30,119901,0,5080425,"2024/01/23 14:59:59",5080002,0
10107016,1003,"2024/01/16 15:00:00",1,10107,2,119901,0,5080426,"2024/01/23 14:59:59",5080002,0
10107017,1003,"2024/01/16 15:00:00",1,10107,3,119301,0,5080427,"2024/01/23 14:59:59",5080002,0
10107018,1003,"2024/01/16 15:00:00",1,10107,4,119201,0,5080428,"2024/01/23 14:59:59",5080002,0
10107019,1003,"2024/01/16 15:00:00",1,10107,5,119301,0,5080429,"2024/01/23 14:59:59",5080002,0
10107020,1003,"2024/01/16 15:00:00",1,10107,6,119901,0,5080430,"2024/01/23 14:59:59",5080002,0
10107021,1003,"2024/01/16 15:00:00",1,10107,8,119901,0,5080431,"2024/01/23 14:59:59",5080002,0
10107022,1004,"2024/01/16 15:00:00",1,10107,119201,119201,0,5080421,"2024/01/23 14:59:59",5080005,0
10107023,1002,"2024/01/16 15:00:00",1,10107,1010703,119201,1,5080442,"2024/01/23 14:59:59",5080005,0
10107024,1001,"2024/01/16 15:00:00",1,10107,10,119201,0,5080443,"2024/01/23 14:59:59",5080005,0
10107025,1001,"2024/01/16 15:00:00",1,10107,20,119301,0,5080444,"2024/01/23 14:59:59",5080005,0
10107026,1001,"2024/01/16 15:00:00",1,10107,30,119901,0,5080445,"2024/01/23 14:59:59",5080005,0
10107027,1003,"2024/01/16 15:00:00",1,10107,2,119901,0,5080446,"2024/01/23 14:59:59",5080005,0
10107028,1003,"2024/01/16 15:00:00",1,10107,3,119301,0,5080447,"2024/01/23 14:59:59",5080005,0
10107029,1003,"2024/01/16 15:00:00",1,10107,4,119201,0,5080448,"2024/01/23 14:59:59",5080005,0
10107030,1003,"2024/01/16 15:00:00",1,10107,5,119301,0,5080449,"2024/01/23 14:59:59",5080005,0
10107031,1003,"2024/01/16 15:00:00",1,10107,6,119901,0,5080450,"2024/01/23 14:59:59",5080005,0
10107032,1003,"2024/01/16 15:00:00",1,10107,8,119901,0,5080451,"2024/01/23 14:59:59",5080005,0
10108001,1004,"2024/01/30 15:00:00",0,10108,124701,124701,0,5108401,"2024/02/13 14:59:59",0,0
10108002,1004,"2024/01/30 15:00:00",1,10108,124701,124701,0,5108421,"2024/02/13 14:59:59",5108002,0
10108003,1002,"2024/01/30 15:00:00",0,10108,1010803,124501,1,5108402,"2024/02/13 14:59:59",0,0
10108004,1002,"2024/01/30 15:00:00",1,10108,1010803,124501,1,5108422,"2024/02/13 14:59:59",5108002,0
10108005,1003,"2024/01/30 15:00:00",0,10108,2,124501,0,5108406,"2024/02/13 14:59:59",0,0
10108006,1003,"2024/01/30 15:00:00",1,10108,2,124501,0,5108426,"2024/02/13 14:59:59",5108002,0
