970a3757e67c6bdf42684c32801794863ed8ed91761112c35e791e15a69cd5db,disp_reward_type_1,disp_reward_type_3,wave_group_id,reward_lot_count_3,reward_odds_3,reward_odds_4,disp_reward_id_2,25883e4cac70f8c06182ea12eb674ce0eed0207d7a300bf2cc1e0d813d082056,133ae72776c1c4cd12b082b8639e3f2f28a83732a0a34dd6b48cba31ae4a72a8,2eff5f8505757145abf5df64183afa1089fd30bf111942c5f1530506bdcd2fd3,reward_odds_1,1c57440f7d5abc59917e9da34dea7879aef1f3a9546c6b78547b53676cce9b52,disp_reward_type_5,disp_reward_type_4,id,disp_reward_id_4,reward_group_id_1,enemy_id_5,enemy_id_3,d4c4917d4d658fca5eb0527dc76fb09e3384f838b7ea8ee017278630b5af8da8,reward_group_id_2,reward_group_id_3,disp_reward_id_1,disp_reward_id_3,enemy_id_4,a3f3bd899d16a0f099bb153841746dd7f6eb2b770f54147af82d79076f5309c8,9ce4e67aa3de2d3fcfc6de4459413e9b8b00511c9fb55ccbd57ef0a8bad00bde,reward_lot_count_4,disp_reward_id_5,drop_gold_1,ac5b36c2980b6e16ea0f1bef07befe6b97ad463a12feee4b2a8a4bcbea383576,reward_group_id_4,wave,enemy_id_2,disp_reward_type_2,difficulty,enemy_id_1,c0c238a4cfb210ca84a2e883ee5f513a5631cad87c578069f75b8c8fbfb9909e,reward_odds_2,25c93d62e94f367abc747a31b4bf1c2c34a0e5303ccba71a5894a9da3b082264
70002,2,0,600110702,0,0,0,101011,0,70002,1,100,0,0,0,600002073,0,73001011,0,620390067,0,10011008,0,61381,0,0,0,1,0,0,880,0,0,2,620300067,4,1,620120065,0,10,0
71002,2,0,600110712,0,0,0,101011,0,71002,1,100,0,0,0,600002074,0,73001011,0,620390068,0,10011008,0,61381,0,0,0,1,0,0,889,0,0,2,620300068,4,1,620120066,0,10,0
1002,2,0,600110012,0,0,0,101011,0,1002,1,100,0,0,0,600002075,0,73001011,0,620080001,0,10011001,0,61381,0,0,0,1,0,0,291,0,0,2,620210101,4,1,620330001,0,36,0
2002,2,0,600110022,0,0,0,101011,0,2002,1,100,0,0,0,600002076,0,73001011,0,620080001,0,10011001,0,61381,0,0,0,1,0,0,291,0,0,2,620210101,4,1,620330001,0,36,0
3002,2,0,600110032,0,0,0,101011,0,3002,1,100,0,0,0,600002077,0,73001011,0,620080001,0,10011001,0,61381,0,0,0,1,0,0,291,0,0,2,620210101,4,1,620330001,0,36,0
4002,2,0,600110042,0,0,0,101011,0,4002,1,100,0,0,0,600002078,0,73001011,0,620080001,0,10011001,0,61381,0,0,0,1,0,0,291,0,0,2,620210101,4,1,620330001,0,36,0
5002,2,0,600110052,0,0,0,101011,0,5002,1,100,0,0,0,600002079,0,73001011,0,620080002,0,10011001,0,61381,0,0,0,1,0,0,302,0,0,2,620210102,4,1,620330001,0,36,0
6002,2,0,600110062,0,0,0,101011,0,6002,1,100,0,0,0,600002080,0,73001011,0,620080003,0,10011001,0,61381,0,0,0,1,0,0,308,0,0,2,620210103,4,1,620330001,0,36,0
7002,2,0,600110072,0,0,0,101011,0,7002,1,100,0,0,0,600002081,0,73001011,0,620080004,0,10011001,0,61381,0,0,0,1,0,0,317,0,0,2,620210104,4,1,620330002,0,36,0
8002,2,0,600110082,0,0,0,101011,0,8002,1,100,0,0,0,600002082,0,73001011,0,620080005,0,10011001,0,61381,0,0,0,1,0,0,324,0,0,2,620210105,4,1,620330003,0,36,0
9002,2,0,600110092,0,0,0,101011,0,9002,1,100,0,0,0,600002083,0,73001011,0,620080006,0,10011002,0,61381,0,0,0,1,0,0,336,0,0,2,620210106,4,1,620330004,0,36,0
10002,2,0,600110102,0,0,0,101011,0,10002,1,100,0,0,0,600002084,0,73001011,0,620080007,0,10011002,0,61381,0,0,0,1,0,0,348,0,0,2,620210107,4,1,620330005,0,36,0
11002,2,0,600110112,0,0,0,101011,0,11002,1,100,0,0,0,600002085,0,73001011,0,620080008,0,10011002,0,61381,0,0,0,1,0,0,353,0,0,2,620210108,4,1,620330006,0,36,0
12002,2,0,600110122,0,0,0,101011,0,12002,1,100,0,0,0,600002086,0,73001011,0,620080009,0,10011002,0,61381,0,0,0,1,0,0,362,0,0,2,620210109,4,1,620330007,0,36,0
13002,2,0,600110132,0,0,0,101011,0,13002,1,100,0,0,0,600002087,0,73001011,0,620080010,0,10011002,0,61381,0,0,0,1,0,0,367,0,0,2,620210110,4,1,620330008,0,36,0
14002,2,0,600110142,0,0,0,101011,0,14002,1,100,0,0,0,600002088,0,73001011,0,620080011,0,10011002,0,61381,0,0,0,1,0,0,378,0,0,2,620210111,4,1,620330009,0,36,0
15002,2,0,600110152,0,0,0,101011,0,15002,1,100,0,0,0,600002089,0,73001011,0,620080012,0,10011002,0,61381,0,0,0,1,0,0,384,0,0,2,620210112,4,1,620330010,0,36,0
16002,2,0,600110162,0,0,0,101011,0,16002,1,100,0,0,0,600002090,0,73001011,0,620080013,0,10011002,0,61381,0,0,0,1,0,0,395,0,0,2,620210113,4,1,620330011,0,36,0
17002,2,0,600110172,0,0,0,101011,0,17002,1,100,0,0,0,600002091,0,73001011,0,620080014,0,10011002,0,61381,0,0,0,1,0,0,401,0,0,2,620210114,4,1,620330012,0,36,0
18002,2,0,600110182,0,0,0,101011,0,18002,1,100,0,0,0,600002092,0,73001011,0,620080015,0,10011003,0,61381,0,0,0,1,0,0,412,0,0,2,620210115,4,1,620330013,0,36,0
19002,2,0,600110192,0,0,0,101011,0,19002,1,100,0,0,0,600002093,0,73001011,0,620080016,0,10011003,0,61381,0,0,0,1,0,0,418,0,0,2,620210116,4,1,620330014,0,36,0
20002,2,0,600110202,0,0,0,101011,0,20002,1,100,0,0,0,600002094,0,73001011,0,620080017,0,10011003,0,61381,0,0,0,1,0,0,422,0,0,2,620210117,4,1,620330015,0,36,0
21002,2,0,600110212,0,0,0,101011,0,21002,1,100,0,0,0,600002095,0,73001011,0,620080018,0,10011003,0,61381,0,0,0,1,0,0,429,0,0,2,620210118,4,1,620330016,0,36,0
22002,2,0,600110222,0,0,0,101011,0,22002,1,100,0,0,0,600002096,0,73001011,0,620080019,0,10011003,0,61381,0,0,0,1,0,0,435,0,0,2,620210119,4,1,620330017,0,36,0
23002,2,0,600110232,0,0,0,101011,0,23002,1,100,0,0,0,600002097,0,73001011,0,620080020,0,10011003,0,61381,0,0,0,1,0,0,439,0,0,2,620210120,4,1,620330018,0,36,0
24002,2,0,600110242,0,0,0,101011,0,24002,1,100,0,0,0,600002098,0,73001011,0,620080021,0,10011003,0,61381,0,0,0,1,0,0,446,0,0,2,620210121,4,1,620330019,0,36,0
25002,2,0,600110252,0,0,0,101011,0,25002,1,100,0,0,0,600002099,0,73001011,0,620080022,0,10011003,0,61381,0,0,0,1,0,0,452,0,0,2,620210122,4,1,620330020,0,36,0
26002,2,0,600110262,0,0,0,101011,0,26002,1,100,0,0,0,600002100,0,73001011,0,620080023,0,10011003,0,61381,0,0,0,1,0,0,456,0,0,2,620210123,4,1,620330021,0,36,0
27002,2,0,600110272,0,0,0,101011,0,27002,1,100,0,0,0,600002101,0,73001011,0,620080024,0,10011004,0,61381,0,0,0,1,0,0,463,0,0,2,620210124,4,1,620330022,0,36,0
28002,2,0,600110282,0,0,0,101011,0,28002,1,100,0,0,0,600002102,0,73001011,0,620080025,0,10011004,0,61381,0,0,0,1,0,0,469,0,0,2,620210125,4,1,620330023,0,36,0
29002,2,0,600110292,0,0,0,101011,0,29002,1,100,0,0,0,600002103,0,73001011,0,620080026,0,10011004,0,61381,0,0,0,1,0,0,475,0,0,2,620210126,4,1,620330024,0,36,0
30002,2,0,600110302,0,0,0,101011,0,30002,1,100,0,0,0,600002104,0,73001011,0,620080027,0,10011004,0,61381,0,0,0,1,0,0,480,0,0,2,620210127,4,1,620330025,0,36,0
31002,2,0,600110312,0,0,0,101011,0,31002,1,100,0,0,0,600002105,0,73001011,0,620080028,0,10011004,0,61381,0,0,0,1,0,0,488,0,0,2,620210128,4,1,620330026,0,36,0
32002,2,0,600110322,0,0,0,101011,0,32002,1,100,0,0,0,600002106,0,73001011,0,620080029,0,10011004,0,61381,0,0,0,1,0,0,498,0,0,2,620210129,4,1,620330027,0,36,0
33002,2,0,600110332,0,0,0,101011,0,33002,1,100,0,0,0,600002107,0,73001011,0,620130130,0,10011004,0,61381,0,0,0,1,0,0,512,0,0,2,620210130,4,1,620330028,0,36,0
34002,2,0,600110342,0,0,0,101011,0,34002,1,100,0,0,0,600002108,0,73001011,0,620130131,0,10011004,0,61381,0,0,0,1,0,0,518,0,0,2,620210131,4,1,620330029,0,36,0
35002,2,0,600110352,0,0,0,101011,0,35002,1,100,0,0,0,600002109,0,73001011,0,620130132,0,10011005,0,61381,0,0,0,1,0,0,522,0,0,2,620210132,4,1,620330030,0,36,0
36002,2,0,600110362,0,0,0,101011,0,36002,1,100,0,0,0,600002110,0,73001011,0,620130133,0,10011005,0,61381,0,0,0,1,0,0,536,0,0,2,620210133,4,1,620330031,0,36,0
37002,2,0,600110372,0,0,0,101011,0,37002,1,100,0,0,0,600002111,0,73001011,0,620130134,0,10011005,0,61381,0,0,0,1,0,0,543,0,0,2,620210134,4,1,620330032,0,36,0
38002,2,0,600110382,0,0,0,101011,0,38002,1,100,0,0,0,600002112,0,73001011,0,620130135,0,10011005,0,61381,0,0,0,1,0,0,553,0,0,2,620210135,4,1,620330033,0,36,0
39002,2,0,600110392,0,0,0,101011,0,39002,1,100,0,0,0,600002113,0,73001011,0,620130136,0,10011005,0,61381,0,0,0,1,0,0,563,0,0,2,620210136,4,1,620330034,0,36,0
40002,2,0,600110402,0,0,0,101011,0,40002,1,100,0,0,0,600002114,0,73001011,0,620130137,0,10011005,0,61381,0,0,0,1,0,0,578,0,0,2,620210137,4,1,620330035,0,36,0
41002,2,0,600110412,0,0,0,101011,0,41002,1,100,0,0,0,600002115,0,73001011,0,620130138,0,10011005,0,61381,0,0,0,1,0,0,582,0,0,2,620210138,4,1,620330036,0,36,0
42002,2,0,600110422,0,0,0,101011,0,42002,1,100,0,0,0,600002116,0,73001011,0,620130139,0,10011006,0,61381,0,0,0,1,0,0,588,0,0,2,620210139,4,1,620330037,0,36,0
43002,2,0,600110432,0,0,0,101011,0,43002,1,100,0,0,0,600002117,0,73001011,0,620130140,0,10011006,0,61381,0,0,0,1,0,0,605,0,0,2,620210140,4,1,620330038,0,36,0
44002,2,0,600110442,0,0,0,101011,0,44002,1,100,0,0,0,600002118,0,73001011,0,620130141,0,10011006,0,61381,0,0,0,1,0,0,620,0,0,2,620210141,4,1,620330039,0,36,0
45002,2,0,600110452,0,0,0,101011,0,45002,1,100,0,0,0,600002119,0,73001011,0,620130142,0,10011006,0,61381,0,0,0,1,0,0,635,0,0,2,620210142,4,1,620330040,0,36,0
46002,2,0,600110462,0,0,0,101011,0,46002,1,100,0,0,0,600002120,0,73001011,0,620130143,0,10011006,0,61381,0,0,0,1,0,0,645,0,0,2,620210143,4,1,620330041,0,36,0
47002,2,0,600110472,0,0,0,101011,0,47002,1,100,0,0,0,600002121,0,73001011,0,620130144,0,10011006,0,61381,0,0,0,1,0,0,650,0,0,2,620210144,4,1,620330042,0,36,0
48002,2,0,600110482,0,0,0,101011,0,48002,1,100,0,0,0,600002122,0,73001011,0,620130145,0,10011006,0,61381,0,0,0,1,0,0,660,0,0,2,620210145,4,1,620330043,0,36,0
49002,2,0,600110492,0,0,0,101011,0,49002,1,100,0,0,0,600002123,0,73001011,0,620130146,0,10011007,0,61381,0,0,0,1,0,0,673,0,0,2,620210146,4,1,620330044,0,36,0
50002,2,0,600110502,0,0,0,101011,0,50002,1,100,0,0,0,600002124,0,73001011,0,620130147,0,10011007,0,61381,0,0,0,1,0,0,691,0,0,2,620210147,4,1,620330045,0,36,0
51002,2,0,600110512,0,0,0,101011,0,51002,1,100,0,0,0,600002125,0,73001011,0,620130148,0,10011007,0,61381,0,0,0,1,0,0,699,0,0,2,620210148,4,1,620330046,0,36,0
52002,2,0,600110522,0,0,0,101011,0,52002,1,100,0,0,0,600002126,0,73001011,0,620130149,0,10011007,0,61381,0,0,0,1,0,0,708,0,0,2,620210149,4,1,620330047,0,36,0
53002,2,0,600110532,0,0,0,101011,0,53002,1,100,0,0,0,600002127,0,73001011,0,620130150,0,10011007,0,61381,0,0,0,1,0,0,720,0,0,2,620210150,4,1,620330048,0,36,0
54002,2,0,600110542,0,0,0,101011,0,54002,1,100,0,0,0,600002128,0,73001011,0,620130151,0,10011007,0,61381,0,0,0,1,0,0,728,0,0,2,620210151,4,1,620330049,0,36,0
55002,2,0,600110552,0,0,0,101011,0,55002,1,100,0,0,0,600002129,0,73001011,0,620130152,0,10011007,0,61381,0,0,0,1,0,0,734,0,0,2,620210152,4,1,620330050,0,36,0
56002,2,0,600110562,0,0,0,101011,0,56002,1,100,0,0,0,600002130,0,73001011,0,620130153,0,10011007,0,61381,0,0,0,1,0,0,741,0,0,2,620210153,4,1,620330051,0,36,0
57002,2,0,600110572,0,0,0,101011,0,57002,1,100,0,0,0,600002131,0,73001011,0,620080054,0,10011007,0,61381,0,0,0,1,0,0,744,0,0,2,620210154,4,1,620330052,0,36,0
58002,2,0,600110582,0,0,0,101011,0,58002,1,100,0,0,0,600002132,0,73001011,0,620080055,0,10011007,0,61381,0,0,0,1,0,0,750,0,0,2,620210155,4,1,620330053,0,36,0
59002,2,0,600110592,0,0,0,101011,0,59002,1,100,0,0,0,600002133,0,73001011,0,620130156,0,10011007,0,61381,0,0,0,1,0,0,764,0,0,2,620210156,4,1,620330054,0,36,0
60002,2,0,600110602,0,0,0,101011,0,60002,1,100,0,0,0,600002134,0,73001011,0,620080057,0,10011007,0,61381,0,0,0,1,0,0,769,0,0,2,620210157,4,1,620330055,0,36,0
61002,2,0,600110612,0,0,0,101011,0,61002,1,100,0,0,0,600002135,0,73001011,0,620130158,0,10011007,0,61381,0,0,0,1,0,0,779,0,0,2,620210158,4,1,620330056,0,36,0
62002,2,0,600110622,0,0,0,101011,0,62002,1,100,0,0,0,600002136,0,73001011,0,620130159,0,10011008,0,61381,0,0,0,1,0,0,791,0,0,2,620210159,4,1,620330057,0,10,0
63002,2,0,600110632,0,0,0,101011,0,63002,1,100,0,0,0,600002137,0,73001011,0,620130160,0,10011008,0,61381,0,0,0,1,0,0,803,0,0,2,620210160,4,1,620330058,0,10,0
64002,2,0,600110642,0,0,0,101011,0,64002,1,100,0,0,0,600002138,0,73001011,0,620130161,0,10011008,0,61381,0,0,0,1,0,0,811,0,0,2,620210161,4,1,620330059,0,10,0
65002,2,0,600110652,0,0,0,101011,0,65002,1,100,0,0,0,600002139,0,73001011,0,620080062,0,10011008,0,61381,0,0,0,1,0,0,824,0,0,2,620210162,4,1,620330060,0,10,0
66002,2,0,600110662,0,0,0,101011,0,66002,1,100,0,0,0,600002140,0,73001011,0,620130163,0,10011008,0,61381,0,0,0,1,0,0,835,0,0,2,620210163,4,1,620330061,0,10,0
67002,2,0,600110672,0,0,0,101011,0,67002,1,100,0,0,0,600002141,0,73001011,0,620130164,0,10011008,0,61381,0,0,0,1,0,0,847,0,0,2,620210164,4,1,620330062,0,10,0
68002,2,0,600110682,0,0,0,101011,0,68002,1,100,0,0,0,600002142,0,73001011,0,620130165,0,10011008,0,61381,0,0,0,1,0,0,860,0,0,2,620210165,4,1,620330063,0,10,0
69002,2,0,600110692,0,0,0,101011,0,69002,1,100,0,0,0,600002143,0,73001011,0,620080066,0,10011008,0,61381,0,0,0,1,0,0,871,0,0,2,620210166,4,1,620330064,0,10,0
70002,2,0,600110702,0,0,0,101011,0,70002,1,100,0,0,0,600002144,0,73001011,0,620080067,0,10011008,0,61381,0,0,0,1,0,0,880,0,0,2,620210167,4,1,620330065,0,10,0
71002,2,0,600110712,0,0,0,101011,0,71002,1,100,0,0,0,600002145,0,73001011,0,620080068,0,10011008,0,61381,0,0,0,1,0,0,889,0,0,2,620210168,4,1,620330066,0,10,0
1002,2,0,600110012,0,0,0,101011,0,1002,1,100,0,0,0,600002146,0,73001011,0,620140001,0,10011001,0,61381,0,0,0,1,0,0,291,0,0,2,620300001,4,1,620050001,0,36,0
2002,2,0,600110022,0,0,0,101011,0,2002,1,100,0,0,0,600002147,0,73001011,0,620140001,0,10011001,0,61381,0,0,0,1,0,0,291,0,0,2,620300001,4,1,620050001,0,36,0
3002,2,0,600110032,0,0,0,101011,0,3002,1,100,0,0,0,600002148,0,73001011,0,620140001,0,10011001,0,61381,0,0,0,1,0,0,291,0,0,2,620300001,4,1,620050001,0,36,0
4002,2,0,600110042,0,0,0,101011,0,4002,1,100,0,0,0,600002149,0,73001011,0,620140001,0,10011001,0,61381,0,0,0,1,0,0,291,0,0,2,620300001,4,1,620050001,0,36,0
5002,2,0,600110052,0,0,0,101011,0,5002,1,100,0,0,0,600002150,0,73001011,0,620140002,0,10011001,0,61381,0,0,0,1,0,0,302,0,0,2,620300002,4,1,620050001,0,36,0
6002,2,0,600110062,0,0,0,101011,0,6002,1,100,0,0,0,600002151,0,73001011,0,620140003,0,10011001,0,61381,0,0,0,1,0,0,308,0,0,2,620300003,4,1,620050002,0,36,0
7002,2,0,600110072,0,0,0,101011,0,7002,1,100,0,0,0,600002152,0,73001011,0,620140004,0,10011001,0,61381,0,0,0,1,0,0,317,0,0,2,620300004,4,1,620050003,0,36,0
8002,2,0,600110082,0,0,0,101011,0,8002,1,100,0,0,0,600002153,0,73001011,0,620140005,0,10011001,0,61381,0,0,0,1,0,0,324,0,0,2,620300005,4,1,620050004,0,36,0
9002,2,0,600110092,0,0,0,101011,0,9002,1,100,0,0,0,600002154,0,73001011,0,620140006,0,10011002,0,61381,0,0,0,1,0,0,336,0,0,2,620300006,4,1,620050005,0,36,0
10002,2,0,600110102,0,0,0,101011,0,10002,1,100,0,0,0,600002155,0,73001011,0,620140007,0,10011002,0,61381,0,0,0,1,0,0,348,0,0,2,620300007,4,1,620050006,0,36,0
11002,2,0,600110112,0,0,0,101011,0,11002,1,100,0,0,0,600002156,0,73001011,0,620140008,0,10011002,0,61381,0,0,0,1,0,0,353,0,0,2,620300008,4,1,620050007,0,36,0
12002,2,0,600110122,0,0,0,101011,0,12002,1,100,0,0,0,600002157,0,73001011,0,620140009,0,10011002,0,61381,0,0,0,1,0,0,362,0,0,2,620300009,4,1,620050008,0,36,0
13002,2,0,600110132,0,0,0,101011,0,13002,1,100,0,0,0,600002158,0,73001011,0,620140010,0,10011002,0,61381,0,0,0,1,0,0,367,0,0,2,620300010,4,1,620050009,0,36,0
14002,2,0,600110142,0,0,0,101011,0,14002,1,100,0,0,0,600002159,0,73001011,0,620140011,0,10011002,0,61381,0,0,0,1,0,0,378,0,0,2,620300011,4,1,620050010,0,36,0
15002,2,0,600110152,0,0,0,101011,0,15002,1,100,0,0,0,600002160,0,73001011,0,620140012,0,10011002,0,61381,0,0,0,1,0,0,384,0,0,2,620300012,4,1,620050011,0,36,0
16002,2,0,600110162,0,0,0,101011,0,16002,1,100,0,0,0,600002161,0,73001011,0,620140013,0,10011002,0,61381,0,0,0,1,0,0,395,0,0,2,620300013,4,1,620050012,0,36,0
17002,2,0,600110172,0,0,0,101011,0,17002,1,100,0,0,0,600002162,0,73001011,0,620140014,0,10011002,0,61381,0,0,0,1,0,0,401,0,0,2,620300014,4,1,620050013,0,36,0
18002,2,0,600110182,0,0,0,101011,0,18002,1,100,0,0,0,600002163,0,73001011,0,620140015,0,10011003,0,61381,0,0,0,1,0,0,412,0,0,2,620300015,4,1,620050014,0,36,0
19002,2,0,600110192,0,0,0,101011,0,19002,1,100,0,0,0,600002164,0,73001011,0,620140016,0,10011003,0,61381,0,0,0,1,0,0,418,0,0,2,620300016,4,1,620050015,0,36,0
20002,2,0,600110202,0,0,0,101011,0,20002,1,100,0,0,0,600002165,0,73001011,0,620140017,0,10011003,0,61381,0,0,0,1,0,0,422,0,0,2,620300017,4,1,620050016,0,36,0
21002,2,0,600110212,0,0,0,101011,0,21002,1,100,0,0,0,600002166,0,73001011,0,620140018,0,10011003,0,61381,0,0,0,1,0,0,429,0,0,2,620300018,4,1,620050017,0,36,0
22002,2,0,600110222,0,0,0,101011,0,22002,1,100,0,0,0,600002167,0,73001011,0,620140019,0,10011003,0,61381,0,0,0,1,0,0,435,0,0,2,620300019,4,1,620050018,0,36,0
23002,2,0,600110232,0,0,0,101011,0,23002,1,100,0,0,0,600002168,0,73001011,0,620140020,0,10011003,0,61381,0,0,0,1,0,0,439,0,0,2,620300020,4,1,620050019,0,36,0
24002,2,0,600110242,0,0,0,101011,0,24002,1,100,0,0,0,600002169,0,73001011,0,620140021,0,10011003,0,61381,0,0,0,1,0,0,446,0,0,2,620300021,4,1,620050020,0,36,0
25002,2,0,600110252,0,0,0,101011,0,25002,1,100,0,0,0,600002170,0,73001011,0,620140022,0,10011003,0,61381,0,0,0,1,0,0,452,0,0,2,620300022,4,1,620050021,0,36,0
26002,2,0,600110262,0,0,0,101011,0,26002,1,100,0,0,0,600002171,0,73001011,0,620140023,0,10011003,0,61381,0,0,0,1,0,0,456,0,0,2,620300023,4,1,620050022,0,36,0
27002,2,0,600110272,0,0,0,101011,0,27002,1,100,0,0,0,600002172,0,73001011,0,620140024,0,10011004,0,61381,0,0,0,1,0,0,463,0,0,2,620300024,4,1,620050023,0,36,0
28002,2,0,600110282,0,0,0,101011,0,28002,1,100,0,0,0,600002173,0,73001011,0,620140025,0,10011004,0,61381,0,0,0,1,0,0,469,0,0,2,620300025,4,1,620050024,0,36,0
29002,2,0,600110292,0,0,0,101011,0,29002,1,100,0,0,0,600002174,0,73001011,0,620140026,0,10011004,0,61381,0,0,0,1,0,0,475,0,0,2,620300026,4,1,620050025,0,36,0
30002,2,0,600110302,0,0,0,101011,0,30002,1,100,0,0,0,600002175,0,73001011,0,620140027,0,10011004,0,61381,0,0,0,1,0,0,480,0,0,2,620300027,4,1,620050026,0,36,0
31002,2,0,600110312,0,0,0,101011,0,31002,1,100,0,0,0,600002176,0,73001011,0,620140028,0,10011004,0,61381,0,0,0,1,0,0,488,0,0,2,620300028,4,1,620050027,0,36,0
32002,2,0,600110322,0,0,0,101011,0,32002,1,100,0,0,0,600002177,0,73001011,0,620140029,0,10011004,0,61381,0,0,0,1,0,0,498,0,0,2,620300029,4,1,620050028,0,36,0
33002,2,0,600110332,0,0,0,101011,0,33002,1,100,0,0,0,600002178,0,73001011,0,620220030,0,10011004,0,61381,0,0,0,1,0,0,512,0,0,2,620300030,4,1,620050029,0,36,0
34002,2,0,600110342,0,0,0,101011,0,34002,1,100,0,0,0,600002179,0,73001011,0,620220031,0,10011004,0,61381,0,0,0,1,0,0,518,0,0,2,620300031,4,1,620050030,0,36,0
35002,2,0,600110352,0,0,0,101011,0,35002,1,100,0,0,0,600002180,0,73001011,0,620220032,0,10011005,0,61381,0,0,0,1,0,0,522,0,0,2,620300032,4,1,620050031,0,36,0
36002,2,0,600110362,0,0,0,101011,0,36002,1,100,0,0,0,600002181,0,73001011,0,620220033,0,10011005,0,61381,0,0,0,1,0,0,536,0,0,2,620300033,4,1,620050032,0,36,0
37002,2,0,600110372,0,0,0,101011,0,37002,1,100,0,0,0,600002182,0,73001011,0,620220034,0,10011005,0,61381,0,0,0,1,0,0,543,0,0,2,620300034,4,1,620050033,0,36,0
38002,2,0,600110382,0,0,0,101011,0,38002,1,100,0,0,0,600002183,0,73001011,0,620220035,0,10011005,0,61381,0,0,0,1,0,0,553,0,0,2,620300035,4,1,620050034,0,36,0
39002,2,0,600110392,0,0,0,101011,0,39002,1,100,0,0,0,600002184,0,73001011,0,620220036,0,10011005,0,61381,0,0,0,1,0,0,563,0,0,2,620300036,4,1,620050035,0,36,0
40002,2,0,600110402,0,0,0,101011,0,40002,1,100,0,0,0,600002185,0,73001011,0,620220037,0,10011005,0,61381,0,0,0,1,0,0,578,0,0,2,620300037,4,1,620050036,0,36,0
41002,2,0,600110412,0,0,0,101011,0,41002,1,100,0,0,0,600002186,0,73001011,0,620220038,0,10011005,0,61381,0,0,0,1,0,0,582,0,0,2,620300038,4,1,620050037,0,36,0
42002,2,0,600110422,0,0,0,101011,0,42002,1,100,0,0,0,600002187,0,73001011,0,620220039,0,10011006,0,61381,0,0,0,1,0,0,588,0,0,2,620300039,4,1,620050038,0,36,0
43002,2,0,600110432,0,0,0,101011,0,43002,1,100,0,0,0,600002188,0,73001011,0,620220040,0,10011006,0,61381,0,0,0,1,0,0,605,0,0,2,620300040,4,1,620050039,0,36,0
44002,2,0,600110442,0,0,0,101011,0,44002,1,100,0,0,0,600002189,0,73001011,0,620220041,0,10011006,0,61381,0,0,0,1,0,0,620,0,0,2,620300041,4,1,620050040,0,36,0
45002,2,0,600110452,0,0,0,101011,0,45002,1,100,0,0,0,600002190,0,73001011,0,620220042,0,10011006,0,61381,0,0,0,1,0,0,635,0,0,2,620300042,4,1,620050041,0,36,0
46002,2,0,600110462,0,0,0,101011,0,46002,1,100,0,0,0,600002191,0,73001011,0,620220043,0,10011006,0,61381,0,0,0,1,0,0,645,0,0,2,620300043,4,1,620050042,0,36,0
47002,2,0,600110472,0,0,0,101011,0,47002,1,100,0,0,0,600002192,0,73001011,0,620220044,0,10011006,0,61381,0,0,0,1,0,0,650,0,0,2,620300044,4,1,620050043,0,36,0
48002,2,0,600110482,0,0,0,101011,0,48002,1,100,0,0,0,600002193,0,73001011,0,620220045,0,10011006,0,61381,0,0,0,1,0,0,660,0,0,2,620300045,4,1,620050044,0,36,0
49002,2,0,600110492,0,0,0,101011,0,49002,1,100,0,0,0,600002194,0,73001011,0,620220046,0,10011007,0,61381,0,0,0,1,0,0,673,0,0,2,620300046,4,1,620050045,0,36,0
50002,2,0,600110502,0,0,0,101011,0,50002,1,100,0,0,0,600002195,0,73001011,0,620220047,0,10011007,0,61381,0,0,0,1,0,0,691,0,0,2,620300047,4,1,620050046,0,36,0
51002,2,0,600110512,0,0,0,101011,0,51002,1,100,0,0,0,600002196,0,73001011,0,620220048,0,10011007,0,61381,0,0,0,1,0,0,699,0,0,2,620300048,4,1,620050047,0,36,0
52002,2,0,600110522,0,0,0,101011,0,52002,1,100,0,0,0,600002197,0,73001011,0,620220049,0,10011007,0,61381,0,0,0,1,0,0,708,0,0,2,620300049,4,1,620050048,0,36,0
53002,2,0,600110532,0,0,0,101011,0,53002,1,100,0,0,0,600002198,0,73001011,0,620220050,0,10011007,0,61381,0,0,0,1,0,0,720,0,0,2,620300050,4,1,620050049,0,36,0
54002,2,0,600110542,0,0,0,101011,0,54002,1,100,0,0,0,600002199,0,73001011,0,620220051,0,10011007,0,61381,0,0,0,1,0,0,728,0,0,2,620300051,4,1,620050050,0,36,0
55002,2,0,600110552,0,0,0,101011,0,55002,1,100,0,0,0,600002200,0,73001011,0,620220052,0,10011007,0,61381,0,0,0,1,0,0,734,0,0,2,620300052,4,1,620050051,0,36,0
56002,2,0,600110562,0,0,0,101011,0,56002,1,100,0,0,0,600002201,0,73001011,0,620220053,0,10011007,0,61381,0,0,0,1,0,0,741,0,0,2,620300053,4,1,620050052,0,36,0
57002,2,0,600110572,0,0,0,101011,0,57002,1,100,0,0,0,600002202,0,73001011,0,620140054,0,10011007,0,61381,0,0,0,1,0,0,744,0,0,2,620300054,4,1,620050053,0,36,0
58002,2,0,600110582,0,0,0,101011,0,58002,1,100,0,0,0,600002203,0,73001011,0,620140055,0,10011007,0,61381,0,0,0,1,0,0,750,0,0,2,620300055,4,1,620050054,0,36,0
59002,2,0,600110592,0,0,0,101011,0,59002,1,100,0,0,0,600002204,0,73001011,0,620220056,0,10011007,0,61381,0,0,0,1,0,0,764,0,0,2,620300056,4,1,620050055,0,36,0
