promotion_level,unit_id,accuracy,physical_penetrate,hp_recovery_rate,physical_critical,magic_critical,magic_def,hp,wave_energy_recovery,dodge,life_steal,energy_reduce_rate,def,wave_hp_recovery,energy_recovery_rate,magic_str,magic_penetrate,atk
14,122501,38.0,0.0,30.0,208.0,0.0,37.0,7045.0,151.0,3.0,9.0,0.0,82.0,900.0,41.0,0.0,0.0,4124.0
15,122501,38.0,0.0,30.0,274.0,0.0,43.0,7405.0,171.0,3.0,9.0,0.0,88.0,900.0,41.0,0.0,0.0,4775.0
16,122501,41.0,0.0,30.0,368.0,0.0,45.0,7705.0,171.0,3.0,9.0,0.0,96.0,900.0,41.0,0.0,0.0,5477.0
17,122501,44.0,0.0,30.0,466.0,0.0,49.0,7955.0,171.0,3.0,9.0,0.0,102.0,900.0,41.0,0.0,0.0,6226.0
18,122501,44.0,0.0,30.0,604.0,0.0,54.0,8300.0,171.0,3.0,9.0,0.0,105.0,900.0,41.0,0.0,0.0,7044.0
19,122501,44.0,0.0,30.0,739.0,0.0,61.0,8685.0,171.0,3.0,9.0,0.0,114.0,900.0,41.0,0.0,0.0,7930.0
20,122501,44.0,0.0,30.0,879.0,0.0,66.0,9165.0,171.0,3.0,9.0,0.0,127.0,900.0,41.0,0.0,0.0,8912.0
21,122501,44.0,0.0,30.0,1030.0,0.0,71.0,9525.0,171.0,3.0,9.0,0.0,133.0,900.0,41.0,0.0,0.0,10038.0
22,122501,44.0,0.0,30.0,1174.0,0.0,79.0,9795.0,171.0,3.0,9.0,0.0,144.0,900.0,41.0,0.0,0.0,11322.0
23,122501,44.0,0.0,30.0,1285.0,0.0,88.0,10180.0,171.0,3.0,9.0,0.0,155.0,900.0,41.0,0.0,0.0,12740.0
24,122501,44.0,0.0,30.0,1384.0,0.0,101.0,10625.0,171.0,3.0,9.0,0.0,165.0,900.0,41.0,0.0,0.0,14258.0
25,122501,44.0,0.0,30.0,1461.0,0.0,114.0,11255.0,171.0,3.0,9.0,0.0,178.0,900.0,41.0,0.0,0.0,15909.0
26,122501,44.0,0.0,30.0,1518.0,0.0,123.0,11975.0,171.0,3.0,9.0,0.0,184.0,900.0,41.0,0.0,0.0,17765.0
27,122501,44.0,0.0,30.0,1554.0,0.0,136.0,12735.0,171.0,3.0,9.0,0.0,197.0,900.0,41.0,0.0,0.0,19683.0
28,122501,44.0,0.0,30.0,1581.0,0.0,136.0,13860.0,171.0,3.0,9.0,0.0,197.0,900.0,41.0,0.0,0.0,21823.0
29,122501,44.0,0.0,30.0,1609.0,0.0,141.0,14780.0,171.0,3.0,9.0,0.0,202.0,900.0,41.0,0.0,0.0,24101.0
30,122501,44.0,0.0,30.0,1638.0,0.0,146.0,15380.0,171.0,3.0,9.0,0.0,207.0,900.0,41.0,0.0,0.0,26564.0
31,122501,44.0,0.0,30.0,1667.0,0.0,146.0,16505.0,171.0,3.0,9.0,0.0,207.0,900.0,41.0,0.0,0.0,29128.0
32,122501,44.0,0.0,30.0,1696.0,0.0,152.0,17205.0,171.0,3.0,9.0,0.0,213.0,900.0,41.0,0.0,0.0,31791.0
33,122501,44.0,0.0,30.0,1724.0,0.0,158.0,18375.0,171.0,3.0,9.0,0.0,219.0,900.0,41.0,0.0,0.0,34548.0
34,122501,44.0,0.0,30.0,1751.0,0.0,164.0,19275.0,171.0,3.0,9.0,0.0,225.0,900.0,41.0,0.0,0.0,37485.0
35,122501,44.0,0.0,30.0,1778.0,0.0,170.0,20545.0,171.0,3.0,9.0,0.0,231.0,900.0,41.0,0.0,0.0,40528.0
2,122601,0.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,23.0,0.0,0.0
3,122601,0.0,0.0,0.0,0.0,0.0,8.0,150.0,0.0,0.0,0.0,0.0,1.0,125.0,0.0,81.0,0.0,0.0
4,122601,0.0,0.0,10.0,0.0,0.0,17.0,325.0,5.0,0.0,0.0,0.0,4.0,175.0,0.0,172.0,0.0,0.0
5,122601,0.0,0.0,10.0,0.0,0.0,33.0,505.0,15.0,0.0,0.0,0.0,4.0,175.0,0.0,349.0,0.0,0.0
6,122601,0.0,0.0,25.0,0.0,0.0,52.0,1035.0,15.0,0.0,0.0,0.0,12.0,175.0,0.0,522.0,0.0,0.0
7,122601,0.0,0.0,30.0,0.0,0.0,66.0,1395.0,85.0,0.0,0.0,0.0,14.0,175.0,0.0,790.0,0.0,0.0
8,122601,0.0,0.0,75.0,0.0,0.0,88.0,1675.0,85.0,0.0,0.0,0.0,19.0,175.0,4.0,1089.0,0.0,0.0
9,122601,0.0,0.0,110.0,0.0,6.0,109.0,2130.0,100.0,0.0,0.0,5.0,25.0,175.0,9.0,1389.0,0.0,0.0
10,122601,0.0,0.0,115.0,0.0,30.0,126.0,2490.0,135.0,0.0,0.0,10.0,28.0,395.0,14.0,1758.0,0.0,0.0
11,122601,0.0,0.0,129.0,0.0,53.0,145.0,2910.0,151.0,0.0,0.0,10.0,35.0,735.0,14.0,2159.0,0.0,0.0
12,122601,0.0,0.0,138.0,0.0,63.0,171.0,3430.0,177.0,0.0,0.0,12.0,56.0,955.0,17.0,2471.0,0.0,0.0
13,122601,0.0,0.0,140.0,0.0,63.0,209.0,3810.0,199.0,0.0,0.0,14.0,94.0,1175.0,20.0,2705.0,0.0,0.0
14,122601,0.0,0.0,146.0,0.0,71.0,251.0,3990.0,199.0,0.0,0.0,16.0,133.0,1295.0,20.0,2982.0,0.0,0.0
15,122601,0.0,0.0,151.0,0.0,81.0,293.0,4130.0,199.0,0.0,0.0,18.0,168.0,1395.0,20.0,3310.0,0.0,0.0
16,122601,0.0,0.0,157.0,0.0,81.0,336.0,4330.0,199.0,0.0,0.0,18.0,208.0,1495.0,20.0,3658.0,0.0,0.0
17,122601,0.0,0.0,158.0,0.0,81.0,384.0,4510.0,214.0,3.0,0.0,18.0,250.0,1495.0,20.0,4008.0,0.0,0.0
18,122601,0.0,0.0,158.0,0.0,81.0,441.0,4915.0,229.0,6.0,0.0,18.0,295.0,1495.0,20.0,4353.0,0.0,0.0
19,122601,0.0,0.0,158.0,0.0,81.0,506.0,5560.0,229.0,6.0,0.0,18.0,349.0,1590.0,20.0,4719.0,0.0,0.0
20,122601,0.0,0.0,158.0,0.0,93.0,568.0,6145.0,229.0,6.0,0.0,18.0,406.0,1685.0,20.0,5176.0,0.0,0.0
21,122601,0.0,0.0,158.0,0.0,93.0,646.0,6765.0,229.0,6.0,0.0,18.0,472.0,1685.0,20.0,5618.0,0.0,0.0
22,122601,0.0,0.0,158.0,0.0,93.0,725.0,8080.0,229.0,6.0,0.0,18.0,541.0,1685.0,20.0,6142.0,0.0,0.0
23,122601,0.0,0.0,158.0,0.0,93.0,810.0,9855.0,229.0,6.0,0.0,18.0,619.0,1685.0,20.0,6707.0,0.0,0.0
24,122601,0.0,0.0,158.0,0.0,93.0,901.0,11380.0,229.0,6.0,0.0,18.0,704.0,1685.0,20.0,7347.0,0.0,0.0
25,122601,0.0,0.0,158.0,0.0,93.0,986.0,12675.0,229.0,6.0,0.0,18.0,784.0,1685.0,20.0,8227.0,0.0,0.0
26,122601,0.0,0.0,158.0,0.0,98.0,1060.0,13965.0,229.0,6.0,0.0,18.0,853.0,1685.0,20.0,9358.0,0.0,0.0
27,122601,0.0,0.0,158.0,0.0,103.0,1132.0,15535.0,229.0,6.0,0.0,18.0,921.0,1685.0,20.0,10583.0,0.0,0.0
28,122601,0.0,0.0,158.0,0.0,108.0,1205.0,17300.0,229.0,6.0,0.0,18.0,992.0,1685.0,20.0,11895.0,0.0,0.0
29,122601,0.0,0.0,158.0,0.0,118.0,1281.0,19295.0,229.0,6.0,0.0,18.0,1068.0,1685.0,20.0,13300.0,0.0,0.0
30,122601,0.0,0.0,158.0,0.0,128.0,1362.0,21525.0,229.0,6.0,0.0,18.0,1149.0,1685.0,20.0,14775.0,0.0,0.0
31,122601,0.0,0.0,158.0,0.0,138.0,1445.0,23915.0,229.0,6.0,0.0,18.0,1232.0,1685.0,20.0,16322.0,0.0,0.0
32,122601,0.0,0.0,158.0,0.0,148.0,1530.0,26460.0,229.0,6.0,0.0,18.0,1317.0,1685.0,20.0,17940.0,0.0,0.0
33,122601,0.0,0.0,158.0,0.0,158.0,1617.0,29250.0,229.0,6.0,0.0,18.0,1404.0,1685.0,20.0,19655.0,0.0,0.0
34,122601,0.0,0.0,158.0,0.0,168.0,1706.0,32450.0,229.0,6.0,0.0,18.0,1493.0,1685.0,20.0,21467.0,0.0,0.0
35,122601,0.0,0.0,158.0,0.0,178.0,1796.0,36060.0,229.0,6.0,0.0,18.0,1583.0,1685.0,20.0,23352.0,0.0,0.0
2,122701,0.0,0.0,0.0,0.0,0.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,26.0,0.0,0.0
3,122701,0.0,0.0,0.0,0.0,0.0,7.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,94.0,0.0,0.0
4,122701,0.0,0.0,10.0,0.0,0.0,14.0,270.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,214.0,0.0,0.0
5,122701,0.0,0.0,10.0,0.0,0.0,27.0,360.0,25.0,0.0,0.0,0.0,2.0,100.0,0.0,405.0,0.0,0.0
6,122701,0.0,0.0,10.0,0.0,0.0,40.0,710.0,75.0,0.0,0.0,0.0,4.0,100.0,0.0,634.0,0.0,0.0
7,122701,0.0,0.0,15.0,0.0,0.0,54.0,1305.0,110.0,0.0,0.0,0.0,8.0,100.0,0.0,894.0,0.0,0.0
8,122701,0.0,0.0,45.0,0.0,0.0,64.0,1470.0,145.0,0.0,1.0,0.0,10.0,100.0,4.0,1255.0,0.0,0.0
9,122701,0.0,0.0,60.0,0.0,16.0,71.0,1610.0,180.0,0.0,2.0,0.0,10.0,100.0,9.0,1679.0,0.0,0.0
10,122701,0.0,0.0,60.0,0.0,40.0,83.0,1880.0,195.0,0.0,4.0,0.0,11.0,520.0,14.0,2114.0,0.0,0.0
11,122701,0.0,0.0,60.0,0.0,85.0,88.0,2040.0,211.0,0.0,5.0,5.0,11.0,740.0,14.0,2626.0,0.0,0.0
12,122701,0.0,0.0,60.0,0.0,138.0,93.0,2140.0,247.0,0.0,6.0,11.0,14.0,840.0,14.0,3150.0,0.0,0.0
13,122701,0.0,0.0,60.0,0.0,200.0,100.0,2280.0,267.0,0.0,6.0,17.0,19.0,840.0,16.0,3683.0,0.0,0.0
14,122701,0.0,0.0,60.0,0.0,276.0,107.0,2420.0,297.0,0.0,6.0,17.0,23.0,960.0,18.0,4263.0,0.0,0.0
15,122701,0.0,0.0,60.0,0.0,346.0,116.0,2450.0,307.0,0.0,6.0,17.0,31.0,1080.0,22.0,4868.0,0.0,0.0
16,122701,0.0,0.0,60.0,0.0,421.0,124.0,2480.0,337.0,0.0,6.0,17.0,36.0,1080.0,22.0,5541.0,0.0,0.0
17,122701,0.0,0.0,60.0,0.0,493.0,133.0,2480.0,367.0,0.0,6.0,17.0,40.0,1080.0,22.0,6269.0,0.0,0.0
18,122701,0.0,0.0,60.0,0.0,582.0,142.0,2480.0,397.0,0.0,6.0,17.0,46.0,1080.0,22.0,7053.0,0.0,0.0
19,122701,0.0,0.0,60.0,0.0,715.0,149.0,2480.0,397.0,0.0,6.0,17.0,51.0,1080.0,22.0,7941.0,0.0,0.0
20,122701,0.0,0.0,60.0,0.0,872.0,163.0,2480.0,397.0,0.0,6.0,17.0,61.0,1080.0,22.0,8862.0,0.0,0.0
21,122701,0.0,0.0,60.0,0.0,1074.0,171.0,2480.0,397.0,0.0,6.0,17.0,67.0,1180.0,22.0,9881.0,0.0,0.0
22,122701,0.0,0.0,60.0,0.0,1292.0,178.0,2480.0,397.0,0.0,6.0,17.0,72.0,1280.0,22.0,11078.0,0.0,0.0
23,122701,0.0,0.0,60.0,0.0,1476.0,194.0,2480.0,397.0,0.0,6.0,17.0,78.0,1280.0,22.0,12401.0,0.0,0.0
24,122701,0.0,0.0,60.0,0.0,1619.0,211.0,2480.0,397.0,0.0,6.0,17.0,84.0,1280.0,22.0,13876.0,0.0,0.0
25,122701,0.0,0.0,60.0,0.0,1728.0,219.0,2480.0,397.0,0.0,6.0,17.0,90.0,1280.0,22.0,15586.0,0.0,0.0
26,122701,0.0,0.0,60.0,0.0,1800.0,228.0,2940.0,397.0,0.0,6.0,17.0,96.0,1280.0,22.0,17426.0,0.0,0.0
27,122701,0.0,0.0,60.0,0.0,1845.0,236.0,2940.0,397.0,0.0,6.0,17.0,102.0,1280.0,22.0,19461.0,0.0,0.0
28,122701,0.0,0.0,60.0,0.0,1877.0,241.0,2940.0,397.0,0.0,6.0,17.0,107.0,1280.0,22.0,21659.0,0.0,0.0
29,122701,0.0,0.0,60.0,0.0,1910.0,245.0,3400.0,397.0,0.0,6.0,17.0,111.0,1280.0,22.0,23981.0,0.0,0.0
30,122701,0.0,0.0,60.0,0.0,1944.0,249.0,3400.0,397.0,0.0,6.0,17.0,115.0,1280.0,22.0,26502.0,0.0,0.0
31,122701,0.0,0.0,60.0,0.0,1978.0,253.0,3860.0,397.0,0.0,6.0,17.0,119.0,1280.0,22.0,29081.0,0.0,0.0
32,122701,0.0,0.0,60.0,0.0,2012.0,257.0,3860.0,397.0,0.0,6.0,17.0,123.0,1280.0,22.0,31823.0,0.0,0.0
33,122701,0.0,0.0,60.0,0.0,2045.0,261.0,4360.0,397.0,0.0,6.0,17.0,127.0,1280.0,22.0,34656.0,0.0,0.0
34,122701,0.0,0.0,60.0,0.0,2077.0,265.0,4860.0,397.0,0.0,6.0,17.0,131.0,1280.0,22.0,37638.0,0.0,0.0
35,122701,0.0,0.0,60.0,0.0,2109.0,269.0,4860.0,397.0,0.0,6.0,17.0,135.0,1280.0,22.0,40825.0,0.0,0.0
2,122801,0.0,0.0,0.0,0.0,0.0,0.0,65.0,10.0,1.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,10.0
3,122801,0.0,0.0,0.0,0.0,0.0,0.0,185.0,25.0,2.0,0.0,0.0,5.0,200.0,0.0,0.0,0.0,58.0
4,122801,0.0,0.0,0.0,0.0,0.0,4.0,475.0,50.0,4.0,0.0,0.0,10.0,360.0,0.0,0.0,0.0,135.0
5,122801,0.0,0.0,0.0,0.0,0.0,10.0,985.0,80.0,7.0,0.0,0.0,17.0,520.0,0.0,0.0,0.0,243.0
6,122801,0.0,0.0,0.0,0.0,0.0,14.0,1515.0,95.0,11.0,3.0,0.0,25.0,820.0,0.0,0.0,0.0,429.0
7,122801,0.0,0.0,0.0,0.0,0.0,20.0,1835.0,120.0,15.0,6.0,0.0,34.0,1425.0,0.0,0.0,0.0,674.0
8,122801,0.0,0.0,0.0,10.0,0.0,32.0,2735.0,145.0,15.0,6.0,0.0,48.0,1985.0,9.0,0.0,0.0,912.0
9,122801,0.0,0.0,0.0,30.0,0.0,48.0,3675.0,145.0,16.0,6.0,5.0,65.0,2310.0,23.0,10.0,0.0,1158.0
10,122801,0.0,0.0,15.0,60.0,0.0,68.0,4525.0,145.0,21.0,6.0,10.0,85.0,2310.0,28.0,20.0,0.0,1393.0
11,122801,3.0,0.0,25.0,86.0,0.0,85.0,5425.0,145.0,21.0,6.0,10.0,110.0,2560.0,28.0,20.0,0.0,1688.0
12,122801,26.0,0.0,25.0,116.0,0.0,93.0,5925.0,145.0,23.0,6.0,10.0,131.0,2910.0,28.0,20.0,0.0,2056.0
13,122801,36.0,0.0,25.0,159.0,0.0,111.0,6225.0,170.0,23.0,6.0,10.0,159.0,3110.0,28.0,20.0,0.0,2424.0
14,122801,36.0,0.0,27.0,223.0,0.0,130.0,6425.0,170.0,23.0,6.0,10.0,193.0,3110.0,28.0,20.0,0.0,2844.0
15,122801,39.0,0.0,27.0,297.0,0.0,153.0,6425.0,170.0,25.0,6.0,12.0,216.0,3110.0,28.0,20.0,0.0,3313.0
16,122801,47.0,0.0,27.0,386.0,0.0,176.0,6425.0,170.0,27.0,6.0,12.0,236.0,3210.0,28.0,20.0,0.0,3814.0
17,122801,52.0,0.0,27.0,473.0,0.0,195.0,6525.0,170.0,27.0,6.0,12.0,267.0,3360.0,28.0,20.0,0.0,4336.0
18,122801,52.0,0.0,27.0,610.0,0.0,212.0,6575.0,170.0,29.0,6.0,12.0,286.0,3510.0,28.0,20.0,0.0,4988.0
19,122801,52.0,0.0,27.0,692.0,0.0,241.0,6670.0,170.0,31.0,6.0,12.0,318.0,3510.0,28.0,20.0,0.0,5657.0
20,122801,52.0,0.0,27.0,733.0,0.0,268.0,6770.0,170.0,31.0,6.0,12.0,363.0,3605.0,28.0,20.0,0.0,6396.0
21,122801,52.0,0.0,27.0,777.0,0.0,308.0,7015.0,170.0,31.0,6.0,12.0,414.0,3605.0,28.0,20.0,0.0,7124.0
22,122801,52.0,0.0,27.0,825.0,0.0,358.0,7245.0,170.0,31.0,6.0,12.0,463.0,3605.0,28.0,20.0,0.0,7992.0
23,122801,52.0,0.0,27.0,854.0,0.0,403.0,7650.0,170.0,31.0,6.0,12.0,514.0,3605.0,28.0,20.0,0.0,9032.0
24,122801,52.0,0.0,27.0,872.0,0.0,449.0,7970.0,170.0,31.0,6.0,12.0,561.0,3605.0,28.0,20.0,0.0,10214.0
25,122801,52.0,0.0,27.0,904.0,0.0,498.0,8290.0,170.0,31.0,6.0,12.0,606.0,3605.0,28.0,20.0,0.0,11544.0
26,122801,52.0,0.0,27.0,939.0,0.0,551.0,8585.0,170.0,31.0,6.0,12.0,651.0,3605.0,28.0,20.0,0.0,13002.0
27,122801,52.0,0.0,27.0,966.0,0.0,599.0,9040.0,170.0,31.0,6.0,12.0,692.0,3605.0,28.0,20.0,0.0,14599.0
28,122801,52.0,0.0,27.0,1000.0,0.0,644.0,9585.0,170.0,31.0,6.0,12.0,735.0,3605.0,28.0,20.0,0.0,16315.0
29,122801,52.0,0.0,27.0,1032.0,0.0,721.0,10980.0,170.0,31.0,6.0,12.0,812.0,3605.0,28.0,20.0,0.0,17771.0
30,122801,52.0,0.0,27.0,1064.0,0.0,802.0,12610.0,170.0,31.0,6.0,12.0,893.0,3605.0,28.0,20.0,0.0,19307.0
31,122801,52.0,0.0,27.0,1096.0,0.0,885.0,14400.0,170.0,31.0,6.0,12.0,976.0,3605.0,28.0,20.0,0.0,20914.0
32,122801,52.0,0.0,27.0,1127.0,0.0,970.0,16345.0,170.0,31.0,6.0,12.0,1061.0,3605.0,28.0,20.0,0.0,22593.0
33,122801,52.0,0.0,27.0,1156.0,0.0,1057.0,18535.0,170.0,31.0,6.0,12.0,1148.0,3605.0,28.0,20.0,0.0,24371.0
34,122801,52.0,0.0,27.0,1184.0,0.0,1146.0,21135.0,170.0,31.0,6.0,12.0,1237.0,3605.0,28.0,20.0,0.0,26247.0
35,122801,52.0,0.0,27.0,1212.0,0.0,1236.0,24145.0,170.0,31.0,6.0,12.0,1327.0,3605.0,28.0,20.0,0.0,28195.0
2,122901,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,25.0
3,122901,0.0,0.0,0.0,0.0,0.0,0.0,295.0,5.0,0.0,0.0,0.0,5.0,75.0,0.0,0.0,0.0,84.0
4,122901,0.0,0.0,0.0,0.0,0.0,1.0,790.0,10.0,0.0,0.0,0.0,10.0,105.0,0.0,0.0,0.0,182.0
5,122901,0.0,0.0,10.0,0.0,0.0,3.0,1330.0,30.0,3.0,0.0,0.0,15.0,105.0,0.0,0.0,0.0,331.0
6,122901,0.0,0.0,10.0,0.0,0.0,5.0,2195.0,45.0,3.0,0.0,0.0,26.0,195.0,0.0,0.0,0.0,541.0
7,122901,0.0,0.0,10.0,0.0,0.0,7.0,3165.0,45.0,3.0,0.0,0.0,38.0,665.0,0.0,0.0,0.0,788.0
8,122901,0.0,0.0,10.0,0.0,0.0,9.0,4055.0,60.0,3.0,0.0,0.0,46.0,900.0,0.0,0.0,0.0,1120.0
9,122901,0.0,0.0,10.0,20.0,0.0,11.0,4610.0,100.0,3.0,0.0,0.0,55.0,900.0,9.0,0.0,0.0,1513.0
10,122901,0.0,0.0,20.0,50.0,0.0,17.0,4820.0,115.0,3.0,5.0,0.0,61.0,900.0,18.0,0.0,0.0,1969.0
11,122901,3.0,0.0,30.0,102.0,0.0,22.0,5440.0,115.0,3.0,7.0,0.0,65.0,900.0,22.0,0.0,0.0,2452.0
12,122901,29.0,0.0,30.0,130.0,0.0,25.0,5890.0,115.0,7.0,9.0,0.0,70.0,900.0,22.0,0.0,0.0,2939.0
13,122901,45.0,0.0,30.0,163.0,0.0,35.0,6340.0,148.0,7.0,9.0,0.0,81.0,1000.0,22.0,0.0,0.0,3427.0
14,122901,51.0,0.0,30.0,204.0,0.0,39.0,6760.0,181.0,7.0,9.0,0.0,86.0,1000.0,22.0,0.0,0.0,4040.0
15,122901,51.0,0.0,30.0,270.0,0.0,42.0,7120.0,189.0,9.0,9.0,0.0,90.0,1000.0,22.0,0.0,0.0,4713.0
16,122901,59.0,0.0,30.0,355.0,0.0,44.0,7420.0,189.0,9.0,9.0,0.0,96.0,1000.0,22.0,0.0,0.0,5413.0
17,122901,62.0,0.0,30.0,453.0,0.0,48.0,7670.0,189.0,9.0,9.0,0.0,102.0,1000.0,22.0,0.0,0.0,6162.0
18,122901,62.0,0.0,30.0,591.0,0.0,53.0,8015.0,189.0,9.0,9.0,0.0,105.0,1000.0,22.0,0.0,0.0,6980.0
19,122901,62.0,0.0,30.0,706.0,0.0,60.0,8325.0,189.0,9.0,9.0,0.0,114.0,1000.0,22.0,0.0,0.0,7885.0
20,122901,62.0,0.0,30.0,846.0,0.0,65.0,8805.0,189.0,9.0,9.0,0.0,127.0,1000.0,22.0,0.0,0.0,8867.0
21,122901,62.0,0.0,30.0,997.0,0.0,70.0,9165.0,189.0,9.0,9.0,0.0,133.0,1000.0,22.0,0.0,0.0,9993.0
22,122901,62.0,0.0,30.0,1123.0,0.0,76.0,9435.0,189.0,9.0,9.0,0.0,139.0,1000.0,22.0,0.0,0.0,11321.0
23,122901,62.0,0.0,30.0,1234.0,0.0,85.0,9820.0,189.0,9.0,9.0,0.0,150.0,1000.0,22.0,0.0,0.0,12739.0
24,122901,62.0,0.0,30.0,1333.0,0.0,98.0,10265.0,189.0,9.0,9.0,0.0,160.0,1000.0,22.0,0.0,0.0,14257.0
25,122901,62.0,0.0,30.0,1410.0,0.0,107.0,10635.0,189.0,9.0,9.0,0.0,166.0,1000.0,22.0,0.0,0.0,15992.0
26,122901,62.0,0.0,30.0,1467.0,0.0,127.0,12380.0,189.0,9.0,9.0,0.0,181.0,1000.0,22.0,0.0,0.0,17632.0
27,122901,62.0,0.0,30.0,1503.0,0.0,143.0,14690.0,189.0,9.0,9.0,0.0,193.0,1000.0,22.0,0.0,0.0,19365.0
28,122901,62.0,0.0,30.0,1530.0,0.0,158.0,17165.0,189.0,9.0,9.0,0.0,208.0,1000.0,22.0,0.0,0.0,21203.0
29,122901,62.0,0.0,30.0,1558.0,0.0,163.0,18085.0,189.0,9.0,9.0,0.0,213.0,1000.0,22.0,0.0,0.0,23481.0
30,122901,62.0,0.0,30.0,1587.0,0.0,168.0,18685.0,189.0,9.0,9.0,0.0,218.0,1000.0,22.0,0.0,0.0,25944.0
31,122901,62.0,0.0,30.0,1625.0,0.0,178.0,19285.0,189.0,9.0,9.0,0.0,228.0,1000.0,22.0,0.0,0.0,28462.0
32,122901,62.0,0.0,30.0,1654.0,0.0,184.0,19985.0,189.0,9.0,9.0,0.0,234.0,1000.0,22.0,0.0,0.0,31125.0
33,122901,62.0,0.0,30.0,1682.0,0.0,190.0,21155.0,189.0,9.0,9.0,0.0,240.0,1000.0,22.0,0.0,0.0,33882.0
34,122901,62.0,0.0,30.0,1709.0,0.0,196.0,22055.0,189.0,9.0,9.0,0.0,246.0,1000.0,22.0,0.0,0.0,36819.0
35,122901,62.0,0.0,30.0,1736.0,0.0,202.0,23325.0,189.0,9.0,9.0,0.0,252.0,1000.0,22.0,0.0,0.0,39862.0
2,123001,0.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,23.0,0.0,0.0
3,123001,0.0,0.0,0.0,0.0,0.0,8.0,150.0,0.0,0.0,0.0,0.0,1.0,125.0,0.0,81.0,0.0,0.0
4,123001,0.0,0.0,10.0,0.0,0.0,17.0,325.0,5.0,0.0,0.0,0.0,4.0,175.0,0.0,172.0,0.0,0.0
5,123001,0.0,0.0,10.0,0.0,0.0,33.0,505.0,15.0,0.0,0.0,0.0,4.0,175.0,0.0,349.0,0.0,0.0
6,123001,0.0,0.0,25.0,0.0,0.0,52.0,1035.0,15.0,0.0,0.0,0.0,12.0,175.0,0.0,522.0,0.0,0.0
7,123001,0.0,0.0,30.0,0.0,0.0,66.0,1395.0,85.0,0.0,0.0,0.0,14.0,175.0,0.0,790.0,0.0,0.0
8,123001,0.0,0.0,75.0,0.0,0.0,88.0,1675.0,85.0,0.0,0.0,0.0,19.0,175.0,4.0,1089.0,0.0,0.0
9,123001,0.0,0.0,110.0,0.0,6.0,109.0,2130.0,100.0,0.0,0.0,5.0,25.0,175.0,9.0,1389.0,0.0,0.0
10,123001,0.0,0.0,115.0,0.0,30.0,126.0,2490.0,135.0,0.0,0.0,10.0,28.0,395.0,14.0,1758.0,0.0,0.0
11,123001,0.0,0.0,129.0,0.0,53.0,145.0,2910.0,151.0,0.0,0.0,10.0,35.0,735.0,14.0,2159.0,0.0,0.0
12,123001,0.0,0.0,138.0,0.0,63.0,171.0,3430.0,177.0,0.0,0.0,12.0,56.0,955.0,17.0,2471.0,0.0,0.0
13,123001,0.0,0.0,140.0,0.0,63.0,209.0,3810.0,199.0,0.0,0.0,14.0,94.0,1175.0,20.0,2705.0,0.0,0.0
14,123001,0.0,0.0,146.0,0.0,71.0,251.0,3990.0,199.0,0.0,0.0,16.0,133.0,1295.0,20.0,2982.0,0.0,0.0
15,123001,0.0,0.0,151.0,0.0,81.0,293.0,4130.0,199.0,0.0,0.0,18.0,168.0,1395.0,20.0,3310.0,0.0,0.0
16,123001,0.0,0.0,157.0,0.0,81.0,336.0,4330.0,199.0,0.0,0.0,18.0,208.0,1495.0,20.0,3658.0,0.0,0.0
17,123001,0.0,0.0,158.0,0.0,81.0,384.0,4510.0,214.0,3.0,0.0,18.0,250.0,1495.0,20.0,4008.0,0.0,0.0
18,123001,0.0,0.0,158.0,0.0,81.0,441.0,4915.0,229.0,6.0,0.0,18.0,295.0,1495.0,20.0,4353.0,0.0,0.0
19,123001,0.0,0.0,158.0,0.0,81.0,506.0,5560.0,229.0,6.0,0.0,18.0,349.0,1590.0,20.0,4719.0,0.0,0.0
20,123001,0.0,0.0,158.0,0.0,93.0,568.0,6145.0,229.0,6.0,0.0,18.0,406.0,1685.0,20.0,5176.0,0.0,0.0
21,123001,0.0,0.0,158.0,0.0,93.0,646.0,6765.0,229.0,6.0,0.0,18.0,472.0,1685.0,20.0,5618.0,0.0,0.0
22,123001,0.0,0.0,158.0,0.0,93.0,725.0,8080.0,229.0,6.0,0.0,18.0,541.0,1685.0,20.0,6142.0,0.0,0.0
23,123001,0.0,0.0,158.0,0.0,93.0,810.0,9855.0,229.0,6.0,0.0,18.0,619.0,1685.0,20.0,6707.0,0.0,0.0
24,123001,0.0,0.0,158.0,0.0,93.0,901.0,11380.0,229.0,6.0,0.0,18.0,704.0,1685.0,20.0,7347.0,0.0,0.0
25,123001,0.0,0.0,158.0,0.0,93.0,986.0,12675.0,229.0,6.0,0.0,18.0,784.0,1685.0,20.0,8227.0,0.0,0.0
26,123001,0.0,0.0,158.0,0.0,98.0,1060.0,13965.0,229.0,6.0,0.0,18.0,853.0,1685.0,20.0,9358.0,0.0,0.0
