comment,notif_type,unit_id
"길드 하우스에 마나가 가득이에요! 이걸로 구호원을 수리할 수 있겠어요, 오빠♪",5,121301
"길드 하우스에서 받을 수 있는 아이템이 가득! 어디에 쓸지 고민되니까, 같이 고민해 주세요♪",6,121301
"스태미나가 전부 회복됐네! 자, 발표회도 무대도 힘내서 가자!",1,121401
"길드 하우스의 스킵 티켓이 가득 찼어! 이거, 발표회 준비에 도움이 되거나 하려나…?",2,121401
"길드 하우스의 스태미나가 가득찬 거 같아. 이만큼이나 있으면 목장을 도와주러 갈 수 있겠네!",3,121401
"길드 하우스의 EXP 포션이 가득 찼어! 대표 마스코트인 내 아름다움을 더 갈고닦을 수 있겠네♪",4,121401
"길드 하우스의 마나가 가득이야! 저기, 다 같이 세련된 디저트 파티를 여는 건 어떨까♪",5,121401
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 차 있잖아! 정말~ 빨리 가지러 가자!",6,121401
"스태미나가 전부 회복되어 있어요. 서, 선배가 괜찮으시다면… 오늘 괴도 활동, 같이 해주시지 않으실래요?",1,121501
"길드 하우스의 스킵 티켓이 가득 찼어요~ 이만큼이나 있으면, 어디든 편하게 잠입할 수 있을 거 같네요♪",2,121501
"길드 하우스의 스태미나가 가득 찼네요. 이거면 밤새도록 괴도 활동을 해도 걱정 없네요…!",3,121501
"길드 하우스의 EXP 포션이 가득이에요. 저도 빨리 커서, 괴도로서 인정 받을 수 있도록 힘 낼게요…!",4,121501
"길드 하우스의 마나가 가득 찼어요~! 어쩌지… 얼른 어딘가에 보관해야겠어. 서, 선배, 도와주세요~!",5,121501
"길드 하우스의 아이템이 잔뜩 차 버렸어요! 제, 제가 망을 보고 있을 테니… 빨리 가지러 와주세요~",6,121501
"오빠, 스태미나가 전부 회복됐다입니다! 대괴도가 움직이기 딱 좋은 타이밍입니다!",1,121601
"길드 하우스의 스킵 티켓이 가득이에요! 이만큼이나 있으면, 보물이 왕창왕창 손에 들어온다입니다~♪",2,121601
"길드 하우스에 스태미나가 가득입니다! 꾸물꾸물대지말고, 바로 회수하는 겁니다!",3,121601
"길드 하우스의 EXP 포션이 꽉 찼어요! 모처럼이니까, 확 마셔버리자입니다!",4,121601
"길드 하우스의 마나가 가득 찼잖아요! 이만큼 있으면… 지금 당장이라도 내 천하를 시작할 수 있어요!",5,121601
"길드 하우스에서 받을 수 있는 아이템이, 가득 차 버렸잖냐입니다!… 교섭 결과에 따라서는 몫을 나눠줄 수도 있다고요?",6,121601
"스태미나가 전부 회복되었어요! 사렌 씨와 같이 모험 출발이에요!",1,180901
"길드 하우스의 스킵 티켓이 가득이에요! 사렌 씨와 나눠야겠네요♪",2,180901
"길드 하우스의 스태미나가 가득! 빨리 회수하지 않으면 사렌 씨한테 아깝다고 혼날 지 모른답니다!",3,180901
"길드 하우스의 EXP 포션이 가득 찼어. 아키노 씨한테도 알려줘야겠네♪",4,180901
"길드 하우스의 마나가 가득이네. 아키노 씨가 이상한 일에 쓰지 않게 잘 봐둬야겠어…",5,180901
"길드 하우스의 아이템이 전부 가득 찼잖아! 아까우니까 아키노 씨도 불러서 빨리 회수하자!",6,180901
"스태미나가 전부 회복됐네요. 그럼, 모험을 떠날까요. 바다에서 보물을 찾는 일이나 제령이라면 저에게 맡겨주세요",1,122001
"길드 하우스의 스킵 티켓이 가득합니다. 이걸로 목적지까지 안전하게 항로를 나아갈 수 있겠네요",2,122001
"길드 하우스의 스태미나가 가득 찼습니다. 보급이 끝나면 항해를 이어가죠… 진로를 점쳐볼게요",3,122001
"길드 하우스의 EXP 포션이 가득 차버렸네요. 바다의 망령을 제령하는 데 쓸모가 있을 것 같아요",4,122001
"길드 하우스의 마나가 가득 찼어요. 출항 전에 필요한 것들을 갖춰두도록 할까요",5,122001
"길드 하우스에서 받을 수 있는 아이템이 전부 가득찼어요. 해적답게 확~ 써버리자고… 아니 정말, 아버지?",6,122001
"스태미나가 전부 회복되었다고! 바다가 우릴 부르고 있어… 함께 모험을 떠나지 않겠나, 시구르드!",1,121901
"길드 하우스의 스킵 티켓이 가득이다! 훗, 때가 도래한 모양이군… 단숨에 보물을 받아가도록 하지!",2,121901
"길드 하우스의 스태미나가 가득이군! 벌써 이만큼이나 저장하다니… 역시 나의 맹우, 든든하군!",3,121901
"길드 하우스의 EXP 포션이 가득해졌다! 지금도 이미 무적의 해적인 내가, 더더욱 강해져 버리겠군…!",4,121901
"길드 하우스의 마나가 가득이라고? 우리 해적단은 어떤 보물도 놓치지 않는다… 차지할 수 있는 것은 차지해둔다!",5,121901
"길드 하우스에서 받을 수 있는 아이템이 전부 가득…! 보물이 있을지도 모른다! 지금 당장이라도 가지러 가지!",6,121901
"스태미나가 전부 회복됐군요…! 지금이라면 어디든 캠프를 갈 수 있을 것 같아요… 시험해보러 가요!",1,122101
"길드 하우스의 스킵 티켓이 가득 차버렸어요. 캠프장까지 신나게 갈 수 있을 것 같아요!",2,122101
"기, 길드 하우스의 스태미나가 가득이에요…! 이만큼이나 있으면, 아무리 먼 곳이라도 갈 수 있어요!",3,122101
"길드 하우스의 EXP 포션이 가득이에요. 캠퍼로서 성장할 수 있는 찬스에요!",4,122101
"길드 하우스의 마나가 가득이에요! 모처럼이니까… 다음 캠프는 식사를 좀 더 호화롭게 해보지 않으실래요?",5,122101
"길드 하우스에서 받을 수 있는 아이템이, 전부 가득이에요…! 나눌 수 있는 친구가 있었으면 좋겠다아…♪",6,122101
"스태미나가 전부 회복되고, 기력이 가득 찼네! 자, 캠프하러 가자~!",1,122201
"길드 하우스의 스킵 티켓이 가득이야. 확실하게 일을 끝내고, 마음의 짐을 내려두고 캠프를 만끽하자♪",2,122201
"길드 하우스의 스태미나가 가득 찼어! 며칠이라도 캠프를 할 수 있겠네!",3,122201
"길드 하우스의 EXP 포션이 가득이야! 이걸 쓰면, 캠프 용품 설치도 더 편하게 할 수 있는 걸까?",4,122201
"길드 하우스의 마나가 가득 찼어! 사고 싶었던 캠프 용품, 이 기회에 사지 않을래?",5,122201
"길드 하우스에서 받을 수 있는 아이템이 전부 가득이야. 빨리 받으러 가자? 자, 나도 도와줄 테니까.",6,122201
"스태미나가 모두 회복됐어! 권속, 같이 산책하러 가자!",1,122301
"길드 하우스의 스킵 티켓이 가득 찼어! 이게 있으면, 권속도 편해지겠네~♪",2,122301
"길드 하우스의 스태미나가 가득 찼어! 오늘은 밤피랑 실~컷 놀 수 있겠다♪",3,122301
"길드 하우스의 EXP 포션이 가득 찼어! 자, 권속! 가지러 가자~!",4,122301
"길드 하우스의 마나가 가득 찼어! 권속, 간다면 밤피도 도와줄게!",5,122301
"길드 하우스에서 받을 수 있는 아이템이 모두 가득 찼어! 베스도 데리고, 같이 받으러 가자!",6,122301
"스태미나 전부 회복! 자자, 기사 군. 바다에 가서 사람들을 돕자♪ 아니면 수영장이 좋으려나!?",1,122401
"길드 하우스의 스킵 티켓이 가득! 바캉스를 실컷 즐겨야지! 하고 싶은 게 잔뜩 있어!",2,122401
"길드 하우스의 스태미나가 가득 찼어! 있잖아, 기사 군. 얼른 받아서 바다에 가자~♪",3,122401
"기사 군, 길드 하우스의 EXP 포션이 가득 찼어♪ 잔뜩 마시고 파워 업한 여름을 보내자!",4,122401
"마나가 가득 찼대! 뭐에 쓸까나~! 나는 소프트 아이스크림… 읏, 이거 혹시 데이트인가!?",5,122401
"길드 하우스의 아이템, 가득 찼어! 같이 옮겨줄게♪ 곤란할 때는 서로 도와야지♪",6,122401
"스태미나가 전부 회복됐어. 그럼 함께 리조트를 돌아보자. 궁금한 장소가 잔뜩 있거든",1,122501
"길드 하우스의 스킵 티켓이 가득 찬 모양이야. 이걸로 해변을 산책하는 것도 편해지려나",2,122501
"길드 하우스의 스태미나가 가득 찼어. 비치 트레이닝 하기에 딱이네. 너도 어울려 줄래?",3,122501
"길드 하우스의 EXP 포션이 가득 찼어. 이 여름을 달려 나가기 위해서, 나도 한층 강해져야지",4,122501
"길드 하우스의 마나가 가득 찼네. 여름을 즐기는 데도 밑천이 필요하니, 고맙게 써볼까",5,122501
"길드 하우스에서 받을 수 있는 아이템이 모두 가득 찼어. 다 수령하고 나면, 해변에서 조금 쉴까",6,122501
"스태미나가 모두 회복됐어. 해변은 연인들로 가득한데, 기사 군은 어떻게 할래…? 혹시 괜찮으면… 나랑…",1,122601
"길드 하우스의 스킵 티켓이 가득 찼대. 이걸로 천천히 야키소바를 먹을 수 있겠네. 어? 벌써 리필? 후후후♪",2,122601
"길드 하우스의 스태미나가 가득 찼어. 기사 군과의 여름을 한껏 즐기고 싶다. 기사 군은, 나와 뭘 하고 싶어…?",3,122601
"길드 하우스의 EXP 포션이 가득 찼어. 이걸 마시면 열사병도 제대로 막을 수 있겠네. 아, 기사 군 넘치고 있어…!",4,122601
"길드 하우스의 마나가 가득 찼대. 뭐 갖고 싶은 거 있어? …나는, 기사 군과의… 여름의 추억이…",5,122601
"길드 하우스에서 받을 수 있는 아이템이 전부 다 찼어. 여름이 끝나기 전에 정리하자. 도와줄게♪",6,122601
"스태미나가 모두 회복됐어! 오빠! 돌아와서 바다에서 장난치자!",1,122801
"길드 하우스의 스킵 티켓이 가득 찼어! 이걸로 바다를 잔뜩 탐험할 수 있겠어!",2,122801
"길드 하우스의 스태미나가 가득 찼어! 파워 전개로 미소기랑 실컷 놀자!",3,122801
"길드 하우스의 EXP 포션이 가득 찼어! 이걸로 불꽃놀이처럼, 퍼~엉 성장하자!",4,122801
"길드 하우스의 마나가 가득 찼어! 여름방학에는 곤란하지 않을 만큼 장난 아이템을 살 수 있을지도!",5,122801
"길드 하우스에서 받을 수 있는 아이템이 가득 찼어! 바다에 놀러 가기 전에 확~ 정리하자!",6,122801
"스태미나가 전부 회복됐대! 있잖아, 오빠! 바다에 놀러 가자♪ 굉장히 즐거운 일이 기다리고 있어♪",1,122901
"길드 하우스의 스킵 티켓이 가득 찬 모양이야. 실컷 바다에서 놀 수 있겠다♪",2,122901
"길드 하우스의 스태미나가 가득 찼나 봐! 모래성을 만들거나 모래사장을 산책하자♪ 에헤헤, 기대된다!",3,122901
"길드 하우스의 EXP 포션이 가득 찼어. 미미, 더 멋진 언니가 될 수 있을까?",4,122901
"길드 하우스의 마나가 가득 찬 모양이야. 있잖아, 오빠! 아이스크림 사서 같이 먹자♪",5,122901
"길드 하우스의 아이템, 전부 받을 수 있어! 바다에 가기 전에, 자~알 정리해야지!",6,122901
"스태미나가 모두 회복됐어요. 당장 바다로 갈까요. 제가 놀고 싶은 건 아니에요!",1,122701
"길드 하우스의 스킵 티켓이 가득 찼어요. 여름방학 숙제에는 쓸 수 없답니다?",2,122701
"길드 하우스의 스태미나가 가득 찼네요. 정말, 그렇게 떠들지 마세요. 어린애도 아니고!",3,122701
"길드 하우스의 EXP 포션이 가득 찼네요. 이걸 마시면 성장할 수 있는 걸까… 더 어른스러운 수영복을 입거나… 아무것도 아니에요!",4,122701
"길드 하우스의 마나가 가득 찬 것 같아요. 여름방학은 용돈이 부족해서 곤란하네요. 계획적으로 써야 해요!",5,122701
"길드 하우스에서 받을 수 있는 아이템이 모두 가득 찼어요. 정리가 끝날 때까지 바다에서 노는 건 보류예요! 얼른 정리해요!",6,122701
"스태미나가 모두 회복됐어. 슬슬 나랑 모험을 떠나고 싶어지지 않았어?",1,123001
"길드 하우스의 스킵 티켓이 가득 찼네. 편리하니까 얼른 받아두라고?",2,123001
"길드 하우스의 스태미나가 가득 찼네. 기운이 남아돈다면 어디론가 가자♪",3,123001
"길드 하우스의 EXP 포션이 가득 찼잖아. 나도 제대로 성장시켜 줘~",4,123001
"길드 하우스의 마나가 가득 찼어. 이런 건 아까워하지 말 것. 알았지?",5,123001
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼어. 네가 바쁜 건 알지만, 얼른 받으러 와",6,123001
"스태미나가 모두 회복됐사옵니다. 새로운 모험을 떠나기에 딱 적당한 때이옵니다, 왕자님♪",1,123101
"길드 하우스의 스킵 티켓이 가득 찼사옵니다. 이걸 써서 세상 끝까지 한달음이옵니다~♪",2,123101
"길드 하우스의 스태미나가 가득 찼사오니, 슬슬 다음 모험의 행선지라도 정할까요♪",3,123101
"길드 하우스의 EXP 포션이 가득 찼사옵니다. 실컷 마시고 소녀도 모험가로서 더 성장하겠사옵니다",4,123101
"길드 하우스의 마나가 가득 찼사옵니다. 소녀와 왕자님 둘이서 커플 모험 도구를 사는 것도 좋겠네요♪",5,123101
"길드 하우스에서 받을 수 있는 아이템이 가득 찼사옵니다. 모험하러 가기 전에 제대로 정리정돈하시어요~",6,123101
"스태미나가 모두 회복됐어~♪ 있잖아, 오빠. 세상 끝까지 모험하자!",1,123201
"길드 하우스의 스킵 티켓이 가득 찼어! 이걸로 마물이 우글우글한 위험지대도 쓱 통과할 수 있겠네♪",2,123201
"길드 하우스의 스태미나가 가득 찼어! …그렇다는 건, 큰 뱀이 나와도 큰 구슬에 쫓겨도 두렵지 않아!",3,123201
"길드 하우스의 EXP 포션이 가득 찼어~ 이걸 마시면 모험가 스킬이 조금은 오르려나…?",4,123201
"길드 하우스의 마나가 가득 찼대! 다행이야~ 이걸로 노숙이 아니라 제대로 된 숙소에 묵을 수 있겠어♪",5,123201
"길드 하우스에서 받을 수 있는 아이템이 가득 찼어. 짐 정리를 도와줄 테니, 같이 받으러 가자?",6,123201
"스태미나가 전부 회복됐어~ 기운 넘치네~? 내 몫도 힘내~♪",1,123301
"길드 하우스의 스킵 티켓이 가득 찼어~ 무지 편리하네~ 이거~ 나도 써야지~",2,123301
"길드 하우스의 스태미나가 가득 찼어~ 무지 움직일 수 있지 않아~? 하루 종일 놀까~?",3,123301
"길드 하우스의 EXP 포션이~ 정말 빵빵해~ 정리 귀찮~ 처리 부탁해~",4,123301
"뭔가~ 길드 하우스의 마나가 빵빵한 듯한~? 무지 넘쳐서 웃기니까~ 빨랑 와~",5,123301
"길드 하우스에서 받을 수 있는 아이템이 전~부 가득 찼어~ 응응~ 리치한 느낌~♪",6,123301
"스태미나가 다 회복됐으니, 할로윈이라도 유유히 느긋하게 둘러볼래~?",1,123501
"길드 하우스의 스킵 티켓이 가득 찼어~ 일은 건너뛰고, 과자 구경이라도 하러 갈래?",2,123501
"길드 하우스의 스태미나가 가득 찼어~ 이거라면 마구 장난쳐도 지치지 않겠다~♪",3,123501
"길드 하우스의 EXP 포션이 가득 찼어~ 할로윈의 인파도 이겨낼 수 있을 만큼 성장할 수 있을지도?",4,123501
"길드 하우스의 마나가 가득 찼어~ 이만큼 있으면, 노점에서 파는 과자도 마음껏 살 수 있겠네~♪",5,123501
"길드 하우스에서 받을 수 있는 아이템이 가득 찼어~ 수북이 쌓인 과자는 기쁘지만, 파묻힐까 걱정이야…",6,123501
"스태미나가 모두 회복됐어. 할로윈 퍼레이드를 마음껏 즐기자♪",1,123601
"길드 하우스의 스킵 티켓이 가득 찼어. 효율적으로 둘러보고, 마물을 일제히 검거하자!",2,123601
"길드 하우스의 스태미나가 가득 찼어. 당신이랑 외출하고 싶어서 변장했으니까, 얼른 돌아왔으면 좋겠다♪",3,123601
"길드 하우스의 EXP 포션이 가득 찬 것 같아. 코스프레 지식을 잔뜩 갈고닦을 수 있을지도♪",4,123601
"길드 하우스의 마나가 가득 찬 모양이야. 이걸로 같이 코스프레 의상을 사러 가자♪",5,123601
"길드 하우스에서 받을 수 있는 아이템이 가득 찼어. 정리하는 걸 도와주면 코스프레 모습을 보여줄게♪",6,123601
"어드벤처를 완료했어! 보물도 가지고 돌아왔으니까 빨리 보러 와~♪",7,100101
"어드벤처를 완료했어. 잊지 말고 보상을 확인해, 기사 군♪",7,100201
"어드벤처를 완료했어. 보상도 있으니까 너도 확인해 주길 바라",7,100301
"어드벤처, 완료! 보물도 갖고 돌아왔으니, 칭찬해 줘 오빠~♪",7,100401
"어드벤처를 완료했슴다! 저, 보물 같은 건 잘 모르니 같이 봐주시겠슴까?",7,100501
"어드벤처를 완료했어요, 오빠! 아카리가 주워온 보물, 봐줬으면 좋겠는데~♪",7,100601
"어드벤처를 완료한 거야~! 보물은 손에 넣었지만, 미야코는 그것보다 푸딩을 원하는 거야~!",7,100701
"어드벤처를 완료했어. 보상? 그런 거, 귀여운 내가 무사히 돌아온 게 가장 큰 보상이잖아♪",7,100801
"어드벤처를 완료했다! 운명에 이끌려 얻은, 금단의 보상에 괄목해라!",7,100901
"어드벤처, 끝났사옵니다~♪ 보상도 충분히 있으니까 얼른 보러 오시어요~?",7,101001
"어드벤처, 한 건 해결입니다! 오빠, 입수한 보상을 확인해 주세요?",7,101101
"어드벤처, 완료했어~! 보물도 획득했으니까 꼭 보러 와야 해? 반~짝☆",7,101201
"어드벤처, 끝났소이다~! 확실히 보물도 손에 넣었으니 감정 잘 부탁해요♪",7,101301
"어드벤처를 완료했다. 조수, 손에 넣은 증거물…이 아니라 보물을 확인해 줘",7,101401
"어드벤처가 끝났어~ 선물도 잔뜩 있으니까, 다 함께 사이좋게 나누자~♪",7,101501
"어드벤처가 끝났어~! 보물도 손에 넣었고, 최고로 신났다는 느낌이고♪ 일단 뭐, 체크 부탁해~!",7,101601
"어드벤처가 끝났어~! 재미있는 물건도 주웠으니 너도 봐줬으면 해~♪",7,101701
"어드벤처가 무사히 끝났어. 보물도 손에 넣었으니 너도 봐줬으면 해♪",7,101801
"어드벤처가 끝났어! 미미, 열심히 보물을 주워왔으니까, 보러 와~♪",7,102001
"어, 어드벤처가 끝났어요… 보물도 주웠으니 오빠도 확인해 주세요…♪",7,102101
"어드벤처가 끝났어! 보물 확인이 끝나면 새로운 보드게임으로 놀아볼래?",7,102201
"어드벤처, 끝났어! 어서 어서, 오빠도 보물을 확인하자♪",7,102301
"어드벤처가 끝났어요~ 돌아오는 길에 보물에 걸려 넘어졌지만요…",7,102501
"어드벤처, 종료… 이야~ 힘들었어~ 보물도 갖고 돌아왔으니 이제 자게 해줘…",7,102601
"어드벤처를 끝내고 왔어요… 보물은 제쳐두고, 이제 당신 곁에 있을 수 있어요… 쿡쿡♪",7,102701
"어드벤처가 끝났어. 제대로 보상도 손에 넣었으니까, 잊지 말고 확인해야 한다?",7,102801
"어드벤처가 끝났어! 보물도 손에 넣었고, 개선 라이브라도 열까♪",7,102901
"어드벤처가 끝났습니다! 보물도 입수했으니, 쇼군도 확인해 주세요!",7,103001
"어드벤처가 끝났습니다. 방황하는 영혼들이 보물이 있는 곳까지 이끌어 주었어요… 확인 부탁드려요",7,103101
"어드벤처가 끝났어요! 이 보물, 수익률은 얼마 정도가 될까요? 당신도 봐주시겠어요?",7,103201
"어드벤처가 끝났다구! 빨리 모은 보물을 확인하고 베코를 돌보러 가야 해!",7,103301
"어드벤처가 끝났어. 제대로 보물도 손에 넣었으니 기분 좋게 맥주를 음미할 수 있겠어♪",7,103401
"어드벤처가 끝났어요. 보물도 주워왔으니 제대로 확인해 주세요?",7,103601
"어드벤처가 끝났어. 보물도 손에 넣었는데, 이건 국고로 들어가거나 하는 건 아니겠지?",7,103701
"어드벤처가 끝났습니다. 조금 지쳤지만 보물은 손에 넣었으니… 확인 부탁드려요",7,103801
"어, 어드벤처가 끝났습니다! 모르는 사람투성이였지만, 보물도 손에 넣어서 다행이에요♪",7,104001
"어드벤처를 완료했습니다. 보상도 손에 넣었고, 투어 비슷한 것이었네요. 확인 부탁드려요",7,104201
"어드벤처가 끝났어! 물론 보물도 가지고 돌아왔으니까 확인해 줘!",7,104301
"어드벤처가 끝났다. 이 몸이 동행했느니라, 당연히 보물도 가지고 왔으니 보러 오거라",7,104401
"어, 어드벤처가 끝났어요… 뭔가 좋은 것도 주웠으니 보러 와 주시겠어요…?",7,104501
"어드벤처가 끝났다냥~! 지금부터 보물 감정을 할 거니까, 같이 확인해 줬으면 한다냥!",7,104601
"어드벤처가 끝났어. 여러 가지 주웠지만, 잘 몰라서… 소년도 확인해 주지 않겠어?",7,104701
"어드벤처가 끝났어. 당신에게 줄 몫의 보상도 있으니까, 한번 이쪽에 얼굴을 내밀어주지 않을래?",7,104801
"동생아, 어드벤처가 끝났어! 보물도 있지만, 그보다 우선은 누나와의 교류지♪",7,104901
"어드벤처가 끝났어! 너무 숙녀를 기다리게 하지 말라고? 보물도 있으니까!",7,105001
"어드벤처를 완료했어. 흥미로운 보상도 손에 넣었으니, 너도 확인해주렴?",7,105101
"어드벤처가 끝났어! 보물도 손에 넣었으니, 같이 좀 봐줄래?",7,105201
"어드벤처를 완료했다! 보상도 무사히 가지고 돌아왔고, 군인으로서 최고의 성과로군!",7,105301
"기사님, 어드벤처가 끝났어요! 자, 얼른 보상을 확인해 주세요! 다들 기다리고 있다고요?",7,105401
"선배, 어드벤처가 끝났어요… 저기, 돌아왔으니까요? 보상도 꼭 보러 와주세요!?",7,105501
"어드벤처가 끝났어. 빨리 가져온 보상을 구경해 보자고",7,105601
"어드벤처가 끝났어! 보상도 있고 모험의 추억도 잔뜩 이야기하고 싶으니까, 또 만나러 와♪",7,105701
"안뇽~☆ 어드벤처를 완료했어요! 보물도 손에 넣었으니 보러 와주세요♪",7,105801
"어드벤처를 완료했습니다. 주인님, 지금 바로 성과를 확인해 주세요",7,105901
"어드벤처가 끝난 것 같아! 어떤 보물을 손에 넣었는지 빨리 확인하자?",7,106001
"어드벤처가 끝났다! 빨리 보물을 보러 와! 네가 기뻐할 것투성이다!",7,106101
"어드벤처가 끝났어! 어떤 걸 손에 넣었는지 함께 살펴보지 않을래?",7,106301
"소년, 어드벤처가 끝났어~ 물론 보상도 완벽해. 이래 봬도 칠관이니까",7,106801
"어드벤처가 끝났다! 이 내가 직접 출진했다, 보상은 기대해도 좋아☆",7,107101
"안뇽~☆ 어드벤처를 완료했어요! 보물도 손에 넣었으니 보러 와주세요♪",7,107501
"어드벤처를 완료했습니다. 주인님, 지금 바로 성과를 확인해 주세요",7,107601
"어드벤처가 끝났어요~ 돌아오는 길에 보물에 걸려 넘어졌지만요…",7,107701
"어드벤처가 끝난 것 같아! 어떤 보물을 손에 넣었는지 빨리 확인하자?",7,107801
"어드벤처가 끝났다냥~! 지금부터 보물 감정을 할 거니까, 같이 확인해 줬으면 한다냥!",7,107901
"어드벤처가 끝났어. 당신에게 줄 몫의 보상도 있으니까, 한번 이쪽에 얼굴을 내밀어주지 않을래?",7,108001
"어드벤처가 끝났습니다. 방황하는 영혼들이 보물이 있는 곳까지 이끌어 주었어요… 확인 부탁드려요",7,108101
"어드벤처를 완료한 거야~! 보물은 손에 넣었지만, 미야코는 그것보다 푸딩을 원하는 거야~!",7,108201
"어드벤처가 끝났어! 너무 숙녀를 기다리게 하지 말라고? 보물도 있으니까!",7,108301
"어드벤처를 완료했습니다. 보상도 손에 넣었고, 투어 비슷한 것이었네요. 확인 부탁드려요",7,108401
"어, 어드벤처가 끝났어요… 보물도 주웠으니 오빠도 확인해 주세요…♪",7,108501
"어드벤처, 끝났어! 어서 어서, 오빠도 보물을 확인하자♪",7,108601
"어드벤처를 완료했어. 잊지 말고 보상을 확인해, 기사 군♪",7,108801
"어드벤처를 완료했어. 보상도 있으니까 너도 확인해 주길 바라",7,108901
"어드벤처를 완료했어! 보물도 가지고 돌아왔으니까 빨리 보러 와~♪",7,108701
"어드벤처를 끝내고 왔어요… 보물은 제쳐두고, 이제 당신 곁에 있을 수 있어요… 쿡쿡♪",7,109001
"동생아, 어드벤처가 끝났어! 보물도 있지만, 그보다 우선은 누나와의 교류지♪",7,109101
"어드벤처 완료♪ 내 영령도 힘내줬어! 보상은 당신한테 건네둘게!",7,109201
"어드벤처가 끝났어요오~! 계속 미아가 됐지만, 보물은 찾았어요! 에헴!",7,109301
"어드벤처가 끝났어. 보상, 전해둘게. 앤과 루만이 아니라 나도 도울 수 있게 해줘서 고마워",7,109401
"어, 어드벤처가 끝났어요… 뭔가 좋은 것도 주웠으니 보러 와 주시겠어요…?",7,109501
"어드벤처가 끝났습니다! 보물도 입수했으니, 쇼군도 확인해 주세요!",7,109601
"어드벤처가 끝났어~! 보물도 손에 넣었고, 최고로 신났다는 느낌이고♪ 일단 뭐, 체크 부탁해~!",7,110001
"어드벤처가 무사히 끝났어. 보물도 손에 넣었으니 너도 봐줬으면 해♪",7,110101
"어드벤처가 끝났어. 제대로 보상도 손에 넣었으니까, 잊지 말고 확인해야 한다?",7,110301
"어드벤처가 끝났어! 물론 보물도 가지고 돌아왔으니까 확인해 줘!",7,110401
"어드벤처가 끝났어~! 재미있는 물건도 주웠으니 너도 봐줬으면 해~♪",7,110501
"어드벤처, 끝났사옵니다~♪ 보상도 충분히 있으니까 얼른 보러 오시어요~?",7,110601
"어드벤처가 끝났습니다. 보상은 기대해도 상관없어요, 제가 나갔으니까요",7,107001
"어, 어드벤처가 끝났습니다! 모르는 사람투성이였지만, 보물도 손에 넣어서 다행이에요♪",7,110701
"푸~… 어드벤처 끝입니다~ 보물 있는 것 같으니 이거 받아둘게. 무슨 불만 있어?",7,110801
"어드벤처가 끝났어요. 보물도 주워왔으니 제대로 확인해 주세요?",7,111101
"어드벤처, 완료! 보물도 갖고 돌아왔으니, 칭찬해 줘 오빠~♪",7,111201
"어드벤처가 끝났어! 미미, 열심히 보물을 주워왔으니까, 보러 와~♪",7,111301
"어드벤처가 끝났어. 루나, 열심히 했으니까 오빠랑 빨리 이야기하고 싶다",7,111401
"어드벤처가 끝났어. 보물도 몇 개인가 주워왔으니까, 너도 봐주겠어?",7,106501
"어드벤처가 끝났다! 이 내가 직접 출진했다, 보상은 기대해도 좋아☆",7,111501
"어드벤처가 끝났어! 보물도 손에 넣었고, 개선 라이브라도 열까♪",7,111601
"어드벤처가 끝났다. 이 몸이 동행했느니라, 당연히 보물도 가지고 왔으니 보러 오거라",7,111701
"어드벤처가 끝난 것 같아! 어떤 보물을 손에 넣었는지 빨리 확인하자?",7,112001
"어드벤처가 끝났어요~ 돌아오는 길에 보물에 걸려 넘어졌지만요…",7,112101
"어드벤처를 완료했습니다. 주인님, 지금 바로 성과를 확인해 주세요",7,111901
"어드벤처를 완료했다. 조수, 손에 넣은 증거물…이 아니라 보물을 확인해 줘",7,112201
"어드벤처가 끝났습니다. 조금 지쳤지만 보물은 손에 넣었으니… 확인 부탁드려요",7,112301
"안뇽~☆ 어드벤처를 완료했어요! 보물도 손에 넣었으니 보러 와주세요♪",7,180401
"어드벤처가 끝났어요, 선배! 보상을 치에룻 하고 많이 담아뒀으니 치에루에게 감사해 주세요!",7,110901
"어드벤처를 완료했다. 빨리 보상을 받는 것이 좋다. 우리 유니짱즈의 활동 자금도 상시 모집 중이다",7,111001
"어드벤처, 종료… 이야~ 힘들었어~ 보물도 갖고 돌아왔으니 이제 자게 해줘…",7,112701
"어드벤처가 끝났다구! 빨리 모은 보물을 확인하고 베코를 돌보러 가야 해!",7,112801
"어드벤처를 완료했습니다. 주인님, 지금 바로 성과를 확인해 주세요",7,180501
"어드벤처, 한 건 해결입니다! 오빠, 입수한 보상을 확인해 주세요?",7,112901
"선배, 어드벤처가 끝났어요… 저기, 돌아왔으니까요? 보상도 꼭 보러 와주세요!?",7,113001
"어드벤처가 끝났어요! 이 내가 보물을 가지고 왔으니 당장 보러 와입니다!",7,106601
"어드벤처를 완료했다! 운명에 이끌려 얻은, 금단의 보상에 괄목해라!",7,113201
"어드벤처를 완료했어. 잊지 말고 보상을 확인해, 기사 군♪",7,180201
"어드벤처가 끝났어. 빨리 가져온 보상을 구경해 보자고",7,113101
"어드벤처, 끝났소이다~! 확실히 보물도 손에 넣었으니 감정 잘 부탁해요♪",7,113301
"어드벤처, 완료했어~! 보물도 획득했으니까 꼭 보러 와야 해? 반~짝☆",7,113401
"어드벤처가 끝났어~ 선물도 잔뜩 있으니까, 다 함께 사이좋게 나누자~♪",7,113501
