command_type,param_05,drama_id,param_02,param_08,command_id,param_04,param_06,param_03,param_01,param_07
11,1,1042501,"저도, 당신의 생일에는\n당신만을 위해 만든 노래를……\n마음을 담아 노래할게요♪","",1042501049,1,0,5,104211,0
91,"",1042501,"","",1042501050,"","","",0,""
31,1,1042501,9,"",1042501051,0,1,0,9,""
131,"",1042501,"","",1042501052,"","","",0,""
22,"",1042501,1,"",1042501053,0,"",0,0,""
111,"",1042501,"","",1042501054,"","","","",""
91,"",1042501,"","",1042501055,"","","",0,""
1,-220,1043501,104311,cmn_talk_def_N,1043501001,400,1.5,850,1,1
31,1,1043501,8,"",1043501002,0,1,0,8,""
31,1,1043501,7,"",1043501003,0,1,0,7,""
31,1,1043501,40,"",1043501004,0,1,0,40,""
31,1,1043501,3,"",1043501005,0,1,0,3,""
31,1,1043501,2,"",1043501006,0,1,0,2,""
31,1,1043501,1,"",1043501007,0,1,0,1,""
31,1,1043501,12,"",1043501008,0,0,0,12,""
3,"",1043501,blb_run_01,"",1043501009,"",0.3,1,104311,""
2,0,1043501,90,"",1043501010,1.3,"",-220,104311,""
25,"",1043501,bgm_M321_2C,"",1043501011,0,"",0,bgm_M321,""
121,0,1043501,0,"",1043501012,1.25,0,1.25,0,""
32,1,1043501,1,"",1043501013,0,1,0,12,""
23,"",1043501,se_sys_login_birthday_new_01,"",1043501014,0,"",0,se_common,""
93,"",1043501,"","",1043501015,"","","",1.3,""
3,0,1043501,blb_stop_makoto,"",1043501016,blb_idle_makoto,0.05,0,104311,0.3
2,0,1043501,80,"",1043501017,0.25,"",-220,104311,""
93,"",1043501,"","",1043501018,"","","",1.4,""
121,1,1043501,0,"",1043501019,1.4,3,1.4,0,""
131,"",1043501,"","",1043501020,"","","",1,""
3,1,1043501,blb_blowout_02_makoto,"",1043501021,blb_idle_makoto,0.3,0,104311,0.3
93,"",1043501,"","",1043501022,"","","",0.7,""
32,1,1043501,0,"",1043501023,0,1,0,12,""
31,1,1043501,13,"",1043501024,0,1,0,13,""
93,"",1043501,"","",1043501025,"","","",0.2,""
23,"",1043501,se_sys_login_birthday_blow_candle,"",1043501026,0,"",0,se_common,""
93,"",1043501,"","",1043501027,"","","",1.2,""
23,"",1043501,se_adv_tickle_02,"",1043501028,0,"",0,se_adv_tickle_02,""
31,1,1043501,4,"",1043501029,0,1,0,4,""
93,"",1043501,"","",1043501030,"","","",1,""
23,"",1043501,se_sys_login_birthday_02,"",1043501031,0,"",0,se_common,""
3,0,1043501,blb_idle_makoto,"",1043501032,"",0.3,1,104311,""
93,"",1043501,"","",1043501033,"","","",1.05,""
23,"",1043501,se_sys_login_birthday_cracker,"",1043501034,0,"",0,se_common,""
31,1,1043501,6,"",1043501035,0,1,0,6,""
3,1,1043501,blb_joy_02_makoto,"",1043501036,blb_wish_02_makoto,0,0,104311,""
93,"",1043501,"","",1043501037,"","","",2,""
21,"",1043501,vo_adv_1043501_000,"",1043501038,0,"",0,vo_adv_1043501,""
13,"",1043501,870,"",1043501039,"","","",104311,""
11,1,1043501,"생일, 축하해 줘서 고마워.\n근데 좀 당황했다고?\n갑자기 단둘이 만나고 싶다느니\n이상하게 불러내서……","",1043501040,1,0,6,104311,0
91,"",1043501,"","",1043501041,"","","",0,""
21,"",1043501,vo_adv_1043501_001,"",1043501042,0,"",0,vo_adv_1043501,""
11,1,1043501,"뭐 그건 그렇고, 이 케이크\n엄청 신경 쓴 거 같은데……!\n왠지 유난히 귀엽고……\n내 취향을 잘 안다고 할까…♪","",1043501043,1,0,6,104311,0
91,"",1043501,"","",1043501044,"","","",0,""
21,"",1043501,vo_adv_1043501_002,"",1043501045,0,"",0,vo_adv_1043501,""
11,1,1043501,"……있잖아.\n이따가 시간 있어?\n이 케이크 먹고 나서, 그……\n답례를, 하고 싶은데.","",1043501046,1,0,5,104311,0
91,"",1043501,"","",1043501047,"","","",0,""
21,"",1043501,vo_adv_1043501_003,"",1043501048,0,"",0,vo_adv_1043501,""
11,1,1043501,"이, 이상한 오해하지 말라고!?\n밥이나 한 끼 만들어주려는 것뿐이니까!?\n아니, 뭘 흥분하고 있는 거야, 나……\n……둘만의 생일이라…… 헤헷♪","",1043501049,1,0,6,104311,0
91,"",1043501,"","",1043501050,"","","",0,""
31,1,1043501,9,"",1043501051,0,1,0,9,""
131,"",1043501,"","",1043501052,"","","",0,""
22,"",1043501,1,"",1043501053,0,"",0,0,""
111,"",1043501,"","",1043501054,"","","","",""
91,"",1043501,"","",1043501055,"","","",0,""
1,-220,1044501,104411,cmn_talk_def_N,1044501001,400,1.5,850,1,1
31,1,1044501,8,"",1044501002,0,1,0,8,""
31,1,1044501,7,"",1044501003,0,1,0,7,""
31,1,1044501,24,"",1044501004,0,1,0,25,""
31,1,1044501,3,"",1044501005,0,1,0,3,""
31,1,1044501,2,"",1044501006,0,1,0,2,""
31,1,1044501,1,"",1044501007,0,1,0,1,""
31,1,1044501,12,"",1044501008,0,0,0,12,""
3,"",1044501,blb_run_01,"",1044501009,"",0.3,1,104411,""
2,0,1044501,90,"",1044501010,1.3,"",-220,104411,""
25,"",1044501,bgm_M321_2C,"",1044501011,0,"",0,bgm_M321,""
121,0,1044501,0,"",1044501012,1.25,0,1.25,0,""
32,1,1044501,1,"",1044501013,0,1,0,12,""
23,"",1044501,se_sys_login_birthday_new_01,"",1044501014,0,"",0,se_common,""
93,"",1044501,"","",1044501015,"","","",1.3,""
3,0,1044501,blb_stop,"",1044501016,blb_idle,0.05,0,104411,0.3
2,0,1044501,80,"",1044501017,0.25,"",-220,104411,""
93,"",1044501,"","",1044501018,"","","",1.4,""
121,1,1044501,0,"",1044501019,1.4,3,1.4,0,""
131,"",1044501,"","",1044501020,"","","",1,""
3,1,1044501,blb_blowout_03,"",1044501021,blb_idle_02,0.3,0,104411,0.3
93,"",1044501,"","",1044501022,"","","",0.7,""
32,1,1044501,0,"",1044501023,0,1,0,12,""
31,1,1044501,13,"",1044501024,0,1,0,13,""
93,"",1044501,"","",1044501025,"","","",0.2,""
23,"",1044501,se_sys_login_birthday_blow_candle,"",1044501026,0,"",0,se_common,""
93,"",1044501,"","",1044501027,"","","",1.2,""
23,"",1044501,se_adv_tickle_02,"",1044501028,0,"",0,se_adv_tickle_02,""
31,1,1044501,4,"",1044501029,0,1,0,4,""
93,"",1044501,"","",1044501030,"","","",1,""
23,"",1044501,se_sys_login_birthday_02,"",1044501031,0,"",0,se_common,""
3,0,1044501,blb_idle_02,"",1044501032,"",0.3,1,104411,""
93,"",1044501,"","",1044501033,"","","",1.05,""
23,"",1044501,se_sys_login_birthday_cracker,"",1044501034,0,"",0,se_common,""
31,1,1044501,6,"",1044501035,0,1,0,6,""
3,1,1044501,blb_joy_04,"",1044501036,blb_wish_04,0,0,104411,""
93,"",1044501,"","",1044501037,"","","",2,""
21,"",1044501,vo_adv_1044501_000,"",1044501038,0,"",0,vo_adv_1044501,""
13,"",1044501,870,"",1044501039,"","","",104411,""
11,1,1044501,"음, 이 몸의 생일을\n축하하려는 마음가짐, 대견하구나.\n내 권속이여, 칭찬해 주마.","",1044501040,1,0,5,104411,0
91,"",1044501,"","",1044501041,"","","",0,""
21,"",1044501,vo_adv_1044501_001,"",1044501042,0,"",0,vo_adv_1044501,""
11,1,1044501,"충절을 다하는 권속에게는 주인으로서\n그 노고에 보답해 줘야겠군.\n어디, 이 몸이 친히\n그대에게 케이크를 잘라주지.","",1044501043,1,0,5,104411,0
91,"",1044501,"","",1044501044,"","","",0,""
21,"",1044501,vo_adv_1044501_002,"",1044501045,0,"",0,vo_adv_1044501,""
11,1,1044501,"한창 먹을 때일 테니,\n조금 크게 잘랐다.\n그렇지. 그대, 좀 더 가까이 와라.\n자, 아~앙…… 후후, 맛있을 테지♪","",1044501046,1,0,6,104411,0
91,"",1044501,"","",1044501047,"","","",0,""
21,"",1044501,vo_adv_1044501_003,"",1044501048,0,"",0,vo_adv_1044501,""
11,1,1044501,"잘 먹고, 잘 일하고, 그리고\n앞으로도 이 몸의 권속으로서\n크게 힘쓰거라.\n그대의 활동에 기대하고 있다고?","",1044501049,1,0,4,104411,0
91,"",1044501,"","",1044501050,"","","",0,""
31,1,1044501,9,"",1044501051,0,1,0,9,""
131,"",1044501,"","",1044501052,"","","",0,""
22,"",1044501,1,"",1044501053,0,"",0,0,""
111,"",1044501,"","",1044501054,"","","","",""
91,"",1044501,"","",1044501055,"","","",0,""
1,-220,1045501,104511,cmn_talk_def_N,1045501001,400,1.5,850,1,1
31,1,1045501,8,"",1045501002,0,1,0,8,""
31,1,1045501,7,"",1045501003,0,1,0,7,""
31,1,1045501,63,"",1045501004,0,1,0,63,""
31,1,1045501,3,"",1045501005,0,1,0,3,""
31,1,1045501,2,"",1045501006,0,1,0,2,""
31,1,1045501,1,"",1045501007,0,1,0,1,""
31,1,1045501,12,"",1045501008,0,0,0,12,""
3,"",1045501,blb_run_01,"",1045501009,"",0.3,1,104511,""
2,0,1045501,90,"",1045501010,1.3,"",-220,104511,""
25,"",1045501,bgm_M321_2C,"",1045501011,0,"",0,bgm_M321,""
121,0,1045501,0,"",1045501012,1.25,0,1.25,0,""
32,1,1045501,1,"",1045501013,0,1,0,12,""
23,"",1045501,se_sys_login_birthday_new_01,"",1045501014,0,"",0,se_common,""
93,"",1045501,"","",1045501015,"","","",1.3,""
3,0,1045501,blb_stop,"",1045501016,blb_idle,0.05,0,104511,0.3
2,0,1045501,80,"",1045501017,0.25,"",-220,104511,""
93,"",1045501,"","",1045501018,"","","",1.4,""
121,1,1045501,0,"",1045501019,1.4,3,1.4,0,""
131,"",1045501,"","",1045501020,"","","",1,""
3,1,1045501,blb_blowout_01,"",1045501021,blb_idle,0.3,0,104511,0.3
93,"",1045501,"","",1045501022,"","","",0.7,""
32,1,1045501,0,"",1045501023,0,1,0,12,""
31,1,1045501,13,"",1045501024,0,1,0,13,""
93,"",1045501,"","",1045501025,"","","",0.2,""
23,"",1045501,se_sys_login_birthday_blow_candle,"",1045501026,0,"",0,se_common,""
93,"",1045501,"","",1045501027,"","","",1.2,""
23,"",1045501,se_adv_tickle_02,"",1045501028,0,"",0,se_adv_tickle_02,""
31,1,1045501,4,"",1045501029,0,1,0,4,""
93,"",1045501,"","",1045501030,"","","",1,""
23,"",1045501,se_sys_login_birthday_02,"",1045501031,0,"",0,se_common,""
3,0,1045501,blb_idle,"",1045501032,"",0.3,1,104511,""
93,"",1045501,"","",1045501033,"","","",1.05,""
23,"",1045501,se_sys_login_birthday_cracker,"",1045501034,0,"",0,se_common,""
31,1,1045501,6,"",1045501035,0,1,0,6,""
3,1,1045501,blb_joy_01,"",1045501036,blb_wish_01,0,0,104511,""
93,"",1045501,"","",1045501037,"","","",2,""
21,"",1045501,vo_adv_1045501_000,"",1045501038,0,"",0,vo_adv_1045501,""
13,"",1045501,870,"",1045501039,"","","",104511,""
11,1,1045501,"S 씨가 쿠우카의 생일을 축하해\n주다니…… 기쁘지만,\n그 대신 분명히 쿠우카에게 대담한\n요구를 해올 게 틀림없어요……","",1045501040,1,0,6,104511,0
91,"",1045501,"","",1045501041,"","","",0,""
21,"",1045501,vo_adv_1045501_001,"",1045501042,0,"",0,vo_adv_1045501,""
11,1,1045501,"하앗! 케이크와 양초……!\nS 씨, 설마……!\n아뇨, 틀림없어요……!","",1045501043,1,0,5,104511,0
91,"",1045501,"","",1045501044,"","","",0,""
21,"",1045501,vo_adv_1045501_002,"",1045501045,0,"",0,vo_adv_1045501,""
11,1,1045501,"『쿠우카, 생일 축하해……\n자, 케이크랑 양초는\n이렇게 쓰는 거야……!』\n같은, 그런~~~~~!","",1045501046,1,0,6,104511,0
91,"",1045501,"","",1045501047,"","","",0,""
21,"",1045501,vo_adv_1045501_003,"",1045501048,0,"",0,vo_adv_1045501,""
11,1,1045501,"크흐흐…… 츄르릅……\nS 씨, 당신은 어디까지고 쿠우카를\n기쁘게 해주시는 거군요!\n어, 아니라고요? 평범하게 먹었으면 한다고요?","",1045501049,1,0,5,104511,0
91,"",1045501,"","",1045501050,"","","",0,""
21,"",1045501,vo_adv_1045501_004,"",1045501051,0,"",0,vo_adv_1045501,""
11,1,1045501,"네, 쿠우카 평범하게 먹을게요……\n크흐흐……♪","",1045501052,1,0,5,104511,0
91,"",1045501,"","",1045501053,"","","",0,""
31,1,1045501,9,"",1045501054,0,1,0,9,""
131,"",1045501,"","",1045501055,"","","",0,""
22,"",1045501,1,"",1045501056,0,"",0,0,""
111,"",1045501,"","",1045501057,"","","","",""
91,"",1045501,"","",1045501058,"","","",0,""
1,-220,1046501,104611,cmn_talk_def_N,1046501001,400,1.5,850,1,1
31,1,1046501,8,"",1046501002,0,1,0,8,""
31,1,1046501,7,"",1046501003,0,1,0,7,""
31,1,1046501,79,"",1046501004,0,1,0,79,""
31,1,1046501,3,"",1046501005,0,1,0,3,""
31,1,1046501,2,"",1046501006,0,1,0,2,""
31,1,1046501,1,"",1046501007,0,1,0,1,""
31,1,1046501,12,"",1046501008,0,0,0,12,""
3,"",1046501,blb_run_01,"",1046501009,"",0.3,1,104611,""
2,0,1046501,90,"",1046501010,1.3,"",-220,104611,""
25,"",1046501,bgm_M321_2C,"",1046501011,0,"",0,bgm_M321,""
121,0,1046501,0,"",1046501012,1.25,0,1.25,0,""
32,1,1046501,1,"",1046501013,0,1,0,12,""
23,"",1046501,se_sys_login_birthday_new_01,"",1046501014,0,"",0,se_common,""
93,"",1046501,"","",1046501015,"","","",1.3,""
3,0,1046501,blb_stop,"",1046501016,blb_idle,0.05,0,104611,0.3
2,0,1046501,80,"",1046501017,0.25,"",-220,104611,""
93,"",1046501,"","",1046501018,"","","",1.4,""
121,1,1046501,0,"",1046501019,1.4,3,1.4,0,""
131,"",1046501,"","",1046501020,"","","",1,""
3,1,1046501,blb_blowout_02,"",1046501021,blb_idle,0.3,0,104611,0.3
93,"",1046501,"","",1046501022,"","","",0.7,""
32,1,1046501,0,"",1046501023,0,1,0,12,""
31,1,1046501,13,"",1046501024,0,1,0,13,""
93,"",1046501,"","",1046501025,"","","",0.2,""
23,"",1046501,se_sys_login_birthday_blow_candle,"",1046501026,0,"",0,se_common,""
93,"",1046501,"","",1046501027,"","","",1.2,""
23,"",1046501,se_adv_tickle_02,"",1046501028,0,"",0,se_adv_tickle_02,""
31,1,1046501,4,"",1046501029,0,1,0,4,""
93,"",1046501,"","",1046501030,"","","",1,""
23,"",1046501,se_sys_login_birthday_02,"",1046501031,0,"",0,se_common,""
3,0,1046501,blb_idle,"",1046501032,"",0.3,1,104611,""
93,"",1046501,"","",1046501033,"","","",1.05,""
23,"",1046501,se_sys_login_birthday_cracker,"",1046501034,0,"",0,se_common,""
31,1,1046501,6,"",1046501035,0,1,0,6,""
3,1,1046501,blb_joy_02,"",1046501036,blb_wish_02,0,0,104611,""
93,"",1046501,"","",1046501037,"","","",2,""
21,"",1046501,vo_adv_1046501_000,"",1046501038,0,"",0,vo_adv_1046501,""
13,"",1046501,870,"",1046501039,"","","",104611,""
11,1,1046501,"냐하하~!\n생일 축하해 줘서\n정말 고맙다냥!","",1046501040,1,0,6,104611,0
91,"",1046501,"","",1046501041,"","","",0,""
21,"",1046501,vo_adv_1046501_001,"",1046501042,0,"",0,vo_adv_1046501,""
11,1,1046501,"붕어빵 말고 케이크까지\n만들 수 있다니……\n너는 의외로 요리를 잘하는 거 같다냥?","",1046501043,1,0,6,104611,0
91,"",1046501,"","",1046501044,"","","",0,""
21,"",1046501,vo_adv_1046501_002,"",1046501045,0,"",0,vo_adv_1046501,""
11,1,1046501,"냐냥……?\n네 케이크를 보고 있었더니\n새로운 붕어빵 아이디어가\n자꾸자꾸 솟아오른다냥!","",1046501046,1,0,6,104611,0
91,"",1046501,"","",1046501047,"","","",0,""
21,"",1046501,vo_adv_1046501_003,"",1046501048,0,"",0,vo_adv_1046501,""
11,1,1046501,"냐후훗……\n그럼 다음에, 일품 붕어빵을\n너에게 대접해주겠다냥!\n기대하며 기다려라냥♪","",1046501049,1,0,6,104611,0
91,"",1046501,"","",1046501050,"","","",0,""
31,1,1046501,9,"",1046501051,0,1,0,9,""
131,"",1046501,"","",1046501052,"","","",0,""
22,"",1046501,1,"",1046501053,0,"",0,0,""
111,"",1046501,"","",1046501054,"","","","",""
91,"",1046501,"","",1046501055,"","","",0,""
1,-220,1047501,104711,cmn_talk_def_N,1047501001,400,1.5,850,1,1
31,1,1047501,8,"",1047501002,0,1,0,8,""
31,1,1047501,7,"",1047501003,0,1,0,7,""
31,1,1047501,58,"",1047501004,0,1,0,58,""
31,1,1047501,3,"",1047501005,0,1,0,3,""
31,1,1047501,2,"",1047501006,0,1,0,2,""
31,1,1047501,1,"",1047501007,0,1,0,1,""
31,1,1047501,12,"",1047501008,0,0,0,12,""
3,"",1047501,blb_run_01,"",1047501009,"",0.3,1,104711,""
2,0,1047501,90,"",1047501010,1.3,"",-220,104711,""
25,"",1047501,bgm_M321_2C,"",1047501011,"","","",bgm_M321,""
121,0,1047501,0,"",1047501012,1.25,0,1.25,0,""
32,"",1047501,1,"",1047501013,"","","",12,""
23,"",1047501,se_sys_login_birthday_new_01,"",1047501014,"","","",se_common,""
93,"",1047501,"","",1047501015,"","","",1.3,""
3,0,1047501,blb_stop,"",1047501016,blb_idle,0.05,0,104711,0.3
2,0,1047501,80,"",1047501017,0.25,"",-220,104711,""
93,"",1047501,"","",1047501018,"","","",1.4,""
121,1,1047501,0,"",1047501019,1.4,3,1.4,0,""
131,"",1047501,"","",1047501020,"","","",1,""
3,1,1047501,blb_blowout_jun,"",1047501021,blb_jun_tired,0.3,0,104711,0.3
93,"",1047501,"","",1047501022,"","","",3.4,""
32,"",1047501,0,"",1047501023,"","","",12,""
31,1,1047501,14,"",1047501024,0,1,0,14,""
23,"",1047501,se_sys_login_birthday_blow_candle,"",1047501025,"","","",se_common,""
93,"",1047501,"","",1047501026,"","","",1.2,""
23,"",1047501,se_adv_tickle_02,"",1047501027,"","","",se_adv_tickle_02,""
31,1,1047501,4,"",1047501028,0,1,0,4,""
93,"",1047501,"","",1047501029,"","","",1,""
23,"",1047501,se_sys_login_birthday_02,"",1047501030,"","","",se_common,""
93,"",1047501,"","",1047501031,"","","",1.05,""
23,"",1047501,se_sys_login_birthday_cracker,"",1047501032,"","","",se_common,""
31,1,1047501,6,"",1047501033,0,1,0,6,""
3,1,1047501,blb_joy_04,"",1047501034,blb_wish_04,0.3,0,104711,0
93,"",1047501,"","",1047501035,"","","",2,""
21,"",1047501,vo_adv_1047501_000,"",1047501036,0,"",0,vo_adv_1047501,""
13,"",1047501,870,"",1047501037,"","","",104711,""
11,1,1047501,"고맙다, 소년.\n설마 이렇게 성대하게 생일을\n축하해 줄 거라곤 생각도 못 했어.","",1047501038,1,0,6,104711,0
91,"",1047501,"","",1047501039,"","","",0,""
21,"",1047501,vo_adv_1047501_001,"",1047501040,0,"",0,vo_adv_1047501,""
11,1,1047501,"그건 그렇고 훌륭한 케이크군,\n혼자서는 다 못 먹겠는걸.\n그렇지, 단원 모두랑 같이……","",1047501041,1,0,5,104711,0
91,"",1047501,"","",1047501042,"","","",0,""
21,"",1047501,vo_adv_1047501_002,"",1047501043,0,"",0,vo_adv_1047501,""
11,1,1047501,"어? 이 케이크, 네가\n직접 만든 건가? 그 얘길\n들으니 다른 사람에게 주는 건\n아깝겠는데……","",1047501044,1,0,6,104711,0
91,"",1047501,"","",1047501045,"","","",0,""
21,"",1047501,vo_adv_1047501_003,"",1047501046,0,"",0,vo_adv_1047501,""
11,1,1047501,"모처럼의 생일이니\n네 케이크를 독점하는 정도의\n어리광은 부려도 괜찮……겠지?","",1047501047,1,0,6,104711,0
91,"",1047501,"","",1047501048,"","","",0,""
21,"",1047501,vo_adv_1047501_004,"",1047501049,0,"",0,vo_adv_1047501,""
11,1,1047501,"혹시 괜찮다면,\n너도 내 어리광에\n어울려 준다면 기쁠 거야.","",1047501050,1,0,5,104711,0
91,"",1047501,"","",1047501051,"","","",0,""
31,1,1047501,9,"",1047501052,0,1,0,9,""
131,"",1047501,"","",1047501053,"","","",0,""
22,"",1047501,1,"",1047501054,0,"",0,0,""
111,"",1047501,"","",1047501055,"","","","",""
91,"",1047501,"","",1047501056,"","","",0,""
1,-220,1048501,104811,cmn_talk_def_N,1048501001,400,1.5,850,1,1
31,1,1048501,8,"",1048501002,0,1,0,8,""
31,1,1048501,7,"",1048501003,0,1,0,7,""
31,1,1048501,62,"",1048501004,0,1,0,62,""
31,1,1048501,3,"",1048501005,0,1,0,3,""
31,1,1048501,2,"",1048501006,0,1,0,2,""
31,1,1048501,1,"",1048501007,0,1,0,1,""
31,1,1048501,12,"",1048501008,0,0,0,12,""
3,"",1048501,blb_run_01,"",1048501009,"",0.3,1,104811,""
2,0,1048501,90,"",1048501010,1.3,"",-220,104811,""
25,"",1048501,bgm_M321_2C,"",1048501011,0,"",0,bgm_M321,""
121,0,1048501,0,"",1048501012,1.25,0,1.25,0,""
32,1,1048501,1,"",1048501013,0,1,0,12,""
23,"",1048501,se_sys_login_birthday_new_01,"",1048501014,0,"",0,se_common,""
93,"",1048501,"","",1048501015,"","","",1.3,""
3,0,1048501,blb_stop,"",1048501016,blb_idle,0.05,0,104811,0.3
2,0,1048501,80,"",1048501017,0.25,"",-220,104811,""
93,"",1048501,"","",1048501018,"","","",1.4,""
121,1,1048501,0,"",1048501019,1.4,3,1.4,0,""
131,"",1048501,"","",1048501020,"","","",1,""
3,1,1048501,blb_blowout_03,"",1048501021,blb_idle_02,0.3,0,104811,0.3
93,"",1048501,"","",1048501022,"","","",0.7,""
32,1,1048501,0,"",1048501023,0,1,0,12,""
31,1,1048501,13,"",1048501024,0,1,0,13,""
93,"",1048501,"","",1048501025,"","","",0.2,""
23,"",1048501,se_sys_login_birthday_blow_candle,"",1048501026,0,"",0,se_common,""
93,"",1048501,"","",1048501027,"","","",1.2,""
23,"",1048501,se_adv_tickle_02,"",1048501028,0,"",0,se_adv_tickle_02,""
31,1,1048501,4,"",1048501029,0,1,0,4,""
93,"",1048501,"","",1048501030,"","","",1,""
23,"",1048501,se_sys_login_birthday_02,"",1048501031,0,"",0,se_common,""
3,0,1048501,blb_idle_02,"",1048501032,"",0.3,1,104811,""
93,"",1048501,"","",1048501033,"","","",1.05,""
23,"",1048501,se_sys_login_birthday_cracker,"",1048501034,0,"",0,se_common,""
31,1,1048501,6,"",1048501035,0,1,0,6,""
3,1,1048501,blb_joy_04,"",1048501036,blb_wish_04,0,0,104811,""
93,"",1048501,"","",1048501037,"","","",2,""
21,"",1048501,vo_adv_1048501_000,"",1048501038,0,"",0,vo_adv_1048501,""
13,"",1048501,870,"",1048501039,"","","",104811,""
11,1,1048501,"이 케이크…… 네가 직접 만든 거 맞지?\n만드는 데 시간도 오래 걸리고 손도 많이 갔을 텐데,\n전부 날 위해서……?\n고마워, 엄청 기뻐!","",1048501040,1,0,4,104811,0
91,"",1048501,"","",1048501041,"","","",0,""
21,"",1048501,vo_adv_1048501_001,"",1048501042,0,"",0,vo_adv_1048501,""
11,1,1048501,"그건 그렇고, 이런 성대한\n서프라이즈를 나한테 들키지도 않고,\n심지어 완벽하게 해내다니……","",1048501043,1,0,6,104811,0
91,"",1048501,"","",1048501044,"","","",0,""
21,"",1048501,vo_adv_1048501_002,"",1048501045,0,"",0,vo_adv_1048501,""
11,1,1048501,"역시 내 자랑스러운 제자야!\n스승으로서도 자부심이 느껴지는걸!\n가족 모두에게 소개하러\n다니고 싶을 정도야!","",1048501046,1,0,6,104811,0
91,"",1048501,"","",1048501047,"","","",0,""
21,"",1048501,vo_adv_1048501_003,"",1048501048,0,"",0,vo_adv_1048501,""
11,1,1048501,"……앗. 바, 방금 한 말은\n그런 게 아니니까!?\n부모님을 만나서…… 같은 얘기에\n깊은 뜻은 없으니까!","",1048501049,1,0,7,104811,0
91,"",1048501,"","",1048501050,"","","",0,""
21,"",1048501,vo_adv_1048501_004,"",1048501051,0,"",0,vo_adv_1048501,""
11,1,1048501,"아, 아무튼!\n오늘만큼은 효율을 도외시하겠어!\n너와 보내는 특별한 시간을\n최대한으로 즐길 거니까♪","",1048501052,1,0,4,104811,0
91,"",1048501,"","",1048501053,"","","",0,""
31,1,1048501,9,"",1048501054,0,1,0,9,""
131,"",1048501,"","",1048501055,"","","",0,""
22,"",1048501,1,"",1048501056,0,"",0,0,""
111,"",1048501,"","",1048501057,"","","","",""
91,"",1048501,"","",1048501058,"","","",0,""
1,-220,1049501,104911,cmn_talk_def_N,1049501001,400,1.5,850,1,1
31,1,1049501,8,"",1049501002,0,1,0,8,""
31,1,1049501,7,"",1049501003,0,1,0,7,""
31,1,1049501,57,"",1049501004,0,1,0,57,""
31,1,1049501,3,"",1049501005,0,1,0,3,""
31,1,1049501,2,"",1049501006,0,1,0,2,""
31,1,1049501,1,"",1049501007,0,1,0,1,""
31,1,1049501,12,"",1049501008,0,0,0,12,""
3,"",1049501,blb_run_01,"",1049501009,"",0.3,1,104911,""
2,0,1049501,90,"",1049501010,1.3,"",-220,104911,""
25,"",1049501,bgm_M321_2C,"",1049501011,"","","",bgm_M321,""
121,0,1049501,0,"",1049501012,1.25,0,1.25,0,""
32,"",1049501,1,"",1049501013,"","","",12,""
23,"",1049501,se_sys_login_birthday_new_01,"",1049501014,"","",0,se_common,""
93,"",1049501,"","",1049501015,"","","",1.3,""
3,0,1049501,blb_stop,"",1049501016,blb_idle,0.05,0,104911,0.3
2,0,1049501,80,"",1049501017,0.25,"",-220,104911,""
93,"",1049501,"","",1049501018,"","","",1.4,""
121,1,1049501,0,"",1049501019,1.4,3,1.4,0,""
131,"",1049501,"","",1049501020,"","","",1,""
3,1,1049501,blb_blowout_01,"",1049501021,blb_idle,0.3,0,104911,0.3
93,"",1049501,"","",1049501022,"","","",0.7,""
32,"",1049501,0,"",1049501023,"","","",12,""
31,1,1049501,13,"",1049501024,0,1,0,13,""
93,"",1049501,"","",1049501025,"","","",0.2,""
23,"",1049501,se_sys_login_birthday_blow_candle,"",1049501026,0,"",0,se_common,""
93,"",1049501,"","",1049501027,"","","",1.2,""
23,"",1049501,se_adv_tickle_02,"",1049501028,0,"",0,se_adv_tickle_02,""
31,1,1049501,4,"",1049501029,0,1,0,4,""
93,"",1049501,"","",1049501030,"","","",1,""
23,"",1049501,se_sys_login_birthday_02,"",1049501031,0,"",0,se_common,""
3,0,1049501,blb_idle,"",1049501032,"",0.3,1,104911,""
93,"",1049501,"","",1049501033,"","","",1.05,""
23,"",1049501,se_sys_login_birthday_cracker,"",1049501034,0,"",0,se_common,""
31,1,1049501,6,"",1049501035,0,1,0,6,""
3,1,1049501,blb_joy_01,"",1049501036,blb_wish_01,0,0,104911,""
93,"",1049501,"","",1049501037,"","","",2,""
21,"",1049501,vo_adv_1049501_000,"",1049501038,0,"",0,vo_adv_1049501,""
13,"",1049501,870,"",1049501039,"","","",104911,""
11,1,1049501,"동생이 준 사랑이 담긴 케이크♪\n누나만을 위한 선물……\n기뻐서 몸 둘 바를 모르겠어~♪\n고마워, 동생아!","",1049501040,1,0,6,104911,0
91,"",1049501,"","",1049501041,"","","",0,""
21,"",1049501,vo_adv_1049501_001,"",1049501042,0,"",0,vo_adv_1049501,""
11,1,1049501,"에헤헤♪\n둘만의 생일이라……\n어쩐지 가슴이 두근거리기 시작했어.","",1049501043,1,0,6,104911,0
91,"",1049501,"","",1049501044,"","","",0,""
21,"",1049501,vo_adv_1049501_002,"",1049501045,0,"",0,vo_adv_1049501,""
11,1,1049501,"……지금부터 뭘 할까?\n오늘은 누나의 생일이니까,\n무슨 소원이든 들어주는 거지?\n후훗, 하루 종일 동생을 독차지♪","",1049501046,1,0,6,104911,0
91,"",1049501,"","",1049501047,"","","",0,""
