action_value_5,target_number,action_value_6,target_count,action_detail_2,action_value_7,action_detail_3,action_id,target_type,target_area,description,level_up_disp,action_detail_1,action_value_2,action_value_3,target_range,action_value_1,target_assignment,action_value_4,class_id,action_type
0.0,0,0.0,99,0,0.0,100,300102301,3,6,"","",2,0.6,1.5,3000,60.0,1,0.0006,1,1
0.0,0,0.0,99,1,0.0,0,300102302,3,6,"","",111,1000.0,0.0,3000,2.0,1,18.0,1,10
0.0,0,0.0,99,1,0.0,0,300102303,3,6,"","",121,1000.0,0.0,3000,2.0,1,18.0,1,10
0.0,0,0.0,99,0,0.0,0,300102304,3,6,"","",3,0.0,1.0,3000,0.0,1,0.0,1,8
0.0,0,0.0,2,0,0.0,50,300102401,3,3,"","",1,18.0,0.0,3000,0.0,1,0.0005,1,1
0.0,0,0.0,2,0,0.0,50,300102402,3,3,"","",1,18.0,0.0,3000,0.0,1,0.0005,1,1
0.0,0,0.0,2,300102404,0.0,0,300102403,3,3,"","",970,0.0,0.0,3000,0.0,1,0.0,1,28
0.0,0,0.0,1,1,0.0,0,300102404,7,3,"","",10,50.0,0.0,3000,2.0,2,12.0,1,10
0.0,0,0.0,2,0,0.0,0,300102405,3,3,"","",7,0.0,1.5,3000,0.0,1,0.0,1,8
0.0,0,0.0,1,0,0.0,50,300102501,3,3,"","",1,125.0,0.0,3000,0.0,1,0.0075,1,1
12.0,0,0.0,1,2,0.0,0,300102601,7,3,"","",1,0.0,0.0,3000,100.0,2,0.0,1,48
0.0,0,0.0,99,1,0.0,0,300102602,3,3,"","",10,50.0,0.0,3000,2.0,3,12.0,1,10
0.0,0,0.0,99,1,0.0,0,300102603,3,3,"","",30,50.0,0.0,3000,2.0,3,12.0,1,10
0.0,0,0.0,99,1,0.0,0,300102604,3,3,"","",21,50.0,0.0,3000,2.0,3,12.0,1,10
0.0,0,0.0,99,1,0.0,0,300102605,3,3,"","",41,50.0,0.0,3000,2.0,3,12.0,1,10
0.0,0,0.0,99,0,0.0,0,300102606,3,3,"","",2,0.0,12.0,3000,1.5,3,0.0,1,8
0.0,0,0.0,1,0,0.0,0,300102701,7,3,"","",7,0.0,90.0,0,100.0,2,0.0,1,17
2000000.0,0,0.0,1,0,0.0,0,300102702,7,3,"","",3,0.0,90.0,0,100000.0,2,0.0,1,73
0.0,0,0.0,1,0,1.0,0,300102703,7,3,"","",1020,0.0,1.0,0,1.0,2,90.0,1,10
0.0,0,0.0,1,0,1.0,0,300102704,7,3,"","",1040,50.0,1.0,0,1.0,2,90.0,1,10
0.0,0,0.0,1,0,1.0,0,300102705,7,3,"","",0,90.0,0.0,0,0.0,2,0.0,1,98
3000.0,0,0.0,1,2,0.0,0,300102706,3,3,"","",81,0.0,90.0,3000,30.0,1,0.0,1,38
0.0,0,0.0,99,0,0.0,0,300102707,3,6,"","",91,90.0,0.0,3000,2.0,1,90.0,1,10
0.0,0,0.0,99,0,0.0,0,300200101,3,1,"적 1명에게 {0}의 물리 데미지","물리 데미지 +{0}",1,7.0,1.2,2160,5.0,1,0.0,1,1
0.0,0,0.0,99,0,0.0,0,300200102,3,3,"공격 시마다 데미지 {0} 추가","추가 데미지 +{0}",1,75.0,0.0,2160,2.0,1,3.0,1,34
0.0,0,0.0,1,0,0.0,0,300200201,3,2,"","",1,0.0,0.0,2160,0.0,1,0.0,1,7
0.0,0,0.0,99,0,0.0,0,300200202,1,2,"","",1,1.3,0.4,100,20.0,1,0.0,1,1
0.0,0,0.0,99,0,0.0,0,300200203,1,2,"","",1,8.5,5.0,100,80.0,1,0.0,1,9
0.0,0,0.0,1,0,0.0,0,300200301,7,3,"","",2,0.0,0.0,-1,100.0,2,0.0,1,49
0.0,0,0.0,1,1,1.0,0,300200302,7,3,"","",20,35.0,0.0,-1,2.0,2,7.0,1,10
0.0,0,0.0,99,0,0.0,0,300200401,3,1,"","",1,0.0,1.2,250,0.0,1,0.0,2,1
0.0,0,0.0,1,0,0.0,0,300200501,7,1,"","",3,0.0,50.0,0,100.0,2,0.0,2,17
0.0,0,0.0,1,30020002,0.0,0,300200502,1,1,"","",1,0.0,0.0,0,180.0,2,0.0,2,22
0.0,0,0.0,1,3002001,0.0,0,300200503,1,1,"","",2,0.0,0.0,0,180.0,2,0.0,2,22
0.0,0,0.0,1,3002001,0.0,0,300200601,7,1,"","",2,0.0,0.0,0,30.0,2,0.0,2,22
0.0,0,0.0,99,0,0.0,100,300201101,3,3,"","",1,7.0,1.0,-1,7.0,1,0.00032,1,1
0.0,0,0.0,1,0,0.0,0,300201102,7,3,"","",1,30.0,0.0,-1,2.0,2,3.0,1,102
0.0,0,0.0,1,0,0.0,0,300201201,3,2,"","",4,0.0,0.0,2160,0.0,1,0.0,1,7
0.0,0,0.0,99,0,0.0,100,300201202,1,2,"","",1,5.0,1.0,400,5.0,1,0.00022,1,1
0.0,0,0.0,99,0,0.0,100,300201203,1,2,"","",1,0.3,8.5,400,5.0,1,0.0,1,9
0.0,0,0.0,1,1,1.0,0,300201301,7,3,"","",10,40.0,0.0,-1,2.0,2,12.0,1,10
0.0,0,0.0,1,1,1.0,0,300201302,7,3,"","",20,0.0,0.1,-1,1.0,2,12.0,1,10
0.0,0,0.0,1,1,1.0,0,300201303,7,3,"","",40,0.0,0.1,-1,1.0,2,12.0,1,10
0.0,0,0.0,1,0,0.0,50,300201401,3,3,"","",1,25.0,1.0,3000,25.0,1,0.00134,1,1
0.0,0,0.0,99,0,0.0,100,300202101,3,3,"","",1,7.0,1.0,-1,7.0,1,0.00032,1,1
0.0,0,0.0,1,0,0.0,0,300202102,7,3,"","",1,30.0,0.0,-1,2.0,2,3.0,1,102
0.0,0,0.0,1,0,0.0,0,300202201,3,2,"","",4,0.0,0.0,2160,0.0,1,0.0,1,7
0.0,0,0.0,99,0,0.0,100,300202202,1,2,"","",1,5.0,1.0,400,5.0,1,0.00022,1,1
0.0,0,0.0,99,0,0.0,100,300202203,1,2,"","",1,0.3,8.5,400,5.0,1,0.0,1,9
0.0,0,0.0,99,300202302,0.0,300202304,300202301,3,2,"","",701,2.0,0.0,3000,4.0,2,0.0,2,28
0.0,0,0.0,1,1,1.0,0,300202302,7,3,"","",20,0.0,0.03,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300202303,7,3,"","",40,0.0,0.03,-1,1.0,2,12.0,2,10
0.0,0,0.0,99,300202305,0.0,300202308,300202304,3,2,"","",702,8.0,0.0,3000,5.0,2,0.0,2,28
0.0,0,0.0,1,1,1.0,0,300202305,7,3,"","",10,50.0,0.0,-1,2.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300202306,7,3,"","",20,0.0,0.05,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300202307,7,3,"","",40,0.0,0.05,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300202308,7,3,"","",10,200.0,0.0,-1,2.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300202309,7,3,"","",20,0.0,0.075,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300202310,7,3,"","",40,0.0,0.075,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,0,0.0,50,300202401,3,3,"","",1,25.0,1.0,3000,25.0,1,0.00134,1,1
0.0,0,0.0,99,300202502,0.0,300202503,300202501,3,2,"","",703,1.0,0.0,3000,2.0,2,0.0,2,28
1.0,0,0.0,1,401710310,-500.0,1,300202502,7,1,"","",2,-4.0,0.0,250,0.0,2,0.0,2,15
0.0,0,0.0,99,300202504,0.0,300202505,300202503,3,2,"","",701,1.0,0.0,3000,1.0,2,0.0,2,28
1.0,0,0.0,1,401710308,-350.0,1,300202504,7,1,"","",2,-8.0,0.0,250,0.0,2,0.0,2,15
0.0,0,0.0,99,300202507,0.0,300202506,300202505,3,2,"","",720,1.0,208600.0,3000,1.0,2,0.0,2,28
1.0,0,0.0,1,401710308,-350.0,1,300202506,7,1,"","",2,-8.0,0.0,250,0.0,2,0.0,2,15
1.0,0,0.0,1,401710309,-420.0,1,300202507,7,1,"","",2,-1.0,0.0,250,0.0,2,0.0,2,15
0.0,0,0.0,99,0,0.0,0,300202601,18,3,"","",1,0.0,0.0,-1,1.0,2,0.0,1,21
0.0,0,0.0,99,0,0.0,100,300203101,3,3,"","",1,7.0,1.0,-1,7.0,1,0.00032,1,1
0.0,0,0.0,1,0,0.0,0,300203102,7,3,"","",1,40.0,0.0,-1,2.0,2,3.0,1,102
0.0,0,0.0,1,0,0.0,0,300203201,3,2,"","",4,0.0,0.0,2160,0.0,1,0.0,1,7
0.0,0,0.0,99,0,0.0,100,300203202,1,2,"","",1,5.0,1.0,400,5.0,1,0.00022,1,1
0.0,0,0.0,99,0,0.0,100,300203203,1,2,"","",1,0.3,8.5,400,5.0,1,0.0,1,9
0.0,0,0.0,99,300203302,0.0,300203304,300203301,3,2,"","",701,2.0,0.0,3000,4.0,2,0.0,2,28
0.0,0,0.0,1,1,1.0,0,300203302,7,3,"","",20,0.0,0.03,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300203303,7,3,"","",40,0.0,0.03,-1,1.0,2,12.0,2,10
0.0,0,0.0,99,300203305,0.0,300203308,300203304,3,2,"","",702,8.0,0.0,3000,5.0,2,0.0,2,28
0.0,0,0.0,1,1,1.0,0,300203305,7,3,"","",10,50.0,0.0,-1,2.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300203306,7,3,"","",20,0.0,0.05,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300203307,7,3,"","",40,0.0,0.05,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300203308,7,3,"","",10,200.0,0.0,-1,2.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300203309,7,3,"","",20,0.0,0.075,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300203310,7,3,"","",40,0.0,0.075,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,0,0.0,80,300203401,3,3,"","",1,25.0,1.0,3000,25.0,1,0.00134,1,1
0.0,0,0.0,99,300203502,0.0,300203503,300203501,3,2,"","",703,1.0,0.0,3000,2.0,2,0.0,2,28
1.0,0,0.0,1,401710410,-500.0,1,300203502,7,1,"","",2,-4.0,0.0,250,0.0,2,0.0,2,15
0.0,0,0.0,99,300203504,0.0,300203505,300203503,3,2,"","",701,1.0,0.0,3000,1.0,2,0.0,2,28
1.0,0,0.0,1,401710408,-350.0,1,300203504,7,1,"","",2,-8.0,0.0,250,0.0,2,0.0,2,15
0.0,0,0.0,99,300203507,0.0,300203506,300203505,3,2,"","",720,1.0,208606.0,3000,1.0,2,0.0,2,28
1.0,0,0.0,1,401710408,-350.0,1,300203506,7,1,"","",2,-8.0,0.0,250,0.0,2,0.0,2,15
1.0,0,0.0,1,401710409,-420.0,1,300203507,7,1,"","",2,-1.0,0.0,250,0.0,2,0.0,2,15
0.0,0,0.0,1,0,0.0,0,300203508,7,3,"","",1,0.0,0.0,-1,90.0,2,0.0,2,20
0.0,0,0.0,99,0,0.0,0,300203601,18,3,"","",1,0.0,0.0,-1,1.0,2,0.0,1,21
0.0,0,0.0,99,0,0.0,100,300204101,3,3,"","",1,7.0,1.0,-1,7.0,1,0.00032,1,1
0.0,0,0.0,1,0,0.0,0,300204102,7,3,"","",1,30.0,0.0,-1,2.0,2,3.0,1,102
0.0,0,0.0,1,0,0.0,0,300204201,3,2,"","",4,0.0,0.0,2160,0.0,1,0.0,1,7
0.0,0,0.0,99,0,0.0,100,300204202,1,2,"","",1,5.0,1.0,400,5.0,1,0.00022,1,1
0.0,0,0.0,99,0,0.0,100,300204203,1,2,"","",1,0.3,8.5,400,5.0,1,0.0,1,9
0.0,0,0.0,99,300204302,0.0,300204304,300204301,3,2,"","",701,2.0,0.0,3000,4.0,2,0.0,2,28
0.0,0,0.0,1,1,1.0,0,300204302,7,3,"","",20,0.0,0.03,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300204303,7,3,"","",40,0.0,0.03,-1,1.0,2,12.0,2,10
0.0,0,0.0,99,300204305,0.0,300204308,300204304,3,2,"","",702,8.0,0.0,3000,5.0,2,0.0,2,28
0.0,0,0.0,1,1,1.0,0,300204305,7,3,"","",10,50.0,0.0,-1,2.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300204306,7,3,"","",20,0.0,0.05,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300204307,7,3,"","",40,0.0,0.05,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300204308,7,3,"","",10,200.0,0.0,-1,2.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300204309,7,3,"","",20,0.0,0.075,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,1,1.0,0,300204310,7,3,"","",40,0.0,0.075,-1,1.0,2,12.0,2,10
0.0,0,0.0,1,0,0.0,50,300204401,3,3,"","",1,25.0,1.0,3000,25.0,1,0.00134,1,1
0.0,0,0.0,99,300204502,0.0,300204503,300204501,3,2,"","",703,1.0,0.0,3000,2.0,2,0.0,2,28
1.0,0,0.0,1,401710710,-500.0,1,300204502,7,1,"","",2,-4.0,0.0,250,0.0,2,0.0,2,15
0.0,0,0.0,99,300204504,0.0,300204505,300204503,3,2,"","",701,1.0,0.0,3000,1.0,2,0.0,2,28
1.0,0,0.0,1,401710708,-350.0,1,300204504,7,1,"","",2,-8.0,0.0,250,0.0,2,0.0,2,15
0.0,0,0.0,99,300204507,0.0,300204506,300204505,3,2,"","",720,1.0,208600.0,3000,1.0,2,0.0,2,28
1.0,0,0.0,1,401710708,-350.0,1,300204506,7,1,"","",2,-8.0,0.0,250,0.0,2,0.0,2,15
1.0,0,0.0,1,401710709,-420.0,1,300204507,7,1,"","",2,-1.0,0.0,250,0.0,2,0.0,2,15
0.0,0,0.0,99,0,0.0,0,300204601,18,3,"","",1,0.0,0.0,-1,1.0,2,0.0,1,21
0.0,0,0.0,99,2,0.0,50,300300101,3,6,"","",1,0.01,0.0,3000,0.0,1,0.0,1,46
0.0,0,0.0,99,300300103,0.0,0,300300102,3,6,"","",100,0.0,0.0,3000,0.0,1,0.0,1,23
0.0,0,0.0,99,0,0.0,100,300300103,3,6,"","",2,0.6,1.5,3000,60.0,1,0.0009,1,1
0.0,0,0.0,99,0,0.0,0,300300104,3,6,"","",2,0.0,0.0,3000,300.0,1,0.0,1,16
0.0,0,0.0,99,0,0.0,0,300300105,3,6,"","",10,0.0,0.0,3000,100.0,1,0.0,1,49
0.0,0,0.0,99,2,0.0,50,300300201,3,4,"","",1,0.01,0.0,540,0.0,1,0.0,1,46
0.0,0,0.0,1,0,0.0,0,300300301,5,6,"","",300300302,0.0,0.0,3000,0.0,1,0.0,1,93
0.0,0,0.0,1,0,0.0,0,300300302,5,6,"","",4,0.0,0.0,3000,0.0,1,0.0,1,7
0.0,0,0.0,1,0,0.0,0,300300303,5,6,"","",300300304,0.0,0.0,3000,0.0,1,0.0,1,93
0.0,0,0.0,1,300300305,0.0,300300306,300300304,5,6,"","",960,2.0,0.0,3000,1.0,1,0.0,1,28
0.0,0,0.0,99,0,0.0,0,300300305,3,5,"","",5,0.0,4.0,150,0.0,1,0.0,1,8
0.0,0,0.0,1,0,0.0,0,300300306,5,6,"","",300300307,0.0,0.0,3000,0.0,1,0.0,1,93
0.0,0,0.0,1,0,0.0,0,300300307,5,6,"","",5,0.0,4.0,3000,0.0,1,0.0,1,8
0.0,0,0.0,1,0,0.0,50,300300401,3,3,"","",2,0.6,3.5,3000,60.0,1,0.0012,1,1
0.0,0,0.0,1,0,0.0,0,300300501,7,3,"","",7,0.0,90.0,0,100.0,2,0.0,1,17
2000000.0,0,0.0,1,0,0.0,0,300300502,7,3,"","",3,0.0,90.0,0,100000.0,2,0.0,1,73
0.0,0,0.0,1,0,1.0,0,300300503,7,3,"","",1020,0.0,1.0,0,1.0,2,90.0,1,10
0.0,0,0.0,1,0,1.0,0,300300504,7,3,"","",1040,0.0,1.0,0,1.0,2,90.0,1,10
0.0,0,0.0,99,2,0.0,50,300301101,3,6,"","",1,0.01,0.0,3000,0.0,1,0.0,1,46
0.0,0,0.0,99,300301103,0.0,0,300301102,3,6,"","",100,0.0,0.0,3000,0.0,1,0.0,1,23
0.0,0,0.0,99,0,0.0,100,300301103,3,6,"","",2,0.6,1.5,3000,60.0,1,0.0009,1,1
0.0,0,0.0,99,0,0.0,0,300301104,3,6,"","",2,0.0,0.0,3000,400.0,1,0.0,1,16
0.0,0,0.0,99,0,0.0,0,300301105,3,6,"","",10,0.0,0.0,3000,100.0,1,0.0,1,49
0.0,0,0.0,99,2,0.0,50,300301201,3,4,"","",1,0.01,0.0,540,0.0,1,0.0,1,46
0.0,0,0.0,1,0,0.0,0,300301301,5,6,"","",300301302,0.0,0.0,3000,0.0,1,0.0,1,93
0.0,0,0.0,1,0,0.0,0,300301302,5,6,"","",4,0.0,0.0,3000,0.0,1,0.0,1,7
0.0,0,0.0,1,0,0.0,0,300301303,5,6,"","",300301304,0.0,0.0,3000,0.0,1,0.0,1,93
0.0,0,0.0,1,300301305,0.0,300301306,300301304,5,6,"","",960,2.0,0.0,3000,1.0,1,0.0,1,28
0.0,0,0.0,99,0,0.0,0,300301305,3,5,"","",5,0.0,5.0,150,0.0,1,0.0,1,8
0.0,0,0.0,1,0,0.0,0,300301306,5,6,"","",300301307,0.0,0.0,3000,0.0,1,0.0,1,93
0.0,0,0.0,1,0,0.0,0,300301307,5,6,"","",5,0.0,5.0,3000,0.0,1,0.0,1,8
0.0,0,0.0,99,2,0.0,50,300301401,3,6,"","",1,0.01,0.0,3000,0.0,1,0.0,1,46
0.0,0,0.0,99,300301403,0.0,300301404,300301402,3,6,"","",960,0.0,0.0,3000,0.0,1,0.0,1,23
0.0,0,0.0,99,0,0.0,0,300301403,3,6,"","",5,0.0,3.0,3000,0.0,1,0.0,1,8
0.0,0,0.0,99,0,0.0,0,300301404,3,6,"","",5,0.0,1.0,3000,0.0,1,0.0,1,8
0.0,0,0.0,99,0,0.0,0,300301405,3,6,"","",10,0.0,0.0,3000,100.0,1,0.0,1,49
0.0,0,0.0,1,0,0.0,50,300301501,3,3,"","",2,0.6,3.5,3000,60.0,1,0.0012,1,1
0.0,0,0.0,1,0,0.0,0,300301601,7,3,"","",7,0.0,90.0,0,100.0,2,0.0,1,17
2000000.0,0,0.0,1,0,0.0,0,300301602,7,3,"","",3,0.0,90.0,0,100000.0,2,0.0,1,73
0.0,0,0.0,1,0,1.0,0,300301603,7,3,"","",1020,0.0,1.0,0,1.0,2,90.0,1,10
0.0,0,0.0,1,0,1.0,0,300301604,7,3,"","",1040,0.0,1.0,0,1.0,2,90.0,1,10
0.0,0,0.0,99,2,0.0,100,300302101,3,6,"","",1,0.01,0.0,3000,0.0,1,0.0,1,46
0.0,0,0.0,99,300302103,0.0,0,300302102,3,6,"","",100,0.0,0.0,3000,0.0,1,0.0,1,23
0.0,0,0.0,99,0,0.0,100,300302103,3,6,"","",2,0.6,1.5,3000,60.0,1,0.0009,1,1
0.0,0,0.0,99,0,0.0,0,300302104,3,6,"","",2,0.0,0.0,3000,500.0,1,0.0,1,16
0.0,0,0.0,99,0,0.0,0,300302105,3,6,"","",10,0.0,0.0,3000,100.0,1,0.0,1,49
0.0,0,0.0,99,2,0.0,50,300302201,3,4,"","",1,0.01,0.0,540,0.0,1,0.0,1,46
0.0,0,0.0,1,0,0.0,0,300302301,5,6,"","",300302302,0.0,0.0,3000,0.0,1,0.0,1,93
0.0,0,0.0,1,0,0.0,0,300302302,5,6,"","",4,0.0,0.0,3000,0.0,1,0.0,1,7
0.0,0,0.0,1,0,0.0,0,300302303,5,6,"","",300302304,0.0,0.0,3000,0.0,1,0.0,1,93
0.0,0,0.0,1,300302305,0.0,300302306,300302304,5,6,"","",970,2.0,0.0,3000,1.0,1,0.0,1,28
0.0,0,0.0,99,0,0.0,0,300302305,3,5,"","",5,0.0,6.0,150,0.0,1,0.0,1,8
0.0,0,0.0,1,0,0.0,0,300302306,5,6,"","",300302307,0.0,0.0,3000,0.0,1,0.0,1,93
0.0,0,0.0,1,0,0.0,0,300302307,5,6,"","",5,0.0,6.0,3000,0.0,1,0.0,1,8
0.0,0,0.0,99,2,0.0,100,300302401,3,6,"","",1,0.01,0.0,3000,0.0,1,0.0,1,46
0.0,0,0.0,99,300302403,0.0,300302404,300302402,3,6,"","",970,0.0,0.0,3000,0.0,1,0.0,1,23
0.0,0,0.0,99,0,0.0,0,300302403,3,6,"","",5,0.0,4.0,3000,0.0,1,0.0,1,8
0.0,0,0.0,99,0,0.0,0,300302404,3,6,"","",5,0.0,1.0,3000,0.0,1,0.0,1,8
0.0,0,0.0,99,0,0.0,0,300302405,3,6,"","",10,0.0,0.0,3000,100.0,1,0.0,1,49
0.0,0,0.0,99,0,0.0,0,300302501,3,6,"","",10,0.0,0.0,3000,100.0,1,0.0,1,49
0.0,0,0.0,99,2,0.0,100,300302502,3,6,"","",1,0.0,0.0,3000,35.0,1,0.0,1,46
0.0,0,0.0,99,0,0.0,0,300302503,3,6,"","",1,12.5,0.0,3000,0.8,1,0.0,1,59
0.0,0,0.0,99,1,0.0,0,300302504,3,6,"","",91,100.0,0.0,3000,2.0,1,12.5,1,10
0.0,0,0.0,99,1,0.0,0,300302505,3,6,"","",11,0.0,5.0,3000,1.0,1,12.5,1,10
0.0,0,0.0,99,1,0.0,0,300302506,3,6,"","",31,0.0,10.0,3000,1.0,1,12.5,1,10
0.0,0,0.0,1,0,0.0,50,300302601,3,3,"","",2,0.6,3.5,3000,60.0,1,0.0012,1,1
0.0,0,0.0,1,0,0.0,0,300302701,7,3,"","",7,0.0,90.0,0,100.0,2,0.0,1,17
2000000.0,0,0.0,1,0,0.0,0,300302702,7,3,"","",3,0.0,90.0,0,100000.0,2,0.0,1,73
0.0,0,0.0,1,0,1.0,0,300302703,7,3,"","",1020,0.0,1.0,0,1.0,2,90.0,1,10
0.0,0,0.0,1,0,1.0,0,300302704,7,3,"","",1040,0.0,1.0,0,1.0,2,90.0,1,10
0.0,0,0.0,1,0,1.0,0,300302705,7,3,"","",0,90.0,0.0,0,0.5,2,0.0,1,98
3000.0,0,0.0,1,2,0.0,0,300302706,3,3,"","",81,0.0,90.0,3000,30.0,1,0.0,1,38
0.0,0,0.0,99,0,0.0,0,300302707,3,3,"","",91,90.0,0.0,3000,2.0,1,90.0,1,10
0.0,0,0.0,99,0,0.0,0,300400101,3,1,"","",2,2.3,1.6,3000,20.0,1,0.0,1,1
0.0,0,0.0,99,1,0.0,0,300400102,20,1,"","",11,70.0,0.0,3000,2.0,1,12.0,1,10
0.0,0,0.0,99,1,0.0,0,300400103,21,1,"","",41,70.0,0.0,3000,2.0,1,12.0,1,10
0.0,0,0.0,2,0,0.0,0,300400201,3,1,"","",2,0.8,0.8,3000,8.0,1,0.0,1,1
0.0,0,0.0,2,0,0.0,0,300400202,1,1,"","",0,0.0,100.0,3000,11.0,1,0.0,1,13
0.0,0,0.0,99,0,0.0,0,300400203,3,1,"","",2,1.6,1.5,3000,15.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,300400301,14,1,"","",2,2.6,4.0,2160,30.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,300400302,14,1,"","",2,0.0,0.0,2160,300.0,1,0.0,1,16
0.0,0,0.0,1,0,0.0,0,300400401,10,1,"","",1,0.0,0.0,0,0.0,1,0.0,2,7
0.0,0,0.0,0,0,0.0,0,300400402,1,1,"","",1,0.0,1.2,0,0.0,1,0.0,2,1
0.0,0,0.0,0,0,0.0,0,300400501,1,1,"","",1,0.0,1.2,0,0.0,1,0.0,2,1
0.0,0,0.0,1,30040002,0.0,0,300400502,1,1,"","",1,0.0,0.0,0,180.0,2,0.0,2,22
0.0,0,0.0,1,3004001,0.0,0,300400503,1,1,"","",2,0.0,0.0,0,180.0,2,0.0,2,22
0.0,0,0.0,99,0,0.0,0,300400601,3,1,"","",2,2.0,0.5,3000,50.0,1,0.2,2,1
0.0,0,0.0,99,0,0.0,0,300401101,3,6,"","",20,0.0,1.0,3000,100.0,1,41.0,1,49
0.0,0,0.0,99,1,0.0,0,300401102,20,6,"","",11,0.0,9.0,3000,1.0,1,24.0,1,10
0.0,0,0.0,99,1,0.0,0,300401103,21,6,"","",31,0.0,9.0,3000,1.0,1,24.0,1,10
0.0,0,0.0,99,1,0.0,0,300401104,3,6,"","",41,80.0,0.0,3000,2.0,1,24.0,1,10
0.0,0,0.0,1,2,0.0,100,300401201,3,3,"","",2,0.0,0.0,3000,30.0,1,0.0,1,46
0.0,0,0.0,1,0,0.0,0,300401202,3,3,"","",1,0.0,100.0,3000,8.0,1,0.0,1,13
0.0,0,0.0,99,2,0.0,100,300401203,3,6,"","",2,0.0,0.0,3000,30.0,1,0.0,1,46
0.0,0,0.0,1,0,0.0,50,300401301,3,3,"","",2,41.0,1.0,3000,41.0,1,0.00048,1,1
0.0,0,0.0,1,0,0.0,0,300401302,3,3,"","",2,0.0,0.0,3000,300.0,1,0.0,1,16
0.0,0,0.0,1,0,0.0,0,300401303,7,3,"","",4,0.0,0.0,0,400.0,2,0.0,1,16
0.0,0,0.0,1,0,0.0,50,300401401,3,3,"","",2,41.0,1.0,3000,41.0,1,0.00048,1,1
0.0,0,0.0,99,0,0.0,0,300402101,3,6,"","",20,0.0,1.0,3000,100.0,1,41.0,1,49
0.0,0,0.0,99,1,0.0,0,300402102,20,6,"","",11,0.0,9.0,3000,1.0,1,24.0,1,10
0.0,0,0.0,99,1,0.0,0,300402103,21,6,"","",31,0.0,9.0,3000,1.0,1,24.0,1,10
0.0,0,0.0,99,1,0.0,0,300402104,3,6,"","",41,80.0,0.0,3000,2.0,1,24.0,1,10
0.0,0,0.0,1,2,0.0,100,300402201,3,3,"","",2,0.0,0.0,3000,30.0,1,0.0,1,46
0.0,0,0.0,1,0,0.0,0,300402202,3,3,"","",1,0.0,100.0,3000,8.0,1,0.0,1,13
0.0,0,0.0,99,2,0.0,100,300402203,3,6,"","",2,0.0,0.0,3000,30.0,1,0.0,1,46
0.0,0,0.0,1,0,0.0,50,300402301,3,3,"","",2,41.0,1.0,3000,41.0,1,0.00048,1,1
0.0,0,0.0,1,0,0.0,0,300402302,3,3,"","",2,0.0,0.0,3000,300.0,1,0.0,1,16
0.0,0,0.0,1,0,0.0,0,300402303,7,3,"","",4,0.0,0.0,0,400.0,2,0.0,1,16
0.0,0,0.0,1,0,0.0,50,300402401,3,3,"","",2,41.0,1.0,3000,41.0,1,0.00048,1,1
0.0,0,0.0,99,0,0.0,100,300402501,3,6,"","",2,5.0,1.0,3000,5.0,1,0.0,1,1
0.0,0,0.0,99,0,0.0,0,300402502,3,6,"","",0,0.0,100.0,3000,4.0,1,0.0,1,13
0.0,0,0.0,99,0,0.0,0,300403101,3,1,"","",2,2.3,1.0,3000,20.0,1,0.008,1,1
0.0,0,0.0,99,1,0.0,0,300403102,20,1,"","",11,1.0,0.29,3000,2.0,1,12.0,1,10
0.0,0,0.0,99,1,0.0,0,300403103,21,1,"","",31,1.0,0.29,3000,2.0,1,12.0,1,10
0.0,0,0.0,1,0,0.0,0,300403201,3,1,"","",2,0.8,0.8,3000,8.0,1,0.015,1,1
0.0,0,0.0,1,0,0.0,0,300403202,1,1,"","",0,0.12,100.0,3000,1.0,1,0.0,1,13
0.0,0,0.0,99,0,0.0,0,300403203,3,1,"","",2,2.0,1.0,3000,5.0,1,0.005,1,1
0.0,0,0.0,1,0,0.0,0,300403301,14,1,"","",2,2.6,4.0,2160,30.0,1,0.0,1,1
