param_04,param_01,drama_id,command_id,param_02,param_07,param_03,param_06,command_type,param_05,param_08
"",0,24712,24712014,"","","","",91,"",""
"",0,24712,24712015,0,"","","",22,"",""
"",102111,24713,24713001,wac_idle_wish,"",1,0.2,3,"",""
"",111,24713,24713002,wac_no_items,"",1,0.2,3,"",""
0,102111,24713,24713003,200,"",-340,"",2,"",""
0,111,24713,24713004,200,"",-340,"",2,"",""
"",42,24713,24713005,0,"","","",32,"",""
"",33,24713,24713006,1,"","","",32,"",""
"",20,24713,24713007,0,"","","",32,"",""
"",0,24713,24713008,"","","","",91,"",""
-108,1,24811,24811001,105311,0,202,2,1,-325,wac_default_bot_21
-108,1,24811,24811002,111,0,201,2,5,-325,wac_default_bot_27
0,34,24811,24811003,34,"",0,1,31,1,""
0,33,24811,24811004,33,"",0,0,31,1,""
0,13,24811,24811005,13,"",0,0,31,1,""
"",105311,24811,24811006,wac_paint_bot_21,"",0,0.2,3,0,""
"",111,24811,24811007,wac_paint_bot_27,"",0,0.2,3,0,""
"",0,24811,24811008,0,"","","",93,"",""
"",13,24811,24811009,1,"","","",32,"",""
"",se_common,24811,24811010,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",105311,24811,24811011,300,"","","",13,"",""
"",1,24811,24811012,"","","","",131,"",""
wac_talk_doya_loop,105311,24812,24812001,wac_talk_doya_in,"",0,0.2,3,1,""
"",111,24812,24812002,wac_no_items,"",1,0.2,3,"",""
0,105311,24812,24812003,200,"",-340,"",2,"",""
0,111,24812,24812004,200,"",-340,"",2,"",""
"",34,24812,24812005,0,"","","",32,"",""
"",33,24812,24812006,1,"","","",32,"",""
"",13,24812,24812007,0,"","","",32,"",""
0,vo_wac_221020,24812,24812008,vo_wac_221020_000,"",0,"",21,"",""
1,105311,24812,24812009,"음, 훌륭한 완성도야.\n몇 번이고 한 보람이 있어서\n전문 분야의 일이 아닌데도\n그림 그리기가 완전히 몸에 배어버렸어.",0,10,0,11,1,0.5
"",0,24812,24812010,"","","","",91,"",""
"",105311,24812,24812011,wac_talk_sad_loop_shy,"",1,0.2,3,"",""
0,vo_wac_221020,24812,24812012,vo_wac_221020_001,"",0,"",21,"",""
1,105311,24812,24812013,"혹시 군인보다도 이쪽이 더\n맞는 건…… 핫!\n안 돼, 안 돼! 나는 긍지 높은\n군인이다! 군인인 것이다~……",0,10,0,11,1,0.5
"",0,24812,24812014,"","","","",91,"",""
"",0,24812,24812015,0,"","","",22,"",""
"",105311,24813,24813001,wac_idle_sad_shy,"",1,0.2,3,"",""
"",111,24813,24813002,wac_no_items,"",1,0.2,3,"",""
0,105311,24813,24813003,200,"",-340,"",2,"",""
0,111,24813,24813004,200,"",-340,"",2,"",""
"",34,24813,24813005,0,"","","",32,"",""
"",33,24813,24813006,1,"","","",32,"",""
"",13,24813,24813007,0,"","","",32,"",""
"",0,24813,24813008,"","","","",91,"",""
-108,1,24911,24911001,104511,0,202,2,1,-325,wac_default_bot_21
-108,1,24911,24911002,111,0,201,2,5,-325,wac_default_bot_27
0,34,24911,24911003,34,"",0,1,31,1,""
0,33,24911,24911004,33,"",0,0,31,1,""
0,13,24911,24911005,13,"",0,0,31,1,""
"",104511,24911,24911006,wac_paint_bot_21,"",0,0.2,3,0,""
"",111,24911,24911007,wac_paint_bot_27,"",0,0.2,3,0,""
"",0,24911,24911008,0,"","","",93,"",""
"",13,24911,24911009,1,"","","",32,"",""
"",se_common,24911,24911010,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",104511,24911,24911011,300,"","","",13,"",""
"",1,24911,24911012,"","","","",131,"",""
"",104511,24912,24912001,wac_talk_sad_loop_shy,"",1,0.2,3,0,""
"",111,24912,24912002,wac_no_items,"",1,0.2,3,"",""
0,104511,24912,24912003,200,"",-340,"",2,"",""
0,111,24912,24912004,200,"",-340,"",2,"",""
"",34,24912,24912005,0,"","","",32,"",""
"",33,24912,24912006,1,"","","",32,"",""
"",13,24912,24912007,0,"","","",32,"",""
0,vo_wac_221021,24912,24912008,vo_wac_221021_000,"",0,"",21,"",""
1,104511,24912,24912009,"이, 이 업무도 상당히 익숙해지기\n시작해서, 최근에는 쿠우카도\n더 신경 써서 작업하고\n있답니다……?",0,10,0,11,1,0.5
"",0,24912,24912010,"","","","",91,"",""
wac_talk_wish_loop,104511,24912,24912011,wac_talk_wish_in,"",0,0.2,3,1,""
0,vo_wac_221021,24912,24912012,vo_wac_221021_001,"",0,"",21,"",""
1,104511,24912,24912013,"예를 들어서 이 선과 채색은, S 씨에 의해\n망측한 모습이 된 뒤,\n능욕을 당하는 쿠우카를\n형상화했어요~…… 츄르릅♪",0,10,0,11,1,0.5
"",0,24912,24912014,"","","","",91,"",""
"",0,24912,24912015,0,"","","",22,"",""
"",104511,24913,24913001,wac_idle_wish,"",1,0.2,3,"",""
"",111,24913,24913002,wac_no_items,"",1,0.2,3,"",""
0,104511,24913,24913003,200,"",-340,"",2,"",""
0,111,24913,24913004,200,"",-340,"",2,"",""
"",34,24913,24913005,0,"","","",32,"",""
"",33,24913,24913006,1,"","","",32,"",""
"",13,24913,24913007,0,"","","",32,"",""
"",0,24913,24913008,"","","","",91,"",""
-108,1,25011,25011001,103011,0,202,2,1,-213,wac_default_01
-108,1,25011,25011002,111,0,201,2,5,-213,wac_default_01
0,32,25011,25011003,32,"",0,1,31,1,""
0,33,25011,25011004,33,"",0,0,31,1,""
0,11,25011,25011005,11,"",0,0,31,1,""
"",103011,25011,25011006,wac_paint_01,"",0,0.2,3,0,""
"",111,25011,25011007,wac_paint_01,"",0,0.2,3,0,""
"",0,25011,25011008,0,"","","",93,"",""
"",11,25011,25011009,1,"","","",32,"",""
"",se_10035700,25011,25011010,se_10035700_brush,"",0,"",23,"",""
"",103011,25011,25011011,300,"","","",13,"",""
"",1,25011,25011012,"","","","",131,"",""
wac_talk_doya_loop,103011,25012,25012001,wac_talk_doya_in,"",0,0.2,3,1,""
"",111,25012,25012002,wac_no_items,"",1,0.2,3,"",""
0,103011,25012,25012003,200,"",-340,"",2,"",""
0,111,25012,25012004,200,"",-340,"",2,"",""
"",32,25012,25012005,0,"","","",32,"",""
"",33,25012,25012006,1,"","","",32,"",""
"",11,25012,25012007,0,"","","",32,"",""
0,vo_wac_221022,25012,25012008,vo_wac_221022_000,"",0,"",21,"",""
1,103011,25012,25012009,"완성했습니다\n이번에도 열심히 그려서\n정취 있는 그림이 되었습니다!",0,10,0,11,1,0.5
"",0,25012,25012010,"","","","",91,"",""
0,vo_wac_221022,25012,25012011,vo_wac_221022_001,"",0,"",21,"",""
1,103011,25012,25012012,"예를 들어, 그렇습니다. 초밥, 게이샤,\n튀김이라는 구도입니다♪\n……응? 후지산, 매,\n가지가 맞다입니까?",0,10,0,11,1,0.5
"",0,25012,25012013,"","","","",91,"",""
"",0,25012,25012014,0,"","","",22,"",""
"",103011,25013,25013001,wac_idle_doya,"",1,0.2,3,"",""
"",111,25013,25013002,wac_no_items,"",1,0.2,3,"",""
0,103011,25013,25013003,200,"",-340,"",2,"",""
0,111,25013,25013004,200,"",-340,"",2,"",""
"",32,25013,25013005,0,"","","",32,"",""
"",33,25013,25013006,1,"","","",32,"",""
"",11,25013,25013007,0,"","","",32,"",""
"",0,25013,25013008,"","","","",91,"",""
-108,1,25111,25111001,101111,0,202,2,1,-213,wac_default_11
-108,1,25111,25111002,111,0,201,2,5,-213,wac_default_11
0,32,25111,25111003,32,"",0,1,31,1,""
0,33,25111,25111004,33,"",0,0,31,1,""
0,11,25111,25111005,11,"",0,0,31,1,""
"",101111,25111,25111006,wac_paint_11,"",0,0.2,3,0,""
"",111,25111,25111007,wac_paint_11,"",0,0.2,3,0,""
"",0.3,25111,25111008,0,"","","",93,"",""
"",11,25111,25111009,1,"","","",32,"",""
"",se_10035700,25111,25111010,se_10035700_roller,"",0,"",23,"",""
"",101111,25111,25111011,300,"","","",13,"",""
"",1,25111,25111012,"","","","",131,"",""
wac_talk_doya_loop,101111,25112,25112001,wac_talk_doya_in,"",0,0.2,3,1,""
"",111,25112,25112002,wac_no_items,"",1,0.2,3,"",""
0,101111,25112,25112003,200,"",-340,"",2,"",""
0,111,25112,25112004,200,"",-340,"",2,"",""
"",32,25112,25112005,0,"","","",32,"",""
"",33,25112,25112006,1,"","","",32,"",""
"",11,25112,25112007,0,"","","",32,"",""
0,vo_wac_221023,25112,25112008,vo_wac_221023_000,"",0,"",21,"",""
1,101111,25112,25112009,"그림 그리기도 많이 익숙해졌어요.\n아, 물론 방심은 하지 않으니\n안심해 주세요!",0,10,0,11,1,0.5
"",0,25112,25112010,"","","","",91,"",""
0,vo_wac_221023,25112,25112011,vo_wac_221023_001,"",0,"",21,"",""
1,101111,25112,25112012,"알고 있어요!\n한 치 앞을…… 국수 없다!\n먹을 게 없으면 큰일이니까요!",0,10,0,11,1,0.5
"",0,25112,25112013,"","","","",91,"",""
"",0,25112,25112014,0,"","","",22,"",""
"",101111,25113,25113001,wac_idle_doya,"",1,0.2,3,"",""
"",111,25113,25113002,wac_no_items,"",1,0.2,3,"",""
0,101111,25113,25113003,200,"",-340,"",2,"",""
0,111,25113,25113004,200,"",-340,"",2,"",""
"",32,25113,25113005,0,"","","",32,"",""
"",33,25113,25113006,1,"","","",32,"",""
"",11,25113,25113007,0,"","","",32,"",""
"",0,25113,25113008,"","","","",91,"",""
-167,1,25211,25211001,106811,0,202,2,1,-85,wac_default_31
-64,1,25211,25211002,101111,0,254,2,1,-211,wac_default_41
230,1,25211,25211003,104911,0,252,2,1,-211,wac_default_51
-167,1,25211,25211004,111,0,201,2,5,-85,wac_default_32
-64,1,25211,25211005,112,0,253,2,5,-211,wac_default_47
230,1,25211,25211006,113,0,251,2,5,-211,wac_default_56
"",104911,25211,25211007,300,"","","",13,"",""
"",106811,25211,25211008,300,"","","",13,"",""
"",101111,25211,25211009,300,"","","",13,"",""
0,40,25211,25211010,40,"",0,1,31,1,""
0,41,25211,25211011,41,"",0,0,31,1,""
0,16,25211,25211012,16,"",0,0,31,1,""
"",106811,25211,25211013,wac_paint_31,"",0,0.2,3,0,""
"",111,25211,25211014,wac_paint_32,"",0,0.2,3,0,""
"",101111,25211,25211015,wac_paint_41,"",0,0.2,3,0,""
"",112,25211,25211016,wac_paint_47,"",0,0.2,3,0,""
"",104911,25211,25211017,wac_paint_51,"",0,0.2,3,0,""
"",113,25211,25211018,wac_paint_56,"",0,0.2,3,0,""
"",0,25211,25211019,0,"","","",93,"",""
"",16,25211,25211020,1,"","","",32,"",""
"",se_common,25211,25211021,se_sys_login_birthday_calendar_smallbrush,"",0,"",23,"",""
"",1,25211,25211022,"","","","",131,"",""
"",104911,25212,25212001,wac_idle_smile,"",1,0,3,"",""
"",106811,25212,25212002,wac_idle_arm_crossed_L,"",1,0,3,"",""
"",101111,25212,25212003,wac_idle_normal,"",1,0,3,"",""
"",111,25212,25212004,wac_no_items,"",1,0,3,"",""
"",112,25212,25212005,wac_no_items,"",1,0,3,"",""
"",113,25212,25212006,wac_no_items,"",1,0,3,"",""
0,104911,25212,25212007,190,"",-335,"",2,"",""
0,106811,25212,25212008,-190,"",-360,"",2,"",""
0,101111,25212,25212009,350,"",-360,"",2,"",""
0,111,25212,25212010,190,"",-335,"",2,"",""
0,112,25212,25212011,-190,"",-360,"",2,"",""
0,113,25212,25212012,350,"",-360,"",2,"",""
"",40,25212,25212013,0,"","","",32,"",""
"",41,25212,25212014,1,"","","",32,"",""
"",16,25212,25212015,0,"","","",32,"",""
wac_talk_smile_loop,104911,25212,25212016,wac_talk_smile_in,"",0,0.2,3,1,""
0,vo_wac_221024,25212,25212017,vo_wac_221024_000,"",0,"",21,"",""
1,104911,25212,25212018,"좋아, 제법 잘 그렸어.\n하지만 동생에 대한 사랑을 표현하기에는\n아직 조금 부족하려나?",0,10,0,11,1,0.5
"",0,25212,25212019,"","","","",91,"",""
"",104911,25212,25212020,wac_idle_smile,"",1,0.2,3,1,""
wac_talk_doya_loop,101111,25212,25212021,wac_talk_doya_in,"",0,0.2,3,1,""
0,vo_wac_221024,25212,25212022,vo_wac_221024_001,"",0,"",21,"",""
1,101111,25212,25212023,"그런 건 지금은 괜찮아요!\n하지만 언니는 미인이고 머리도 좋고 강한데\n그림까지 잘 그리시네요……\n그야말로 문어 쌍검? 이에요.",0,10,0,11,1,0.5
"",0,25212,25212024,"","","","",91,"",""
"",101111,25212,25212025,wac_idle_doya,"",1,0.2,3,1,""
wac_talk_arm_crossed_loop_L,106811,25212,25212026,wac_talk_arm_crossed_in_L,"",0,0.2,3,1,""
0,vo_wac_221024,25212,25212027,vo_wac_221024_002,"",0,"",21,"",""
1,106811,25212,25212028,"그게 아니라 문무쌍전, 이겠지 리노.\n뭐, 마스터로서\n나도 자랑스러워. ……라고나 할까.",0,10,0,11,1,0.5
"",0,25212,25212029,"","","","",91,"",""
"",106811,25212,25212030,wac_idle_arm_crossed_L,"",1,0.2,3,1,""
wac_talk_smile_loop,104911,25212,25212031,wac_talk_smile_in,"",0,0.2,3,1,""
0,vo_wac_221024,25212,25212032,vo_wac_221024_003,"",0,"",21,"",""
1,104911,25212,25212033,"둘 다 못 말려~\n칭찬해도 동생한테 말고는\n아무것도 안 나와~?",0,10,0,11,1,0.5
"",0,25212,25212034,"","","","",91,"",""
"",0,25212,25212035,0,"","","",22,"",""
"","",25212,25212036,"","","","",111,"",""
"",104911,25213,25213001,wac_idle_smile,"",1,0.2,3,"",""
"",106811,25213,25213002,wac_idle_arm_crossed_L,"",1,0.2,3,"",""
"",101111,25213,25213003,wac_idle_doya,"",1,0.2,3,"",""
"",111,25213,25213004,wac_no_items,"",1,0.2,3,"",""
"",112,25213,25213005,wac_no_items,"",1,0.2,3,"",""
"",113,25213,25213006,wac_no_items,"",1,0.2,3,"",""
0,104911,25213,25213007,190,"",-335,"",2,"",""
0,106811,25213,25213008,-190,"",-360,"",2,"",""
0,101111,25213,25213009,350,"",-360,"",2,"",""
0,111,25213,25213010,190,"",-335,"",2,"",""
0,112,25213,25213011,-190,"",-360,"",2,"",""
0,113,25213,25213012,350,"",-360,"",2,"",""
"",40,25213,25213013,0,"","","",32,"",""
"",41,25213,25213014,1,"","","",32,"",""
"",16,25213,25213015,0,"","","",32,"",""
"",0,25213,25213016,"","","","",91,"",""
-167,1,25311,25311001,103711,0,204,2,1,-325,wac_default_bot_31
230,1,25311,25311002,104711,0,202,2,1,-325,wac_default_51
-330,1,25311,25311003,100511,0,256,2,1,-350,wac_default_bot_61
340,1,25311,25311004,107111,0,254,2,1,-350,wac_default_bot_71
-167,1,25311,25311005,111,0,203,2,5,-325,wac_default_bot_38
230,1,25311,25311006,113,0,201,2,5,-325,wac_default_bot_56
-330,1,25311,25311007,114,0,255,2,5,-350,wac_default_66
340,1,25311,25311008,115,0,253,2,5,-350,wac_default_78
"",100511,25311,25311009,300,"","","",13,"",""
"",107111,25311,25311010,300,"","","",13,"",""
"",104711,25311,25311011,300,"","","",13,"",""
"",103711,25311,25311012,300,"","","",13,"",""
0,37,25311,25311013,37,"",0,1,31,1,""
0,41,25311,25311014,41,"",0,0,31,1,""
0,17,25311,25311015,17,"",0,0,31,1,""
"",103711,25311,25311016,wac_paint_bot_31,"",0,0.2,3,0,""
"",111,25311,25311017,wac_paint_bot_38,"",0,0.2,3,0,""
"",104711,25311,25311018,wac_paint_bot_51,"",0,0.2,3,0,""
"",113,25311,25311019,wac_paint_bot_56,"",0,0.2,3,0,""
"",100511,25311,25311020,wac_paint_bot_61,"",0,0.2,3,0,""
"",114,25311,25311021,wac_paint_66,"",0,0.2,3,0,""
"",107111,25311,25311022,wac_paint_bot_71,"",0,0.2,3,0,""
"",115,25311,25311023,wac_paint_78,"",0,0.2,3,0,""
"",0,25311,25311024,0,"","","",93,"",""
"",17,25311,25311025,1,"","","",32,"",""
"",se_common,25311,25311026,se_sys_login_birthday_calendar_smallbrush,"",0,"",23,"",""
"",1,25311,25311027,"","","","",131,"",""
"",100511,25312,25312001,wac_idle_smile_L,"",1,0,3,"",""
"",107111,25312,25312002,wac_idle_doya_L,"",1,0,3,"",""
"",104711,25312,25312003,wac_idle_arm_crossed,"",1,0,3,"",""
"",103711,25312,25312004,wac_idle_smile,"",1,0,3,"",""
"",111,25312,25312005,wac_no_items,"",1,0,3,"",""
"",113,25312,25312006,wac_no_items,"",1,0,3,"",""
"",114,25312,25312007,wac_no_items,"",1,0,3,"",""
"",115,25312,25312008,wac_no_items,"",1,0,3,"",""
0,100511,25312,25312009,-335,"",-360,"",2,"",""
0,107111,25312,25312010,-190,"",-335,"",2,"",""
0,104711,25312,25312011,190,"",-335,"",2,"",""
0,103711,25312,25312012,350,"",-360,"",2,"",""
0,111,25312,25312013,-335,"",-360,"",2,"",""
0,113,25312,25312014,-190,"",-335,"",2,"",""
0,114,25312,25312015,190,"",-335,"",2,"",""
0,115,25312,25312016,350,"",-360,"",2,"",""
"",37,25312,25312017,0,"","","",32,"",""
"",41,25312,25312018,1,"","","",32,"",""
"",17,25312,25312019,0,"","","",32,"",""
wac_talk_arm_crossed_loop,104711,25312,25312020,wac_talk_arm_crossed_in,"",0,0.2,3,1,""
0,vo_wac_221025,25312,25312021,vo_wac_221025_000,"",0,"",21,"",""
1,104711,25312,25312022,"……우리의 본분은 왕궁을 위해 일하는 것이지만.\n이렇게 평화롭게 그림을 그리면서 지내는 것도\n나쁘지 않은 느낌인걸.",0,10,0,11,1,0.5
"",0,25312,25312023,"","","","",91,"",""
"",104711,25312,25312024,wac_idle_arm_crossed,"",1,0.2,3,1,""
wac_talk_smile_loop,103711,25312,25312025,wac_talk_smile_in,"",0,0.2,3,1,""
0,vo_wac_221025,25312,25312026,vo_wac_221025_001,"",0,"",21,"",""
1,103711,25312,25312027,"땡땡이 치고 싶은 건 아니지만\n우리가 한가롭다는 건\n랜드솔이 평화롭다는 거니까요.",0,10,0,11,1,0.5
"",0,25312,25312028,"","","","",91,"",""
"",103711,25312,25312029,wac_idle_smile,"",1,0.2,3,1,""
wac_talk_doya_loop_L,107111,25312,25312030,wac_talk_doya_in_L,"",0,0.2,3,1,""
0,vo_wac_221025,25312,25312031,vo_wac_221025_002,"",0,"",21,"",""
1,107111,25312,25312032,"단장도 그렇고, 토모도 그렇고, 무슨\n잠꼬대 같은 소리를 하는 거지?\n나는 직무를 열심히 하니까, 평화로운 때에도\n기꺼이 검을 휘두르고 있다고♪",0,10,0,11,1,0.5
"",0,25312,25312033,"","","","",91,"",""
"",107111,25312,25312034,wac_idle_doya_L,"",1,0.2,3,1,""
wac_talk_smile_loop_L,100511,25312,25312035,wac_talk_smile_in_L,"",0,0.2,3,1,""
0,vo_wac_221025,25312,25312036,vo_wac_221025_003,"",0,"",21,"",""
1,100511,25312,25312037,"이야~ 훌륭하심다~♪\n……그것 때문에 다른 사람들과\n다툰 횟수만 무시할 수 있다면 말임다만.",0,10,0,11,1,0.5
"",0,25312,25312038,"","","","",91,"",""
"",0,25312,25312039,0,"","","",22,"",""
"","",25312,25312040,"","","","",111,"",""
"",100511,25313,25313001,wac_idle_smile_L,"",1,0.2,3,"",""
"",107111,25313,25313002,wac_idle_doya_L,"",1,0.2,3,"",""
"",104711,25313,25313003,wac_idle_arm_crossed,"",1,0.2,3,"",""
"",103711,25313,25313004,wac_idle_smile,"",1,0.2,3,"",""
"",111,25313,25313005,wac_no_items,"",1,0.2,3,"",""
"",113,25313,25313006,wac_no_items,"",1,0.2,3,"",""
"",114,25313,25313007,wac_no_items,"",1,0.2,3,"",""
"",115,25313,25313008,wac_no_items,"",1,0.2,3,"",""
0,100511,25313,25313009,-335,"",-360,"",2,"",""
0,107111,25313,25313010,-190,"",-335,"",2,"",""
0,104711,25313,25313011,190,"",-335,"",2,"",""
0,103711,25313,25313012,350,"",-360,"",2,"",""
0,111,25313,25313013,-335,"",-360,"",2,"",""
0,113,25313,25313014,-190,"",-335,"",2,"",""
0,114,25313,25313015,190,"",-335,"",2,"",""
0,115,25313,25313016,350,"",-360,"",2,"",""
"",37,25313,25313017,0,"","","",32,"",""
"",41,25313,25313018,1,"","","",32,"",""
"",17,25313,25313019,0,"","","",32,"",""
"",0,25313,25313020,"","","","",91,"",""
-108,1,25411,25411001,107111,0,202,2,1,-213,wac_default_01
-108,1,25411,25411002,111,0,201,2,5,-213,wac_default_01
0,32,25411,25411003,32,"",0,1,31,1,""
0,33,25411,25411004,33,"",0,0,31,1,""
0,11,25411,25411005,11,"",0,0,31,1,""
"",107111,25411,25411006,wac_paint_01,"",0,0.2,3,0,""
"",111,25411,25411007,wac_paint_01,"",0,0.2,3,0,""
"",0,25411,25411008,0,"","","",93,"",""
"",11,25411,25411009,1,"","","",32,"",""
"",se_10035700,25411,25411010,se_10035700_brush,"",0,"",23,"",""
"",107111,25411,25411011,300,"","","",13,"",""
"",1,25411,25411012,"","","","",131,"",""
wac_talk_arm_crossed_loop,107111,25412,25412001,wac_talk_arm_crossed_in,"",0,0.2,3,1,""
"",111,25412,25412002,wac_no_items,"",1,0.2,3,"",""
0,107111,25412,25412003,200,"",-340,"",2,"",""
0,111,25412,25412004,200,"",-340,"",2,"",""
"",32,25412,25412005,0,"","","",32,"",""
"",33,25412,25412006,1,"","","",32,"",""
"",11,25412,25412007,0,"","","",32,"",""
0,vo_wac_221026,25412,25412008,vo_wac_221026_000,"",0,"",21,"",""
1,107111,25412,25412009,"그나저나 이 벽도\n상당히 화려해진 것\n같지 않나?",0,10,0,11,1,0.5
"",0,25412,25412010,"","","","",91,"",""
0,vo_wac_221026,25412,25412011,vo_wac_221026_001,"",0,"",21,"",""
1,107111,25412,25412012,"한 사람의 천재가 그린\n그림도 멋지지만, 이렇게\n많은 사람이 마음대로 그린 그림도 대단하군.\n혼돈은 내가 좋아하는 거니까☆",0,10,0,11,1,0.5
"",0,25412,25412013,"","","","",91,"",""
"",0,25412,25412014,0,"","","",22,"",""
"",107111,25413,25413001,wac_idle_arm_crossed,"",1,0.2,3,"",""
"",111,25413,25413002,wac_no_items,"",1,0.2,3,"",""
0,107111,25413,25413003,200,"",-340,"",2,"",""
0,111,25413,25413004,200,"",-340,"",2,"",""
"",32,25413,25413005,0,"","","",32,"",""
"",33,25413,25413006,1,"","","",32,"",""
"",11,25413,25413007,0,"","","",32,"",""
"",0,25413,25413008,"","","","",91,"",""
-108,1,25511,25511001,100511,0,202,2,1,-213,wac_default_11
-108,1,25511,25511002,111,0,201,2,5,-213,wac_default_11
0,32,25511,25511003,32,"",0,1,31,1,""
0,33,25511,25511004,33,"",0,0,31,1,""
0,11,25511,25511005,11,"",0,0,31,1,""
"",100511,25511,25511006,wac_paint_11,"",0,0.2,3,0,""
"",111,25511,25511007,wac_paint_11,"",0,0.2,3,0,""
"",0.3,25511,25511008,0,"","","",93,"",""
"",11,25511,25511009,1,"","","",32,"",""
"",se_10035700,25511,25511010,se_10035700_roller,"",0,"",23,"",""
"",100511,25511,25511011,300,"","","",13,"",""
"",1,25511,25511012,"","","","",131,"",""
wac_talk_smile_loop,100511,25512,25512001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,25512,25512002,wac_no_items,"",1,0.2,3,"",""
0,100511,25512,25512003,200,"",-340,"",2,"",""
0,111,25512,25512004,200,"",-340,"",2,"",""
"",32,25512,25512005,0,"","","",32,"",""
"",33,25512,25512006,1,"","","",32,"",""
"",11,25512,25512007,0,"","","",32,"",""
0,vo_wac_221027,25512,25512008,vo_wac_221027_000,"",0,"",21,"",""
1,100511,25512,25512009,"랜드솔은 정말로 넓네~\n다 같이 벽에 그림을 그리고 있는데,\n아직도 끝이 보이지 않슴다.",0,10,0,11,1,0.5
"",0,25512,25512010,"","","","",91,"",""
0,vo_wac_221027,25512,25512011,vo_wac_221027_001,"",0,"",21,"",""
1,100511,25512,25512012,"언젠가 이 작업이 끝나면\n많은 그림이 끝없이\n그려져 있다는 거군요.\n완성된 모습이 벌써 기대됨다♪",0,10,0,11,1,0.5
"",0,25512,25512013,"","","","",91,"",""
"",0,25512,25512014,0,"","","",22,"",""
"",100511,25513,25513001,wac_idle_smile,"",1,0.2,3,"",""
"",111,25513,25513002,wac_no_items,"",1,0.2,3,"",""
0,100511,25513,25513003,200,"",-340,"",2,"",""
0,111,25513,25513004,200,"",-340,"",2,"",""
"",32,25513,25513005,0,"","","",32,"",""
"",33,25513,25513006,1,"","","",32,"",""
"",11,25513,25513007,0,"","","",32,"",""
"",0,25513,25513008,"","","","",91,"",""
-108,1,25611,25611001,103711,0,202,2,1,-213,wac_default_01
-108,1,25611,25611002,111,0,201,2,5,-213,wac_default_01
0,32,25611,25611003,32,"",0,1,31,1,""
0,33,25611,25611004,33,"",0,0,31,1,""
0,11,25611,25611005,11,"",0,0,31,1,""
"",103711,25611,25611006,wac_paint_01,"",0,0.2,3,0,""
"",111,25611,25611007,wac_paint_01,"",0,0.2,3,0,""
"",0,25611,25611008,0,"","","",93,"",""
"",11,25611,25611009,1,"","","",32,"",""
"",se_10035700,25611,25611010,se_10035700_brush,"",0,"",23,"",""
"",103711,25611,25611011,300,"","","",13,"",""
"",1,25611,25611012,"","","","",131,"",""
wac_talk_doya_loop,103711,25612,25612001,wac_talk_doya_in,"",0,0.2,3,1,""
"",111,25612,25612002,wac_no_items,"",1,0.2,3,"",""
0,103711,25612,25612003,200,"",-340,"",2,"",""
0,111,25612,25612004,200,"",-340,"",2,"",""
"",32,25612,25612005,0,"","","",32,"",""
"",33,25612,25612006,1,"","","",32,"",""
"",11,25612,25612007,0,"","","",32,"",""
0,vo_wac_221028,25612,25612008,vo_wac_221028_000,"",0,"",21,"",""
1,103711,25612,25612009,"오늘은 이만 마칠까.\n잔뜩 그림을 그렸으니,\n제대로 손질하지 않으면\n붓이 상할 것 같아……",0,10,0,11,1,0.5
"",0,25612,25612010,"","","","",91,"",""
0,vo_wac_221028,25612,25612011,vo_wac_221028_001,"",0,"",21,"",""
1,103711,25612,25612012,"평소 신세 지고 있는 도구는\n소중히 한다.\n그런 마음은 검술에서도\n미술에서도 중요하지♪",0,10,0,11,1,0.5
"",0,25612,25612013,"","","","",91,"",""
"",0,25612,25612014,0,"","","",22,"",""
"",103711,25613,25613001,wac_idle_doya,"",1,0.2,3,"",""
"",111,25613,25613002,wac_no_items,"",1,0.2,3,"",""
0,103711,25613,25613003,200,"",-340,"",2,"",""
0,111,25613,25613004,200,"",-340,"",2,"",""
"",32,25613,25613005,0,"","","",32,"",""
"",33,25613,25613006,1,"","","",32,"",""
"",11,25613,25613007,0,"","","",32,"",""
"",0,25613,25613008,"","","","",91,"",""
-108,1,25711,25711001,100811,0,202,2,1,-213,wac_default_01
-108,1,25711,25711002,111,0,201,2,5,-213,wac_default_01
0,32,25711,25711003,32,"",0,1,31,1,""
0,33,25711,25711004,33,"",0,0,31,1,""
0,11,25711,25711005,11,"",0,0,31,1,""
"",100811,25711,25711006,wac_paint_01,"",0,0.2,3,0,""
"",111,25711,25711007,wac_paint_01,"",0,0.2,3,0,""
"",0,25711,25711008,0,"","","",93,"",""
"",11,25711,25711009,1,"","","",32,"",""
"",se_10035700,25711,25711010,se_10035700_brush,"",0,"",23,"",""
"",100811,25711,25711011,300,"","","",13,"",""
"",1,25711,25711012,"","","","",131,"",""
wac_talk_arm_crossed_loop,100811,25712,25712001,wac_talk_arm_crossed_in,"",0,0.2,3,1,""
"",111,25712,25712002,wac_no_items,"",1,0.2,3,"",""
0,100811,25712,25712003,200,"",-340,"",2,"",""
0,111,25712,25712004,200,"",-340,"",2,"",""
"",32,25712,25712005,0,"","","",32,"",""
"",33,25712,25712006,1,"","","",32,"",""
"",11,25712,25712007,0,"","","",32,"",""
0,vo_wac_221029,25712,25712008,vo_wac_221029_000,"",0,"",21,"",""
