magic_def,magic_penetrate,resist_variation_id,physical_penetrate,wave_hp_recovery,main_skill_lv_4,unit_id,dodge,magic_str,main_skill_lv_6,energy_reduce_rate,ex_skill_lv_3,energy_recovery_rate,main_skill_lv_3,physical_critical,life_steal,magic_critical,level,enemy_id,main_skill_lv_10,main_skill_lv_9,atk,ex_skill_lv_1,def,hp_recovery_rate,ex_skill_lv_4,union_burst_level,resist_status_id,wave_energy_recovery,main_skill_lv_1,rarity,accuracy,ex_skill_lv_5,main_skill_lv_8,main_skill_lv_5,main_skill_lv_7,hp,main_skill_lv_2,ex_skill_lv_2,promotion_level
300,0,0,0,0,13,201800,1,0,13,0,13,30,13,10,0,10,13,620180013,13,13,156,13,9866,0,13,13,200000003,0,13,1,0,13,13,13,13,442,13,13,1
300,0,0,0,0,14,201800,1,0,14,0,14,30,14,10,0,10,14,620180014,14,14,158,14,9932,0,14,14,200000003,0,14,1,0,14,14,14,14,469,14,14,1
300,0,0,0,0,15,201800,1,0,15,0,15,30,15,10,0,10,15,620180015,15,15,160,15,9999,0,15,15,200000003,0,15,1,0,15,15,15,15,495,15,15,1
300,0,0,0,0,16,201800,1,0,16,0,16,30,16,10,0,10,16,620180016,16,16,180,16,9999,0,16,16,200000003,0,16,1,0,16,16,16,16,624,16,16,1
300,0,0,0,0,17,201800,1,0,17,0,17,30,17,10,0,10,17,620180017,17,17,200,17,9999,0,17,17,200000003,0,17,1,0,17,17,17,17,753,17,17,1
300,0,0,0,0,18,201800,1,0,18,0,18,30,18,10,0,10,18,620180018,18,18,220,18,9999,0,18,18,200000003,0,18,1,0,18,18,18,18,882,18,18,1
300,0,0,0,0,19,201800,1,0,19,0,19,30,19,10,0,10,19,620180019,19,19,240,19,9999,0,19,19,200000003,0,19,1,0,19,19,19,19,1010,19,19,1
300,0,0,0,0,20,201800,1,0,20,0,20,30,20,10,0,10,20,620180020,20,20,260,20,9999,0,20,20,200000003,0,20,1,0,20,20,20,20,1138,20,20,1
300,0,0,0,0,21,201800,1,0,21,0,21,30,21,10,0,10,21,620180021,21,21,290,21,9999,0,21,21,200000003,0,21,1,0,21,21,21,21,1155,21,21,1
300,0,0,0,0,22,201800,1,0,22,0,22,30,22,10,0,10,22,620180022,22,22,320,22,9999,0,22,22,200000003,0,22,1,0,22,22,22,22,1172,22,22,1
300,0,0,0,0,23,201800,1,0,23,0,23,30,23,10,0,10,23,620180023,23,23,325,23,9999,0,23,23,200000003,0,23,1,0,23,23,23,23,1251,23,23,1
300,0,0,0,0,24,201800,1,0,24,0,24,30,24,10,0,10,24,620180024,24,24,349,24,9999,0,24,24,200000003,0,24,1,0,24,24,24,24,1425,24,24,1
300,0,0,0,0,25,201800,1,0,25,0,25,30,25,10,0,10,25,620180025,25,25,372,25,9999,0,25,25,200000003,0,25,1,0,25,25,25,25,1598,25,25,1
300,0,0,0,0,26,201800,1,0,26,0,26,30,26,10,0,10,26,620180026,26,26,374,26,9999,0,26,26,200000003,0,26,1,0,26,26,26,26,1626,26,26,1
300,0,0,0,0,27,201800,1,0,27,0,27,30,27,10,0,10,27,620180027,27,27,376,27,9999,0,27,27,200000003,0,27,1,0,27,27,27,27,1654,27,27,1
300,0,0,0,0,28,201800,1,0,28,0,28,30,28,10,0,10,28,620180028,28,28,377,28,9999,0,28,28,200000003,0,28,1,0,28,28,28,28,1681,28,28,1
300,0,0,0,0,29,201800,1,0,29,0,29,30,29,10,0,10,29,620180029,29,29,393,29,9999,0,29,29,200000003,0,29,1,0,29,29,29,29,2032,29,29,1
300,0,0,0,0,30,201800,1,0,30,0,30,30,30,10,0,10,30,620180030,30,30,468,30,9999,0,30,30,200000003,0,30,1,0,30,30,30,30,2356,30,30,1
300,0,0,0,0,31,201800,1,0,31,0,31,30,31,10,0,10,31,620180031,31,31,489,31,9999,0,31,31,200000003,0,31,1,0,31,31,31,31,2380,31,31,1
300,0,0,0,0,32,201800,1,0,32,0,32,30,32,10,0,10,32,620180032,32,32,508,32,9999,0,32,32,200000003,0,32,1,0,32,32,32,32,2405,32,32,1
300,0,0,0,0,33,201800,1,0,33,0,33,30,33,10,0,10,33,620180033,33,33,528,33,9999,0,33,33,200000003,0,33,1,0,33,33,33,33,2430,33,33,1
300,0,0,0,0,34,201800,1,0,34,0,34,30,34,10,0,10,34,620180034,34,34,548,34,9999,0,34,34,200000003,0,34,1,0,34,34,34,34,2673,34,34,1
300,0,0,0,0,35,201800,1,0,35,0,35,30,35,10,0,10,35,620180035,35,35,574,35,9999,0,35,35,200000003,0,35,1,0,35,35,35,35,3050,35,35,1
300,0,0,0,0,36,201800,1,0,36,0,36,30,36,10,0,10,36,620180036,36,36,605,36,9999,0,36,36,200000003,0,36,1,0,36,36,36,36,2167,36,36,1
300,0,0,0,0,37,201800,1,0,37,0,37,30,37,10,0,10,37,620180037,37,37,637,37,9999,0,37,37,200000003,0,37,1,0,37,37,37,37,2461,37,37,1
300,0,0,0,0,38,201800,1,0,38,0,38,30,38,10,0,10,38,620180038,38,38,645,38,9999,0,38,38,200000003,0,38,1,0,38,38,38,38,2461,38,38,1
300,0,0,0,0,39,201800,1,0,39,0,39,30,39,10,0,10,39,620180039,39,39,859,39,9999,0,39,39,200000003,0,39,1,0,39,39,39,39,3056,39,39,1
300,0,0,0,0,40,201800,1,0,40,0,40,30,40,10,0,10,40,620180040,40,40,924,40,9999,0,40,40,200000003,0,40,1,0,40,40,40,40,3517,40,40,1
300,0,0,0,0,41,201800,1,0,41,0,41,30,41,10,0,10,41,620180041,41,41,1054,41,9999,0,41,41,200000003,0,41,1,0,41,41,41,41,3807,41,41,1
300,0,0,0,0,42,201800,1,0,42,0,42,30,42,10,0,10,42,620180042,42,42,1356,42,9999,0,42,42,200000003,0,42,1,0,42,42,42,42,4097,42,42,1
300,0,0,0,0,43,201800,1,0,43,0,43,30,43,10,0,10,43,620180043,43,43,1313,43,9999,0,43,43,200000003,0,43,1,0,43,43,43,43,4343,43,43,1
300,0,0,0,0,44,201800,1,0,44,0,44,30,44,10,0,10,44,620180044,44,44,1271,44,9999,0,44,44,200000003,0,44,1,0,44,44,44,44,4677,44,44,1
300,0,0,0,0,45,201800,1,0,45,0,45,30,45,10,0,10,45,620180045,45,45,1349,45,9999,0,45,45,200000003,0,45,1,0,45,45,45,45,5105,45,45,1
300,0,0,0,0,46,201800,1,0,46,0,46,30,46,10,0,10,46,620180046,46,46,1412,46,9999,0,46,46,200000003,0,46,1,0,46,46,46,46,5249,46,46,1
300,0,0,0,0,47,201800,1,0,47,0,47,30,47,10,0,10,47,620180047,47,47,1474,47,9999,0,47,47,200000003,0,47,1,0,47,47,47,47,5647,47,47,1
300,0,0,0,0,48,201800,1,0,48,0,48,30,48,10,0,10,48,620180048,48,48,1536,48,9999,0,48,48,200000003,0,48,1,0,48,48,48,48,6046,48,48,1
300,0,0,0,0,49,201800,1,0,49,0,49,30,49,10,0,10,49,620180049,49,49,1897,49,9999,0,49,49,200000003,0,49,1,0,49,49,49,49,8304,49,49,1
300,0,0,0,0,50,201800,1,0,50,0,50,30,50,10,0,10,50,620180050,50,50,2257,50,9999,0,50,50,200000003,0,50,1,0,50,50,50,50,12548,50,50,1
300,0,0,0,0,51,201800,1,0,51,0,51,30,51,10,0,10,51,620180051,51,51,2319,51,9999,0,51,51,200000003,0,51,1,0,51,51,51,51,12946,51,51,1
300,0,0,0,0,52,201800,1,0,52,0,52,30,52,10,0,10,52,620180052,52,52,2381,52,9999,0,52,52,200000003,0,52,1,0,52,52,52,52,13345,52,52,1
300,0,0,0,0,53,201800,1,0,53,0,53,30,53,10,0,10,53,620180053,53,53,2444,53,9999,0,53,53,200000003,0,53,1,0,53,53,53,53,13743,53,53,1
300,0,0,0,0,54,201800,1,0,54,0,54,30,54,10,0,10,54,620180054,54,54,2506,54,9999,0,54,54,200000003,0,54,1,0,54,54,54,54,14142,54,54,1
300,0,0,0,0,55,201800,1,0,55,0,55,30,55,10,0,10,55,620180055,55,55,2568,55,9999,0,55,55,200000003,0,55,1,0,55,55,55,55,14540,55,55,1
300,0,0,0,0,56,201800,1,0,56,0,56,30,56,10,0,10,56,620180056,56,56,2630,56,9999,0,56,56,200000003,0,56,1,0,56,56,56,56,14938,56,56,1
300,0,0,0,0,57,201800,1,0,57,0,57,30,57,10,0,10,57,620180057,57,57,2692,57,9999,0,57,57,200000003,0,57,1,0,57,57,57,57,15337,57,57,1
300,0,0,0,0,58,201800,1,0,58,0,58,30,58,10,0,10,58,620180058,58,58,2755,58,9999,0,58,58,200000003,0,58,1,0,58,58,58,58,15735,58,58,1
300,0,0,0,0,59,201800,1,0,59,0,59,30,59,10,0,10,59,620180059,59,59,2817,59,9999,0,59,59,200000003,0,59,1,0,59,59,59,59,16134,59,59,1
300,0,0,0,0,60,201800,1,0,60,0,60,30,60,10,0,10,60,620180060,60,60,2879,60,9999,0,60,60,200000003,0,60,1,0,60,60,60,60,16532,60,60,1
300,0,0,0,0,61,201800,1,0,61,0,61,30,61,10,0,10,61,620180061,61,61,2941,61,9999,0,61,61,200000003,0,61,1,0,61,61,61,61,16930,61,61,1
300,0,0,0,0,62,201800,1,0,62,0,62,30,62,10,0,10,62,620180062,62,62,3003,62,9999,0,62,62,200000003,0,62,1,0,62,62,62,62,16962,62,62,1
300,0,0,0,0,63,201800,1,0,63,0,63,30,63,10,0,10,63,620180063,63,63,3065,63,9999,0,63,63,200000003,0,63,1,0,63,63,63,63,16994,63,63,1
300,0,0,0,0,64,201800,1,0,64,0,64,30,64,10,0,10,64,620180064,64,64,3128,64,9999,0,64,64,200000003,0,64,1,0,64,64,64,64,17026,64,64,1
300,0,0,0,0,65,201800,1,0,65,0,65,30,65,10,0,10,65,620180065,65,65,3190,65,9999,0,65,65,200000003,0,65,1,0,65,65,65,65,17058,65,65,1
300,0,0,0,0,66,201800,1,0,66,0,66,30,66,10,0,10,66,620180066,66,66,3252,66,9999,0,66,66,200000003,0,66,1,0,66,66,66,66,17089,66,66,1
300,0,0,0,0,67,201800,1,0,67,0,67,30,67,10,0,10,67,620180067,67,67,3314,67,9999,0,67,67,200000003,0,67,1,0,67,67,67,67,17121,67,67,1
300,0,0,0,0,68,201800,1,0,68,0,68,30,68,10,0,10,68,620180068,68,68,3376,68,9999,0,68,68,200000003,0,68,1,0,68,68,68,68,17153,68,68,1
300,0,0,0,0,69,201800,1,0,69,0,69,30,69,10,0,10,69,620180069,69,69,3438,69,9999,0,69,69,200000003,0,69,1,0,69,69,69,69,17185,69,69,1
300,0,0,0,0,70,201800,1,0,70,0,70,30,70,10,0,10,70,620180070,70,70,3501,70,9999,0,70,70,200000003,0,70,1,0,70,70,70,70,17217,70,70,1
300,0,0,0,0,71,201800,1,0,71,0,71,30,71,10,0,10,71,620180071,71,71,3563,71,9999,0,71,71,200000003,0,71,1,0,71,71,71,71,17249,71,71,1
3,0,0,0,0,1,201900,1,0,1,0,1,30,1,10,0,10,1,620190001,1,1,27,1,4,0,1,1,200000009,0,1,1,0,1,1,1,1,433,1,1,1
3,0,0,0,0,2,201900,1,0,2,0,2,30,2,10,0,10,2,620190002,2,2,32,2,8,0,2,2,200000009,0,2,1,0,2,2,2,2,445,2,2,1
5,0,0,0,0,3,201900,1,0,3,0,3,30,3,10,0,10,3,620190003,3,3,36,3,4,0,3,3,200000009,0,3,1,0,3,3,3,3,456,3,3,1
5,0,0,0,0,4,201900,1,0,4,0,4,30,4,10,0,10,4,620190004,4,4,36,4,4,0,4,4,200000009,0,4,1,0,4,4,4,4,456,4,4,1
5,0,0,0,0,5,201900,1,0,5,0,5,30,5,10,0,10,5,620190005,5,5,40,5,4,0,5,5,200000009,0,5,1,0,5,5,5,5,459,5,5,1
7,0,0,0,0,6,201900,1,0,6,0,6,30,6,10,0,10,6,620190006,6,6,54,6,6,0,6,6,200000009,0,6,1,0,6,6,6,6,483,6,6,1
8,0,0,0,0,7,201900,1,0,7,0,7,30,7,10,0,10,7,620190007,7,7,62,7,7,0,7,7,200000009,0,7,1,0,7,7,7,7,543,7,7,1
8,0,0,0,0,8,201900,1,0,8,0,8,30,8,10,0,10,8,620190008,8,8,70,8,8,0,8,8,200000009,0,8,1,0,8,8,8,8,604,8,8,1
9,0,0,0,0,9,201900,1,0,9,0,9,30,9,10,0,10,9,620190009,9,9,77,9,8,0,9,9,200000009,0,9,1,0,9,9,9,9,665,9,9,1
10,0,0,0,0,10,201900,1,0,10,0,10,30,10,10,0,10,10,620190010,10,10,85,10,9,0,10,10,200000009,0,10,1,0,10,10,10,10,725,10,10,1
11,0,0,0,0,11,201900,1,0,11,0,11,30,11,10,0,10,11,620190011,11,11,93,11,10,0,11,11,200000009,0,11,1,0,11,11,11,11,786,11,11,1
12,0,0,0,0,12,201900,1,0,12,0,12,30,12,10,0,10,12,620190012,12,12,101,12,11,0,12,12,200000009,0,12,1,0,12,12,12,12,847,12,12,1
13,0,0,0,0,13,201900,1,0,13,0,13,30,13,10,0,10,13,620190013,13,13,107,13,11,0,13,13,200000009,0,13,1,0,13,13,13,13,908,13,13,1
13,0,0,0,0,14,201900,1,0,14,0,14,30,14,10,0,10,14,620190014,14,14,116,14,12,0,14,14,200000009,0,14,1,0,14,14,14,14,968,14,14,1
14,0,0,0,0,15,201900,1,0,15,0,15,30,15,10,0,10,15,620190015,15,15,123,15,12,0,15,15,200000009,0,15,1,0,15,15,15,15,1029,15,15,1
14,0,0,0,0,16,201900,1,0,16,0,16,30,16,10,0,10,16,620190016,16,16,138,16,13,0,16,16,200000009,0,16,1,0,16,16,16,16,1119,16,16,1
14,0,0,0,0,17,201900,1,0,17,0,17,30,17,10,0,10,17,620190017,17,17,154,17,13,0,17,17,200000009,0,17,1,0,17,17,17,17,1209,17,17,1
15,0,0,0,0,18,201900,1,0,18,0,18,30,18,10,0,10,18,620190018,18,18,185,18,13,0,18,18,200000009,0,18,1,0,18,18,18,18,1705,18,18,1
15,0,0,0,0,19,201900,1,0,19,0,19,30,19,10,0,10,19,620190019,19,19,200,19,13,0,19,19,200000009,0,19,1,0,19,19,19,19,1949,19,19,1
15,0,0,0,0,20,201900,1,0,20,0,20,30,20,10,0,10,20,620190020,20,20,210,20,14,0,20,20,200000009,0,20,1,0,20,20,20,20,2056,20,20,1
17,0,0,0,0,21,201900,1,0,21,0,21,30,21,10,0,10,21,620190021,21,21,233,21,16,0,21,21,200000009,0,21,1,0,21,21,21,21,2347,21,21,1
19,0,0,0,0,22,201900,1,0,22,0,22,30,22,10,0,10,22,620190022,22,22,254,22,17,0,22,22,200000009,0,22,1,0,22,22,22,22,2637,22,22,1
21,0,0,0,0,23,201900,1,0,23,0,23,30,23,10,0,10,23,620190023,23,23,276,23,19,0,23,23,200000009,0,23,1,0,23,23,23,23,2927,23,23,1
23,0,0,0,0,24,201900,1,0,24,0,24,30,24,10,0,10,24,620190024,24,24,298,24,20,0,24,24,200000009,0,24,1,0,24,24,24,24,3217,24,24,1
24,0,0,0,0,25,201900,1,0,25,0,25,30,25,10,0,10,25,620190025,25,25,301,25,21,0,25,25,200000009,0,25,1,0,25,25,25,25,3553,25,25,1
24,0,0,0,0,26,201900,1,0,26,0,26,30,26,10,0,10,26,620190026,26,26,304,26,21,0,26,26,200000009,0,26,1,0,26,26,26,26,3888,26,26,1
25,0,0,0,0,27,201900,1,0,27,0,27,30,27,10,0,10,27,620190027,27,27,327,27,21,0,27,27,200000009,0,27,1,0,27,27,27,27,4224,27,27,1
25,0,0,0,0,28,201900,1,0,28,0,28,30,28,10,0,10,28,620190028,28,28,350,28,22,0,28,28,200000009,0,28,1,0,28,28,28,28,4559,28,28,1
25,0,0,0,0,29,201900,1,0,29,0,29,30,29,10,0,10,29,620190029,29,29,373,29,22,0,29,29,200000009,0,29,1,0,29,29,29,29,4895,29,29,1
25,0,0,0,0,30,201900,1,0,30,0,30,30,30,10,0,10,30,620190030,30,30,395,30,22,0,30,30,200000009,0,30,1,0,30,30,30,30,5230,30,30,1
25,0,0,0,0,31,201900,1,0,31,0,31,30,31,10,0,10,31,620190031,31,31,418,31,22,0,31,31,200000009,0,31,1,0,31,31,31,31,5566,31,31,1
26,0,0,0,0,32,201900,1,0,32,0,32,30,32,10,0,10,32,620190032,32,32,441,32,23,0,32,32,200000009,0,32,1,0,32,32,32,32,5902,32,32,1
25,0,0,0,0,33,201900,1,0,33,0,33,30,33,10,0,10,33,620190033,33,33,464,33,23,0,33,33,200000009,0,33,1,0,33,33,33,33,6237,33,33,1
26,0,0,0,0,34,201900,1,0,34,0,34,30,34,10,0,10,34,620190034,34,34,487,34,23,0,34,34,200000009,0,34,1,0,34,34,34,34,6573,34,34,1
26,0,0,0,0,35,201900,1,0,35,0,35,30,35,10,0,10,35,620190035,35,35,510,35,23,0,35,35,200000009,0,35,1,0,35,35,35,35,6908,35,35,1
27,0,0,0,0,36,201900,1,0,36,0,36,30,36,10,0,10,36,620190036,36,36,532,36,24,0,36,36,200000009,0,36,1,0,36,36,36,36,7244,36,36,1
31,0,0,0,0,37,201900,1,0,37,0,37,30,37,10,0,10,37,620190037,37,37,583,37,27,0,37,37,200000009,0,37,1,0,37,37,37,37,7454,37,37,1
36,0,0,0,0,38,201900,1,0,38,0,38,30,38,10,0,10,38,620190038,38,38,635,38,31,0,38,38,200000009,0,38,1,0,38,38,38,38,7664,38,38,1
40,0,0,0,0,39,201900,1,0,39,0,39,30,39,10,0,10,39,620190039,39,39,686,39,34,0,39,39,200000009,0,39,1,0,39,39,39,39,7874,39,39,1
41,0,0,0,0,40,201900,1,0,40,0,40,30,40,10,0,10,40,620190040,40,40,804,40,35,0,40,40,200000009,0,40,1,0,40,40,40,40,9782,40,40,1
42,0,0,0,0,41,201900,1,0,41,0,41,30,41,10,0,10,41,620190041,41,41,923,41,35,0,41,41,200000009,0,41,1,0,41,41,41,41,11691,41,41,1
42,0,0,0,0,42,201900,1,0,42,0,42,30,42,10,0,10,42,620190042,42,42,1032,42,36,0,42,42,200000009,0,42,1,0,42,42,42,42,12260,42,42,1
42,0,0,0,0,43,201900,1,0,43,0,43,30,43,10,0,10,43,620190043,43,43,1142,43,36,0,43,43,200000009,0,43,1,0,43,43,43,43,12830,43,43,1
44,0,0,0,0,44,201900,1,0,44,0,44,30,44,10,0,10,44,620190044,44,44,1220,44,39,0,44,44,200000009,0,44,1,0,44,44,44,44,13164,44,44,1
47,0,0,0,0,45,201900,1,0,45,0,45,30,45,10,0,10,45,620190045,45,45,1298,45,43,0,45,45,200000009,0,45,1,0,45,45,45,45,13499,45,45,1
58,0,0,0,0,46,201900,1,0,46,0,46,30,46,10,0,10,46,620190046,46,46,1175,46,50,0,46,46,200000009,0,46,1,0,46,46,46,46,14001,46,46,1
59,0,0,0,0,47,201900,1,0,47,0,47,30,47,10,0,10,47,620190047,47,47,1359,47,57,0,47,47,200000009,0,47,1,0,47,47,47,47,14874,47,47,1
71,0,0,0,0,48,201900,1,0,48,0,48,30,48,10,0,10,48,620190048,48,48,1359,48,66,0,48,48,200000009,0,48,1,0,48,48,48,48,16874,48,48,1
71,0,0,0,0,49,201900,1,0,49,0,49,30,49,10,0,10,49,620190049,49,49,1359,49,67,0,49,49,200000009,0,49,1,0,49,49,49,49,16874,49,49,1
75,0,0,0,0,50,201900,1,0,50,0,50,30,50,10,0,10,50,620190050,50,50,1401,50,74,0,50,50,200000009,0,50,1,0,50,50,50,50,16874,50,50,1
75,0,0,0,0,51,201900,1,0,51,0,51,30,51,10,0,10,51,620190051,51,51,1443,51,74,0,51,51,200000009,0,51,1,0,51,51,51,51,18207,51,51,1
76,0,0,0,0,52,201900,1,0,52,0,52,30,52,10,0,10,52,620190052,52,52,1484,52,74,0,52,52,200000009,0,52,1,0,52,52,52,52,19541,52,52,1
76,0,0,0,0,53,201900,1,0,53,0,53,30,53,10,0,10,53,620190053,53,53,1526,53,74,0,53,53,200000009,0,53,1,0,53,53,53,53,20874,53,53,1
79,0,0,0,0,54,201900,1,0,54,0,54,30,54,10,0,10,54,620190054,54,54,1586,54,77,0,54,54,200000009,0,54,1,0,54,54,54,54,21297,54,54,1
82,0,0,0,0,55,201900,1,0,55,0,55,30,55,10,0,10,55,620190055,55,55,1645,55,81,0,55,55,200000009,0,55,1,0,55,55,55,55,21720,55,55,1
85,0,0,0,0,56,201900,1,0,56,0,56,30,56,10,0,10,56,620190056,56,56,1705,56,84,0,56,56,200000009,0,56,1,0,56,56,56,56,22143,56,56,1
88,0,0,0,0,57,201900,1,0,57,0,57,30,57,10,0,10,57,620190057,57,57,1764,57,88,0,57,57,200000009,0,57,1,0,57,57,57,57,22566,57,57,1
90,0,0,0,0,58,201900,1,0,58,0,58,30,58,10,0,10,58,620190058,58,58,1824,58,91,0,58,58,200000009,0,58,1,0,58,58,58,58,22989,58,58,1
93,0,0,0,0,59,201900,1,0,59,0,59,30,59,10,0,10,59,620190059,59,59,1883,59,95,0,59,59,200000009,0,59,1,0,59,59,59,59,23412,59,59,1
96,0,0,0,0,60,201900,1,0,60,0,60,30,60,10,0,10,60,620190060,60,60,1943,60,98,0,60,60,200000009,0,60,1,0,60,60,60,60,23835,60,60,1
99,0,0,0,0,61,201900,1,0,61,0,61,30,61,10,0,10,61,620190061,61,61,2004,61,102,0,61,61,200000009,0,61,1,0,61,61,61,61,24265,61,61,1
100,0,0,0,0,62,201900,1,0,62,0,62,30,62,10,0,10,62,620190062,62,62,2029,62,103,0,62,62,200000009,0,62,1,0,62,62,62,62,24714,62,62,1
101,0,0,0,0,63,201900,1,0,63,0,63,30,63,10,0,10,63,620190063,63,63,2054,63,103,0,63,63,200000009,0,63,1,0,63,63,63,63,25163,63,63,1
103,0,0,0,0,64,201900,1,0,64,0,64,30,64,10,0,10,64,620190064,64,64,2080,64,104,0,64,64,200000009,0,64,1,0,64,64,64,64,25611,64,64,1
104,0,0,0,0,65,201900,1,0,65,0,65,30,65,10,0,10,65,620190065,65,65,2105,65,105,0,65,65,200000009,0,65,1,0,65,65,65,65,26060,65,65,1
105,0,0,0,0,66,201900,1,0,66,0,66,30,66,10,0,10,66,620190066,66,66,2130,66,106,0,66,66,200000009,0,66,1,0,66,66,66,66,26509,66,66,1
106,0,0,0,0,67,201900,1,0,67,0,67,30,67,10,0,10,67,620190067,67,67,2155,67,106,0,67,67,200000009,0,67,1,0,67,67,67,67,26958,67,67,1
108,0,0,0,0,68,201900,1,0,68,0,68,30,68,10,0,10,68,620190068,68,68,2181,68,107,0,68,68,200000009,0,68,1,0,68,68,68,68,27406,68,68,1
109,0,0,0,0,69,201900,1,0,69,0,69,30,69,10,0,10,69,620190069,69,69,2206,69,108,0,69,69,200000009,0,69,1,0,69,69,69,69,27855,69,69,1
110,0,0,0,0,70,201900,1,0,70,0,70,30,70,10,0,10,70,620190070,70,70,2231,70,109,0,70,70,200000009,0,70,1,0,70,70,70,70,28304,70,70,1
111,0,0,0,0,71,201900,1,0,71,0,71,30,71,10,0,10,71,620190071,71,71,2256,71,109,0,71,71,200000009,0,71,1,0,71,71,71,71,28753,71,71,1
7,0,0,0,0,1,202000,1,0,1,0,1,30,1,10,0,10,1,620200001,1,1,37,1,3400,0,1,1,200000001,0,1,1,0,1,1,1,1,210,1,1,1
89,0,0,0,0,2,202000,1,0,2,0,2,30,2,10,0,10,2,620200002,2,2,17,2,3400,0,2,2,200000001,0,2,1,0,2,2,2,2,404,2,2,1
14,0,0,0,0,3,202000,1,0,3,0,3,30,3,10,0,10,3,620200003,3,3,44,3,3400,0,3,3,200000001,0,3,1,0,3,3,3,3,459,3,3,1
18,0,0,0,0,4,202000,1,0,4,0,4,30,4,10,0,10,4,620200004,4,4,65,4,3400,0,4,4,200000001,0,4,1,0,4,4,4,4,513,4,4,1
21,0,0,0,0,5,202000,1,0,5,0,5,30,5,10,0,10,5,620200005,5,5,88,5,3500,0,5,5,200000001,0,5,1,0,5,5,5,5,566,5,5,1
22,0,0,0,0,6,202000,1,0,6,0,6,30,6,10,0,10,6,620200006,6,6,95,6,4400,0,6,6,200000001,0,6,1,0,6,6,6,6,568,6,6,1
23,0,0,0,0,7,202000,1,0,7,0,7,30,7,10,0,10,7,620200007,7,7,101,7,5299,0,7,7,200000001,0,7,1,0,7,7,7,7,569,7,7,1
27,0,0,0,0,8,202000,1,0,8,0,8,30,8,10,0,10,8,620200008,8,8,108,8,6066,0,8,8,200000001,0,8,1,0,8,8,8,8,616,8,8,1
30,0,0,0,0,9,202000,1,0,9,0,9,30,9,10,0,10,9,620200009,9,9,115,9,6833,0,9,9,200000001,0,9,1,0,9,9,9,9,661,9,9,1
34,0,0,0,0,10,202000,1,0,10,0,10,30,10,10,0,10,10,620200010,10,10,121,10,7566,0,10,10,200000001,0,10,1,0,10,10,10,10,707,10,10,1
37,0,0,0,0,11,202000,1,0,11,0,11,30,11,10,0,10,11,620200011,11,11,128,11,8333,0,11,11,200000001,0,11,1,0,11,11,11,11,753,11,11,1
41,0,0,0,0,12,202000,1,0,12,0,12,30,12,10,0,10,12,620200012,12,12,135,12,9099,0,12,12,200000001,0,12,1,0,12,12,12,12,799,12,12,1
45,0,0,0,0,13,202000,1,0,13,0,13,30,13,10,0,10,13,620200013,13,13,141,13,9866,0,13,13,200000001,0,13,1,0,13,13,13,13,844,13,13,1
45,0,0,0,0,14,202000,1,0,14,0,14,30,14,10,0,10,14,620200014,14,14,143,14,9932,0,14,14,200000001,0,14,1,0,14,14,14,14,895,14,14,1
45,0,0,0,0,15,202000,1,0,15,0,15,30,15,10,0,10,15,620200015,15,15,145,15,9999,0,15,15,200000001,0,15,1,0,15,15,15,15,946,15,15,1
45,0,0,0,0,16,202000,1,0,16,0,16,30,16,10,0,10,16,620200016,16,16,163,16,9999,0,16,16,200000001,0,16,1,0,16,16,16,16,1192,16,16,1
46,0,0,0,0,17,202000,1,0,17,0,17,30,17,10,0,10,17,620200017,17,17,181,17,9999,0,17,17,200000001,0,17,1,0,17,17,17,17,1437,17,17,1
47,0,0,0,0,18,202000,1,0,18,0,18,30,18,10,0,10,18,620200018,18,18,199,18,9999,0,18,18,200000001,0,18,1,0,18,18,18,18,1684,18,18,1
48,0,0,0,0,19,202000,1,0,19,0,19,30,19,10,0,10,19,620200019,19,19,217,19,9999,0,19,19,200000001,0,19,1,0,19,19,19,19,1928,19,19,1
49,0,0,0,0,20,202000,1,0,20,0,20,30,20,10,0,10,20,620200020,20,20,236,20,9999,0,20,20,200000001,0,20,1,0,20,20,20,20,2173,20,20,1
63,0,0,0,0,21,202000,1,0,21,0,21,30,21,10,0,10,21,620200021,21,21,262,21,9999,0,21,21,200000001,0,21,1,0,21,21,21,21,2206,21,21,1
77,0,0,0,0,22,202000,1,0,22,0,22,30,22,10,0,10,22,620200022,22,22,290,22,9999,0,22,22,200000001,0,22,1,0,22,22,22,22,2239,22,22,1
80,0,0,0,0,23,202000,1,0,23,0,23,30,23,10,0,10,23,620200023,23,23,294,23,9999,0,23,23,200000001,0,23,1,0,23,23,23,23,2389,23,23,1
80,0,0,0,0,24,202000,1,0,24,0,24,30,24,10,0,10,24,620200024,24,24,316,24,9999,0,24,24,200000001,0,24,1,0,24,24,24,24,2720,24,24,1
80,0,0,0,0,25,202000,1,0,25,0,25,30,25,10,0,10,25,620200025,25,25,337,25,9999,0,25,25,200000001,0,25,1,0,25,25,25,25,3051,25,25,1
80,0,0,0,0,26,202000,1,0,26,0,26,30,26,10,0,10,26,620200026,26,26,339,26,9999,0,26,26,200000001,0,26,1,0,26,26,26,26,3104,26,26,1
81,0,0,0,0,27,202000,1,0,27,0,27,30,27,10,0,10,27,620200027,27,27,340,27,9999,0,27,27,200000001,0,27,1,0,27,27,27,27,3158,27,27,1
