equip_slot_5,equip_slot_6,unit_id,equip_slot_3,equip_slot_2,equip_slot_1,equip_slot_4,promotion_level
108553,108552,121201,108313,108013,108014,108012,26
108554,108553,121201,108314,108014,109011,108013,27
109551,108554,121201,109401,109011,109012,108014,28
109552,109551,121201,109432,109012,109013,109011,29
109553,109552,121201,109343,109013,109014,109012,30
109554,109553,121201,109434,109014,10001032,109013,31
10055032,109554,121201,10040032,10001032,10001033,109014,32
10055033,10055032,121201,10040033,10001033,10001034,10001032,33
10055034,10055033,121201,10034034,10001034,10001035,10001033,34
999999,10055034,121201,999999,10001035,999999,10001034,35
101551,101581,121301,101281,101431,101191,101191,1
101431,101581,121301,102311,102431,102192,102191,2
102191,102551,121301,102282,102401,103191,102192,3
102401,102401,121301,103311,103581,103192,103191,4
103581,103551,121301,103282,103432,103193,103192,5
103582,103282,121301,103283,103583,104191,103192,6
103583,103582,121301,104311,104401,104192,103193,7
104581,103583,121301,104282,104192,104193,104491,8
104582,104581,121301,104313,104193,104194,104432,9
104583,104582,121301,104433,104194,105191,104313,10
105581,104583,121301,105401,105191,105192,104433,11
105582,105581,121301,105342,105192,105193,105401,12
105583,105582,121301,105283,105193,105194,105431,13
105584,105583,121301,105314,105194,105195,105491,14
105585,105584,121301,105315,105195,105196,105432,15
105586,105585,121301,105316,105196,105197,105315,16
105587,105586,121301,105317,105197,106191,105316,17
106581,105587,121301,106311,106191,106192,105317,18
106582,106581,121301,106312,106192,106193,106311,19
106583,106582,121301,106313,106193,107191,106312,20
107581,106583,121301,107311,107191,107192,106313,21
107582,107581,121301,107312,107192,107193,107311,22
107583,107582,121301,107313,107193,108191,107312,23
108581,107583,121301,108311,108191,108192,107313,24
108582,108581,121301,108282,108192,108193,108311,25
108583,108582,121301,108283,108193,108194,108282,26
108584,108583,121301,108314,108194,109191,108283,27
109581,108584,121301,109311,109191,109192,108314,28
109582,109581,121301,109312,109192,109193,109311,29
109583,109582,121301,109313,109193,109194,109312,30
109584,109583,121301,109314,109194,10019032,109313,31
10058032,109584,121301,10028032,10019032,10019033,109314,32
10058033,10058032,121301,10028033,10019033,10019034,10028032,33
10058034,10058033,121301,10028034,10019034,10019035,10028033,34
999999,10058034,121301,999999,10019035,999999,10028034,35
101611,101611,121401,101371,101251,101251,101521,1
101611,101611,121401,102371,102251,102252,102461,2
102611,102611,121401,102372,102252,103251,102222,3
102613,102613,121401,103251,103521,103252,103611,4
103611,103611,121401,103371,103252,103222,103522,5
103613,103613,121401,103372,103222,104251,103252,6
103614,103613,121401,104371,104251,104252,103614,7
104611,103614,121401,104522,104252,104253,104251,8
104612,104611,121401,104462,104253,104254,104252,9
104613,104612,121401,104463,104254,105251,104253,10
105611,104613,121401,105521,105251,105252,104254,11
105612,105611,121401,105372,105252,105253,105251,12
105613,105612,121401,105373,105253,105254,105252,13
105614,105613,121401,105523,105254,105255,105253,14
105615,105614,121401,105463,105255,105256,105254,15
105616,105615,121401,105524,105256,105257,105255,16
105617,105616,121401,105377,105257,106251,105256,17
106611,105617,121401,106371,106251,106252,105257,18
106612,106611,121401,106521,106252,106253,106251,19
106613,106612,121401,106462,106253,107251,106252,20
107611,106613,121401,107461,107251,107252,106253,21
107612,107611,121401,107462,107252,107253,107251,22
107613,107612,121401,107463,107253,108251,107252,23
108611,107613,121401,108371,108251,108252,107253,24
108612,108611,121401,108372,108252,108253,108251,25
108613,108612,121401,108373,108253,108254,108252,26
108614,108613,121401,108374,108254,109251,108253,27
109611,108614,121401,109371,109251,109252,108254,28
109612,109611,121401,109372,109252,109253,109251,29
109613,109612,121401,109373,109253,109254,109252,30
109614,109613,121401,109374,109254,10025032,109253,31
10061032,109614,121401,10037032,10025032,10025033,109254,32
10061033,10061032,121401,10037033,10025033,10025034,10025032,33
10061034,10061033,121401,10037034,10025034,10025035,10025033,34
999999,10061034,121401,999999,10025035,999999,10025034,35
101161,101581,121501,101281,101191,101161,101431,1
101161,101581,121501,102311,102191,102163,102493,2
102162,102581,121501,102282,102192,103161,102401,3
102163,102582,121501,103281,103191,103162,103431,4
103161,103581,121501,103282,103162,103193,103491,5
103162,103582,121501,103283,103193,104161,103432,6
103583,103401,121501,104311,104191,104162,103553,7
104581,103553,121501,104432,104192,104163,104491,8
104552,104551,121501,104283,104193,104194,104432,9
104553,104552,121501,104284,104194,105161,104163,10
105551,104553,121501,105281,105191,105162,104164,11
105552,105551,121501,105282,105192,105163,105161,12
105553,105552,121501,105343,105193,105164,105162,13
105554,105553,121501,105284,105194,105165,105163,14
105555,105554,121501,105285,105195,105166,105164,15
105556,105555,121501,105286,105196,105167,105165,16
105557,105556,121501,105287,105197,106161,105166,17
106551,105557,121501,106341,106191,106162,105167,18
106552,106551,121501,106342,106192,106163,106161,19
106553,106552,121501,106283,106193,107161,106162,20
107551,106553,121501,107281,107191,107162,106163,21
107552,107551,121501,107492,107192,107163,107161,22
107553,107552,121501,107493,107193,108161,107162,23
108551,107553,121501,108431,108191,108162,107163,24
108552,108551,121501,108342,108192,108163,108161,25
108553,108552,121501,108343,108193,108164,108162,26
108554,108553,121501,108494,108194,109161,108163,27
109551,108554,121501,109281,109191,109162,108164,28
109552,109551,121501,109282,109192,109163,109161,29
109553,109552,121501,109283,109193,109164,109162,30
109554,109553,121501,109284,109194,10016032,109163,31
10055032,109554,121501,10028032,10019032,10016033,109164,32
10055033,10055032,121501,10028033,10019033,10016034,10016032,33
10055034,10055033,121501,10028034,10019034,10016035,10016033,34
999999,10055034,121501,999999,10019035,999999,10016034,35
101551,101551,121601,101281,101191,101191,101191,1
101551,101551,121601,102431,102191,102192,102191,2
102551,102551,121601,102342,102192,103191,102192,3
102552,102552,121601,103341,103191,103192,103191,4
103551,103551,121601,103342,103192,103193,103192,5
103552,103552,121601,103343,103193,104191,103192,6
103553,103552,121601,104341,104191,104192,103193,7
104551,103553,121601,104342,104192,104193,104191,8
104552,104551,121601,104343,104193,104194,104192,9
104554,104552,121601,104433,104194,105191,104193,10
105551,104553,121601,105401,105191,105192,104194,11
105552,105551,121601,105282,105192,105193,105191,12
105553,105552,121601,105343,105193,105194,105192,13
105554,105553,121601,105344,105194,105195,105193,14
105555,105554,121601,105285,105195,105196,105194,15
105556,105555,121601,105286,105196,105197,105195,16
105557,105556,121601,105287,105197,106191,105196,17
106551,105557,121601,106341,106191,106192,105197,18
106552,106551,121601,106342,106192,106193,106191,19
106553,106552,121601,106343,106193,107191,106192,20
107551,106553,121601,107491,107191,107192,106193,21
107552,107551,121601,107492,107192,107193,107191,22
107553,107552,121601,107493,107193,108191,107192,23
108551,107553,121601,108431,108191,108192,107193,24
108552,108551,121601,108342,108192,108193,108191,25
108553,108552,121601,108343,108193,108194,108192,26
108554,108553,121601,108434,108194,109191,108193,27
109551,108554,121601,109341,109191,109192,108194,28
109552,109551,121601,109432,109192,109193,109191,29
109553,109552,121601,109343,109193,109194,109192,30
109554,109553,121601,109434,109194,10019032,109193,31
10055032,109554,121601,10034032,10019032,10019033,109194,32
10055033,10055032,121601,10043033,10019033,10019034,10019032,33
10055034,10055033,121601,10034034,10019034,10019035,10019033,34
999999,10055034,121601,999999,10019035,999999,10019034,35
101611,101611,121901,101371,101251,101251,101521,1
101611,101611,121901,102371,102221,102222,102461,2
102611,102611,121901,102372,102222,103221,102521,3
102613,102613,121901,103251,103521,103252,103611,4
103611,103611,121901,103371,103252,103222,103522,5
103371,103613,121901,103372,103222,104221,103522,6
103614,103613,121901,104371,104221,104222,103614,7
104611,103583,121901,104522,104222,104223,104221,8
104612,104581,121901,104462,104223,104224,104222,9
104613,104582,121901,104463,104224,105221,104223,10
105611,104613,121901,105521,105221,105222,104224,11
105612,105611,121901,105372,105222,105223,105221,12
105613,105612,121901,105373,105223,105224,105222,13
105614,105613,121901,105523,105224,105225,105223,14
105615,105614,121901,105375,105225,105226,105224,15
105616,105615,121901,105376,105226,105227,105225,16
105617,105616,121901,105377,105227,106221,105226,17
106611,105617,121901,106371,106221,106222,105227,18
106612,106611,121901,106372,106222,106223,106221,19
106613,106612,121901,106373,106223,107221,106222,20
107611,106613,121901,107371,107221,107222,106223,21
107612,107611,121901,107372,107222,107223,107221,22
107613,107612,121901,107373,107223,108221,107222,23
108611,107613,121901,108521,108221,108222,107223,24
108612,108611,121901,108462,108222,108223,108221,25
108613,108612,121901,108523,108223,108224,108222,26
108614,108613,121901,108524,108224,109221,108223,27
109611,108614,121901,109461,109221,109222,108224,28
109612,109611,121901,109522,109222,109223,109221,29
109613,109612,121901,109463,109223,109224,109222,30
109614,109613,121901,109524,109224,10022032,109223,31
10061032,109614,121901,10046032,10022032,10022033,109224,32
10061033,10061032,121901,10046033,10022033,10022034,10022032,33
10061034,10061033,121901,10052034,10022034,10022035,10022033,34
999999,10061034,121901,999999,10022035,999999,10022034,35
101551,101551,122001,101401,101191,101191,101191,1
101551,101551,122001,102281,102191,102192,102191,2
102551,102551,122001,102282,102192,103191,102192,3
102552,102552,122001,103281,103191,103192,103191,4
103551,103551,122001,103282,103192,103193,103192,5
103552,103552,122001,103283,103193,104191,103192,6
103553,103552,122001,104281,104191,104192,103193,7
104551,103553,122001,104282,104192,104193,104191,8
104552,104551,122001,104283,104193,104194,104192,9
104554,104552,122001,104284,104194,105191,104193,10
105551,104553,122001,105281,105191,105192,104194,11
105552,105551,122001,105431,105192,105193,105191,12
105553,105552,122001,105343,105193,105194,105192,13
105554,105553,122001,105284,105194,105195,105193,14
105555,105554,122001,105345,105195,105196,105194,15
105556,105555,122001,105346,105196,105197,105195,16
105557,105556,122001,105347,105197,106191,105196,17
106551,105557,122001,106341,106191,106192,105197,18
106552,106551,122001,106342,106192,106193,106191,19
106553,106552,122001,106343,106193,107191,106192,20
107551,106553,122001,107491,107191,107192,106193,21
107552,107551,122001,107282,107192,107193,107191,22
107553,107552,122001,107283,107193,108191,107192,23
108551,107553,122001,108281,108191,108192,107193,24
108552,108551,122001,108282,108192,108193,108191,25
108553,108552,122001,108283,108193,108194,108192,26
108554,108553,122001,108434,108194,109191,108193,27
109551,108554,122001,109341,109191,109192,108194,28
109552,109551,122001,109432,109192,109193,109191,29
109553,109552,122001,109493,109193,109194,109192,30
109554,109553,122001,109434,109194,10019032,109193,31
10055032,109554,122001,10034032,10019032,10019033,109194,32
10055033,10055032,122001,10043033,10019033,10019034,10019032,33
10055034,10055033,122001,10034034,10019034,10019035,10019033,34
999999,10055034,122001,999999,10019035,999999,10019034,35
101581,101551,122101,101281,101131,101131,101551,1
101581,101551,122101,102341,102071,102131,102551,2
102581,102551,122101,102342,102131,103071,102552,3
102582,102552,122101,103341,103071,103131,103551,4
103581,103551,122101,103342,103131,103132,103552,5
103552,103552,122101,103343,103132,104131,103552,6
103553,103582,122101,104341,104131,104132,103553,7
104551,103553,122101,104432,104132,104133,104131,8
104582,104551,122101,104343,104133,104134,104132,9
104553,104552,122101,104344,104134,105131,104133,10
105551,104553,122101,105281,105131,105132,104134,11
105582,105551,122101,105342,105132,105133,105131,12
105583,105552,122101,105283,105133,105134,105132,13
105584,105553,122101,105284,105134,105135,105133,14
105585,105554,122101,105345,105135,105136,105134,15
105586,105555,122101,105346,105136,105137,105135,16
105587,105556,122101,105347,105137,106131,105136,17
106581,105557,122101,106281,106131,106132,105137,18
106582,106551,122101,106342,106132,106133,106131,19
106583,106552,122101,106491,106133,107131,106132,20
107581,106553,122101,107341,107131,107132,106133,21
107582,107551,122101,107492,107132,107133,107131,22
107583,107552,122101,107493,107133,108131,107132,23
108581,107553,122101,108281,108131,108132,107133,24
108582,108551,122101,108492,108132,108133,108131,25
108583,108552,122101,108283,108133,108134,108132,26
108584,108553,122101,108284,108134,109131,108133,27
109551,108554,122101,109401,109131,109132,108134,28
109552,109551,122101,109282,109132,109133,109131,29
109553,109552,122101,109283,109133,109134,109132,30
109554,109553,122101,109284,109134,10013032,109133,31
10055032,109554,122101,10028032,10013032,10013033,109134,32
10055033,10055032,122101,10028033,10013033,10013034,10013032,33
10055034,10055033,122101,10028034,10013034,10013035,10013033,34
999999,10055034,122101,999999,10013035,999999,10013034,35
101011,101551,122201,101281,101011,101011,101401,1
101551,101551,122201,102281,102011,102013,102493,2
102011,102551,122201,102282,102013,103011,102401,3
102552,102552,122201,103281,103011,103012,103431,4
103071,103551,122201,103282,103012,103013,103401,5
103552,103552,122201,103283,103013,104011,103401,6
103013,103552,122201,104281,104011,104012,103553,7
104551,103553,122201,104282,104012,104013,104011,8
104552,104551,122201,104402,104013,104014,104012,9
104554,104552,122201,104284,104014,105011,104013,10
105551,104553,122201,105281,105011,105012,104014,11
105552,105551,122201,105282,105012,105013,105011,12
105553,105552,122201,105343,105013,105014,105012,13
105554,105553,122201,105284,105014,105015,105013,14
105555,105554,122201,105285,105015,105016,105014,15
105556,105555,122201,105286,105016,105017,105015,16
105557,105556,122201,105287,105017,106011,105016,17
106551,105557,122201,106281,106011,106012,105017,18
106552,106551,122201,106282,106012,106013,106011,19
106553,106552,122201,106283,106013,107011,106012,20
107551,106553,122201,107281,107011,107012,106013,21
107552,107551,122201,107492,107012,107013,107011,22
107553,107552,122201,107493,107013,108011,107012,23
108551,107553,122201,108431,108011,108012,107013,24
108552,108551,122201,108312,108012,108013,108011,25
108553,108552,122201,108313,108013,108014,108012,26
108554,108553,122201,108314,108014,109011,108013,27
109551,108554,122201,109341,109011,109012,108014,28
109552,109551,122201,109432,109012,109013,109011,29
109553,109552,122201,109343,109013,109014,109012,30
109554,109553,122201,109434,109014,10001032,109013,31
10055032,109554,122201,10034032,10001032,10001033,109014,32
10055033,10055032,122201,10043033,10001033,10001034,10001032,33
10055034,10055033,122201,10034034,10001034,10001035,10001033,34
999999,10055034,122201,999999,10001035,999999,10001034,35
101611,101611,122301,101371,101251,101251,101521,1
101611,101611,122301,102371,102221,102222,102461,2
102611,102611,122301,102372,102222,103221,102521,3
102613,102613,122301,103521,103221,103252,103521,4
103611,103611,122301,103371,103252,103222,103522,5
103371,103613,122301,103372,103222,104221,103522,6
103222,103613,122301,104371,104221,104222,103614,7
104611,103614,122301,104522,104222,104223,104221,8
104612,104611,122301,104462,104223,104224,104222,9
104613,104612,122301,104463,104224,105221,104223,10
105611,104613,122301,105521,105221,105222,104224,11
105612,105611,122301,105372,105222,105223,105221,12
105613,105612,122301,105373,105223,105224,105222,13
105614,105613,122301,105523,105224,105225,105223,14
105615,105614,122301,105375,105225,105226,105224,15
105616,105615,122301,105376,105226,105227,105225,16
105617,105616,122301,105377,105227,106221,105226,17
106611,105617,122301,106371,106221,106222,105227,18
106612,106611,122301,106372,106222,106223,106221,19
106613,106612,122301,106373,106223,107221,106222,20
107611,106613,122301,107371,107221,107222,106223,21
107612,107611,122301,107372,107222,107223,107221,22
107613,107612,122301,107373,107223,108221,107222,23
108611,107613,122301,108521,108221,108222,107223,24
108612,108611,122301,108462,108222,108223,108221,25
108613,108612,122301,108523,108223,108224,108222,26
108614,108613,122301,108524,108224,109221,108223,27
109611,108614,122301,109461,109221,109222,108224,28
109612,109611,122301,109522,109222,109223,109221,29
109613,109612,122301,109463,109223,109224,109222,30
109614,109613,122301,109524,109224,10022032,109223,31
10061032,109614,122301,10046032,10022032,10022033,109224,32
10061033,10061032,122301,10046033,10022033,10022034,10022032,33
10061034,10061033,122301,10052034,10022034,10022035,10022033,34
999999,10061034,122301,999999,10022035,999999,10022034,35
101071,101581,122401,101281,101101,101101,101431,1
101101,101581,122401,102341,102071,102101,102431,2
102071,102581,122401,102342,102101,103071,102432,3
102101,102582,122401,103341,103071,103101,103431,4
103071,103581,122401,103342,103101,103072,103432,5
103552,103582,122401,103343,103072,104101,103432,6
103072,103552,122401,104341,104101,104102,103583,7
104551,103553,122401,104342,104102,104103,104101,8
104552,104551,122401,104343,104103,104104,104102,9
104553,104552,122401,104284,104104,105101,104103,10
105551,104554,122401,105341,105101,105102,104344,11
105552,105551,122401,105282,105102,105103,105341,12
105553,105552,122401,105343,105103,105104,105342,13
105554,105553,122401,105344,105104,105105,105343,14
105555,105554,122401,105285,105105,105106,105344,15
105556,105555,122401,105286,105106,105107,105285,16
105557,105556,122401,105287,105107,106101,105286,17
106551,105557,122401,106281,106101,106102,105287,18
106552,106551,122401,106282,106102,106103,106281,19
106553,106552,122401,106283,106103,107101,106282,20
107551,106553,122401,107281,107101,107102,106283,21
107552,107551,122401,107282,107102,107103,107281,22
107553,107552,122401,107283,107103,108101,107282,23
108551,107553,122401,108401,108101,108102,107283,24
108552,108551,122401,108312,108102,108103,108401,25
108553,108552,122401,108403,108103,108104,108312,26
108554,108553,122401,108494,108104,109101,108403,27
109551,108554,122401,109341,109101,109102,108494,28
109552,109551,122401,109282,109102,109103,109341,29
109553,109552,122401,109343,109103,109104,109282,30
109554,109553,122401,109284,109104,10010032,109343,31
10055032,109554,122401,10034032,10010032,10010033,109284,32
10055033,10055032,122401,10043033,10010033,10010034,10034032,33
10055034,10055033,122401,10034034,10010034,10010035,10043033,34
999999,10055034,122401,999999,10010035,999999,10034034,35
101011,101551,122501,101281,101011,101011,101401,1
101551,101551,122501,102281,102011,102013,102071,2
102011,102551,122501,102282,102013,103011,102401,3
102552,102552,122501,103281,103011,103012,103431,4
103071,103551,122501,103282,103012,103013,103401,5
103552,103552,122501,103283,103013,104011,103401,6
103553,103552,122501,104281,104011,104042,103013,7
104551,103553,122501,104282,104042,104013,104011,8
104552,104551,122501,104402,104013,104014,104012,9
104553,104552,122501,104284,104014,105011,104013,10
105551,104553,122501,105281,105011,105012,104014,11
105552,105551,122501,105282,105012,105013,105011,12
105553,105552,122501,105283,105013,105014,105012,13
105554,105553,122501,105284,105014,105015,105013,14
105555,105554,122501,105285,105015,105016,105014,15
105556,105555,122501,105286,105016,105017,105015,16
105557,105556,122501,105287,105017,106011,105016,17
106551,105557,122501,106281,106011,106012,105017,18
106552,106551,122501,106282,106012,106013,106011,19
106553,106552,122501,106283,106013,107011,106012,20
107551,106553,122501,107281,107011,107012,106013,21
107552,107551,122501,107282,107012,107013,107011,22
107553,107552,122501,107283,107013,108011,107012,23
108551,107553,122501,108401,108011,108012,107013,24
108552,108551,122501,108342,108012,108013,108011,25
108553,108552,122501,108403,108013,108014,108012,26
108554,108553,122501,108494,108014,109011,108013,27
109551,108554,122501,109341,109011,109012,108014,28
109552,109551,122501,109432,109012,109013,109011,29
109553,109552,122501,109493,109013,109014,109012,30
109554,109553,122501,109434,109014,10001032,109013,31
10055032,109554,122501,10034032,10001032,10001033,109014,32
10055033,10055032,122501,10043033,10001033,10001034,10001032,33
10055034,10055033,122501,10034034,10001034,10001035,10001033,34
999999,10055034,122501,999999,10001035,999999,10001034,35
101611,101581,122601,101371,101251,101251,101521,1
101611,101611,122601,102371,102251,102252,102461,2
102612,102581,122601,102372,102252,103251,102521,3
102613,102614,122601,103521,103251,103252,103521,4
103612,103581,122601,103371,103252,103222,103461,5
103613,103613,122601,103372,103222,104251,103522,6
103614,103461,122601,104371,104251,104252,103614,7
104611,103614,122601,104372,104252,104253,104461,8
104612,104611,122601,104523,104253,104254,104522,9
104613,104612,122601,104373,104254,105251,104523,10
105581,104613,122601,105371,105251,105252,104373,11
105582,105581,122601,105522,105252,105253,105371,12
105583,105582,122601,105462,105253,105254,105372,13
105584,105583,122601,105374,105254,105255,105373,14
105585,105584,122601,105463,105255,105256,105374,15
105586,105585,122601,105524,105256,105257,105463,16
105587,105586,122601,105464,105257,106251,105524,17
106581,105587,122601,106461,106251,106252,105464,18
106582,106581,122601,106521,106252,106253,106461,19
106583,106582,122601,106462,106253,107251,106372,20
107581,106583,122601,107461,107251,107252,106462,21
107582,107581,122601,107462,107252,107253,107461,22
107583,107582,122601,107463,107253,108251,107462,23
108581,107583,122601,108521,108251,108252,107463,24
108582,108581,122601,108372,108252,108253,108521,25
108583,108582,122601,108523,108253,108254,108372,26
108584,108583,122601,108374,108254,109251,108523,27
109581,108584,122601,109371,109251,109252,108374,28
109582,109581,122601,109372,109252,109253,109371,29
109583,109582,122601,109373,109253,109254,109372,30
109584,109583,122601,109374,109254,10025032,109373,31
10058032,109584,122601,10037032,10025032,10025033,109374,32
10058033,10058032,122601,10037033,10025033,10025034,10037032,33
10058034,10058033,122601,10037034,10025034,10025035,10037033,34
999999,10058034,122601,999999,10025035,999999,10037034,35
101611,101611,122701,101371,101251,101251,101521,1
101611,101611,122701,102371,102221,102222,102461,2
102611,102611,122701,102372,102222,103221,102521,3
102613,102613,122701,103251,103521,103252,103611,4
103611,103611,122701,103371,103252,103222,103522,5
103371,103613,122701,103372,103222,104221,103522,6
103614,103613,122701,104371,104221,104222,103614,7
104611,103614,122701,104522,104222,104223,104221,8
104612,104611,122701,104462,104223,104224,104222,9
104613,104612,122701,104463,104224,105221,104223,10
105611,104613,122701,105521,105221,105222,104224,11
105612,105611,122701,105372,105222,105223,105221,12
105613,105612,122701,105373,105223,105224,105222,13
105614,105613,122701,105523,105224,105225,105223,14
105615,105614,122701,105375,105225,105226,105224,15
105616,105615,122701,105376,105226,105227,105225,16
105617,105616,122701,105377,105227,106221,105226,17
106611,105617,122701,106371,106221,106222,105227,18
106612,106611,122701,106372,106222,106223,106221,19
106613,106612,122701,106373,106223,107221,106222,20
107611,106613,122701,107371,107221,107222,106223,21
107612,107611,122701,107372,107222,107223,107221,22
107613,107612,122701,107373,107223,108221,107222,23
108611,107613,122701,108521,108221,108222,107223,24
108612,108611,122701,108462,108222,108223,108221,25
108613,108612,122701,108523,108223,108224,108222,26
108614,108613,122701,108524,108224,109221,108223,27
109611,108614,122701,109461,109221,109222,108224,28
109612,109611,122701,109522,109222,109223,109221,29
109613,109612,122701,109463,109223,109224,109222,30
109614,109613,122701,109524,109224,10022032,109223,31
10061032,109614,122701,10046032,10022032,10022033,109224,32
10061033,10061032,122701,10046033,10022033,10022034,10022032,33
10061034,10061033,122701,10052034,10022034,10022035,10022033,34
999999,10061034,122701,999999,10022035,999999,10022034,35
101581,101581,122801,101281,101101,101101,101431,1
101581,101581,122801,102341,102071,102101,102431,2
102581,102581,122801,102342,102101,103071,102432,3
102582,102582,122801,103341,103071,103101,103431,4
103551,103581,122801,103342,103101,103072,103432,5
103552,103582,122801,103343,103072,104101,103432,6
103583,103552,122801,104341,104101,104102,103583,7
104581,103583,122801,104342,104102,104103,104341,8
104582,104581,122801,104343,104103,104104,104432,9
104583,104582,122801,104344,104104,105101,104343,10
105581,104554,122801,105341,105101,105102,104344,11
105552,105581,122801,105312,105102,105103,105341,12
105553,105582,122801,105283,105103,105104,105431,13
105554,105583,122801,105432,105104,105105,105491,14
105555,105584,122801,105345,105105,105106,105432,15
105556,105585,122801,105346,105106,105107,105345,16
105557,105556,122801,105347,105107,106101,105346,17
106551,105587,122801,106281,106101,106102,105347,18
106552,106581,122801,106282,106102,106103,106281,19
106553,106582,122801,106491,106103,107101,106282,20
107551,106583,122801,107281,107101,107102,106491,21
107552,107581,122801,107342,107102,107103,107281,22
107553,107582,122801,107343,107103,108101,107342,23
108551,107583,122801,108281,108101,108102,107343,24
108552,108581,122801,108282,108102,108103,108281,25
108553,108582,122801,108283,108103,108104,108282,26
108554,108583,122801,108284,108104,109101,108283,27
109581,108584,122801,109281,109101,109102,108284,28
109582,109581,122801,109282,109102,109103,109281,29
109583,109582,122801,109283,109103,109104,109282,30
109584,109583,122801,109284,109104,10010032,109283,31
10058032,109584,122801,10028032,10010032,10010033,109284,32
10058033,10058032,122801,10028033,10010033,10010034,10028032,33
10058034,10058033,122801,10028034,10010034,10010035,10028033,34
999999,10058034,122801,999999,10010035,999999,10028034,35
101011,101551,122901,101281,101011,101011,101401,1
101551,101551,122901,102311,102011,102013,102071,2
102011,102551,122901,102312,102013,103011,102401,3
102552,102552,122901,103281,103011,103012,103431,4
103071,103551,122901,103282,103012,103013,103401,5
103552,103552,122901,103283,103013,104011,103401,6
103553,103552,122901,104281,104011,104012,103013,7
104551,103553,122901,104282,104012,104013,104011,8
104552,104551,122901,104402,104013,104014,104012,9
104553,104552,122901,104284,104014,105011,104013,10
105551,104554,122901,105401,105011,105012,104014,11
105552,105551,122901,105312,105012,105013,105011,12
105553,105552,122901,105491,105013,105014,105012,13
105554,105553,122901,105432,105014,105015,105013,14
105555,105554,122901,105345,105015,105016,105014,15
105556,105555,122901,105286,105016,105017,105015,16
105557,105556,122901,105287,105017,106011,105016,17
106551,105557,122901,106281,106011,106192,105017,18
106552,106551,122901,106282,106012,106013,106011,19
106553,106552,122901,106283,106013,107011,106012,20
107551,106553,122901,107491,107011,107012,106013,21
107552,107551,122901,107282,107012,107013,107011,22
107553,107552,122901,107283,107013,108011,107012,23
108551,107553,122901,108431,108011,108012,107013,24
108552,108551,122901,108312,108012,108013,108011,25
108553,108552,122901,108313,108013,108014,108012,26
108554,108553,122901,108314,108014,109011,108013,27
109551,108554,122901,109341,109011,109012,108014,28
109552,109551,122901,109432,109012,109013,109011,29
109553,109552,122901,109283,109013,109014,109012,30
109554,109553,122901,109434,109014,10001032,109013,31
10055032,109554,122901,10034032,10001032,10001033,109014,32
10055033,10055032,122901,10043033,10001033,10001034,10001032,33
10055034,10055033,122901,10034034,10001034,10001035,10001033,34
999999,10055034,122901,999999,10001035,999999,10001034,35
101611,101581,123001,101371,101251,101251,101521,1
101611,101611,123001,102371,102251,102252,102461,2
102612,102581,123001,102372,102252,103251,102521,3
102613,102614,123001,103521,103251,103252,103521,4
103612,103581,123001,103371,103252,103222,103461,5
103613,103613,123001,103372,103222,104251,103522,6
103614,103461,123001,104371,104251,104252,103614,7
104611,103614,123001,104372,104252,104253,104461,8
104612,104611,123001,104523,104253,104254,104522,9
104613,104612,123001,104373,104254,105251,104523,10
105581,104613,123001,105371,105251,105252,104373,11
105582,105581,123001,105522,105252,105253,105371,12
105583,105582,123001,105462,105253,105254,105372,13
105584,105583,123001,105374,105254,105255,105373,14
105585,105584,123001,105463,105255,105256,105374,15
105586,105585,123001,105524,105256,105257,105463,16
105587,105586,123001,105464,105257,106251,105524,17
106581,105587,123001,106461,106251,106252,105464,18
106582,106581,123001,106521,106252,106253,106461,19
106583,106582,123001,106462,106253,107251,106372,20
107581,106583,123001,107461,107251,107252,106462,21
107582,107581,123001,107462,107252,107253,107461,22
107583,107582,123001,107463,107253,108251,107462,23
108581,107583,123001,108521,108251,108252,107463,24
108582,108581,123001,108372,108252,108253,108521,25
108583,108582,123001,108523,108253,108254,108372,26
108584,108583,123001,108374,108254,109251,108523,27
109581,108584,123001,109371,109251,109252,108374,28
109582,109581,123001,109372,109252,109253,109371,29
109583,109582,123001,109373,109253,109254,109372,30
109584,109583,123001,109374,109254,10025032,109373,31
10058032,109584,123001,10037032,10025032,10025033,109374,32
10058033,10058032,123001,10037033,10025033,10025034,10037032,33
10058034,10058033,123001,10037034,10025034,10025035,10037033,34
999999,10058034,123001,999999,10025035,999999,10037034,35
101611,101611,123101,101371,101251,101251,101521,1
101611,101611,123101,102371,102221,102222,102461,2
102611,102611,123101,102372,102222,103221,102521,3
102613,102613,123101,103521,103221,103252,103521,4
103611,103611,123101,103371,103252,103222,103522,5
103371,103613,123101,103372,103222,104221,103522,6
103222,103613,123101,104371,104221,104222,103614,7
104611,103614,123101,104522,104222,104223,104221,8
104612,104611,123101,104523,104223,104224,104222,9
104613,104612,123101,104463,104224,105221,104223,10
105611,104613,123101,105521,105221,105222,104224,11
105612,105611,123101,105372,105222,105223,105221,12
105613,105612,123101,105373,105223,105224,105222,13
105614,105613,123101,105523,105224,105225,105223,14
105615,105614,123101,105375,105225,105226,105224,15
105616,105615,123101,105376,105226,105227,105225,16
105617,105616,123101,105377,105227,106221,105226,17
106611,105617,123101,106371,106221,106222,105227,18
106612,106611,123101,106372,106222,106223,106221,19
106613,106612,123101,106373,106223,107221,106222,20
107611,106613,123101,107371,107221,107222,106223,21
