main_skill_lv_8,energy_recovery_rate,main_skill_lv_6,main_skill_lv_9,hp,physical_critical,ex_skill_lv_3,resist_status_id,ex_skill_lv_1,life_steal,main_skill_lv_2,energy_reduce_rate,atk,union_burst_level,main_skill_lv_7,main_skill_lv_1,physical_penetrate,rarity,level,accuracy,unit_id,main_skill_lv_10,hp_recovery_rate,main_skill_lv_4,dodge,magic_penetrate,main_skill_lv_5,main_skill_lv_3,ex_skill_lv_4,magic_def,enemy_id,wave_hp_recovery,def,ex_skill_lv_2,resist_variation_id,ex_skill_lv_5,wave_energy_recovery,promotion_level,magic_critical,magic_str
11,30,11,11,786,10,11,200000009,11,0,11,0,93,11,11,11,0,1,11,0,201900,11,0,11,1,0,11,11,11,11,670190011,0,10,11,0,11,0,1,10,0
12,30,12,12,847,10,12,200000009,12,0,12,0,101,12,12,12,0,1,12,0,201900,12,0,12,1,0,12,12,12,12,670190012,0,11,12,0,12,0,1,10,0
13,30,13,13,908,10,13,200000009,13,0,13,0,107,13,13,13,0,1,13,0,201900,13,0,13,1,0,13,13,13,13,670190013,0,11,13,0,13,0,1,10,0
14,30,14,14,968,10,14,200000009,14,0,14,0,116,14,14,14,0,1,14,0,201900,14,0,14,1,0,14,14,14,13,670190014,0,12,14,0,14,0,1,10,0
15,30,15,15,1029,10,15,200000009,15,0,15,0,123,15,15,15,0,1,15,0,201900,15,0,15,1,0,15,15,15,14,670190015,0,12,15,0,15,0,1,10,0
16,30,16,16,1119,10,16,200000009,16,0,16,0,138,16,16,16,0,1,16,0,201900,16,0,16,1,0,16,16,16,14,670190016,0,13,16,0,16,0,1,10,0
17,30,17,17,1209,10,17,200000009,17,0,17,0,154,17,17,17,0,1,17,0,201900,17,0,17,1,0,17,17,17,14,670190017,0,13,17,0,17,0,1,10,0
18,30,18,18,1705,10,18,200000009,18,0,18,0,185,18,18,18,0,1,18,0,201900,18,0,18,1,0,18,18,18,15,670190018,0,13,18,0,18,0,1,10,0
19,30,19,19,1949,10,19,200000009,19,0,19,0,200,19,19,19,0,1,19,0,201900,19,0,19,1,0,19,19,19,15,670190019,0,13,19,0,19,0,1,10,0
20,30,20,20,2056,10,20,200000009,20,0,20,0,210,20,20,20,0,1,20,0,201900,20,0,20,1,0,20,20,20,15,670190020,0,14,20,0,20,0,1,10,0
21,30,21,21,2347,10,21,200000009,21,0,21,0,233,21,21,21,0,1,21,0,201900,21,0,21,1,0,21,21,21,17,670190021,0,16,21,0,21,0,1,10,0
22,30,22,22,2637,10,22,200000009,22,0,22,0,254,22,22,22,0,1,22,0,201900,22,0,22,1,0,22,22,22,19,670190022,0,17,22,0,22,0,1,10,0
23,30,23,23,2927,10,23,200000009,23,0,23,0,276,23,23,23,0,1,23,0,201900,23,0,23,1,0,23,23,23,21,670190023,0,19,23,0,23,0,1,10,0
24,30,24,24,3217,10,24,200000009,24,0,24,0,298,24,24,24,0,1,24,0,201900,24,0,24,1,0,24,24,24,23,670190024,0,20,24,0,24,0,1,10,0
25,30,25,25,3553,10,25,200000009,25,0,25,0,301,25,25,25,0,1,25,0,201900,25,0,25,1,0,25,25,25,24,670190025,0,21,25,0,25,0,1,10,0
26,30,26,26,3888,10,26,200000009,26,0,26,0,304,26,26,26,0,1,26,0,201900,26,0,26,1,0,26,26,26,24,670190026,0,21,26,0,26,0,1,10,0
27,30,27,27,4224,10,27,200000009,27,0,27,0,327,27,27,27,0,1,27,0,201900,27,0,27,1,0,27,27,27,25,670190027,0,21,27,0,27,0,1,10,0
28,30,28,28,4559,10,28,200000009,28,0,28,0,350,28,28,28,0,1,28,0,201900,28,0,28,1,0,28,28,28,25,670190028,0,22,28,0,28,0,1,10,0
29,30,29,29,4895,10,29,200000009,29,0,29,0,373,29,29,29,0,1,29,0,201900,29,0,29,1,0,29,29,29,25,670190029,0,22,29,0,29,0,1,10,0
30,30,30,30,5230,10,30,200000009,30,0,30,0,395,30,30,30,0,1,30,0,201900,30,0,30,1,0,30,30,30,25,670190030,0,22,30,0,30,0,1,10,0
31,30,31,31,5566,10,31,200000009,31,0,31,0,418,31,31,31,0,1,31,0,201900,31,0,31,1,0,31,31,31,25,670190031,0,22,31,0,31,0,1,10,0
32,30,32,32,5902,10,32,200000009,32,0,32,0,441,32,32,32,0,1,32,0,201900,32,0,32,1,0,32,32,32,26,670190032,0,23,32,0,32,0,1,10,0
33,30,33,33,6237,10,33,200000009,33,0,33,0,464,33,33,33,0,1,33,0,201900,33,0,33,1,0,33,33,33,25,670190033,0,23,33,0,33,0,1,10,0
34,30,34,34,6573,10,34,200000009,34,0,34,0,487,34,34,34,0,1,34,0,201900,34,0,34,1,0,34,34,34,26,670190034,0,23,34,0,34,0,1,10,0
35,30,35,35,6908,10,35,200000009,35,0,35,0,510,35,35,35,0,1,35,0,201900,35,0,35,1,0,35,35,35,26,670190035,0,23,35,0,35,0,1,10,0
36,30,36,36,7244,10,36,200000009,36,0,36,0,532,36,36,36,0,1,36,0,201900,36,0,36,1,0,36,36,36,27,670190036,0,24,36,0,36,0,1,10,0
37,30,37,37,7454,10,37,200000009,37,0,37,0,583,37,37,37,0,1,37,0,201900,37,0,37,1,0,37,37,37,31,670190037,0,27,37,0,37,0,1,10,0
38,30,38,38,7664,10,38,200000009,38,0,38,0,635,38,38,38,0,1,38,0,201900,38,0,38,1,0,38,38,38,36,670190038,0,31,38,0,38,0,1,10,0
39,30,39,39,7874,10,39,200000009,39,0,39,0,686,39,39,39,0,1,39,0,201900,39,0,39,1,0,39,39,39,40,670190039,0,34,39,0,39,0,1,10,0
40,30,40,40,9782,10,40,200000009,40,0,40,0,804,40,40,40,0,1,40,0,201900,40,0,40,1,0,40,40,40,41,670190040,0,35,40,0,40,0,1,10,0
41,30,41,41,11691,10,41,200000009,41,0,41,0,923,41,41,41,0,1,41,0,201900,41,0,41,1,0,41,41,41,42,670190041,0,35,41,0,41,0,1,10,0
42,30,42,42,12260,10,42,200000009,42,0,42,0,1032,42,42,42,0,1,42,0,201900,42,0,42,1,0,42,42,42,42,670190042,0,36,42,0,42,0,1,10,0
43,30,43,43,12830,10,43,200000009,43,0,43,0,1142,43,43,43,0,1,43,0,201900,43,0,43,1,0,43,43,43,42,670190043,0,36,43,0,43,0,1,10,0
44,30,44,44,13164,10,44,200000009,44,0,44,0,1220,44,44,44,0,1,44,0,201900,44,0,44,1,0,44,44,44,44,670190044,0,39,44,0,44,0,1,10,0
45,30,45,45,13499,10,45,200000009,45,0,45,0,1298,45,45,45,0,1,45,0,201900,45,0,45,1,0,45,45,45,47,670190045,0,43,45,0,45,0,1,10,0
46,30,46,46,14001,10,46,200000009,46,0,46,0,1175,46,46,46,0,1,46,0,201900,46,0,46,1,0,46,46,46,58,670190046,0,50,46,0,46,0,1,10,0
47,30,47,47,14874,10,47,200000009,47,0,47,0,1359,47,47,47,0,1,47,0,201900,47,0,47,1,0,47,47,47,59,670190047,0,57,47,0,47,0,1,10,0
48,30,48,48,16874,10,48,200000009,48,0,48,0,1359,48,48,48,0,1,48,0,201900,48,0,48,1,0,48,48,48,71,670190048,0,66,48,0,48,0,1,10,0
49,30,49,49,16874,10,49,200000009,49,0,49,0,1359,49,49,49,0,1,49,0,201900,49,0,49,1,0,49,49,49,71,670190049,0,67,49,0,49,0,1,10,0
50,30,50,50,16874,10,50,200000009,50,0,50,0,1401,50,50,50,0,1,50,0,201900,50,0,50,1,0,50,50,50,75,670190050,0,74,50,0,50,0,1,10,0
51,30,51,51,18207,10,51,200000009,51,0,51,0,1443,51,51,51,0,1,51,0,201900,51,0,51,1,0,51,51,51,75,670190051,0,74,51,0,51,0,1,10,0
52,30,52,52,19541,10,52,200000009,52,0,52,0,1484,52,52,52,0,1,52,0,201900,52,0,52,1,0,52,52,52,76,670190052,0,74,52,0,52,0,1,10,0
53,30,53,53,20874,10,53,200000009,53,0,53,0,1526,53,53,53,0,1,53,0,201900,53,0,53,1,0,53,53,53,76,670190053,0,74,53,0,53,0,1,10,0
54,30,54,54,21297,10,54,200000009,54,0,54,0,1586,54,54,54,0,1,54,0,201900,54,0,54,1,0,54,54,54,79,670190054,0,77,54,0,54,0,1,10,0
55,30,55,55,21720,10,55,200000009,55,0,55,0,1645,55,55,55,0,1,55,0,201900,55,0,55,1,0,55,55,55,82,670190055,0,81,55,0,55,0,1,10,0
56,30,56,56,22143,10,56,200000009,56,0,56,0,1705,56,56,56,0,1,56,0,201900,56,0,56,1,0,56,56,56,85,670190056,0,84,56,0,56,0,1,10,0
57,30,57,57,22566,10,57,200000009,57,0,57,0,1764,57,57,57,0,1,57,0,201900,57,0,57,1,0,57,57,57,88,670190057,0,88,57,0,57,0,1,10,0
58,30,58,58,22989,10,58,200000009,58,0,58,0,1824,58,58,58,0,1,58,0,201900,58,0,58,1,0,58,58,58,90,670190058,0,91,58,0,58,0,1,10,0
59,30,59,59,23412,10,59,200000009,59,0,59,0,1883,59,59,59,0,1,59,0,201900,59,0,59,1,0,59,59,59,93,670190059,0,95,59,0,59,0,1,10,0
60,30,60,60,23835,10,60,200000009,60,0,60,0,1943,60,60,60,0,1,60,0,201900,60,0,60,1,0,60,60,60,96,670190060,0,98,60,0,60,0,1,10,0
61,30,61,61,24265,10,61,200000009,61,0,61,0,2004,61,61,61,0,1,61,0,201900,61,0,61,1,0,61,61,61,99,670190061,0,102,61,0,61,0,1,10,0
62,30,62,62,24714,10,62,200000009,62,0,62,0,2029,62,62,62,0,1,62,0,201900,62,0,62,1,0,62,62,62,100,670190062,0,103,62,0,62,0,1,10,0
63,30,63,63,25163,10,63,200000009,63,0,63,0,2054,63,63,63,0,1,63,0,201900,63,0,63,1,0,63,63,63,101,670190063,0,103,63,0,63,0,1,10,0
64,30,64,64,25611,10,64,200000009,64,0,64,0,2080,64,64,64,0,1,64,0,201900,64,0,64,1,0,64,64,64,103,670190064,0,104,64,0,64,0,1,10,0
65,30,65,65,26060,10,65,200000009,65,0,65,0,2105,65,65,65,0,1,65,0,201900,65,0,65,1,0,65,65,65,104,670190065,0,105,65,0,65,0,1,10,0
66,30,66,66,26509,10,66,200000009,66,0,66,0,2130,66,66,66,0,1,66,0,201900,66,0,66,1,0,66,66,66,105,670190066,0,106,66,0,66,0,1,10,0
67,30,67,67,26958,10,67,200000009,67,0,67,0,2155,67,67,67,0,1,67,0,201900,67,0,67,1,0,67,67,67,106,670190067,0,106,67,0,67,0,1,10,0
68,30,68,68,27406,10,68,200000009,68,0,68,0,2181,68,68,68,0,1,68,0,201900,68,0,68,1,0,68,68,68,108,670190068,0,107,68,0,68,0,1,10,0
69,30,69,69,27855,10,69,200000009,69,0,69,0,2206,69,69,69,0,1,69,0,201900,69,0,69,1,0,69,69,69,109,670190069,0,108,69,0,69,0,1,10,0
70,30,70,70,28304,10,70,200000009,70,0,70,0,2231,70,70,70,0,1,70,0,201900,70,0,70,1,0,70,70,70,110,670190070,0,109,70,0,70,0,1,10,0
71,30,71,71,28753,10,71,200000009,71,0,71,0,2256,71,71,71,0,1,71,0,201900,71,0,71,1,0,71,71,71,111,670190071,0,109,71,0,71,0,1,10,0
1,30,1,1,210,10,1,200000001,1,0,1,0,37,1,1,1,0,1,1,0,202000,1,0,1,1,0,1,1,1,7,670200001,0,3400,1,0,1,0,1,10,0
2,30,2,2,404,10,2,200000001,2,0,2,0,17,2,2,2,0,1,2,0,202000,2,0,2,1,0,2,2,2,89,670200002,0,3400,2,0,2,0,1,10,0
3,30,3,3,459,10,3,200000001,3,0,3,0,44,3,3,3,0,1,3,0,202000,3,0,3,1,0,3,3,3,14,670200003,0,3400,3,0,3,0,1,10,0
4,30,4,4,513,10,4,200000001,4,0,4,0,65,4,4,4,0,1,4,0,202000,4,0,4,1,0,4,4,4,18,670200004,0,3400,4,0,4,0,1,10,0
5,30,5,5,566,10,5,200000001,5,0,5,0,88,5,5,5,0,1,5,0,202000,5,0,5,1,0,5,5,5,21,670200005,0,3500,5,0,5,0,1,10,0
6,30,6,6,568,10,6,200000001,6,0,6,0,95,6,6,6,0,1,6,0,202000,6,0,6,1,0,6,6,6,22,670200006,0,4400,6,0,6,0,1,10,0
7,30,7,7,569,10,7,200000001,7,0,7,0,101,7,7,7,0,1,7,0,202000,7,0,7,1,0,7,7,7,23,670200007,0,5299,7,0,7,0,1,10,0
8,30,8,8,616,10,8,200000001,8,0,8,0,108,8,8,8,0,1,8,0,202000,8,0,8,1,0,8,8,8,27,670200008,0,6066,8,0,8,0,1,10,0
9,30,9,9,661,10,9,200000001,9,0,9,0,115,9,9,9,0,1,9,0,202000,9,0,9,1,0,9,9,9,30,670200009,0,6833,9,0,9,0,1,10,0
10,30,10,10,707,10,10,200000001,10,0,10,0,121,10,10,10,0,1,10,0,202000,10,0,10,1,0,10,10,10,34,670200010,0,7566,10,0,10,0,1,10,0
11,30,11,11,753,10,11,200000001,11,0,11,0,128,11,11,11,0,1,11,0,202000,11,0,11,1,0,11,11,11,37,670200011,0,8333,11,0,11,0,1,10,0
12,30,12,12,799,10,12,200000001,12,0,12,0,135,12,12,12,0,1,12,0,202000,12,0,12,1,0,12,12,12,41,670200012,0,9099,12,0,12,0,1,10,0
13,30,13,13,844,10,13,200000001,13,0,13,0,141,13,13,13,0,1,13,0,202000,13,0,13,1,0,13,13,13,45,670200013,0,9866,13,0,13,0,1,10,0
14,30,14,14,895,10,14,200000001,14,0,14,0,143,14,14,14,0,1,14,0,202000,14,0,14,1,0,14,14,14,45,670200014,0,9932,14,0,14,0,1,10,0
15,30,15,15,946,10,15,200000001,15,0,15,0,145,15,15,15,0,1,15,0,202000,15,0,15,1,0,15,15,15,45,670200015,0,9999,15,0,15,0,1,10,0
16,30,16,16,1192,10,16,200000001,16,0,16,0,163,16,16,16,0,1,16,0,202000,16,0,16,1,0,16,16,16,45,670200016,0,9999,16,0,16,0,1,10,0
17,30,17,17,1437,10,17,200000001,17,0,17,0,181,17,17,17,0,1,17,0,202000,17,0,17,1,0,17,17,17,46,670200017,0,9999,17,0,17,0,1,10,0
18,30,18,18,1684,10,18,200000001,18,0,18,0,199,18,18,18,0,1,18,0,202000,18,0,18,1,0,18,18,18,47,670200018,0,9999,18,0,18,0,1,10,0
19,30,19,19,1928,10,19,200000001,19,0,19,0,217,19,19,19,0,1,19,0,202000,19,0,19,1,0,19,19,19,48,670200019,0,9999,19,0,19,0,1,10,0
20,30,20,20,2173,10,20,200000001,20,0,20,0,236,20,20,20,0,1,20,0,202000,20,0,20,1,0,20,20,20,49,670200020,0,9999,20,0,20,0,1,10,0
21,30,21,21,2206,10,21,200000001,21,0,21,0,262,21,21,21,0,1,21,0,202000,21,0,21,1,0,21,21,21,63,670200021,0,9999,21,0,21,0,1,10,0
22,30,22,22,2239,10,22,200000001,22,0,22,0,290,22,22,22,0,1,22,0,202000,22,0,22,1,0,22,22,22,77,670200022,0,9999,22,0,22,0,1,10,0
23,30,23,23,2389,10,23,200000001,23,0,23,0,294,23,23,23,0,1,23,0,202000,23,0,23,1,0,23,23,23,80,670200023,0,9999,23,0,23,0,1,10,0
24,30,24,24,2720,10,24,200000001,24,0,24,0,316,24,24,24,0,1,24,0,202000,24,0,24,1,0,24,24,24,80,670200024,0,9999,24,0,24,0,1,10,0
25,30,25,25,3051,10,25,200000001,25,0,25,0,337,25,25,25,0,1,25,0,202000,25,0,25,1,0,25,25,25,80,670200025,0,9999,25,0,25,0,1,10,0
26,30,26,26,3104,10,26,200000001,26,0,26,0,339,26,26,26,0,1,26,0,202000,26,0,26,1,0,26,26,26,80,670200026,0,9999,26,0,26,0,1,10,0
27,30,27,27,3158,10,27,200000001,27,0,27,0,340,27,27,27,0,1,27,0,202000,27,0,27,1,0,27,27,27,81,670200027,0,9999,27,0,27,0,1,10,0
28,30,28,28,3210,10,28,200000001,28,0,28,0,342,28,28,28,0,1,28,0,202000,28,0,28,1,0,28,28,28,82,670200028,0,9999,28,0,28,0,1,10,0
29,30,29,29,3880,10,29,200000001,29,0,29,0,355,29,29,29,0,1,29,0,202000,29,0,29,1,0,29,29,29,87,670200029,0,9999,29,0,29,0,1,10,0
30,30,30,30,4498,10,30,200000001,30,0,30,0,424,30,30,30,0,1,30,0,202000,30,0,30,1,0,30,30,30,89,670200030,0,9999,30,0,30,0,1,10,0
31,30,31,31,4545,10,31,200000001,31,0,31,0,442,31,31,31,0,1,31,0,202000,31,0,31,1,0,31,31,31,89,670200031,0,9999,31,0,31,0,1,10,0
32,30,32,32,4592,10,32,200000001,32,0,32,0,460,32,32,32,0,1,32,0,202000,32,0,32,1,0,32,32,32,89,670200032,0,9999,32,0,32,0,1,10,0
33,30,33,33,4640,10,33,200000001,33,0,33,0,478,33,33,33,0,1,33,0,202000,33,0,33,1,0,33,33,33,89,670200033,0,9999,33,0,33,0,1,10,0
34,30,34,34,5104,10,34,200000001,34,0,34,0,496,34,34,34,0,1,34,0,202000,34,0,34,1,0,34,34,34,89,670200034,0,9999,34,0,34,0,1,10,0
35,30,35,35,5824,10,35,200000001,35,0,35,0,519,35,35,35,0,1,35,0,202000,35,0,35,1,0,35,35,35,89,670200035,0,9999,35,0,35,0,1,10,0
36,30,36,36,4137,10,36,200000001,36,0,36,0,548,36,36,36,0,1,36,0,202000,36,0,36,1,0,36,36,36,89,670200036,0,9999,36,0,36,0,1,10,0
37,30,37,37,4698,10,37,200000001,37,0,37,0,577,37,37,37,0,1,37,0,202000,37,0,37,1,0,37,37,37,89,670200037,0,9999,37,0,37,0,1,10,0
38,30,38,38,4698,10,38,200000001,38,0,38,0,584,38,38,38,0,1,38,0,202000,38,0,38,1,0,38,38,38,89,670200038,0,9999,38,0,38,0,1,10,0
39,30,39,39,5835,10,39,200000001,39,0,39,0,777,39,39,39,0,1,39,0,202000,39,0,39,1,0,39,39,39,89,670200039,0,9999,39,0,39,0,1,10,0
40,30,40,40,6716,10,40,200000001,40,0,40,0,837,40,40,40,0,1,40,0,202000,40,0,40,1,0,40,40,40,89,670200040,0,9999,40,0,40,0,1,10,0
41,30,41,41,7269,10,41,200000001,41,0,41,0,954,41,41,41,0,1,41,0,202000,41,0,41,1,0,41,41,41,89,670200041,0,9999,41,0,41,0,1,10,0
42,30,42,42,7823,10,42,200000001,42,0,42,0,1228,42,42,42,0,1,42,0,202000,42,0,42,1,0,42,42,42,89,670200042,0,9999,42,0,42,0,1,10,0
43,30,43,43,8991,10,43,200000001,43,0,43,0,1317,43,43,43,0,1,43,0,202000,43,0,43,1,0,43,43,43,93,670200043,0,9999,43,0,43,0,1,10,0
44,30,44,44,10269,10,44,200000001,44,0,44,0,1508,44,44,44,0,1,44,0,202000,44,0,44,1,0,44,44,44,90,670200044,0,9999,44,0,44,0,1,10,0
45,30,45,45,10323,10,45,200000001,45,0,45,0,1514,45,45,45,0,1,45,0,202000,45,0,45,1,0,45,45,45,93,670200045,0,9999,45,0,45,0,1,10,0
46,30,46,46,10377,10,46,200000001,46,0,46,0,1520,46,46,46,0,1,46,0,202000,46,0,46,1,0,46,46,46,124,670200046,0,9999,46,0,46,0,1,10,0
47,30,47,47,10431,10,47,200000001,47,0,47,0,1526,47,47,47,0,1,47,0,202000,47,0,47,1,0,47,47,47,98,670200047,0,9999,47,0,47,0,1,10,0
48,30,48,48,11876,10,48,200000001,48,0,48,0,1616,48,48,48,0,1,48,0,202000,48,0,48,1,0,48,48,48,101,670200048,0,9999,48,0,48,0,1,10,0
49,30,49,49,11876,10,49,200000001,49,0,49,0,1616,49,49,49,0,1,49,0,202000,49,0,49,1,0,49,49,49,102,670200049,0,9999,49,0,49,0,1,10,0
50,30,50,50,10594,10,50,200000001,50,0,50,0,1543,50,50,50,0,1,50,0,202000,50,0,50,1,0,50,50,50,103,670200050,0,9999,50,0,50,0,1,10,0
51,30,51,51,10648,10,51,200000001,51,0,51,0,1549,51,51,51,0,1,51,0,202000,51,0,51,1,0,51,51,51,103,670200051,0,9999,51,0,51,0,1,10,0
52,30,52,52,10702,10,52,200000001,52,0,52,0,1555,52,52,52,0,1,52,0,202000,52,0,52,1,0,52,52,52,104,670200052,0,9999,52,0,52,0,1,10,0
53,30,53,53,19897,10,53,200000001,53,0,53,0,2355,53,53,53,0,1,53,0,202000,53,0,53,1,0,53,53,53,126,670200053,0,9999,53,0,53,0,1,10,0
54,30,54,54,19897,10,54,200000001,54,0,54,0,2355,54,54,54,0,1,54,0,202000,54,0,54,1,0,54,54,54,126,670200054,0,9999,54,0,54,0,1,10,0
55,30,55,55,21560,10,55,200000001,55,0,55,0,2411,55,55,55,0,1,55,0,202000,55,0,55,1,0,55,55,55,126,670200055,0,9999,55,0,55,0,1,10,0
56,30,56,56,23222,10,56,200000001,56,0,56,0,2467,56,56,56,0,1,56,0,202000,56,0,56,1,0,56,56,56,126,670200056,0,9999,56,0,56,0,1,10,0
57,30,57,57,24885,10,57,200000001,57,0,57,0,2523,57,57,57,0,1,57,0,202000,57,0,57,1,0,57,57,57,126,670200057,0,9999,57,0,57,0,1,10,0
58,30,58,58,28210,10,58,200000001,58,0,58,0,2635,58,58,58,0,1,58,0,202000,58,0,58,1,0,58,58,58,126,670200058,0,9999,58,0,58,0,1,10,0
59,30,59,59,29873,10,59,200000001,59,0,59,0,2691,59,59,59,0,1,59,0,202000,59,0,59,1,0,59,59,59,126,670200059,0,9999,59,0,59,0,1,10,0
60,30,60,60,31535,10,60,200000001,60,0,60,0,2747,60,60,60,0,1,60,0,202000,60,0,60,1,0,60,60,60,126,670200060,0,13332,60,0,60,0,1,10,0
61,30,61,61,33895,10,61,200000001,61,0,61,0,2909,61,61,61,0,1,61,0,202000,61,0,61,1,0,61,61,61,126,670200061,0,13332,61,0,61,0,1,10,0
62,30,62,62,33949,10,62,200000001,62,0,62,0,3012,62,62,62,0,1,62,0,202000,62,0,62,1,0,62,62,62,127,670200062,0,13332,62,0,62,0,1,10,0
63,30,63,63,34003,10,63,200000001,63,0,63,0,3114,63,63,63,0,1,63,0,202000,63,0,63,1,0,63,63,63,128,670200063,0,13332,63,0,63,0,1,10,0
64,30,64,64,34057,10,64,200000001,64,0,64,0,3217,64,64,64,0,1,64,0,202000,64,0,64,1,0,64,64,64,130,670200064,0,13332,64,0,64,0,1,10,0
65,30,65,65,34111,10,65,200000001,65,0,65,0,3320,65,65,65,0,1,65,0,202000,65,0,65,1,0,65,65,65,131,670200065,0,13332,65,0,65,0,1,10,0
66,30,66,66,34165,10,66,200000001,66,0,66,0,3422,66,66,66,0,1,66,0,202000,66,0,66,1,0,66,66,66,132,670200066,0,13332,66,0,66,0,1,10,0
67,30,67,67,34219,10,67,200000001,67,0,67,0,3525,67,67,67,0,1,67,0,202000,67,0,67,1,0,67,67,67,133,670200067,0,13332,67,0,67,0,1,10,0
68,30,68,68,34273,10,68,200000001,68,0,68,0,3628,68,68,68,0,1,68,0,202000,68,0,68,1,0,68,68,68,135,670200068,0,13332,68,0,68,0,1,10,0
69,30,69,69,34327,10,69,200000001,69,0,69,0,3731,69,69,69,0,1,69,0,202000,69,0,69,1,0,69,69,69,136,670200069,0,13332,69,0,69,0,1,10,0
70,30,70,70,34381,10,70,200000001,70,0,70,0,3833,70,70,70,0,1,70,0,202000,70,0,70,1,0,70,70,70,137,670200070,0,13332,70,0,70,0,1,10,0
71,30,71,71,34435,10,71,200000001,71,0,71,0,3936,71,71,71,0,1,71,0,202000,71,0,71,1,0,71,71,71,138,670200071,0,13332,71,0,71,0,1,10,0
1,30,1,1,246,10,1,200000001,1,0,1,0,28,1,1,1,0,1,1,0,202101,1,0,1,1,0,1,1,1,2,670210101,0,3,1,0,1,0,1,10,0
2,30,2,2,322,10,2,200000001,2,0,2,0,32,2,2,2,0,1,2,0,202101,2,0,2,1,0,2,2,2,3,670210102,0,4,2,0,2,0,1,10,0
3,30,3,3,537,10,3,200000001,3,0,3,0,35,3,3,3,0,1,3,0,202101,3,0,3,1,0,3,3,3,3,670210103,0,5,3,0,3,0,1,10,0
4,30,4,4,473,10,4,200000001,4,0,4,0,50,4,4,4,0,1,4,0,202101,4,0,4,1,0,4,4,4,3,670210104,0,5,4,0,4,0,1,10,0
5,30,5,5,526,10,5,200000001,5,0,5,0,74,5,5,5,0,1,5,0,202101,5,0,5,1,0,5,5,5,4,670210105,0,6,5,0,5,0,1,10,0
6,30,6,6,577,10,6,200000001,6,0,6,0,98,6,6,6,0,1,6,0,202101,6,0,6,1,0,6,6,6,5,670210106,0,7,6,0,6,0,1,10,0
7,30,7,7,711,10,7,200000001,7,0,7,0,121,7,7,7,0,1,7,0,202101,7,0,7,1,0,7,7,7,6,670210107,0,8,7,0,7,0,1,10,0
8,30,8,8,885,10,8,200000001,8,0,8,0,136,8,8,8,0,1,8,0,202101,8,0,8,1,0,8,8,8,7,670210108,0,8,8,0,8,0,1,10,0
9,30,9,9,911,10,9,200000001,9,0,9,0,145,9,9,9,0,1,9,0,202101,9,0,9,1,0,9,9,9,8,670210109,0,9,9,0,9,0,1,10,0
10,30,10,10,937,10,10,200000001,10,0,10,0,154,10,10,10,0,1,10,0,202101,10,0,10,1,0,10,10,10,8,670210110,0,9,10,0,10,0,1,10,0
11,30,11,11,1101,10,11,200000001,11,0,11,0,183,11,11,11,0,1,11,0,202101,11,0,11,1,0,11,11,11,9,670210111,0,10,11,0,11,0,1,10,0
12,30,12,12,1265,10,12,200000001,12,0,12,0,211,12,12,12,0,1,12,0,202101,12,0,12,1,0,12,12,12,10,670210112,0,12,12,0,12,0,1,10,0
13,30,13,13,1429,10,13,200000001,13,0,13,0,240,13,13,13,0,1,13,0,202101,13,0,13,1,0,13,13,13,11,670210113,0,13,13,0,13,0,1,10,0
14,30,14,14,1435,10,14,200000001,14,0,14,0,240,14,14,14,0,1,14,0,202101,14,0,14,1,0,14,14,14,12,670210114,0,15,14,0,14,0,1,10,0
15,30,15,15,1553,10,15,200000001,15,0,15,0,251,15,15,15,0,1,15,0,202101,15,0,15,1,0,15,15,15,12,670210115,0,15,15,0,15,0,1,10,0
16,30,16,16,1670,10,16,200000001,16,0,16,0,262,16,16,16,0,1,16,0,202101,16,0,16,1,0,16,16,16,13,670210116,0,15,16,0,16,0,1,10,0
17,30,17,17,1788,10,17,200000001,17,0,17,0,273,17,17,17,0,1,17,0,202101,17,0,17,1,0,17,17,17,13,670210117,0,15,17,0,17,0,1,10,0
18,30,18,18,1906,10,18,200000001,18,0,18,0,284,18,18,18,0,1,18,0,202101,18,0,18,1,0,18,18,18,13,670210118,0,16,18,0,18,0,1,10,0
19,30,19,19,2023,10,19,200000001,19,0,19,0,295,19,19,19,0,1,19,0,202101,19,0,19,1,0,19,19,19,13,670210119,0,16,19,0,19,0,1,10,0
20,30,20,20,2141,10,20,200000001,20,0,20,0,306,20,20,20,0,1,20,0,202101,20,0,20,1,0,20,20,20,14,670210120,0,16,20,0,20,0,1,10,0
21,30,21,21,2258,10,21,200000001,21,0,21,0,317,21,21,21,0,1,21,0,202101,21,0,21,1,0,21,21,21,14,670210121,0,16,21,0,21,0,1,10,0
22,30,22,22,2376,10,22,200000001,22,0,22,0,328,22,22,22,0,1,22,0,202101,22,0,22,1,0,22,22,22,14,670210122,0,16,22,0,22,0,1,10,0
23,30,23,23,2869,10,23,200000001,23,0,23,0,375,23,23,23,0,1,23,0,202101,23,0,23,1,0,23,23,23,17,670210123,0,20,23,0,23,0,1,10,0
24,30,24,24,3361,10,24,200000001,24,0,24,0,422,24,24,24,0,1,24,0,202101,24,0,24,1,0,24,24,24,20,670210124,0,23,24,0,24,0,1,10,0
25,30,25,25,3606,10,25,200000001,25,0,25,0,440,25,25,25,0,1,25,0,202101,25,0,25,1,0,25,25,25,20,670210125,0,23,25,0,25,0,1,10,0
26,30,26,26,3852,10,26,200000001,26,0,26,0,458,26,26,26,0,1,26,0,202101,26,0,26,1,0,26,26,26,21,670210126,0,24,26,0,26,0,1,10,0
