param_04,param_06,param_05,command_id,param_07,drama_id,param_01,command_type,param_03,param_08,param_02
"","","",23814075,"",23814,0,91,"","",""
"",0.2,"",23814076,"",23814,104511,3,1,"",wac_birthday_idle_wish
"",0.2,"",23814077,"",23814,105311,3,1,"",wac_birthday_talk_doya
0,"","",23814078,"",23814,vo_wac_23814,21,0,"",vo_wac_23814_002
1,0,1,23814079,0,23814,105311,11,10,0.5,"음, 태클 거는 것도 귀찮군.\n아무튼 건강하게 생일을\n맞이한 건 경사스러운 일이다!\n축하해, 유키!"
"","","",23814080,"",23814,0,91,"","",""
"",0.2,"",23814081,"",23814,105311,3,1,"",wac_birthday_idle_doya
"",0.2,"",23814082,"",23814,100811,3,1,"",wac_birthday_talk_normal
0,"","",23814083,"",23814,vo_wac_23814,21,0,"",vo_wac_23814_003
1,0,1,23814084,0,23814,100811,11,10,0.5,"정말 고마워♪\n그나저나 훌륭한 케이크네,\n나를 위해서 준비해 준 거야?"
"","","",23814085,"",23814,0,91,"","",""
"",0.2,"",23814086,"",23814,100811,3,1,"",wac_birthday_idle_normal
"",0.2,"",23814087,"",23814,105511,3,1,"",wac_birthday_talk_smile
0,"","",23814088,"",23814,vo_wac_23814,21,0,"",vo_wac_23814_004
1,0,1,23814089,0,23814,105511,11,10,0.5,"네♪ 기뻐했으면 해서\n가게 사람한테 부탁해서 겉모양도\n무척 신경 썼어요."
"","","",23814090,"",23814,0,91,"","",""
"",0.2,"",23814091,"",23814,105511,3,1,"",wac_birthday_idle_smile
"",0.2,"",23814092,"",23814,103011,3,1,"",wac_birthday_talk_kyapi
0,"","",23814093,"",23814,vo_wac_23814,21,0,"",vo_wac_23814_005
1,0,1,23814094,0,23814,103011,11,10,0.5,"참고로 예산이 사용돼서\n쇼군께서도 루피를\n내주셨습니다! 감사할 따름입니다!"
"","","",23814095,"",23814,0,91,"","",""
"",0.2,"",23814096,"",23814,103011,3,1,"",wac_birthday_idle_kyapi
"",0.2,"",23814097,"",23814,100811,3,1,"",wac_birthday_talk_doya
0,"","",23814098,"",23814,vo_wac_23814,21,0,"",vo_wac_23814_006
1,0,1,23814099,0,23814,100811,11,10,0.5,"그랬구나…… 감사해야겠네♪\n답례로 오늘은, 원하는 각도에서\n마음껏, 내 귀여운 얼굴을\n감상해도 상관없어♪"
"","","",23814100,"",23814,0,91,"","",""
"","","",23814101,"",23814,0,22,"","",""
"","","",25214001,"",25214,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,25214002,0,25214,1,1,250,wac_birthday_idle_normal,104911
230,2,-270,25214003,1,25214,1,1,256,wac_birthday_idle_wish,101111
410,2,-310,25214004,1,25214,1,1,257,wac_birthday_idle_smile,106811
"","","",25214005,"",25214,104911,13,"","",300
"","","",25214006,"",25214,101111,13,"","",300
"","","",25214007,"",25214,106811,13,"","",300
0,1,1,25214008,"",25214,600,31,0,"",600
0,0,1,25214009,"",25214,602,31,0,"",602
0,0,1,25214010,"",25214,603,31,0,"",603
60,1,1,25214011,"",25214,604,31,30,"",604
0,1,1,25214012,"",25214,614,31,0,"",614
0,0,1,25214013,"",25214,700,31,0,"",700
0,0,1,25214014,"",25214,701,31,0,"",701
0,0,1,25214015,"",25214,702,31,0,"",702
0,0,1,25214016,"",25214,800,31,0,"",800
60,1,1,25214017,"",25214,940,31,30,"",940
"","","",25214018,"",25214,1,93,"","",""
wac_birthday_reaction_02,0.2,1,25214019,0.2,25214,106811,3,0,"",wac_birthday_reaction_05
"","","",25214020,"",25214,0.1,93,"","",""
wac_birthday_reaction_03,0.2,1,25214021,0.2,25214,101111,3,0,"",wac_birthday_reaction_01
"","","",25214022,"",25214,0.3,93,"","",""
"",0.2,"",25214023,"",25214,104911,3,1,"",wac_birthday_tsumugi_run_01
3,"","",25214024,"",25214,104911,2,-70,"",0
"","","",25214025,"",25214,2.5,93,"","",""
"","","",25214026,"",25214,602,32,"","",1
"","","",25214027,"",25214,0.6,93,"","",""
"","","",25214028,"",25214,600,32,"","",0
"","","",25214029,"",25214,614,32,"","",0
"","","",25214030,"",25214,604,32,"","",0
"","","",25214031,"",25214,701,32,"","",1
0.01,"","",25214032,"",25214,940,33,0,"",0
wac_birthday_idle_wish,0.2,1,25214033,0.2,25214,104911,3,0,"",wac_birthday_blowout_01
0.01,"","",25214034,"",25214,104911,2,-330,"",-200
"",0.2,"",25214035,"",25214,101111,3,1,"",wac_birthday_idle_wish
0.01,"","",25214036,"",25214,101111,2,-320,"",180
"",0.2,"",25214037,"",25214,106811,3,1,"",wac_birthday_idle_smile
0.01,"","",25214038,"",25214,106811,2,-340,"",320
"","","",25214039,"",25214,0,93,"","",""
"","","",25214040,"",25214,800,32,"","",1
"","","",25214041,"",25214,0.7,93,"","",""
"","","",25214042,"",25214,702,32,"","",1
"","","",25214043,"",25214,0.5,93,"","",""
"","","",25214044,"",25214,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",25214045,"",25214,701,32,"","",0
"","","",25214046,"",25214,0.4,93,"","",""
"","","",25214047,"",25214,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",25214048,"",25214,700,32,"","",1
"","","",25214049,"",25214,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_wish,0.2,1,25214050,0.2,25214,101111,3,0,"",wac_birthday_clap_to_wish
"","","",25214051,"",25214,0.1,93,"","",""
wac_birthday_idle_smile,0.2,1,25214052,0.2,25214,106811,3,0,"",wac_birthday_clap
"","","",25214053,"",25214,2,93,"","",""
"","","",25214054,"",25214,1,131,"","",""
0,"","",25214055,"",25214,vo_wac_25214,21,0,"",vo_wac_25214_000
1,0,1,25214056,0,25214,104911,11,10,0.5,"와아, 멋진 케이크네.\n누나를 위해서\n동생이 준비해 준 거야?\n사랑이 느껴져."
"","","",25214057,"",25214,0,91,"","",""
"",0.2,"",25214058,"",25214,104911,3,1,"",wac_birthday_idle_normal
"",0.2,"",25214059,"",25214,101111,3,1,"",wac_birthday_talk_anger
0,"","",25214060,"",25214,vo_wac_25214,21,0,"",vo_wac_25214_001
1,0,1,25214061,0,25214,101111,11,10,0.5,"잠깐만요, 언니!\n우리도 도왔어요!\n여기라든지! 여기도요!"
"","","",25214062,"",25214,0,91,"","",""
"",0.2,"",25214063,"",25214,101111,3,1,"",wac_birthday_idle_normal
"",0.2,"",25214064,"",25214,106811,3,1,"",wac_birthday_talk_normal
0,"","",25214065,"",25214,vo_wac_25214,21,0,"",vo_wac_25214_002
1,0,1,25214066,0,25214,106811,11,10,0.5,"시즈루에 대한 감사의\n마음을 담았거든.\n그런데 방해가 된 게 아니었으면\n좋겠는데."
"","","",25214067,"",25214,0,91,"","",""
"",0.2,"",25214068,"",25214,106811,3,1,"",wac_birthday_idle_smile
"",0.2,"",25214069,"",25214,104911,3,1,"",wac_birthday_talk_smile
0,"","",25214070,"",25214,vo_wac_25214,21,0,"",vo_wac_25214_003
1,0,1,25214071,0,25214,104911,11,10,0.5,"그렇지 않아~ \n고마워, 마스터, 리노.\n동생은 이 뒤에 한껏\n어울려 줄 테니까 괜찮아. 그렇지?"
"","","",25214072,"",25214,0,91,"","",""
"",0.2,"",25214073,"",25214,101111,3,1,"",wac_birthday_talk_anger
0,"","",25214074,"",25214,vo_wac_25214,21,0,"",vo_wac_25214_004
1,0,1,25214075,0,25214,101111,11,10,0.5,"아~! 언니!\n생일이라지만 치사해요!"
"","","",25214076,"",25214,0,91,"","",""
"","","",25214077,"",25214,0,22,"","",""
"","","",25314001,"",25314,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,25314002,0,25314,1,1,250,wac_birthday_idle_normal,104711
200,2,-270,25314003,1,25314,1,1,256,wac_birthday_idle_normal,107111
320,2,-310,25314004,1,25314,1,1,258,wac_birthday_idle_smile,100511
460,2,-290,25314005,1,25314,1,1,257,wac_birthday_idle_smile,103711
"","","",25314006,"",25314,104711,13,"","",300
"","","",25314007,"",25314,107111,13,"","",300
"","","",25314008,"",25314,100511,13,"","",300
"","","",25314009,"",25314,103711,13,"","",300
0,1,1,25314010,"",25314,600,31,0,"",600
0,0,1,25314011,"",25314,602,31,0,"",602
0,0,1,25314012,"",25314,603,31,0,"",603
60,1,1,25314013,"",25314,604,31,30,"",604
0,1,1,25314014,"",25314,614,31,0,"",614
0,0,1,25314015,"",25314,700,31,0,"",700
0,0,1,25314016,"",25314,701,31,0,"",701
0,0,1,25314017,"",25314,703,31,0,"",703
0,0,1,25314018,"",25314,800,31,0,"",800
60,1,1,25314019,"",25314,941,31,30,"",941
"","","",25314020,"",25314,1,93,"","",""
wac_birthday_reaction_02,0.2,1,25314021,0.2,25314,100511,3,0,"",wac_birthday_reaction_02
"","","",25314022,"",25314,0.1,93,"","",""
wac_birthday_reaction_03,0.2,1,25314023,0.2,25314,107111,3,0,"",wac_birthday_reaction_01
wac_birthday_reaction_04,0.2,1,25314024,0.2,25314,103711,3,0,"",wac_birthday_reaction_05
"","","",25314025,"",25314,0.3,93,"","",""
"",0.2,"",25314026,"",25314,104711,3,1,"",wac_birthday_run_01
3,"","",25314027,"",25314,104711,2,-70,"",0
"","","",25314028,"",25314,2.5,93,"","",""
"","","",25314029,"",25314,602,32,"","",1
"","","",25314030,"",25314,0.6,93,"","",""
"","","",25314031,"",25314,600,32,"","",0
"","","",25314032,"",25314,614,32,"","",0
"","","",25314033,"",25314,604,32,"","",0
"","","",25314034,"",25314,701,32,"","",1
0.01,"","",25314035,"",25314,941,33,0,"",0
"",0.2,1,25314036,0.2,25314,104711,3,0,"",wac_birthday_blowout_jun_01
0.01,"","",25314037,"",25314,104711,2,-330,"",-200
"",0.2,"",25314038,"",25314,107111,3,1,"",wac_birthday_idle_normal
0.01,"","",25314039,"",25314,107111,2,-320,"",180
"",0.2,"",25314040,"",25314,100511,3,1,"",wac_birthday_idle_smile
0.01,"","",25314041,"",25314,100511,2,-360,"",310
"",0.2,"",25314042,"",25314,103711,3,1,"",wac_birthday_idle_smile
0.01,"","",25314043,"",25314,103711,2,-340,"",450
"","","",25314044,"",25314,0,93,"","",""
"","","",25314045,"",25314,800,32,"","",1
"","","",25314046,"",25314,25314036,91,"","",""
wac_birthday_wish_05,0.2,1,25314047,0.2,25314,104711,3,0,"",wac_birthday_blowout_jun_02
"",0.2,"",25314048,"",25314,107111,3,1,"",wac_birthday_reaction_03
"","","",25314049,"",25314,0.1,93,"","",""
"",0.2,"",25314050,"",25314,100511,3,1,"",wac_birthday_talk_smile
"","","",25314051,"",25314,0.1,93,"","",""
"",0.2,"",25314052,"",25314,103711,3,1,"",wac_birthday_reaction_03
"","","",25314053,"",25314,0.65,93,"","",""
"","","",25314054,"",25314,703,32,"","",1
"","","",25314055,"",25314,0.5,93,"","",""
"","","",25314056,"",25314,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",25314057,"",25314,701,32,"","",0
"","","",25314058,"",25314,0.4,93,"","",""
"","","",25314059,"",25314,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",25314060,"",25314,700,32,"","",1
"","","",25314061,"",25314,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_normal,0.2,1,25314062,0.2,25314,107111,3,0,"",wac_birthday_clap
"","","",25314063,"",25314,0.1,93,"","",""
wac_birthday_idle_smile,0.2,1,25314064,0.2,25314,100511,3,0,"",wac_birthday_clap
"","","",25314065,"",25314,0.1,93,"","",""
wac_birthday_idle_smile,0.2,1,25314066,0.2,25314,103711,3,0,"",wac_birthday_clap
"","","",25314067,"",25314,2,93,"","",""
"","","",25314068,"",25314,1,131,"","",""
0,"","",25314069,"",25314,vo_wac_25314,21,0,"",vo_wac_25314_000
1,0,1,25314070,0,25314,104711,11,10,0.5,"오늘 이렇게 성대한 잔치를\n열어줄 줄이야.\n개인으로서도, 단장으로서도,\n무척 기뻐."
"","","",25314071,"",25314,0,91,"","",""
"",0.2,"",25314072,"",25314,104711,3,1,"",wac_birthday_idle_wish
"",0.2,"",25314073,"",25314,107111,3,1,"",wac_birthday_talk_doya
0,"","",25314074,"",25314,vo_wac_25314,21,0,"",vo_wac_25314_001
1,0,1,25314075,0,25314,107111,11,10,0.5,"당연하지☆\n이 크리스티나가 전부 계획했다고,\n만족하지 않을 리가 없지!"
"","","",25314076,"",25314,0,91,"","",""
"",0.2,"",25314077,"",25314,107111,3,1,"",wac_birthday_idle_doya
"",0.2,"",25314078,"",25314,100511,3,1,"",wac_birthday_talk_sad_maturi
0,"","",25314079,"",25314,vo_wac_25314,21,0,"",vo_wac_25314_002
1,0,1,25314080,0,25314,100511,11,10,0.5,"……그 계획을 실행으로 옮기기 위해\n만신창이가 되도록 일한 건\n우리임다만."
"","","",25314081,"",25314,0,91,"","",""
"",0.2,"",25314082,"",25314,100511,3,1,"",wac_birthday_idle_normal
"",0.2,"",25314083,"",25314,104711,3,1,"",wac_birthday_talk_wish
0,"","",25314084,"",25314,vo_wac_25314,21,0,"",vo_wac_25314_003
1,0,1,25314085,0,25314,104711,11,10,0.5,"그랬나.\n크리스도 모두도\n나 같은 걸 위해서 고마워."
"","","",25314086,"",25314,0,91,"","",""
"",0.2,"",25314087,"",25314,104711,3,1,"",wac_birthday_idle_wish
"",0.2,"",25314088,"",25314,103711,3,1,"",wac_birthday_talk_smile_tomo
0,"","",25314089,"",25314,vo_wac_25314,21,0,"",vo_wac_25314_004
1,0,1,25314090,0,25314,103711,11,10,0.5,"나 같은 거,\n같은 말 하지 말아 주세요.\n쥰 씨를 정말 좋아하니까,\n힘내서 준비한 거예요♪"
"","","",25314091,"",25314,0,91,"","",""
"",0.2,"",25314092,"",25314,103711,3,1,"",wac_birthday_idle_smile
"",0.2,"",25314093,"",25314,104711,3,1,"",wac_birthday_talk_wish
0,"","",25314094,"",25314,vo_wac_25314,21,0,"",vo_wac_25314_005
1,0,1,25314095,0,25314,104711,11,10,0.5,"후훗, 그렇군, 미안하다.\n【왕궁기사단(NIGHTMARE)】의\n단장으로서 나는 행복한 사람이야…… 이렇게나\n멋진 동료를 지녔으니까."
"","","",25314096,"",25314,0,91,"","",""
"","","",25314097,"",25314,0,22,"","",""
"","","",26214001,"",26214,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,26214002,0,26214,1,1,250,wac_birthday_idle_normal,103811
200,2,-270,26214003,1,26214,1,1,256,wac_birthday_idle_smile,103311
315,2,-310,26214004,1,26214,1,1,258,wac_birthday_idle_kyapi,105211
450,2,-290,26214005,1,26214,1,1,257,wac_birthday_idle_normal,102611
"","","",26214006,"",26214,103811,13,"","",300
"","","",26214007,"",26214,103311,13,"","",300
"","","",26214008,"",26214,105211,13,"","",300
"","","",26214009,"",26214,102611,13,"","",300
0,1,1,26214010,"",26214,600,31,0,"",600
0,0,1,26214011,"",26214,602,31,0,"",602
0,0,1,26214012,"",26214,603,31,0,"",603
60,1,1,26214013,"",26214,604,31,30,"",604
0,1,1,26214014,"",26214,614,31,0,"",614
0,0,1,26214015,"",26214,700,31,0,"",700
0,0,1,26214016,"",26214,701,31,0,"",701
0,0,1,26214017,"",26214,702,31,0,"",702
0,0,1,26214018,"",26214,800,31,0,"",800
60,1,1,26214019,"",26214,942,31,30,"",942
"","","",26214020,"",26214,1,93,"","",""
wac_birthday_reaction_04,0.2,1,26214021,0.2,26214,105211,3,0,"",wac_birthday_reaction_01
"","","",26214022,"",26214,0.1,93,"","",""
wac_birthday_reaction_01,0.2,1,26214023,0.2,26214,103311,3,0,"",wac_birthday_reaction_03
wac_birthday_reaction_03,0.2,1,26214024,0.2,26214,102611,3,0,"",wac_birthday_reaction_02
"","","",26214025,"",26214,0.3,93,"","",""
"",0.2,"",26214026,"",26214,103811,3,1,"",wac_birthday_run_01
3,"","",26214027,"",26214,103811,2,-70,"",0
"","","",26214028,"",26214,2.5,93,"","",""
"","","",26214029,"",26214,602,32,"","",1
"","","",26214030,"",26214,0.6,93,"","",""
"","","",26214031,"",26214,600,32,"","",0
"","","",26214032,"",26214,614,32,"","",0
"","","",26214033,"",26214,604,32,"","",0
"","","",26214034,"",26214,701,32,"","",1
0.01,"","",26214035,"",26214,942,33,0,"",0
wac_birthday_wish_05,0.2,1,26214036,0.2,26214,103811,3,0,"",wac_birthday_blowout_03
0.01,"","",26214037,"",26214,103811,2,-330,"",-200
"",0.2,"",26214038,"",26214,103311,3,1,"",wac_birthday_idle_smile
0.01,"","",26214039,"",26214,103311,2,-320,"",180
"",0.2,"",26214040,"",26214,105211,3,1,"",wac_birthday_idle_kyapi
0.01,"","",26214041,"",26214,105211,2,-360,"",285
"",0.2,"",26214042,"",26214,102611,3,1,"",wac_birthday_idle_normal
0.01,"","",26214043,"",26214,102611,2,-340,"",425
"","","",26214044,"",26214,0,93,"","",""
"","","",26214045,"",26214,800,32,"","",1
"","","",26214046,"",26214,0.7,93,"","",""
"","","",26214047,"",26214,702,32,"","",1
"","","",26214048,"",26214,0.5,93,"","",""
"","","",26214049,"",26214,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",26214050,"",26214,701,32,"","",0
"","","",26214051,"",26214,0.4,93,"","",""
"","","",26214052,"",26214,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",26214053,"",26214,700,32,"","",1
"","","",26214054,"",26214,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_smile,0.2,1,26214055,0.2,26214,103311,3,0,"",wac_birthday_clap
"","","",26214056,"",26214,0.1,93,"","",""
wac_birthday_idle_kyapi,0.2,1,26214057,0.2,26214,105211,3,0,"",wac_birthday_clap
"","","",26214058,"",26214,0.1,93,"","",""
wac_birthday_idle_normal,0.2,1,26214059,0.2,26214,102611,3,0,"",wac_birthday_clap
"","","",26214060,"",26214,2,93,"","",""
"","","",26214061,"",26214,1,131,"","",""
0,"","",26214062,"",26214,vo_wac_26214,21,0,"",vo_wac_26214_000
1,0,1,26214063,0,26214,103811,11,10,0.5,"와아, 그림책에 나올 것만 같은\n커다란 케이크네요.\n혹시 제 생일을 위해서……?"
"","","",26214064,"",26214,0,91,"","",""
"",0.2,"",26214065,"",26214,103811,3,1,"",wac_birthday_idle_wish
"",0.2,"",26214066,"",26214,103311,3,1,"",wac_birthday_talk_smile
0,"","",26214067,"",26214,vo_wac_26214,21,0,"",vo_wac_26214_001
1,0,1,26214068,0,26214,103311,11,10,0.5,"맞아!\n생일 축하해, 시오시오!\n이 케이크는 시오시오가 좋아하는\n목장 특제 음식 재료도 사용해서 만들었어!"
"","","",26214069,"",26214,0,91,"","",""
"",0.2,"",26214070,"",26214,103311,3,1,"",wac_birthday_idle_smile
"",0.2,"",26214071,"",26214,105211,3,1,"",wac_birthday_talk_kyapi
0,"","",26214072,"",26214,vo_wac_26214,21,0,"",vo_wac_26214_002
1,0,1,26214073,0,26214,105211,11,10,0.5,"나도 도왔지만, 그와 린도 준비에\n힘써줬어♪\n후훗, 시오리를 위해서~라면서\n열심이었지?"
"","","",26214074,"",26214,26214073,91,"","",""
"",0.2,"",26214075,"",26214,105211,3,1,"",wac_birthday_idle_kyapi
"",0.2,"",26214076,"",26214,102611,3,1,"",wac_birthday_talk_normal
0,"","",26214077,"",26214,vo_wac_26214,21,0,"",vo_wac_26214_003
1,0,1,26214078,0,26214,102611,11,10,0.5,"그, 그야 시오링을 위해서라면\n나도 힘내지.\n정말 축하해, 시오링.\n항상 고마워."
"","","",26214079,"",26214,0,91,"","",""
"",0.2,"",26214080,"",26214,103811,3,1,"",wac_birthday_talk_wish
"",0.2,"",26214081,"",26214,102611,3,1,"",wac_birthday_idle_normal
0,"","",26214082,"",26214,vo_wac_26214,21,0,"",vo_wac_26214_004
1,0,1,26214083,0,26214,103811,11,10,0.5,"린…… 그리고 모두,\n정말로 고맙습니다.\n당신도 와줘서\n저, 아주 기뻐요."
"","","",26214084,"",26214,0,91,"","",""
"","","",26214085,"",26214,0,22,"","",""
"","","",26224001,"",26224,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,26224002,0,26224,1,1,250,wac_birthday_idle_normal,101411
200,2,-270,26224003,1,26224,1,1,256,wac_birthday_idle_kyapi,101711
315,2,-310,26224004,1,26224,1,1,258,wac_birthday_idle_wish,101011
450,2,-290,26224005,1,26224,1,1,257,wac_birthday_idle_normal,104311
"","","",26224006,"",26224,101411,13,"","",300
"","","",26224007,"",26224,101711,13,"","",300
"","","",26224008,"",26224,101011,13,"","",300
"","","",26224009,"",26224,104311,13,"","",300
0,1,1,26224010,"",26224,601,31,0,"",601
0,0,1,26224011,"",26224,602,31,0,"",602
0,0,1,26224012,"",26224,603,31,0,"",603
60,1,1,26224013,"",26224,604,31,30,"",604
0,1,1,26224014,"",26224,614,31,0,"",614
0,0,1,26224015,"",26224,700,31,0,"",700
0,0,1,26224016,"",26224,701,31,0,"",701
0,0,1,26224017,"",26224,702,31,0,"",702
0,0,1,26224018,"",26224,800,31,0,"",800
60,1,1,26224019,"",26224,943,31,30,"",943
"","","",26224020,"",26224,1,93,"","",""
wac_birthday_reaction_04,0.2,1,26224021,0.2,26224,101011,3,0,"",wac_birthday_reaction_01
"","","",26224022,"",26224,0.1,93,"","",""
wac_birthday_reaction_01,0.2,1,26224023,0.2,26224,101711,3,0,"",wac_birthday_reaction_03
wac_birthday_reaction_03,0.2,1,26224024,0.2,26224,104311,3,0,"",wac_birthday_reaction_02
"","","",26224025,"",26224,0.3,93,"","",""
"",0.2,"",26224026,"",26224,101411,3,1,"",wac_birthday_run_01
3,"","",26224027,"",26224,101411,2,-70,"",0
"","","",26224028,"",26224,2.5,93,"","",""
"","","",26224029,"",26224,602,32,"","",1
"","","",26224030,"",26224,0.6,93,"","",""
"","","",26224031,"",26224,601,32,"","",0
"","","",26224032,"",26224,614,32,"","",0
"","","",26224033,"",26224,604,32,"","",0
"","","",26224034,"",26224,701,32,"","",1
0.01,"","",26224035,"",26224,943,33,0,"",0
wac_birthday_wish_kasumi,0.2,1,26224036,0.2,26224,101411,3,0,"",wac_birthday_blowout_01_kasumi
0.01,"","",26224037,"",26224,101411,2,-330,"",-200
"",0.2,"",26224038,"",26224,101711,3,1,"",wac_birthday_idle_kyapi
0.01,"","",26224039,"",26224,101711,2,-320,"",180
"",0.2,"",26224040,"",26224,101011,3,1,"",wac_birthday_idle_wish
0.01,"","",26224041,"",26224,101011,2,-360,"",285
"",0.2,"",26224042,"",26224,104311,3,1,"",wac_birthday_idle_normal
0.01,"","",26224043,"",26224,104311,2,-340,"",425
"","","",26224044,"",26224,0,93,"","",""
"","","",26224045,"",26224,800,32,"","",1
"","","",26224046,"",26224,0.7,93,"","",""
"","","",26224047,"",26224,702,32,"","",1
"","","",26224048,"",26224,0.5,93,"","",""
"","","",26224049,"",26224,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",26224050,"",26224,701,32,"","",0
"","","",26224051,"",26224,0.4,93,"","",""
"","","",26224052,"",26224,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",26224053,"",26224,700,32,"","",1
"","","",26224054,"",26224,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_kyapi,0.2,1,26224055,0.2,26224,101711,3,0,"",wac_birthday_clap
"","","",26224056,"",26224,0.1,93,"","",""
wac_birthday_idle_wish,0.2,1,26224057,0.2,26224,101011,3,0,"",wac_birthday_clap
"","","",26224058,"",26224,0.1,93,"","",""
wac_birthday_idle_normal,0.2,1,26224059,0.2,26224,104311,3,0,"",wac_birthday_clap
"","","",26224060,"",26224,2,93,"","",""
"","","",26224061,"",26224,1,131,"","",""
0,"","",26224062,"",26224,vo_wac_26224,21,0,"",vo_wac_26224_000
1,0,1,26224063,0,26224,101411,11,10,0.5,"왓, 이거 상당히 호화로운 케이크로군.\n흠…… 오늘, 케이크를 준비하고 누군가를\n기다렸다, 그리고 나중에 부른 인물은……\n이 추리대로라면, 나, 나를 위해서인가?"
"","","",26224064,"",26224,0,91,"","",""
"",0.2,"",26224065,"",26224,101411,3,1,"",wac_birthday_idle_normal
"",0.2,"",26224066,"",26224,101711,3,1,"",wac_birthday_talk_kyapi
0,"","",26224067,"",26224,vo_wac_26224,21,0,"",vo_wac_26224_001
1,0,1,26224068,0,26224,101711,11,10,0.5,"정답이야, 오늘은 카스미의 생일이잖아~♪\n과연 명탐정이네~!\n그러면 바로 다 같이 노래하고 춤추며\n축하하자~♪"
"","","",26224069,"",26224,0,91,"","",""
"",0.2,"",26224070,"",26224,101711,3,1,"",wac_birthday_idle_kyapi
"",0.2,"",26224071,"",26224,101011,3,1,"",wac_birthday_talk_wish
0,"","",26224072,"",26224,vo_wac_26224,21,0,"",vo_wac_26224_002
1,0,1,26224073,0,26224,101011,11,10,0.5,"그러하옵니다♪\n다 같이 춤추며 축하하여요♪\n카스미 공을 위해서 왕자님도\n준비를 도와주셨사옵니다♪"
"","","",26224074,"",26224,26224073,91,"","",""
"",0.2,"",26224075,"",26224,101011,3,1,"",wac_birthday_idle_wish
"",0.2,"",26224076,"",26224,104311,3,1,"",wac_birthday_talk_normal
0,"","",26224077,"",26224,vo_wac_26224,21,0,"",vo_wac_26224_003
1,0,1,26224078,0,26224,104311,11,10,0.5,"축하해, 카스미!\n그런데 공주님, 정말로 춤출 거야?\n그러면 카스미도 같이 춤추자!\n다 같이 하는 편이 즐거우니까♪"
"","","",26224079,"",26224,0,91,"","",""
"",0.2,"",26224080,"",26224,101411,3,1,"",wac_birthday_talk_normal
"",0.2,"",26224081,"",26224,104311,3,1,"",wac_birthday_idle_normal
0,"","",26224082,"",26224,vo_wac_26224,21,0,"",vo_wac_26224_004
1,0,1,26224083,0,26224,101411,11,10,0.5,"그, 그렇게 서두르지 않아도……!\n그보다 조수도 와준 건가?\n일부러 축하하러 와주다니,\n그…… 응, 무척 기뻐."
"","","",26224084,"",26224,0,91,"","",""
"","","",26224085,"",26224,0,22,"","",""
"","","",26234001,"",26234,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,26234002,0,26234,1,1,250,wac_birthday_idle_normal,109411
230,2,-270,26234003,1,26234,1,1,256,wac_birthday_idle_smile,109211
410,2,-310,26234004,1,26234,1,1,257,wac_birthday_idle_kyapi,109311
"","","",26234005,"",26234,109411,13,"","",300
"","","",26234006,"",26234,109211,13,"","",300
"","","",26234007,"",26234,109311,13,"","",300
0,1,1,26234008,"",26234,601,31,0,"",601
0,0,1,26234009,"",26234,602,31,0,"",602
0,0,1,26234010,"",26234,603,31,0,"",603
60,1,1,26234011,"",26234,604,31,30,"",604
0,1,1,26234012,"",26234,614,31,0,"",614
0,0,1,26234013,"",26234,700,31,0,"",700
0,0,1,26234014,"",26234,701,31,0,"",701
0,0,1,26234015,"",26234,702,31,0,"",702
0,0,1,26234016,"",26234,800,31,0,"",800
60,1,1,26234017,"",26234,944,31,30,"",944
"","","",26234018,"",26234,1,93,"","",""
wac_birthday_reaction_03,0.2,1,26234019,0.2,26234,109311,3,0,"",wac_birthday_reaction_02
"","","",26234020,"",26234,0.1,93,"","",""
wac_birthday_reaction_04,0.2,1,26234021,0.2,26234,109211,3,0,"",wac_birthday_reaction_01
"","","",26234022,"",26234,0.3,93,"","",""
"",0.2,"",26234023,"",26234,109411,3,1,"",wac_birthday_run_01
3,"","",26234024,"",26234,109411,2,-70,"",0
"","","",26234025,"",26234,2.5,93,"","",""
"","","",26234026,"",26234,602,32,"","",1
"","","",26234027,"",26234,0.6,93,"","",""
"","","",26234028,"",26234,601,32,"","",0
"","","",26234029,"",26234,614,32,"","",0
"","","",26234030,"",26234,604,32,"","",0
"","","",26234031,"",26234,701,32,"","",1
0.01,"","",26234032,"",26234,944,33,0,"",0
wac_birthday_wish_gurea,0.2,1,26234033,0.2,26234,109411,3,0,"",wac_birthday_blowout_03
0.01,"","",26234034,"",26234,109411,2,-330,"",-200
