catch_copy,age,voice_id,birth_day,favorite,blood_type,guild,birth_month,self_text,voice,unit_id,race,height,guild_id,weight,unit_name
"보호 본능을 자극하는 순정적인 여성",22,0,16,"윈도쇼핑",A,"메르쿠리우스 재단",3,"네겐 한심한 꼴만 보였지만\n그런 모습, 다른 사람 말고 너한테만 보여주는 거니까","이마이 아사미",126801,"엘프족",164,12,55,"유카리(여름)"
"정적을 찾아 노래하는 음침 소녀",20,0,28,"노래, 독서, 시를 쓰는 것",O,"레이지ㆍ레기온",12,"","하라다 사야카",126901,"마족",165,19,53,"란파(여름)"
"망상을 좋아하는 부끄럼쟁이 소녀",18,0,19,"소설 읽기",AB,"바이스플뤼겔 랜드솔 지부",11,"당신을 생각하고 있었어요\n…반항할 수 없는 쿠우카를 저렇게, 이렇게\n그흐, 그흐흐흐…","나가츠마 쥬리",127001,"휴먼족",157,15,49,"쿠우카(여름)"
"점치기가 특기인 영능력자 소녀",18,0,22,"점치기",AB,"악마왕국군(디아볼로스)",12,"저 어렸을 때부터 사람에겐\n보이지 않는 것이 보였어요\n지금도 당신 뒤에 하나, 둘, 셋… 떠들썩하네요","오오츠보 유카",127101,"마족",157,7,42,"시노부(여름)"
"길가에 쓰러진 의문의 고양이 귀를 가진 마법사",14,0,2,"고양이와 놀기",A,"미식전",9,"뭘 꾸물거리고 있는 거야\n어쩔 수 없으니까, 내가 도와줄게\n알았어? 감사하라고!","타치바나 리카",127201,"수인족",152,1,39,"캬루(편입생)"
"천진난만한 인기 카리스마 모델",18,0,10,"패션",O,"루센트 학원",4,"히데사이, 하이욤~!\n난 한자랑 계산은 쫌… 이랄까 겁나 답없어~\n그치만 패션은 맡겨달라고~!","우에사카 스미레",127301,"마족",167,14,48,"스즈나(편입생)"
"구호원을 경영하는 상냥한 서민파 아가씨",17,0,4,"경영, 다도회",A,"사렌디아 구호원",10,"궁상맞다고?\n아니, 「아깝다」는 마음으로\n하루하루를 살고 있을 뿐이야! ","호리에 유이",127501,"엘프족",156,9,43,"사렌(사라사리아)"
"인정미 넘치는 멋진 「누님」",25,0,11,"낚시",B,"트와일라이트 캐러밴",7,"","사토 리나",127601,"휴먼족",167,13,54,"루카(사라사리아)"
"성실하고 최선을 다하는 드래곤 메이드(언니)",12,0,5,"동생과 보내는 휴일",?,???,2,"","토요타 모에",127701,"드래곤족",145,"",???,"린드"
"불성실하고 게으른 드래곤 메이드(동생)",12,0,5,"땡땡이, 언니와 보내는 휴일",?,???,2,"","세키네 아키라",127801,"드래곤족",145,"",???,"블룸"
"언제나 명랑한 먹보 소녀",17,0,31,"맛집 탐방, 요리",O,"미식전",3,"저, 저기… 뭔가 먹을 거 없나요?\n벌써 배가 꼬르륵거려요…","MㆍAㆍO",127901,"휴먼족",156,1,46,"페코린느(크리스마스)"
"충의를 자각한 여상인",26,0,19,"돈을 세는 것, 흉계",A,"리치몬드 상공회",9,"",Lynn,128001,"휴먼족",160,18,57,"크레짓타(크리스마스)"
"말주변이 좋은 겁쟁이 드래곤",13,0,29,"게임",AB,"드래곤즈 네스트",9,"","후지타 아카네",128301,"드래곤족",145,17,???,"이노리(새해)"
"모두를 위해 초능력을 사용하는 잠꾸러기 공주",17,0,24,"여동생과 놀기, 한 번 깼다가 다시 자기, 낮잠, 일찍 자기",A,"포레스티에",12,"난 하츠네! 도움이 필요한 사람 편이야!\n도움이 필요할 땐 언제든 말해♪\n내 초… 마, 마법으로 도와줄 테니까!","오오하시 아야카",128401,"엘프족",156,6,46,"하츠네(새해)"
"두뇌 명석한 미소녀 탐정",15,0,3,"독서, 추리",AB,"자경단(카온)",11,"","미나세 이노리",128501,"수인족",152,10,41,"카스미(새해)"
"다른 사람을 돕기 좋아하는 낙천적인 격투 소녀",16,0,27,"다른 사람 돕기, 응원",A,"트윙클 위시",8,"안녕! 히요리야!\n곤란한 사람이 있으면 도와줄게!\n괜찮으면 같이 갈래?","토야마 나오",128701,"수인족",155,2,44,"히요리(아스트랄)"
"쿨하고 올곧은 검술사",18,0,12,"독서, 승마, 차 마시기",B,"트윙클 위시",1,"너랑 만난 것도 분명 인연일 거야\n함께 탑의 정상을 목표로 하는\n동료로서 힘내자 잘 부탁해","하야미 사오리",128801,"마족",163,2,46,"레이(아스트랄)"
"전투 지원이 특기인 마음씨 고운 소녀",17,0,5,"요리, 인간 관찰",O,"트윙클 위시",4,"도움이 될 수 있을지는 잘 모르겠지만…\n나도 열심히 모두를 서포트할게!","타네다 리사",128901,"휴먼족",158,2,47,"유이(아스트랄)"
"비극의 근원에 피어난 아름다운 흑장미",??,0,15,"기사 군의 이야기를 듣는 것",?,???,2,"","쿠와시마 호우코",129001,"휴먼족",168,"",??,"에리스"
"서고에 잠든 작은 현자",18,0,28,"독서",O,"성 테레사 여학원(단짝부)",2,"","코하라 코노미",129301,"휴먼족",142,16,36,"유니(겨울)"
"다운타운에서 자란 어두운 분위기의 엘프",17,0,7,"다트",O,"성 테레사 여학원(단짝부)",8,"","타네자키 아츠미",129401,"엘프족",154,16,42,"클로에(겨울)"
"자유분방, 내추럴하고, 무례한 요즘 아이",16,0,15,"댄스, 노래방",O,"성 테레사 여학원(단짝부)",9,"","사쿠라 아야네",129501,"휴먼족",156,16,46,"치에루(겨울)"
"고독한 향기를 휘감은 꽃의 요마인족",13,0,2,"꽃 가꾸기, 가시 뽑기",A,???,4,"","타치바나 히나",129601,"요마인족",145,"",39,"아네모네"
"만마의 정점, 연옥의 공주님",??,0,31,"소꿉놀이, 인간 관찰",?,???,12,"","오오쿠보 루미",129701,"요마인족",139,"",??,"네피＝네라"
"늠름하고 정이 많은 와일드한 소녀",17,0,9,"과자 만들기",O,"자경단(카온)",8,"배고프면 말해\n간단한 거라도 좋다면\n엄청 맛있는 거 먹게 해줄게!","코마츠 미카코",129801,"수인족",168,10,54,"마코토(커맨더)"
"운명의 상대에게 일편단심인 소녀",16,0,30,"실험, 재봉, 요리",B,"트와일라이트 캐러밴",7,"전 『파괴사』라는 다른 이름을 가지고 있지만…\n겁먹을 필요는 없답니다\n당신은 소중한 운명의 상대니까요…","하시모토 치나미",129901,"마족",154,13,43,"에리코(커맨더)"
"악운의 사랑을 받는 도적 길드의 두목 첫째",21,0,8,"동생들 훈육",B,"밴디 시스터즈",1,"","파이루즈 아이",130001,"엘프족",168,21,55,"야마토"
"힘들지만 건강해요. 도적 길드의 둘째",16,0,30,"뜨개질",A,"밴디 시스터즈",5,"","이와미 마나카",130101,"휴먼족",158,21,45,"와카나"
"건방지지만 완전 천재! 도적 길드의 셋째",12,0,5,"와카나 괴롭히기",AB,"밴디 시스터즈",3,"","하나이 미하루",130201,"수인족",136,21,37,"후부키"
"예의 바르고 착실한 꼬마 우등생",8,0,2,"공부",A,"리틀 리리컬",2,"","오구라 유이",130701,"엘프족",118,5,21,"쿄우카(봄)"
"아가씨를 위해 노력하는 덜렁이 메이드",15,0,12,"봉사활동",O,"사렌디아 구호원",12,"으으… 죄송해요~\n또 부엌을 폭발시켜 버렸어요~\n이건 메이드 실격이에요…","유우키 아오이",130801,"휴먼족",154,9,43,"스즈메(봄)"
"뭐든 줘 버리는 얼간이 지배인 토끼",16,0,2,"청소, 보석과 놀이공원 관리",A,"지오 테오고니아",8,"","타나카 미나미",130901,"보석 토끼족",158,"",46,"쿠루루"
"마호마호 왕국의 공주",16,0,22,"공상에 잠기기, 인형 수집",O,"자경단(카온)",9,"마호마호 왕국의 공주인 마호 공주이옵니다!\n왜 이상한 표정을 짓고 계시옵니까?\n마호마호 왕국은 저 먼 곳에 있는 나라이옵니다","우치다 마아야",131001,"수인족",155,10,42,"마호(드림파크)"
"쇼타 정말 좋아♪ 갸루계 슬라임 아가씨",19,0,13,"귀여운 쇼타와 놀기, 쇼핑",B,"레이지ㆍ레기온",6,"","와키 아즈미",131101,"마족?",157,19,55,"네아(여름)"
"명랑쾌활하지만 자꾸 파멸로 흘러가는 발랄 소녀",16,0,2,"딱히 없음",A,"레이지ㆍ레기온",7,"","키토 아카리",131201,"휴먼족",159,19,??,"미소라(여름)"
"속죄를 품고 힘을 추구하는 여동생 계열 요조숙녀",15,0,29,"꽃꽂이, 독서(고전 문학), 동국화",A,"얼터 메이든",4,"","스즈키 미노리",131601,"휴먼족",154,20,44,"리리(여름)"
"새로운 모습으로 기사의 모험을 계속 돕는 요정",??,0,?,???,?,???,?,"","아이사카 유카",131701,???,150,"",???,"아메스(여름)"
"요염한 미소로 모든 걸 꿰뚫어 보는 와룡 우두머리",25,0,17,"그림 그리기, 독서",O,"드래곤즈 네스트",4,"","오오니시 사오리",131801,"드래곤족",168,17,???,"호마레(여름)"
"가창력과 안무를 겸비한 대인기 아이돌",17,0,24,"무대 감상, 댄스",B,"카르미나",1,"","히카사 요코",132201,"휴먼족",157,4,40,"노조미(알케미스트)"
"상냥함과 오만함을 겸비한 프린세스",??,0,17,"낮잠, 새로운 디저트 시식",?,???,1,"","카와세 마키",132801,"천사족",162,"",??,"라이라엘(크리스마스)"
"남자를 매료시키는 순수한 여교사",23,0,14,"연애 소설, 연애극, 연애 만화 감상",B,"루센트 학원",8,"항상 구해줘서 고마워\n내가 연상인데 항상 의지만 해서 미안해~","이토 시즈카",132901,"마족",162,14,52,"이오(크리스마스)"
"영리하고 근심 어린 귀신이자 엉뚱한 수호 기사",20,0,31,"수묵화",AB,???,10,"","토미타 미유",133001,"휴먼족",166,"",0,"그레이스"
"외면도 내면도 꼬마인 이국의 군인",18,0,28,"과자가게 드나들기",A,"바이스플뤼겔 랜드솔 지부",7,"「흰 날개」를 뜻하는 바이스플뤼겔…\n그 이름에 부끄럽지 않도록\n하늘 높이 날아 화려하게 적을 쓰러트리겠다!","츠지 아유미",133201,"휴먼족",140,15,33,"모니카(새해)"
"구호원을 경영하는 상냥한 서민파 아가씨",17,0,4,"경영, 다도회",A,"사렌디아 구호원",10,"궁상맞다고?\n아니, 「아깝다」는 마음으로\n하루하루를 살고 있을 뿐이야! ","호리에 유이",133501,"엘프족",156,9,43,"사렌(새해)"
"제멋대로에 고집이 센 막내 뱀 소녀",14,0,7,"메두시아나와 하늘 날기",B,???,12,"","미즈하시 카오리",133601,"요마인족",141,"",??,"메두사"
"비밀결사 라비린스의 『미궁여왕』",25,0,25,"인간 관찰",AB,"라비린스",7,"","사와시로 미유키",133701,"휴먼족",160,3,??,"라비리스타(알파)"
"방약무인한 왕궁기사단 부단장",27,0,7,"강적과의 투쟁",O,"왕궁기사단(NIGHTMARE)",2,"","타카하시 치아키",133901,"휴먼족",165,8,??,"크리스티나(알파)"
"다른 사람을 돕기 좋아하는 낙천적인 격투 소녀",16,0,27,"다른 사람 돕기, 응원",A,"트윙클 위시",8,"안녕! 히요리야!\n곤란한 사람이 있으면 도와줄게!\n괜찮으면 같이 갈래?","토야마 나오",180101,"수인족",155,2,44,"히요리(프린세스)"
"전투 지원이 특기인 마음씨 고운 소녀",17,0,5,"요리, 인간 관찰",O,"트윙클 위시",4,"도움이 될 수 있을지는 잘 모르겠지만…\n나도 열심히 모두를 서포트할게!","타네다 리사",180201,"휴먼족",158,2,47,"유이(프린세스)"
"쿨하고 올곧은 검술사",18,0,12,"독서, 승마, 차 마시기",B,"트윙클 위시",1,"너랑 만난 것도 분명 인연일 거야\n함께 탑의 정상을 목표로 하는\n동료로서 힘내자 잘 부탁해","하야미 사오리",180301,"마족",163,2,46,"레이(프린세스)"
"언제나 명랑한 먹보 소녀",17,0,31,"맛집 탐방, 요리",O,"미식전",3,"저, 저기… 뭔가 먹을 거 없나요?\n 벌써 배가 꼬르륵거려서…","MㆍAㆍO",180401,"휴먼족",156,1,46,"페코린느(프린세스)"
"주인님을 모시는 꼬마 가이드",11,0,11,"명상, 동식물 기르기",B,"미식전",5,"주인님의 가이드 역을 맡게 되었습니다\n주인님이 만족하실 수 있도록\n성심성의를 다해 모시도록 하겠습니다","이토 미쿠",180501,"엘프족",140,1,35,"콧코로(프린세스)"
"길가에 쓰러진 의문의 고양이 귀를 가진 마법사",14,0,2,"고양이와 놀기",A,"미식전",9,"뭘 꾸물거리고 있는 거야\n어쩔 수 없으니까, 내가 도와줄게\n알았어? 감사하라고!","타치바나 리카",180601,"수인족",152,1,39,"캬루(프린세스)"
"인연으로 연결된 신뢰와 애정의 자매",17,0,-,"둘이서 피크닉 가기",-,"포레스티에, 목장(엘리자베스 파크)",-,"","오오하시 아야카, 코시미즈 아미",180701,"엘프족, 수인족",-,500,-,"하츠네＆시오리"
"용기! 우정! 리리컬즈!",17,0,-,"다 함께 모험하는 것",-,"리틀 리리컬",-,"","모로호시 스미레, 히다카 리나, 오구라 유이",180801,"휴먼족, 수인족, 엘프족",-,5,-,"미소기＆미미＆쿄우카"
"고결한 우정으로 맺어진 호적수",17,0,-,"절차탁마",-,"메르쿠리우스 재단, 사렌디아 구호원",-,"","마츠자키 레이, 호리에 유이",180901,"휴먼족, 엘프족",-,501,-,"아키노＆사렌"
"함께 약속을 나눈 마나리아의 두 공주",17,0,-,"함께 피아노를 치는 것",-,???,-,"","히카사 요코, 후쿠하라 아야카",181001,"휴먼족, 인간과 드래곤의 하프",-,"",-,"앤＆글레어"
"진실도 거짓도 뛰어넘은 자매",18,0,-,"동생을 사랑하는 것＆오빠에게 응석 부리는 것",-,"라비린스",-,"","나바타메 히토미, 아스미 카나",181101,"휴먼족, 휴먼족",-,3,-,"시즈루＆리노"
"기억상실 드래곤 소녀",14,0,14,"독서, 스트레칭",B,"미식전",12,"","콘도 레이나",181201,"드래곤족",147,1,???,"셰피(프린세스)"
"미녀와 아가씨가 정말 좋아♪ 철없는 해골남",-,0,-,-,-,-,-,"",-,427101,-,-,"",-,"해골 아버지"
"다른 사람을 돕기 좋아하는 낙천적인 격투 소녀",16,0,27,"다른 사람 돕기, 응원",A,"트윙클 위시",8,"안녕! 히요리야!\n곤란한 사람이 있으면 도와줄게!\n괜찮으면 같이 갈래?","토야마 나오",900103,"수인족",155,2,44,"히요리"
"말주변이 좋은 겁쟁이 드래곤",13,0,29,"게임",AB,"드래곤즈 네스트",9,"","후지타 아카네",906601,"드래곤족",145,17,???,"이노리"
"쿨하고 올곧은 검술사",18,0,12,"독서, 승마, 차 마시기",B,"트윙클 위시",1,"너랑 만난 것도 분명 인연일 거야\n함께 탑의 정상을 목표로 하는\n동료로서 힘내자 잘 부탁해","하야미 사오리",928801,"마족",163,17,46,"레이(아스트랄)"
