command_id,param_01,param_02,param_05,drama_id,command_type,param_03,param_08,param_06,param_04,param_07
133000002,8,8,1,3300,31,345.4,"",1,0,""
133000003,8,0,"",3300,35,"","","","",""
133000004,0,"","",3300,91,"","","","",""
133000005,1.05,1.05,7.4,3300,123,1.05,"",0,1.05,""
133000006,1000001,wait,"",3300,3,0,"",0.2,"",""
133000007,2,1,"",3300,35,"","","","",""
133000008,4.9,0,"",3300,93,"","","","",""
133000009,0.95,0.95,0.4,3300,123,0.95,"",0,0.95,""
133000010,330000,1,"",3300,32,"","","","",""
133000011,0.1,0,"",3300,93,"","","","",""
133000012,2,0,"",3300,32,"","","","",""
133000013,0.1,0,"",3300,93,"","","","",""
133000014,997,1,"",3300,32,"","","","",""
133000015,1000001,joy_from_wait,"",3300,3,0,"",0.2,"",""
133000016,1.63,0,"",3300,93,"","","","",""
133000017,0.3,0,"",3300,93,"","","","",""
133000018,3,"","",3300,113,"","","","",""
