target_shape,bonus_id,description,target_category,effect_value,effect_target
2,30202099,"슬라이서에<0>공격력+99%",3,99,2
2,30202100,"슬라이서에<0>공격력+100%",3,100,2
3,30302010,"드릴에<0>공격력+10%",3,10,2
3,30302011,"드릴에<0>공격력+11%",3,11,2
3,30302012,"드릴에<0>공격력+12%",3,12,2
3,30302013,"드릴에<0>공격력+13%",3,13,2
3,30302014,"드릴에<0>공격력+14%",3,14,2
3,30302015,"드릴에<0>공격력+15%",3,15,2
3,30302016,"드릴에<0>공격력+16%",3,16,2
3,30302017,"드릴에<0>공격력+17%",3,17,2
3,30302018,"드릴에<0>공격력+18%",3,18,2
3,30302019,"드릴에<0>공격력+19%",3,19,2
3,30302020,"드릴에<0>공격력+20%",3,20,2
3,30302021,"드릴에<0>공격력+21%",3,21,2
3,30302022,"드릴에<0>공격력+22%",3,22,2
3,30302023,"드릴에<0>공격력+23%",3,23,2
3,30302024,"드릴에<0>공격력+24%",3,24,2
3,30302025,"드릴에<0>공격력+25%",3,25,2
3,30302026,"드릴에<0>공격력+26%",3,26,2
3,30302027,"드릴에<0>공격력+27%",3,27,2
3,30302028,"드릴에<0>공격력+28%",3,28,2
3,30302029,"드릴에<0>공격력+29%",3,29,2
3,30302030,"드릴에<0>공격력+30%",3,30,2
3,30302031,"드릴에<0>공격력+31%",3,31,2
3,30302032,"드릴에<0>공격력+32%",3,32,2
3,30302033,"드릴에<0>공격력+33%",3,33,2
3,30302034,"드릴에<0>공격력+34%",3,34,2
3,30302035,"드릴에<0>공격력+35%",3,35,2
3,30302036,"드릴에<0>공격력+36%",3,36,2
3,30302037,"드릴에<0>공격력+37%",3,37,2
3,30302038,"드릴에<0>공격력+38%",3,38,2
3,30302039,"드릴에<0>공격력+39%",3,39,2
3,30302040,"드릴에<0>공격력+40%",3,40,2
3,30302041,"드릴에<0>공격력+41%",3,41,2
3,30302042,"드릴에<0>공격력+42%",3,42,2
3,30302043,"드릴에<0>공격력+43%",3,43,2
3,30302044,"드릴에<0>공격력+44%",3,44,2
3,30302045,"드릴에<0>공격력+45%",3,45,2
3,30302046,"드릴에<0>공격력+46%",3,46,2
3,30302047,"드릴에<0>공격력+47%",3,47,2
3,30302048,"드릴에<0>공격력+48%",3,48,2
3,30302049,"드릴에<0>공격력+49%",3,49,2
3,30302050,"드릴에<0>공격력+50%",3,50,2
3,30302051,"드릴에<0>공격력+51%",3,51,2
3,30302052,"드릴에<0>공격력+52%",3,52,2
3,30302053,"드릴에<0>공격력+53%",3,53,2
3,30302054,"드릴에<0>공격력+54%",3,54,2
3,30302055,"드릴에<0>공격력+55%",3,55,2
3,30302056,"드릴에<0>공격력+56%",3,56,2
3,30302057,"드릴에<0>공격력+57%",3,57,2
3,30302058,"드릴에<0>공격력+58%",3,58,2
3,30302059,"드릴에<0>공격력+59%",3,59,2
3,30302060,"드릴에<0>공격력+60%",3,60,2
3,30302061,"드릴에<0>공격력+61%",3,61,2
3,30302062,"드릴에<0>공격력+62%",3,62,2
3,30302063,"드릴에<0>공격력+63%",3,63,2
3,30302064,"드릴에<0>공격력+64%",3,64,2
3,30302065,"드릴에<0>공격력+65%",3,65,2
3,30302066,"드릴에<0>공격력+66%",3,66,2
3,30302067,"드릴에<0>공격력+67%",3,67,2
3,30302068,"드릴에<0>공격력+68%",3,68,2
3,30302069,"드릴에<0>공격력+69%",3,69,2
3,30302070,"드릴에<0>공격력+70%",3,70,2
3,30302071,"드릴에<0>공격력+71%",3,71,2
3,30302072,"드릴에<0>공격력+72%",3,72,2
3,30302073,"드릴에<0>공격력+73%",3,73,2
3,30302074,"드릴에<0>공격력+74%",3,74,2
3,30302075,"드릴에<0>공격력+75%",3,75,2
3,30302076,"드릴에<0>공격력+76%",3,76,2
3,30302077,"드릴에<0>공격력+77%",3,77,2
3,30302078,"드릴에<0>공격력+78%",3,78,2
3,30302079,"드릴에<0>공격력+79%",3,79,2
3,30302080,"드릴에<0>공격력+80%",3,80,2
3,30302081,"드릴에<0>공격력+81%",3,81,2
3,30302082,"드릴에<0>공격력+82%",3,82,2
3,30302083,"드릴에<0>공격력+83%",3,83,2
3,30302084,"드릴에<0>공격력+84%",3,84,2
3,30302085,"드릴에<0>공격력+85%",3,85,2
3,30302086,"드릴에<0>공격력+86%",3,86,2
3,30302087,"드릴에<0>공격력+87%",3,87,2
3,30302088,"드릴에<0>공격력+88%",3,88,2
3,30302089,"드릴에<0>공격력+89%",3,89,2
3,30302090,"드릴에<0>공격력+90%",3,90,2
3,30302091,"드릴에<0>공격력+91%",3,91,2
3,30302092,"드릴에<0>공격력+92%",3,92,2
3,30302093,"드릴에<0>공격력+93%",3,93,2
3,30302094,"드릴에<0>공격력+94%",3,94,2
3,30302095,"드릴에<0>공격력+95%",3,95,2
3,30302096,"드릴에<0>공격력+96%",3,96,2
3,30302097,"드릴에<0>공격력+97%",3,97,2
3,30302098,"드릴에<0>공격력+98%",3,98,2
3,30302099,"드릴에<0>공격력+99%",3,99,2
3,30302100,"드릴에<0>공격력+100%",3,100,2
4,30402010,"해머에<0>공격력+10%",3,10,2
4,30402011,"해머에<0>공격력+11%",3,11,2
4,30402012,"해머에<0>공격력+12%",3,12,2
4,30402013,"해머에<0>공격력+13%",3,13,2
4,30402014,"해머에<0>공격력+14%",3,14,2
4,30402015,"해머에<0>공격력+15%",3,15,2
4,30402016,"해머에<0>공격력+16%",3,16,2
4,30402017,"해머에<0>공격력+17%",3,17,2
4,30402018,"해머에<0>공격력+18%",3,18,2
4,30402019,"해머에<0>공격력+19%",3,19,2
4,30402020,"해머에<0>공격력+20%",3,20,2
4,30402021,"해머에<0>공격력+21%",3,21,2
4,30402022,"해머에<0>공격력+22%",3,22,2
4,30402023,"해머에<0>공격력+23%",3,23,2
4,30402024,"해머에<0>공격력+24%",3,24,2
4,30402025,"해머에<0>공격력+25%",3,25,2
4,30402026,"해머에<0>공격력+26%",3,26,2
4,30402027,"해머에<0>공격력+27%",3,27,2
4,30402028,"해머에<0>공격력+28%",3,28,2
4,30402029,"해머에<0>공격력+29%",3,29,2
4,30402030,"해머에<0>공격력+30%",3,30,2
4,30402031,"해머에<0>공격력+31%",3,31,2
4,30402032,"해머에<0>공격력+32%",3,32,2
4,30402033,"해머에<0>공격력+33%",3,33,2
4,30402034,"해머에<0>공격력+34%",3,34,2
4,30402035,"해머에<0>공격력+35%",3,35,2
4,30402036,"해머에<0>공격력+36%",3,36,2
4,30402037,"해머에<0>공격력+37%",3,37,2
4,30402038,"해머에<0>공격력+38%",3,38,2
4,30402039,"해머에<0>공격력+39%",3,39,2
4,30402040,"해머에<0>공격력+40%",3,40,2
4,30402041,"해머에<0>공격력+41%",3,41,2
4,30402042,"해머에<0>공격력+42%",3,42,2
4,30402043,"해머에<0>공격력+43%",3,43,2
4,30402044,"해머에<0>공격력+44%",3,44,2
4,30402045,"해머에<0>공격력+45%",3,45,2
4,30402046,"해머에<0>공격력+46%",3,46,2
4,30402047,"해머에<0>공격력+47%",3,47,2
4,30402048,"해머에<0>공격력+48%",3,48,2
4,30402049,"해머에<0>공격력+49%",3,49,2
4,30402050,"해머에<0>공격력+50%",3,50,2
4,30402051,"해머에<0>공격력+51%",3,51,2
4,30402052,"해머에<0>공격력+52%",3,52,2
4,30402053,"해머에<0>공격력+53%",3,53,2
4,30402054,"해머에<0>공격력+54%",3,54,2
4,30402055,"해머에<0>공격력+55%",3,55,2
4,30402056,"해머에<0>공격력+56%",3,56,2
4,30402057,"해머에<0>공격력+57%",3,57,2
4,30402058,"해머에<0>공격력+58%",3,58,2
4,30402059,"해머에<0>공격력+59%",3,59,2
4,30402060,"해머에<0>공격력+60%",3,60,2
4,30402061,"해머에<0>공격력+61%",3,61,2
4,30402062,"해머에<0>공격력+62%",3,62,2
4,30402063,"해머에<0>공격력+63%",3,63,2
4,30402064,"해머에<0>공격력+64%",3,64,2
4,30402065,"해머에<0>공격력+65%",3,65,2
4,30402066,"해머에<0>공격력+66%",3,66,2
4,30402067,"해머에<0>공격력+67%",3,67,2
4,30402068,"해머에<0>공격력+68%",3,68,2
4,30402069,"해머에<0>공격력+69%",3,69,2
4,30402070,"해머에<0>공격력+70%",3,70,2
4,30402071,"해머에<0>공격력+71%",3,71,2
4,30402072,"해머에<0>공격력+72%",3,72,2
4,30402073,"해머에<0>공격력+73%",3,73,2
4,30402074,"해머에<0>공격력+74%",3,74,2
4,30402075,"해머에<0>공격력+75%",3,75,2
4,30402076,"해머에<0>공격력+76%",3,76,2
4,30402077,"해머에<0>공격력+77%",3,77,2
4,30402078,"해머에<0>공격력+78%",3,78,2
4,30402079,"해머에<0>공격력+79%",3,79,2
4,30402080,"해머에<0>공격력+80%",3,80,2
4,30402081,"해머에<0>공격력+81%",3,81,2
4,30402082,"해머에<0>공격력+82%",3,82,2
4,30402083,"해머에<0>공격력+83%",3,83,2
4,30402084,"해머에<0>공격력+84%",3,84,2
4,30402085,"해머에<0>공격력+85%",3,85,2
4,30402086,"해머에<0>공격력+86%",3,86,2
4,30402087,"해머에<0>공격력+87%",3,87,2
4,30402088,"해머에<0>공격력+88%",3,88,2
4,30402089,"해머에<0>공격력+89%",3,89,2
4,30402090,"해머에<0>공격력+90%",3,90,2
4,30402091,"해머에<0>공격력+91%",3,91,2
4,30402092,"해머에<0>공격력+92%",3,92,2
4,30402093,"해머에<0>공격력+93%",3,93,2
4,30402094,"해머에<0>공격력+94%",3,94,2
4,30402095,"해머에<0>공격력+95%",3,95,2
4,30402096,"해머에<0>공격력+96%",3,96,2
4,30402097,"해머에<0>공격력+97%",3,97,2
4,30402098,"해머에<0>공격력+98%",3,98,2
4,30402099,"해머에<0>공격력+99%",3,99,2
4,30402100,"해머에<0>공격력+100%",3,100,2
5,30502010,"샷건에<0>공격력+10%",3,10,2
5,30502011,"샷건에<0>공격력+11%",3,11,2
5,30502012,"샷건에<0>공격력+12%",3,12,2
5,30502013,"샷건에<0>공격력+13%",3,13,2
5,30502014,"샷건에<0>공격력+14%",3,14,2
5,30502015,"샷건에<0>공격력+15%",3,15,2
5,30502016,"샷건에<0>공격력+16%",3,16,2
5,30502017,"샷건에<0>공격력+17%",3,17,2
5,30502018,"샷건에<0>공격력+18%",3,18,2
5,30502019,"샷건에<0>공격력+19%",3,19,2
5,30502020,"샷건에<0>공격력+20%",3,20,2
5,30502021,"샷건에<0>공격력+21%",3,21,2
5,30502022,"샷건에<0>공격력+22%",3,22,2
5,30502023,"샷건에<0>공격력+23%",3,23,2
5,30502024,"샷건에<0>공격력+24%",3,24,2
5,30502025,"샷건에<0>공격력+25%",3,25,2
5,30502026,"샷건에<0>공격력+26%",3,26,2
5,30502027,"샷건에<0>공격력+27%",3,27,2
5,30502028,"샷건에<0>공격력+28%",3,28,2
5,30502029,"샷건에<0>공격력+29%",3,29,2
5,30502030,"샷건에<0>공격력+30%",3,30,2
5,30502031,"샷건에<0>공격력+31%",3,31,2
5,30502032,"샷건에<0>공격력+32%",3,32,2
5,30502033,"샷건에<0>공격력+33%",3,33,2
5,30502034,"샷건에<0>공격력+34%",3,34,2
5,30502035,"샷건에<0>공격력+35%",3,35,2
5,30502036,"샷건에<0>공격력+36%",3,36,2
5,30502037,"샷건에<0>공격력+37%",3,37,2
5,30502038,"샷건에<0>공격력+38%",3,38,2
5,30502039,"샷건에<0>공격력+39%",3,39,2
5,30502040,"샷건에<0>공격력+40%",3,40,2
5,30502041,"샷건에<0>공격력+41%",3,41,2
5,30502042,"샷건에<0>공격력+42%",3,42,2
5,30502043,"샷건에<0>공격력+43%",3,43,2
5,30502044,"샷건에<0>공격력+44%",3,44,2
5,30502045,"샷건에<0>공격력+45%",3,45,2
5,30502046,"샷건에<0>공격력+46%",3,46,2
5,30502047,"샷건에<0>공격력+47%",3,47,2
5,30502048,"샷건에<0>공격력+48%",3,48,2
5,30502049,"샷건에<0>공격력+49%",3,49,2
5,30502050,"샷건에<0>공격력+50%",3,50,2
5,30502051,"샷건에<0>공격력+51%",3,51,2
5,30502052,"샷건에<0>공격력+52%",3,52,2
5,30502053,"샷건에<0>공격력+53%",3,53,2
5,30502054,"샷건에<0>공격력+54%",3,54,2
5,30502055,"샷건에<0>공격력+55%",3,55,2
5,30502056,"샷건에<0>공격력+56%",3,56,2
5,30502057,"샷건에<0>공격력+57%",3,57,2
5,30502058,"샷건에<0>공격력+58%",3,58,2
5,30502059,"샷건에<0>공격력+59%",3,59,2
5,30502060,"샷건에<0>공격력+60%",3,60,2
5,30502061,"샷건에<0>공격력+61%",3,61,2
5,30502062,"샷건에<0>공격력+62%",3,62,2
5,30502063,"샷건에<0>공격력+63%",3,63,2
5,30502064,"샷건에<0>공격력+64%",3,64,2
5,30502065,"샷건에<0>공격력+65%",3,65,2
5,30502066,"샷건에<0>공격력+66%",3,66,2
5,30502067,"샷건에<0>공격력+67%",3,67,2
5,30502068,"샷건에<0>공격력+68%",3,68,2
5,30502069,"샷건에<0>공격력+69%",3,69,2
5,30502070,"샷건에<0>공격력+70%",3,70,2
5,30502071,"샷건에<0>공격력+71%",3,71,2
5,30502072,"샷건에<0>공격력+72%",3,72,2
5,30502073,"샷건에<0>공격력+73%",3,73,2
5,30502074,"샷건에<0>공격력+74%",3,74,2
5,30502075,"샷건에<0>공격력+75%",3,75,2
5,30502076,"샷건에<0>공격력+76%",3,76,2
5,30502077,"샷건에<0>공격력+77%",3,77,2
5,30502078,"샷건에<0>공격력+78%",3,78,2
5,30502079,"샷건에<0>공격력+79%",3,79,2
5,30502080,"샷건에<0>공격력+80%",3,80,2
5,30502081,"샷건에<0>공격력+81%",3,81,2
5,30502082,"샷건에<0>공격력+82%",3,82,2
5,30502083,"샷건에<0>공격력+83%",3,83,2
5,30502084,"샷건에<0>공격력+84%",3,84,2
5,30502085,"샷건에<0>공격력+85%",3,85,2
5,30502086,"샷건에<0>공격력+86%",3,86,2
5,30502087,"샷건에<0>공격력+87%",3,87,2
5,30502088,"샷건에<0>공격력+88%",3,88,2
5,30502089,"샷건에<0>공격력+89%",3,89,2
5,30502090,"샷건에<0>공격력+90%",3,90,2
5,30502091,"샷건에<0>공격력+91%",3,91,2
5,30502092,"샷건에<0>공격력+92%",3,92,2
5,30502093,"샷건에<0>공격력+93%",3,93,2
5,30502094,"샷건에<0>공격력+94%",3,94,2
5,30502095,"샷건에<0>공격력+95%",3,95,2
5,30502096,"샷건에<0>공격력+96%",3,96,2
5,30502097,"샷건에<0>공격력+97%",3,97,2
5,30502098,"샷건에<0>공격력+98%",3,98,2
5,30502099,"샷건에<0>공격력+99%",3,99,2
5,30502100,"샷건에<0>공격력+100%",3,100,2
1,40101010,"리프트에<1>HP+10%",4,10,1
1,40101011,"리프트에<1>HP+11%",4,11,1
1,40101012,"리프트에<1>HP+12%",4,12,1
1,40101013,"리프트에<1>HP+13%",4,13,1
1,40101014,"리프트에<1>HP+14%",4,14,1
1,40101015,"리프트에<1>HP+15%",4,15,1
1,40101016,"리프트에<1>HP+16%",4,16,1
1,40101017,"리프트에<1>HP+17%",4,17,1
1,40101018,"리프트에<1>HP+18%",4,18,1
1,40101019,"리프트에<1>HP+19%",4,19,1
1,40101020,"리프트에<1>HP+20%",4,20,1
1,40101021,"리프트에<1>HP+21%",4,21,1
1,40101022,"리프트에<1>HP+22%",4,22,1
1,40101023,"리프트에<1>HP+23%",4,23,1
1,40101024,"리프트에<1>HP+24%",4,24,1
1,40101025,"리프트에<1>HP+25%",4,25,1
1,40101026,"리프트에<1>HP+26%",4,26,1
1,40101027,"리프트에<1>HP+27%",4,27,1
1,40101028,"리프트에<1>HP+28%",4,28,1
1,40101029,"리프트에<1>HP+29%",4,29,1
1,40101030,"리프트에<1>HP+30%",4,30,1
1,40101031,"리프트에<1>HP+31%",4,31,1
1,40101032,"리프트에<1>HP+32%",4,32,1
1,40101033,"리프트에<1>HP+33%",4,33,1
1,40101034,"리프트에<1>HP+34%",4,34,1
1,40101035,"리프트에<1>HP+35%",4,35,1
1,40101036,"리프트에<1>HP+36%",4,36,1
1,40101037,"리프트에<1>HP+37%",4,37,1
1,40101038,"리프트에<1>HP+38%",4,38,1
1,40101039,"리프트에<1>HP+39%",4,39,1
1,40101040,"리프트에<1>HP+40%",4,40,1
1,40101041,"리프트에<1>HP+41%",4,41,1
1,40101042,"리프트에<1>HP+42%",4,42,1
1,40101043,"리프트에<1>HP+43%",4,43,1
1,40101044,"리프트에<1>HP+44%",4,44,1
1,40101045,"리프트에<1>HP+45%",4,45,1
1,40101046,"리프트에<1>HP+46%",4,46,1
1,40101047,"리프트에<1>HP+47%",4,47,1
1,40101048,"리프트에<1>HP+48%",4,48,1
1,40101049,"리프트에<1>HP+49%",4,49,1
1,40101050,"리프트에<1>HP+50%",4,50,1
1,40101051,"리프트에<1>HP+51%",4,51,1
1,40101052,"리프트에<1>HP+52%",4,52,1
1,40101053,"리프트에<1>HP+53%",4,53,1
1,40101054,"리프트에<1>HP+54%",4,54,1
1,40101055,"리프트에<1>HP+55%",4,55,1
1,40101056,"리프트에<1>HP+56%",4,56,1
1,40101057,"리프트에<1>HP+57%",4,57,1
1,40101058,"리프트에<1>HP+58%",4,58,1
1,40101059,"리프트에<1>HP+59%",4,59,1
1,40101060,"리프트에<1>HP+60%",4,60,1
1,40101061,"리프트에<1>HP+61%",4,61,1
1,40101062,"리프트에<1>HP+62%",4,62,1
1,40101063,"리프트에<1>HP+63%",4,63,1
1,40101064,"리프트에<1>HP+64%",4,64,1
1,40101065,"리프트에<1>HP+65%",4,65,1
1,40101066,"리프트에<1>HP+66%",4,66,1
1,40101067,"리프트에<1>HP+67%",4,67,1
1,40101068,"리프트에<1>HP+68%",4,68,1
1,40101069,"리프트에<1>HP+69%",4,69,1
1,40101070,"리프트에<1>HP+70%",4,70,1
1,40101071,"리프트에<1>HP+71%",4,71,1
1,40101072,"리프트에<1>HP+72%",4,72,1
1,40101073,"리프트에<1>HP+73%",4,73,1
1,40101074,"리프트에<1>HP+74%",4,74,1
1,40101075,"리프트에<1>HP+75%",4,75,1
1,40101076,"리프트에<1>HP+76%",4,76,1
1,40101077,"리프트에<1>HP+77%",4,77,1
1,40101078,"리프트에<1>HP+78%",4,78,1
1,40101079,"리프트에<1>HP+79%",4,79,1
1,40101080,"리프트에<1>HP+80%",4,80,1
1,40101081,"리프트에<1>HP+81%",4,81,1
1,40101082,"리프트에<1>HP+82%",4,82,1
1,40101083,"리프트에<1>HP+83%",4,83,1
1,40101084,"리프트에<1>HP+84%",4,84,1
1,40101085,"리프트에<1>HP+85%",4,85,1
1,40101086,"리프트에<1>HP+86%",4,86,1
1,40101087,"리프트에<1>HP+87%",4,87,1
1,40101088,"리프트에<1>HP+88%",4,88,1
1,40101089,"리프트에<1>HP+89%",4,89,1
1,40101090,"리프트에<1>HP+90%",4,90,1
1,40101091,"리프트에<1>HP+91%",4,91,1
1,40101092,"리프트에<1>HP+92%",4,92,1
1,40101093,"리프트에<1>HP+93%",4,93,1
1,40101094,"리프트에<1>HP+94%",4,94,1
1,40101095,"리프트에<1>HP+95%",4,95,1
1,40101096,"리프트에<1>HP+96%",4,96,1
1,40101097,"리프트에<1>HP+97%",4,97,1
1,40101098,"리프트에<1>HP+98%",4,98,1
1,40101099,"리프트에<1>HP+99%",4,99,1
1,40101100,"리프트에<1>HP+100%",4,100,1
2,40201010,"훅에<1>HP+10%",4,10,1
2,40201011,"훅에<1>HP+11%",4,11,1
2,40201012,"훅에<1>HP+12%",4,12,1
2,40201013,"훅에<1>HP+13%",4,13,1
2,40201014,"훅에<1>HP+14%",4,14,1
2,40201015,"훅에<1>HP+15%",4,15,1
2,40201016,"훅에<1>HP+16%",4,16,1
2,40201017,"훅에<1>HP+17%",4,17,1
2,40201018,"훅에<1>HP+18%",4,18,1
2,40201019,"훅에<1>HP+19%",4,19,1
2,40201020,"훅에<1>HP+20%",4,20,1
2,40201021,"훅에<1>HP+21%",4,21,1
2,40201022,"훅에<1>HP+22%",4,22,1
2,40201023,"훅에<1>HP+23%",4,23,1
2,40201024,"훅에<1>HP+24%",4,24,1
2,40201025,"훅에<1>HP+25%",4,25,1
2,40201026,"훅에<1>HP+26%",4,26,1
2,40201027,"훅에<1>HP+27%",4,27,1
2,40201028,"훅에<1>HP+28%",4,28,1
2,40201029,"훅에<1>HP+29%",4,29,1
2,40201030,"훅에<1>HP+30%",4,30,1
2,40201031,"훅에<1>HP+31%",4,31,1
2,40201032,"훅에<1>HP+32%",4,32,1
2,40201033,"훅에<1>HP+33%",4,33,1
2,40201034,"훅에<1>HP+34%",4,34,1
2,40201035,"훅에<1>HP+35%",4,35,1
2,40201036,"훅에<1>HP+36%",4,36,1
2,40201037,"훅에<1>HP+37%",4,37,1
2,40201038,"훅에<1>HP+38%",4,38,1
2,40201039,"훅에<1>HP+39%",4,39,1
2,40201040,"훅에<1>HP+40%",4,40,1
2,40201041,"훅에<1>HP+41%",4,41,1
2,40201042,"훅에<1>HP+42%",4,42,1
2,40201043,"훅에<1>HP+43%",4,43,1
2,40201044,"훅에<1>HP+44%",4,44,1
2,40201045,"훅에<1>HP+45%",4,45,1
2,40201046,"훅에<1>HP+46%",4,46,1
2,40201047,"훅에<1>HP+47%",4,47,1
2,40201048,"훅에<1>HP+48%",4,48,1
2,40201049,"훅에<1>HP+49%",4,49,1
2,40201050,"훅에<1>HP+50%",4,50,1
2,40201051,"훅에<1>HP+51%",4,51,1
2,40201052,"훅에<1>HP+52%",4,52,1
2,40201053,"훅에<1>HP+53%",4,53,1
2,40201054,"훅에<1>HP+54%",4,54,1
2,40201055,"훅에<1>HP+55%",4,55,1
2,40201056,"훅에<1>HP+56%",4,56,1
2,40201057,"훅에<1>HP+57%",4,57,1
2,40201058,"훅에<1>HP+58%",4,58,1
2,40201059,"훅에<1>HP+59%",4,59,1
2,40201060,"훅에<1>HP+60%",4,60,1
2,40201061,"훅에<1>HP+61%",4,61,1
2,40201062,"훅에<1>HP+62%",4,62,1
2,40201063,"훅에<1>HP+63%",4,63,1
2,40201064,"훅에<1>HP+64%",4,64,1
2,40201065,"훅에<1>HP+65%",4,65,1
2,40201066,"훅에<1>HP+66%",4,66,1
2,40201067,"훅에<1>HP+67%",4,67,1
2,40201068,"훅에<1>HP+68%",4,68,1
2,40201069,"훅에<1>HP+69%",4,69,1
2,40201070,"훅에<1>HP+70%",4,70,1
2,40201071,"훅에<1>HP+71%",4,71,1
2,40201072,"훅에<1>HP+72%",4,72,1
2,40201073,"훅에<1>HP+73%",4,73,1
2,40201074,"훅에<1>HP+74%",4,74,1
2,40201075,"훅에<1>HP+75%",4,75,1
2,40201076,"훅에<1>HP+76%",4,76,1
2,40201077,"훅에<1>HP+77%",4,77,1
2,40201078,"훅에<1>HP+78%",4,78,1
2,40201079,"훅에<1>HP+79%",4,79,1
2,40201080,"훅에<1>HP+80%",4,80,1
2,40201081,"훅에<1>HP+81%",4,81,1
2,40201082,"훅에<1>HP+82%",4,82,1
2,40201083,"훅에<1>HP+83%",4,83,1
2,40201084,"훅에<1>HP+84%",4,84,1
2,40201085,"훅에<1>HP+85%",4,85,1
2,40201086,"훅에<1>HP+86%",4,86,1
2,40201087,"훅에<1>HP+87%",4,87,1
2,40201088,"훅에<1>HP+88%",4,88,1
2,40201089,"훅에<1>HP+89%",4,89,1
2,40201090,"훅에<1>HP+90%",4,90,1
2,40201091,"훅에<1>HP+91%",4,91,1
2,40201092,"훅에<1>HP+92%",4,92,1
2,40201093,"훅에<1>HP+93%",4,93,1
2,40201094,"훅에<1>HP+94%",4,94,1
2,40201095,"훅에<1>HP+95%",4,95,1
2,40201096,"훅에<1>HP+96%",4,96,1
2,40201097,"훅에<1>HP+97%",4,97,1
2,40201098,"훅에<1>HP+98%",4,98,1
2,40201099,"훅에<1>HP+99%",4,99,1
2,40201100,"훅에<1>HP+100%",4,100,1
3,40301010,"부스터에<1>HP+10%",4,10,1
3,40301011,"부스터에<1>HP+11%",4,11,1
3,40301012,"부스터에<1>HP+12%",4,12,1
3,40301013,"부스터에<1>HP+13%",4,13,1
3,40301014,"부스터에<1>HP+14%",4,14,1
3,40301015,"부스터에<1>HP+15%",4,15,1
3,40301016,"부스터에<1>HP+16%",4,16,1
3,40301017,"부스터에<1>HP+17%",4,17,1
3,40301018,"부스터에<1>HP+18%",4,18,1
3,40301019,"부스터에<1>HP+19%",4,19,1
3,40301020,"부스터에<1>HP+20%",4,20,1
3,40301021,"부스터에<1>HP+21%",4,21,1
3,40301022,"부스터에<1>HP+22%",4,22,1
3,40301023,"부스터에<1>HP+23%",4,23,1
3,40301024,"부스터에<1>HP+24%",4,24,1
3,40301025,"부스터에<1>HP+25%",4,25,1
3,40301026,"부스터에<1>HP+26%",4,26,1
3,40301027,"부스터에<1>HP+27%",4,27,1
3,40301028,"부스터에<1>HP+28%",4,28,1
3,40301029,"부스터에<1>HP+29%",4,29,1
3,40301030,"부스터에<1>HP+30%",4,30,1
3,40301031,"부스터에<1>HP+31%",4,31,1
3,40301032,"부스터에<1>HP+32%",4,32,1
3,40301033,"부스터에<1>HP+33%",4,33,1
3,40301034,"부스터에<1>HP+34%",4,34,1
3,40301035,"부스터에<1>HP+35%",4,35,1
3,40301036,"부스터에<1>HP+36%",4,36,1
3,40301037,"부스터에<1>HP+37%",4,37,1
3,40301038,"부스터에<1>HP+38%",4,38,1
3,40301039,"부스터에<1>HP+39%",4,39,1
3,40301040,"부스터에<1>HP+40%",4,40,1
3,40301041,"부스터에<1>HP+41%",4,41,1
3,40301042,"부스터에<1>HP+42%",4,42,1
3,40301043,"부스터에<1>HP+43%",4,43,1
3,40301044,"부스터에<1>HP+44%",4,44,1
3,40301045,"부스터에<1>HP+45%",4,45,1
3,40301046,"부스터에<1>HP+46%",4,46,1
3,40301047,"부스터에<1>HP+47%",4,47,1
3,40301048,"부스터에<1>HP+48%",4,48,1
3,40301049,"부스터에<1>HP+49%",4,49,1
3,40301050,"부스터에<1>HP+50%",4,50,1
3,40301051,"부스터에<1>HP+51%",4,51,1
3,40301052,"부스터에<1>HP+52%",4,52,1
3,40301053,"부스터에<1>HP+53%",4,53,1
3,40301054,"부스터에<1>HP+54%",4,54,1
3,40301055,"부스터에<1>HP+55%",4,55,1
3,40301056,"부스터에<1>HP+56%",4,56,1
3,40301057,"부스터에<1>HP+57%",4,57,1
3,40301058,"부스터에<1>HP+58%",4,58,1
3,40301059,"부스터에<1>HP+59%",4,59,1
3,40301060,"부스터에<1>HP+60%",4,60,1
3,40301061,"부스터에<1>HP+61%",4,61,1
3,40301062,"부스터에<1>HP+62%",4,62,1
3,40301063,"부스터에<1>HP+63%",4,63,1
3,40301064,"부스터에<1>HP+64%",4,64,1
3,40301065,"부스터에<1>HP+65%",4,65,1
3,40301066,"부스터에<1>HP+66%",4,66,1
3,40301067,"부스터에<1>HP+67%",4,67,1
3,40301068,"부스터에<1>HP+68%",4,68,1
3,40301069,"부스터에<1>HP+69%",4,69,1
3,40301070,"부스터에<1>HP+70%",4,70,1
3,40301071,"부스터에<1>HP+71%",4,71,1
3,40301072,"부스터에<1>HP+72%",4,72,1
3,40301073,"부스터에<1>HP+73%",4,73,1
3,40301074,"부스터에<1>HP+74%",4,74,1
3,40301075,"부스터에<1>HP+75%",4,75,1
3,40301076,"부스터에<1>HP+76%",4,76,1
3,40301077,"부스터에<1>HP+77%",4,77,1
3,40301078,"부스터에<1>HP+78%",4,78,1
3,40301079,"부스터에<1>HP+79%",4,79,1
3,40301080,"부스터에<1>HP+80%",4,80,1
3,40301081,"부스터에<1>HP+81%",4,81,1
3,40301082,"부스터에<1>HP+82%",4,82,1
3,40301083,"부스터에<1>HP+83%",4,83,1
3,40301084,"부스터에<1>HP+84%",4,84,1
3,40301085,"부스터에<1>HP+85%",4,85,1
