param_03,command_type,param_01,param_04,param_02,param_08,drama_id,param_06,param_05,param_07,command_id
"",91,0,"","","",1010807,"","","",1010807066
1,3,1,"",dsb_idle_normal,"",1010807,0.5,"","",1010807067
1,3,2,"",dsb_talk_normal,"",1010807,0.3,"","",1010807068
0,21,vo_dsb_1010807,0,vo_dsb_7010,"",1010807,"","","",1010807069
10,11,2,1,"꽤 하잖아!\n……응? 잠깐만.\n잡아왔다……?",0.2,1010807,0,1,0,1010807070
"",93,2.9,"",1,"",1010807,"","","",1010807071
1,3,2,"",dsb_talk_normal_jitome,"",1010807,0.3,"","",1010807072
"",91,1010807070,"","","",1010807,"","","",1010807073
1,3,2,"",dsb_idle_normal,"",1010807,0.5,"","",1010807074
1,3,1,"",dsb_talk_normal_joy,"",1010807,0.5,"","",1010807075
0,21,vo_dsb_1010807,0,vo_dsb_7011,"",1010807,"","","",1010807076
10,11,1,1,"어라? 온천 이름, 못 봤어~?\n이 오늘의 온천은……\n특제 포션과 젤라티나를 섞은\n저희 여관이 자랑하는 젤라티나 탕입니다~☆",0.2,1010807,0,1,0,1010807077
"",91,0,"","","",1010807,"","","",1010807078
1,3,1,"",dsb_idle_joy1,"",1010807,0.5,"","",1010807079
1,3,2,"",dsb_talk_surprise2_anger2,"",1010807,0.5,"","",1010807080
0,21,vo_dsb_1010807,0,vo_dsb_7012,"",1010807,"","","",1010807081
10,11,2,1,"제…… 젤라티나 온천~~!?\n그러고 보니 어디선가 그런\n불온한 말을 본 것 같은 느낌이……",0.2,1010807,0,1,0,1010807082
"",91,0,"","","",1010807,"","","",1010807083
1,3,2,"",dsb_talk_surprise1_shy,"",1010807,0.5,"","",1010807084
0,21,vo_dsb_1010807,0,vo_dsb_7013,"",1010807,"","","",1010807085
10,11,2,1,"과연 어쩐지 그리운 느낌이\n나는 온천이라고 생각했어……가 아니라!\n대체 뭘 만든 거야!?",0.2,1010807,0,1,0,1010807086
"",93,5.6,"",1,"",1010807,"","","",1010807087
1,3,2,"",dsb_talk_anger_Ex2,"",1010807,0.5,"","",1010807088
"",91,1010807086,"","","",1010807,"","","",1010807089
1,3,1,"",dsb_talk_surprise1_normal2,"",1010807,0.5,"","",1010807090
0,21,vo_dsb_1010807,0,vo_dsb_7014,"",1010807,"","","",1010807091
10,11,1,1,"하지만 효능은 좋았지~?\n참고로 입욕 시간에 비례해서\n마력의 회복량도 증대시키는\n멋진 사양입니다~☆",0.2,1010807,0,1,0,1010807092
"",91,0,"","","",1010807,"","","",1010807093
1,3,1,"",dsb_idle_normal,"",1010807,0.5,"","",1010807094
1,3,2,"",dsb_talk_sad_shy,"",1010807,0.5,"","",1010807095
0,21,vo_dsb_1010807,0,vo_dsb_7015,"",1010807,"","","",1010807096
10,11,2,1,"아니, 그런 문제가……\n엇!? 정말로 회복량이\n늘어난 것 같은……!\n크으으으으…… 스, 스며든다~♪",0.2,1010807,0,1,0,1010807097
"",93,7.5,"",1,"",1010807,"","","",1010807098
1,3,2,"",dsb_talk_memory_nervous,"",1010807,0.5,"","",1010807099
0,3,1,dsb_idle_normal,dsb_smile2,"",1010807,0.5,1,0.5,1010807100
"",91,1010807097,"","","",1010807,"","","",1010807101
"",93,0.3,"",0,"",1010807,"","","",1010807102
70,5,12,-165,1,dsb_idle_normal,1010808,2,-345,0,1010808001
70,5,9,165,2,dsb_idle_relax_dere2,1010808,2,-345,1,1010808002
0,31,1,0,1,"",1010808,1,1,"",1010808003
0,31,3,0,3,"",1010808,1,1,"",1010808004
0,31,4,0,4,"",1010808,1,1,"",1010808005
0,31,19,0,10,"",1010808,1,1,"",1010808006
0,31,29,0,20,"",1010808,1,1,"",1010808007
155,31,39,-168,30,"",1010808,1,1,"",1010808008
-155,31,39,-168,31,"",1010808,1,1,"",1010808009
"",13,1,"",170,"",1010808,"","","",1010808010
"",13,2,"",170,"",1010808,"","","",1010808011
"",91,0,"","","",1010808,"","","",1010808012
1,23,se_10044200,"",se_10044200_cmn_amb,"",1010808,"","","",1010808013
0,23,se_10044200,"",se_10044200_cmn_steam,"",1010808,"","","",1010808014
"",93,6.2,"",0,"",1010808,"","","",1010808015
1,23,se_10044200,"",se_10044200_hotspring_09,"",1010808,"","","",1010808016
"",93,1.3,"",0,"",1010808,"","","",1010808017
1,3,2,"",dsb_talk_relax_Ex8,"",1010808,0.5,"","",1010808018
0,21,vo_dsb_1010808,0,vo_dsb_8001,"",1010808,"","","",1010808019
10,11,2,1,"흐아아……\n따뜻한데 시원해요……\n어쩐지 신기한 느낌……♪",0.2,1010808,0,1,0,1010808020
"",91,0,"","","",1010808,"","","",1010808021
1,3,2,"",dsb_idle_normal_joy,"",1010808,0.5,"","",1010808022
1,3,1,"",dsb_talk_normal_joy,"",1010808,0.5,"","",1010808023
0,21,vo_dsb_1010808,0,vo_dsb_8002,"",1010808,"","","",1010808024
10,11,1,1,"우후후, 엘프의 숲에서 채취한 약초를\n사용한 약초 탕이란다~\n목 상태가 매우 좋아져.\n시험 삼아 살짝 목소리를 내 보렴~?",0.2,1010808,0,1,0,1010808025
"",91,0,"","","",1010808,"","","",1010808026
1,3,1,"",dsb_idle_wish_normal,"",1010808,0.3,"","",1010808027
0,3,2,"",dsb_kurumi_sing_in,"",1010808,0.3,"","",1010808028
0,21,vo_dsb_1010808,0,vo_dsb_8003,"",1010808,"","","",1010808029
10,11,2,1,"아, 네.\n……후우.\n아~아~아~♪",0.2,1010808,0,1,0,1010808030
"",93,5,"",1,"",1010808,"","","",1010808031
0,3,2,dsb_kurumi_sing_loop,dsb_kurumi_sing_mid,"",1010808,0.2,1,0,1010808032
"",91,1010808030,"","","",1010808,"","","",1010808033
1,3,1,"",dsb_idle_wish_talkjoy2,"",1010808,0.5,"","",1010808034
1,3,2,"",dsb_talk_sad2_light,"",1010808,0.5,"","",1010808035
0,21,vo_dsb_1010808,0,vo_dsb_8004,"",1010808,"","","",1010808036
10,11,2,1,"와앗……!\n정말이에요……\n평소보다 목소리를 내기 훨씬 편해……!",0.2,1010808,0,1,0,1010808037
"",91,0,"","","",1010808,"","","",1010808038
1,3,2,"",dsb_idle_normal_joy,"",1010808,0.5,"","",1010808039
1,3,1,"",dsb_talk_joy3,"",1010808,0.5,"","",1010808040
0,21,vo_dsb_1010808,0,vo_dsb_8005,"",1010808,"","","",1010808041
10,11,1,1,"멋진 목소리네~♪\n깜짝 놀랐어~",0.2,1010808,0,1,0,1010808042
"",91,0,"","","",1010808,"","","",1010808043
1,3,1,"",dsb_idle_sad_talkjoy2,"",1010808,0.5,"","",1010808044
1,3,2,"",dsb_talk_surprise1_talkjoy2_2,"",1010808,0.5,"","",1010808045
0,21,vo_dsb_1010808,0,vo_dsb_8006,"",1010808,"","","",1010808046
10,11,2,1,"고, 고맙습니다……♪\n으음, 저……\n연기하는 걸 좋아하거든요.\n그래서…… 목소리를 내는 연습은 하고 있어서……",0.2,1010808,0,1,0,1010808047
"",91,0,"","","",1010808,"","","",1010808048
1,3,2,"",dsb_idle_normal_joy,"",1010808,0.5,"","",1010808049
1,3,1,"",dsb_talk_wish_dere,"",1010808,0.5,"","",1010808050
0,21,vo_dsb_1010808,0,vo_dsb_8007,"",1010808,"","","",1010808051
10,11,1,1,"어머 어머, 배우였구나~\n어떤 연기를 하는 걸까……?\n궁금해~♪",0.2,1010808,0,1,0,1010808052
"",91,0,"","","",1010808,"","","",1010808053
1,3,1,"",dsb_idle_wish_normal,"",1010808,0.5,"","",1010808054
1,3,2,"",dsb_talk_wish_dere,"",1010808,0.5,"","",1010808055
0,21,vo_dsb_1010808,0,vo_dsb_8008,"",1010808,"","","",1010808056
10,11,2,1,"그, 그럼……\n조금 연기해 봐도 괜찮나요?\n이 온천의 답례로……♪",0.2,1010808,0,1,0,1010808057
"",91,0,"","","",1010808,"","","",1010808058
1,3,2,"",dsb_idle_joy1,"",1010808,0.5,"","",1010808059
1,3,1,"",dsb_talk_normal_joy,"",1010808,0.3,"","",1010808060
0,21,vo_dsb_1010808,0,vo_dsb_8009,"",1010808,"","","",1010808061
10,11,1,1,"기뻐~♪\n호의를 받아들여도 될까?",0.2,1010808,0,1,0,1010808062
"",91,0,"","","",1010808,"","","",1010808063
1,3,1,"",dsb_idle_normal,"",1010808,0.5,"","",1010808064
1,3,2,"",dsb_talk_wish_dere,"",1010808,0.5,"","",1010808065
0,21,vo_dsb_1010808,0,vo_dsb_8010,"",1010808,"","","",1010808066
10,11,2,1,"물론이에요.\n그럼……",0.2,1010808,0,1,0,1010808067
"",91,0,"","","",1010808,"","","",1010808068
0,23,se_10044200,"",se_10044200_get_out_water,"",1010808,"","","",1010808069
0,3,2,"",dsb_kurumi_acting1_in,"",1010808,0.2,"","",1010808070
"",91,0,"","","",1010808,"","","",1010808071
0,3,2,dsb_kurumi_acting1_loop,dsb_kurumi_acting1_middle,"",1010808,0.2,1,0.2,1010808072
0,3,1,dsb_misato_surprise_loop1,dsb_misato_surprise,"",1010808,0.5,1,0.5,1010808073
"",22,0,"",0,"",1010808,"","","",1010808074
0,21,vo_dsb_1010808,0.9,vo_dsb_8011,"",1010808,"","","",1010808075
10,11,2,1,"……이봐, 확실히 해!\n나랑 그 여자, 둘 중 누구야!?",0.2,1010808,0,1,0,1010808076
"",91,0,"","","",1010808,"","","",1010808077
1,3,1,"",dsb_idle_surprise1_nervous,"",1010808,0.5,"","",1010808078
0,21,vo_dsb_1010808,0,vo_dsb_8012,"",1010808,"","","",1010808079
10,11,1,1,"어, 어랏?",0.2,1010808,0,1,0,1010808080
"",91,0,"","","",1010808,"","","",1010808081
1,3,2,"",dsb_kurumi_acting2,"",1010808,0.2,"","",1010808082
0,21,vo_dsb_1010808,0,vo_dsb_8013,"",1010808,"","","",1010808083
10,11,2,1,"도시에서 멀리 떨어진 온천 마을에서\n밀회하는 날들은 이제 지긋지긋해!\n그렇게 나와의 사이를 숨기고 싶어!?",0.2,1010808,0,1,0,1010808084
"",91,0,"","","",1010808,"","","",1010808085
1,3,1,"",dsb_misato_talk_sad2_dere2,"",1010808,0.5,"","",1010808086
0,21,vo_dsb_1010808,0,vo_dsb_8014,"",1010808,"","","",1010808087
10,11,1,1,"어머 어머, 어머나……\n갑자기 아수라장 전개네~\n하지만, 역시 배우구나.\n다음 이야기가 매우 궁금해~♪",0.2,1010808,0,1,0,1010808088
"",91,0,"","","",1010808,"","","",1010808089
"",93,0.3,"",0,"",1010808,"","","",1010808090
70,5,11,-165,1,dsb_idle_normal_talk1,1010809,2,-345,0,1010809001
70,5,5,165,2,dsb_idle_normal,1010809,2,-345,1,1010809002
0,31,1,0,1,"",1010809,1,1,"",1010809003
0,31,3,0,3,"",1010809,1,1,"",1010809004
0,31,4,0,4,"",1010809,1,1,"",1010809005
0,31,15,0,10,"",1010809,1,1,"",1010809006
0,31,25,0,20,"",1010809,1,1,"",1010809007
155,31,35,-168,30,"",1010809,1,1,"",1010809008
-155,31,35,-168,31,"",1010809,1,1,"",1010809009
"",13,1,"",170,"",1010809,"","","",1010809010
"",13,2,"",170,"",1010809,"","","",1010809011
"",91,0,"","","",1010809,"","","",1010809012
1,23,se_10044200,"",se_10044200_cmn_amb,"",1010809,"","","",1010809013
0,23,se_10044200,"",se_10044200_cmn_steam,"",1010809,"","","",1010809014
"",93,6.2,"",0,"",1010809,"","","",1010809015
1,23,se_10044200,"",se_10044200_hotspring_05,"",1010809,"","","",1010809016
"",93,1.3,"",0,"",1010809,"","","",1010809017
1,3,2,"",dsb_talk_sad,"",1010809,0.5,"","",1010809018
0,21,vo_dsb_1010809,0,vo_dsb_9001,"",1010809,"","","",1010809019
10,11,2,1,"아아……\n무슨 일이람……!\n내…… 내 피부가……!",0.2,1010809,0,1,0,1010809020
"",91,0,"","","",1010809,"","","",1010809021
1,3,2,"",dsb_talk_wish_shy,"",1010809,0.2,"","",1010809022
0,21,vo_dsb_1010809,0,vo_dsb_9002,"",1010809,"","","",1010809023
10,11,2,1,"전 인류가 상상할 수 있는\n아름다움의 한계를 넘어버려……!",0.2,1010809,0,1,0,1010809024
"",91,0,"","","",1010809,"","","",1010809025
1,3,2,"",dsb_idle_wish_shy,"",1010809,0.5,"","",1010809026
1,3,1,"",dsb_talk_nerrvous_surprise,"",1010809,0.5,"","",1010809027
"",22,0,"",0,"",1010809,"","","",1010809028
0,21,vo_dsb_1010809,0.9,vo_dsb_9003,"",1010809,"","","",1010809029
10,11,1,1,"……흐음.\n그건 큰일이네.",0.2,1010809,0,1,0,1010809030
"",91,0,"","","",1010809,"","","",1010809031
1,3,1,"",dsb_idle_normal,"",1010809,0.5,"","",1010809032
1,3,2,"",dsb_talk_worry,"",1010809,0.5,"","",1010809033
0,21,vo_dsb_1010809,0,vo_dsb_9004,"",1010809,"","","",1010809034
10,11,2,1,"읏, 반응이 싱겁잖아, 선생님!?\n이건 거의 역사를 바꿀\n대사건인데!",0.2,1010809,0,1,0,1010809035
"",91,0,"","","",1010809,"","","",1010809036
1,3,2,"",dsb_talk_thinking,"",1010809,0.3,"","",1010809037
0,21,vo_dsb_1010809,0,vo_dsb_9005,"",1010809,"","","",1010809038
10,11,2,1,"이 피부에 스며드는 형태……\n예삿일이 아니야.\n이런 온천을 만들어 준 선생님은\n이미 공범이라고 해도! 과언은 아니네!",0.2,1010809,0,1,0,1010809039
"",91,0,"","","",1010809,"","","",1010809040
1,3,2,"",dsb_talk_surprise1_shy,"",1010809,0.3,"","",1010809041
0,21,vo_dsb_1010809,0,vo_dsb_9006,"",1010809,"","","",1010809042
10,11,2,1,"그래, 내 공범……\n미의 공범이야!",0.2,1010809,0,1,0,1010809043
"",91,0,"","","",1010809,"","","",1010809044
1,3,2,"",dsb_idle_surprise1_sjhy,"",1010809,0.5,"","",1010809045
1,3,1,"",dsb_talk_surprise1_normal2,"",1010809,0.5,"","",1010809046
"",22,0,"",0,"",1010809,"","","",1010809047
0,21,vo_dsb_1010809,0.9,vo_dsb_9007,"",1010809,"","","",1010809048
10,11,1,1,"……여전하네, 유키.\n뭐, 마음에 들어 해줘서 다행이야.",0.2,1010809,0,1,0,1010809049
"",91,0,"","","",1010809,"","","",1010809050
1,3,1,"",dsb_idle_surprise1_normal,"",1010809,0.5,"","",1010809051
0,3,2,dsb_talk_guts2_dere_loop,dsb_talk_guts2_dere,"",1010809,0.3,1,0.2,1010809052
0,21,vo_dsb_1010809,0,vo_dsb_9008,"",1010809,"","","",1010809053
10,11,2,1,"그러니까\n오늘이라는 오늘이야말로\n내 주치의가 되어줘♪",0.2,1010809,0,1,0,1010809054
"",91,0,"","","",1010809,"","","",1010809055
1,3,2,"",dsb_idle_normal,"",1010809,0.5,"","",1010809056
1,3,1,"",dsb_talk_normal_sad,"",1010809,0.5,"","",1010809057
0,21,vo_dsb_1010809,0,vo_dsb_9009,"",1010809,"","","",1010809058
10,11,1,1,"정말로 여전하네……\n그리고 대답은 NO~",0.2,1010809,0,1,0,1010809059
"",91,0,"","","",1010809,"","","",1010809060
1,3,1,"",dsb_idle_normal,"",1010809,0.5,"","",1010809061
1,3,2,"",dsb_talk_normal_suprise1,"",1010809,0.5,"","",1010809062
0,21,vo_dsb_1010809,0,vo_dsb_9010,"",1010809,"","","",1010809063
10,11,2,1,"뭐~?\n선생님도 여전히 냉정하네.\n뭐, 그렇다고 포기하진 않을 거지만 말야?",0.2,1010809,0,1,0,1010809064
"",91,0,"","","",1010809,"","","",1010809065
1,3,2,"",dsb_talk_sad2_blink,"",1010809,0.3,"","",1010809066
0,21,vo_dsb_1010809,0,vo_dsb_9011,"",1010809,"","","",1010809067
10,11,2,1,"모든 것은 내 아름다움을 위해……\n그 길을 막을 수는 없어.\n설령 그 누구든.",0.2,1010809,0,1,0,1010809068
"",91,0,"","","",1010809,"","","",1010809069
1,3,2,"",dsb_idle_sad_blink,"",1010809,0.5,"","",1010809070
1,3,1,"",dsb_talk_joy3,"",1010809,0.5,"","",1010809071
0,21,vo_dsb_1010809,0,vo_dsb_9012,"",1010809,"","","",1010809072
10,11,1,1,"후후후……\n유키의 그런 자신감 넘치는\n점, 싫지 않아.",0.2,1010809,0,1,0,1010809073
"",91,0,"","","",1010809,"","","",1010809074
1,3,1,"",dsb_idle_normal,"",1010809,0.5,"","",1010809075
1,3,2,"",dsb_talk_memory_talkjoy2,"",1010809,0.5,"","",1010809076
0,21,vo_dsb_1010809,0,vo_dsb_9013,"",1010809,"","","",1010809077
10,11,2,1,"그럼 주치의가 되어줘♪",0.2,1010809,0,1,0,1010809078
"",91,0,"","","",1010809,"","","",1010809079
1,3,1,"",dsb_talk_surprise1_shy,"",1010809,0.5,"","",1010809080
0,21,vo_dsb_1010809,0,vo_dsb_9014,"",1010809,"","","",1010809081
10,11,1,1,"싫~어♪",0.2,1010809,0,1,0,1010809082
"",91,0,"","","",1010809,"","","",1010809083
0,3,1,dsb_idle_normal,dsb_smile2_mitsuki1,"",1010809,0.5,1,0.5,1010809084
1,3,2,"",dsb_talk_anger,"",1010809,0.5,"","",1010809085
0,21,vo_dsb_1010809,0,vo_dsb_9015,"",1010809,"","","",1010809086
10,11,2,1,"치사해~!",0.2,1010809,0,1,0,1010809087
"",91,0,"","","",1010809,"","","",1010809088
"",93,0.3,"",0,"",1010809,"","","",1010809089
53,1,1,-60,124631,dsb_top_misato_idle_normal,1015011,1.5,-254,0,1015011001
1,3,124631,"",dsb_top_misato_talk,"",1015011,0.2,"","",1015011002
0,21,vo_dsb,0,vo_dsb_0301,"",1015011,"","","",1015011003
7,11,124631,1,"자아, 목욕 시간이랍니다~♪ 몸을 푹 담가서 몸속까지 따뜻하게 하자~",0.7,1015011,80,0,-92,1015011004
"",91,0,"","","",1015011,"","","",1015011005
1,3,124631,"",dsb_top_misato_idle_normal,"",1015011,0.2,"","",1015011006
53,1,1,-60,124631,dsb_top_misato_idle_normal,1015012,1.5,-254,0,1015012001
1,3,124631,"",dsb_top_misato_joy,"",1015012,0.2,"","",1015012002
0,21,vo_dsb,0,vo_dsb_0302,"",1015012,"","","",1015012003
6,11,124631,1,"나도 온천처럼, 모두를 상냥하게 감싸 줄 수 있는 멋진 선생님이 되고 싶어~",0.7,1015012,80,0,-92,1015012004
"",91,0,"","","",1015012,"","","",1015012005
1,3,124631,"",dsb_top_misato_idle_normal,"",1015012,0.2,"","",1015012006
53,1,1,-60,124631,dsb_top_misato_idle_normal,1015013,1.5,-254,0,1015013001
1,3,124631,"",dsb_top_misato_wish,"",1015013,0.2,"","",1015013002
0,21,vo_dsb,0,vo_dsb_0303,"",1015013,"","","",1015013003
6,11,124631,1,"목욕하고 나서 마시는 우유는, 급하게 마시면 안 된답니다~? 허리에 손을 대고 음미하면서 마시자",0.7,1015013,80,0,-92,1015013004
"",91,0,"","","",1015013,"","","",1015013005
1,3,124631,"",dsb_top_misato_idle_normal,"",1015013,0.2,"","",1015013006
53,1,1,-60,124731,dsb_top_idle_normal,1051011,1.5,-254,0,1051011001
1,3,124731,"",dsb_top_mitsuki_talk,"",1051011,0.2,"","",1051011002
0,21,vo_dsb,0,vo_dsb_0201,"",1051011,"","","",1051011003
7,11,124731,1,"탕치도 훌륭한 의료 방법 중 하나야. Dr. 미츠키의 진찰실, 온천 수증기 편……이라고나 할까",0.5,1051011,80,0,-92,1051011004
"",91,0,"","","",1051011,"","","",1051011005
1,3,124731,"",dsb_top_idle_normal,"",1051011,0.2,"","",1051011006
53,1,1,-60,124731,dsb_top_idle_normal,1051012,1.5,-254,0,1051012001
1,3,124731,"",dsb_top_mitsuki_joy,"",1051012,0.2,"","",1051012002
0,21,vo_dsb,0,vo_dsb_0202,"",1051012,"","","",1051012003
6,11,124731,1,"여관에서 실험할 만큼 융통성 없지는 않아. 하지만…… 실험당하고 싶다면, 기꺼이♪",0.5,1051012,80,0,-92,1051012004
"",91,0,"","","",1051012,"","","",1051012005
1,3,124731,"",dsb_top_idle_normal,"",1051012,0.2,"","",1051012006
53,1,1,-60,124731,dsb_top_idle_normal,1051013,1.5,-254,0,1051013001
1,3,124731,dsb_top_mitsuki_crossed_loop,dsb_top_mitsuki_crossed,"",1051013,0.2,1,0.2,1051013002
0,21,vo_dsb,0,vo_dsb_0203,"",1051013,"","","",1051013003
6,11,124731,1,"어느 온천도 자신 있어. 충분히 확인했는걸…… 내 몸으로. 몸이 불어 터지는 줄 알았어",0.5,1051013,80,0,-92,1051013004
"",91,0,"","","",1051013,"","","",1051013005
1,3,124731,"",dsb_top_idle_normal,"",1051013,0.2,"","",1051013006
53,1,1,-60,124531,dsb_top_idle_normal,1067011,1.5,-254,0,1067011001
1,3,124531,"",dsb_top_homare_wish,"",1067011,0.2,"","",1067011002
0,21,vo_dsb,0,vo_dsb_0101,"",1067011,"","","",1067011003
6,11,124531,1,"좋~았어, 오늘도 힘껏 접대하겠어~☆ 아름다운 젊은 여주인에게 맡기시라♪",0.7,1067011,80,0,-92,1067011004
"",91,0,"","","",1067011,"","","",1067011005
1,3,124531,"",dsb_top_idle_normal,"",1067011,0.2,"","",1067011006
53,1,1,-60,124531,dsb_top_idle_normal,1067012,1.5,-254,0,1067012001
1,3,124531,"",dsb_top_homare_joy,"",1067012,0.2,"","",1067012002
0,21,vo_dsb,0,vo_dsb_0102,"",1067012,"","","",1067012003
6,11,124531,1,"나도 같이 들어가 버릴까~ 온천 회차를 그릴 때 필요한 자료도 얻고 싶고? 혼신의 취재~☆",0.7,1067012,80,0,-92,1067012004
"",91,0,"","","",1067012,"","","",1067012005
1,3,124531,"",dsb_top_idle_normal,"",1067012,0.2,"","",1067012006
53,1,1,-60,124531,dsb_top_idle_normal,1067013,1.5,-254,0,1067013001
1,3,124531,"",dsb_top_homare_surprise,"",1067013,0.2,"","",1067013002
0,21,vo_dsb,0,vo_dsb_0103,"",1067013,"","","",1067013003
6,11,124531,1,"가끔은 생명을 주고받는 게 아니라, 생명을 세탁해야겠지~ 등…… 밀어줄까?",1,1067013,80,0,-92,1067013004
"",91,0,"","","",1067013,"","","",1067013005
1,3,124531,"",dsb_top_idle_normal,"",1067013,0.2,"","",1067013006
